family,arm,subset,samples,fid,official_pooled5k_fid,sample_sha256,feature_row_start,feature_row_stop
native_global,official100,pooled5k,5000,7.093016100303544,7.093016100303544,01ace1f45e68fed885228aae272aa87f1db2386e562dec117a4a28cffeb0b211,0,5000
native_global,official100,new4k,4000,8.743323803922351,,49fd079874386e7d5648105d5eeff1118d48915afc32b4fd3d805126fd926320,1000,5000
native_global,global100,pooled5k,5000,7.0766692743397925,7.0766692743397925,40c0ce3bc6c2b9aadeb00a452834a5095c5b024b321171990f8d1c48591b82a5,0,5000
native_global,global100,new4k,4000,8.727140311845915,,26c2676c65a6431c85e23a77d745caffaf6b9bbdf273436678492d0ce51f0e66,1000,5000
