requested_time,actual_time,epsilon,samples,gap_rms_mean,gap_rms_std,gap_rms_min,action_rms_mean,action_rms_std,action_rms_min,rayleigh_mean,rayleigh_std,rayleigh_min,action_gap_cosine_mean,action_gap_cosine_std,action_gap_cosine_min,orthogonal_rms_mean,orthogonal_rms_std,orthogonal_rms_min,positive_rayleigh_mean,positive_rayleigh_std,positive_rayleigh_min,matched_total_rms_over_gap_mean,matched_total_rms_over_gap_std,matched_total_rms_over_gap_min,matched_orthogonal_rms_over_gap_mean,matched_orthogonal_rms_over_gap_std,matched_orthogonal_rms_over_gap_min
0.95,0.9491525292396545,0.01,16,0.18835828360170126,0.023897957123778502,0.1604260355234146,10.287580996751785,2.3154404848499475,6.678541660308838,6.076950892806053,1.6578738098095274,3.573112964630127,0.5852902811020613,0.049520312710494584,0.49124690890312195,8.278624951839447,1.726868928549662,5.5273308753967285,1.0,0.0,1.0,1.721398964524269,0.15253234210897537,1.4998446702957153,1.397120364010334,0.1858364132260135,1.1178255081176758
0.95,0.9491525292396545,0.003,16,0.18835828360170126,0.023897957123778502,0.1604260355234146,11.280413001775742,3.2277714707116636,6.836327075958252,6.0414135456085205,1.9760529463919987,3.5438079833984375,0.5303139798343182,0.045826180000868126,0.42478442192077637,9.50974527001381,2.612950198955696,5.846092224121094,1.0,0.0,1.0,1.9010793417692184,0.17912517268897368,1.6926640272140503,1.6133912056684494,0.20774331651558003,1.3656909465789795
0.8,0.7975830435752869,0.01,16,0.1964768385514617,0.013013637128747339,0.1623433381319046,2.2125887125730515,0.28961416730243145,1.7571600675582886,1.1052549481391907,0.19235558048918205,0.7846822738647461,0.49750443920493126,0.03184370251559981,0.4465627670288086,1.9149068295955658,0.23230970975074292,1.5689001083374023,1.0,0.0,1.0,2.0179023444652557,0.12341716778839644,1.7181423902511597,1.7511779740452766,0.14330828495202552,1.3971445560455322
0.8,0.7975830435752869,0.003,16,0.1964768385514617,0.013013637128747339,0.1623433381319046,2.2212359607219696,0.29388306615434945,1.7707048654556274,1.102482482790947,0.19198167318778508,0.7851492166519165,0.4944654293358326,0.0323891089319556,0.4434105455875397,1.9264114275574684,0.23847606728458545,1.5650558471679688,1.0,0.0,1.0,2.0306898951530457,0.12725131349081942,1.7247878313064575,1.765832282602787,0.14741292925349073,1.4053089618682861
0.65,0.6523604989051819,0.01,16,0.18698009848594666,0.011853949942729352,0.1599614918231964,1.0956327095627785,0.0992594039698298,0.9199399352073669,0.6389947943389416,0.0856437291411526,0.5271224975585938,0.5815227590501308,0.029283655972114908,0.5532238483428955,0.8889700844883919,0.06592745130203304,0.753943920135498,1.0,0.0,1.0,1.7236726805567741,0.08057114434610184,1.4946521520614624,1.402612678706646,0.10107842478472037,1.1108486652374268
0.65,0.6523604989051819,0.003,16,0.18698009848594666,0.011853949942729352,0.1599614918231964,1.095973864197731,0.0993800083537802,0.9201013445854187,0.6389178745448589,0.08566146694915337,0.5270837545394897,0.5812747627496719,0.029295749680226933,0.5530045032501221,0.8894449360668659,0.06609728666624108,0.754167914390564,1.0,0.0,1.0,1.7244157642126083,0.08069066114887477,1.49531888961792,1.4035240709781647,0.10119707656143447,1.1117455959320068
0.5,0.4971751570701599,0.01,16,0.17294101789593697,0.01004774127715309,0.1516900658607483,0.8199663385748863,0.06172863031205276,0.7514749765396118,0.5834385752677917,0.06890053832821022,0.5113852024078369,0.7096205428242683,0.030404896520612637,0.670494556427002,0.5748895443975925,0.022568780169702773,0.5300467014312744,1.0,0.0,1.0,1.4116906002163887,0.05810240436449572,1.2753825187683105,0.9945498704910278,0.08436074786006884,0.7915807962417603
0.5,0.4971751570701599,0.003,16,0.17294101789593697,0.01004774127715309,0.1516900658607483,0.8200326710939407,0.06173604950023256,0.7515329122543335,0.5834492966532707,0.06890773828594478,0.5114010572433472,0.7095759436488152,0.030410806964071817,0.6704393625259399,0.5749727860093117,0.022579825150285535,0.5301190614700317,1.0,0.0,1.0,1.4117806106805801,0.05812144949987383,1.275443196296692,0.9946769513189793,0.0843821761569814,0.791678786277771
0.4,0.41025641560554504,0.01,16,0.16032221354544163,0.008265003591733773,0.14280231297016144,0.7745799459517002,0.05808392823930264,0.7136824727058411,0.6111459657549858,0.06536904958651261,0.5417332649230957,0.7873370796442032,0.025146771604223538,0.747894287109375,0.4747188910841942,0.014741079754847676,0.4479372203350067,1.0,0.0,1.0,1.2713763117790222,0.0398618731216717,1.1915394067764282,0.7833590880036354,0.06584243347688094,0.6478936076164246
0.4,0.41025641560554504,0.003,16,0.16032221354544163,0.008265003591733773,0.14280231297016144,0.7746207378804684,0.05808921960518139,0.7137328386306763,0.6111597269773483,0.06537445284103761,0.5417447090148926,0.7873131185770035,0.02514935214959994,0.7478677034378052,0.4747674986720085,0.014745439531015583,0.44798383116722107,1.0,0.0,1.0,1.2714153453707695,0.03986845960570097,1.1915695667266846,0.7834221310913563,0.06584972081553714,0.6479489803314209
0.3,0.29629629850387573,0.01,16,0.1375549826771021,0.006091175551015123,0.1251111626625061,0.7847602479159832,0.05298435978785809,0.7253891825675964,0.6945245489478111,0.057950176224892645,0.6218350529670715,0.8841250389814377,0.01441192775445051,0.8572433590888977,0.36450353264808655,0.008401378518436815,0.35003861784935,1.0,0.0,1.0,1.1313614025712013,0.018387503138610598,1.093841791152954,0.5279550068080425,0.03975174511532676,0.4432717263698578
0.3,0.29629629850387573,0.003,16,0.1375549826771021,0.006091175551015123,0.1251111626625061,0.7847882881760597,0.052989152779290505,0.7254174947738647,0.6945421621203423,0.057955806027278074,0.6218519806861877,0.8841156922280788,0.014413328628882257,0.8572332262992859,0.36453013494610786,0.008400929583797472,0.3500624895095825,1.0,0.0,1.0,1.131373405456543,0.018389608813594534,1.093849778175354,0.5279805529862642,0.039755114654149916,0.44329145550727844
0.2,0.1983470916748047,0.01,16,0.11892792815342546,0.0065378048421533014,0.10637196898460388,0.863419696688652,0.040644720840682304,0.8013200163841248,0.816884521394968,0.04264251037256706,0.751369297504425,0.9458813890814781,0.005080456202675874,0.9376644492149353,0.2792940456420183,0.004653335311239087,0.27262410521507263,1.0,0.0,1.0,1.0572454854846,0.005672960707551624,1.0467894077301025,0.3427686933428049,0.017599603171348177,0.30946406722068787
0.2,0.1983470916748047,0.003,16,0.11892792815342546,0.0065378048421533014,0.10637196898460388,0.8634474314749241,0.04064711477650359,0.8013441562652588,0.8169071041047573,0.042645657386546576,0.7513898015022278,0.9458771012723446,0.005081356097256467,0.9376618266105652,0.27931363694369793,0.004652820495668536,0.2726372182369232,1.0,0.0,1.0,1.057250276207924,0.005674004286898145,1.0467970371246338,0.3427834175527096,0.017602269282582052,0.3094896972179413
0.14,0.14035087823867798,0.01,16,0.11924723396077752,0.007888749038217591,0.10363218188285828,0.9189113229513168,0.028098057149996535,0.8728625178337097,0.8881681077182293,0.028874941651802256,0.8429713249206543,0.9664897099137306,0.002508644350131332,0.9629694819450378,0.23552239686250687,0.006355619089687211,0.22426441311836243,1.0,0.0,1.0,1.0346791222691536,0.002680844007284983,1.0291959047317505,0.26543517503887415,0.010595931451020531,0.24340109527111053
0.14,0.14035087823867798,0.003,16,0.11924723396077752,0.007888749038217591,0.10363218188285828,0.9189417622983456,0.028098864568479973,0.872892439365387,0.8881961405277252,0.02887659182227768,0.842998743057251,0.9664881713688374,0.0025095408547778156,0.962966799736023,0.23553526867181063,0.006357130754961341,0.22428059577941895,1.0,0.0,1.0,1.0346807837486267,0.0026818060419904377,1.0291941165924072,0.26544142700731754,0.01059981770965347,0.24339379370212555
