seed,condition,fid,inception_score,total_full_model_calls,total_base_prefix_calls,sample_sha256
20260905,ordinary_ig,7.034546250050255,154.53944091796876,62800,0,60a831119169a7e72591ffbd0e990992455b162d90eafd9713e0b6db98342f6e
20260905,raw_pfr,7.22421267350137,167.85522003173827,62800,62172,b34b31e21ace5d5f2627e5bc9c879b3970a6a3df76294964c8fddc7adda94c20
