step_index,time,next_time,cohort_second_moment_before,target_second_moment,lambda_ideal_fp64,lambda_applied_fp32,active,cohort_second_moment_after,cohort_correction_rms,energy_bound_excess_after,lambda_roundoff
62,0.8306010961532593,0.8245124816894531,0.7100066402676367,0.7105489022774913,1.0,1.0,False,0.7100066402676367,0.0,0.0,0.0
63,0.8245124816894531,0.8181818127632141,0.7018298757044312,0.7024065527627665,1.0,1.0,False,0.7018298757044312,0.0,0.0,0.0
64,0.8181818127632141,0.8115941882133484,0.6934925207152046,0.6941037276706128,1.0,1.0,False,0.6934925207152046,0.0,0.0,0.0
65,0.8115941882133484,0.8047336935997009,0.6849969535610102,0.6856413045136798,1.0,1.0,False,0.6849969535610102,0.0,0.0,0.0
66,0.8047336935997009,0.7975830435752869,0.6763453915469403,0.6770211315393686,1.0,1.0,False,0.6763453915469403,0.0,0.0,0.0
67,0.7975830435752869,0.790123462677002,0.6675419730528521,0.6682462720738764,1.0,1.0,False,0.6675419730528521,0.0,0.0,0.0
68,0.790123462677002,0.7823343873023987,0.658590824545459,0.6593211058127159,1.0,1.0,False,0.658590824545459,0.0,0.0,0.0
69,0.7823343873023987,0.774193525314331,0.6494993911926237,0.6502519237466154,1.0,1.0,False,0.6494993911926237,0.0,0.0,0.0
70,0.774193525314331,0.7656765580177307,0.6402780007694638,0.6410471842997241,1.0,1.0,False,0.6402780007694638,0.0,0.0,0.0
71,0.7656765580177307,0.7567567229270935,0.6309374776273762,0.6317177685912406,1.0,1.0,False,0.6309374776273762,0.0,0.0,0.0
72,0.7567567229270935,0.7474048137664795,0.621495952909335,0.6222778140436089,1.0,1.0,False,0.621495952909335,0.0,0.0,0.0
73,0.7474048137664795,0.73758864402771,0.6119705219534982,0.6127451280363422,1.0,1.0,False,0.6119705219534982,0.0,0.0,0.0
74,0.73758864402771,0.7272727489471436,0.6023861403614219,0.603142051700213,1.0,1.0,False,0.6023861403614219,0.0,0.0,0.0
75,0.7272727489471436,0.7164179682731628,0.5927734286512181,0.5934964264199386,1.0,1.0,False,0.5927734286512181,0.0,0.0,0.0
76,0.7164179682731628,0.7049808502197266,0.5831725217834999,0.5838426813938282,1.0,1.0,False,0.5831725217834999,0.0,0.0,0.0
77,0.7049808502197266,0.6929134130477905,0.5736286784531461,0.5742235570180714,1.0,1.0,False,0.5736286784531461,0.0,0.0,0.0
78,0.6929134130477905,0.6801619529724121,0.5641999527235287,0.5646914459461442,1.0,1.0,False,0.5641999527235287,0.0,0.0,0.0
79,0.6801619529724121,0.6666666865348816,0.5549633808963642,0.5553109499214344,1.0,1.0,False,0.5549633808963642,0.0,0.0,0.0
80,0.6666666865348816,0.6523604989051819,0.5459974503307312,0.5461613764021123,1.0,1.0,False,0.5459974503307312,0.0,0.0,0.0
81,0.6523604989051819,0.6371681094169617,0.5374090720116493,0.5373403504149312,0.9999360600728622,0.999936044216156,True,0.5373403333489399,4.68848475622443e-05,0.0,-1.5856706170325197e-08
82,0.6371681094169617,0.621004581451416,0.5292624859922954,0.5289679893678417,0.9997217471385046,0.9997217655181885,True,0.5289680088131274,0.0002024167820348553,1.9445285714958516e-08,1.8379683885960674e-08
83,0.621004581451416,0.6037735939025879,0.5215679658609074,0.5211922812693639,0.9996397859034968,0.9996398091316223,True,0.5211923054877144,0.0002601286323997496,2.4218350547222656e-08,2.32281255341249e-08
84,0.6037735939025879,0.5853658318519592,0.5146663376510534,0.5141961532625929,0.9995431099822587,0.9995431303977966,True,0.5141961742640058,0.00032775939466395614,2.100141283101209e-08,2.0415537926865568e-08
85,0.5853658318519592,0.5656565427780151,0.508790109720084,0.5082062276728003,0.999426040673256,0.9994260668754578,True,0.5082062543215723,0.0004093837694950023,2.66487719668973e-08,2.6202201741654108e-08
86,0.5656565427780151,0.5445026159286499,0.5042315357949133,0.5035041885644598,0.9992784964194926,0.9992784857749939,True,0.5035041778392583,0.000512341929025445,0.0,-1.0644498726897211e-08
87,0.5445026159286499,0.52173912525177,0.5013255990036295,0.500441606359487,0.9991179557973835,0.9991179704666138,True,0.5004416210488799,0.0006245152829382794,1.4689392924260858e-08,1.4669230274932943e-08
88,0.52173912525177,0.4971751570701599,0.5005825332635018,0.49945933027254136,0.9988774740601655,0.9988774657249451,True,0.49945932194275033,0.0007942138462319411,0.0,-8.335220402777566e-09
89,0.4971751570701599,0.47058823704719543,0.5024803163724136,0.5011130545228054,0.998638560396063,0.9986385703086853,True,0.5011130644708596,0.0009650609547322963,9.948054158215314e-09,9.912622278562822e-09
90,0.47058823704719543,0.4417177736759186,0.5078074937154242,0.5061074525214397,0.9983246934576931,0.9983246922492981,True,0.5061074512890743,0.0011938345746638213,0.0,-1.2083950506891483e-09
91,0.4417177736759186,0.41025641560554504,0.5173785460100041,0.5153421212859277,0.9980300376218675,0.9980300664901733,True,0.5153421510942474,0.0014169540826807561,2.9808319701452035e-08,2.886830585691058e-08
92,0.41025641560554504,0.3758389353752136,0.5324198415773449,0.5299742587558007,0.9977006889636731,0.9977006912231445,True,0.5299742611572508,0.0016777390494732735,2.4014500388247484e-09,2.2594713877666095e-09
93,0.3758389353752136,0.3380281627178192,0.5544502831155157,0.5515050093128435,0.9973404327814005,0.9973404407501221,True,0.5515050181347174,0.001980345534955822,8.82187389805722e-09,7.968721571494086e-09
94,0.3380281627178192,0.29629629850387573,0.5854840325436531,0.5819001808767147,0.9969347132754522,0.996934711933136,True,0.5819001793033409,0.0023454642783701956,0.0,-1.3423162581460701e-09
95,0.29629629850387573,0.25,0.6282256744144453,0.6237616167744054,0.9964407566269016,0.9964407682418823,True,0.6237616313137382,0.002821071598969287,1.4539332737761868e-08,1.1614980754970361e-08
96,0.25,0.1983470916748047,0.6864784592011884,0.6805741208828369,0.9956902588860215,0.9956902861595154,True,0.6805741581684932,0.003570770116129925,3.728565634020242e-08,2.7273493907742363e-08
97,0.1983470916748047,0.14035087823867798,0.7652990479763819,0.7570680286629415,0.9946078131649203,0.9946078062057495,True,0.7570680180683029,0.0047171651224764705,0.0,-6.959170795184377e-09
98,0.14035087823867798,0.07476635277271271,0.8765019987415181,0.8597626392410699,0.9904050112623303,0.9904050230979919,True,0.8597626597854034,0.00898297909715347,2.0544333567684703e-08,1.1835661672954245e-08
99,0.07476635277271271,0.0,0.9887874990820583,0.9977984298211653,1.0,1.0,False,0.9887874990820583,0.0,0.0,0.0
