step,model,elapsed_seconds,velocity,total,clean,epsilon,gate,gate_mean,consistency
1,B0_v,0.392074934206903,2.006518602371216,2.006518602371216,,,,,
1,B1_x,0.392074934206903,,0.9835709929466248,0.9835709929466248,,,,
1,B2_eps,0.392074934206903,,1.0094945430755615,,1.0094945430755615,,,
1,D0_xeps,0.392074934206903,,1.993065595626831,0.9835709929466248,1.0094945430755615,,,
1,D1_scaled,0.392074934206903,,2.1618309020996094,0.9835709929466248,1.0094945430755615,0.16876539587974548,0.5,
1,D2_velocity,0.392074934206903,,666.19580078125,0.9835709929466248,1.0094945430755615,664.2027587890625,0.5,
1,D4_safe,0.392074934206903,,3.999584197998047,0.9835709929466248,1.0094945430755615,2.006518602371216,0.5034328103065491,
1,S0_xv,0.392074934206903,2.006518602371216,2.9900896549224854,0.9835709929466248,,,,0.6626128554344177
1,S1_xv,0.392074934206903,2.006518602371216,3.0563509464263916,0.9835709929466248,,,,0.6626128554344177
500,B0_v,36.08023806102574,1.8065237998962402,1.8065237998962402,,,,,
500,B1_x,36.08023806102574,,0.5059903264045715,0.5059903264045715,,,,
500,B2_eps,36.08023806102574,,0.5047292709350586,,0.5047292709350586,,,
500,D0_xeps,36.08023806102574,,1.2201924324035645,0.609186053276062,0.6110063791275024,,,
500,D1_scaled,36.08023806102574,,1.2983601093292236,0.6106127500534058,0.6058387160301208,0.0819086804986,0.5299078822135925,
500,D2_velocity,36.08023806102574,,3.5576534271240234,0.9834158420562744,0.9926396608352661,1.5815980434417725,0.5085548758506775,
500,D4_safe,36.08023806102574,,2.5719008445739746,0.5024179220199585,0.5028615593910217,1.5666213035583496,0.5260612964630127,
500,S0_xv,36.08023806102574,1.7614729404449463,2.2837586402893066,0.5222856998443604,,,,0.13072559237480164
500,S1_xv,36.08023806102574,1.7606922388076782,2.2931671142578125,0.5219912528991699,,,,0.10483746230602264
1000,B0_v,72.76793452119455,1.5599427223205566,1.5599427223205566,,,,,
1000,B1_x,72.76793452119455,,0.5067712068557739,0.5067712068557739,,,,
1000,B2_eps,72.76793452119455,,0.4910844564437866,,0.4910844564437866,,,
1000,D0_xeps,72.76793452119455,,0.9964916110038757,0.5073727965354919,0.4891188144683838,,,
1000,D1_scaled,72.76793452119455,,1.0532238483428955,0.5068966150283813,0.48878246545791626,0.0575447753071785,0.5277596712112427,
1000,D2_velocity,72.76793452119455,,2.717010498046875,0.5909247994422913,0.5428078174591064,1.5832780599594116,0.5107909440994263,
