weak,t,model,id,split,squared_residual,squared_gap
depth8,0.5,score_scale,843,test,0.03355543053709737,0.035016980971014994
depth8,0.5,score_scale,3732,test,0.0362990844188652,0.036822369898167326
depth8,0.5,score_scale,3823,test,0.026326042213459175,0.026795570686253014
depth8,0.5,score_scale,2922,test,0.029919007240286448,0.02958791234866275
depth8,0.5,score_scale,1517,test,0.019361768402967133,0.019674143858613425
depth8,0.5,score_scale,1686,test,0.017692608049372185,0.017489246892674653
depth8,0.5,score_scale,4998,test,0.012627405161862655,0.012683488422021584
depth8,0.5,score_scale,151,test,0.02162774404552457,0.021443905819972638
depth8,0.5,score_scale,3630,test,0.027278738135783867,0.027989726317330887
depth8,0.5,score_scale,1841,test,0.028674003500289973,0.02896618499789133
depth8,0.5,score_scale,3028,test,0.028426284161783784,0.029717235860960395
depth8,0.5,score_scale,2347,test,0.023545593706420422,0.023887289454896182
depth8,0.5,score_scale,4021,test,0.02959015007335715,0.02958684326737558
depth8,0.5,radial,713,fit,0.018216749557619226,0.01814156514649796
depth8,0.5,radial,3623,fit,0.021499194021403017,0.021558720499572644
depth8,0.5,radial,3296,fit,0.034574306375117034,0.03356336814934434
depth8,0.5,radial,4345,fit,0.01845187358360537,0.019096298259524358
depth8,0.5,radial,2364,fit,0.02204230126997618,0.021711905264749053
depth8,0.5,radial,3510,fit,0.038831637127448,0.0400140398650148
depth8,0.5,radial,4640,fit,0.032756543003858274,0.033693180016301075
depth8,0.5,radial,1298,fit,0.018467097215730553,0.019039555622792092
depth8,0.5,radial,708,fit,0.02009751243685093,0.020161328640132543
depth8,0.5,radial,1505,fit,0.024468649423851036,0.023363016958411895
depth8,0.5,radial,2304,fit,0.023642115964546538,0.022885824736562463
depth8,0.5,radial,307,fit,0.028578416379244992,0.029388348024234526
depth8,0.5,radial,4093,fit,0.01607539254794643,0.016544319189136045
depth8,0.5,radial,769,fit,0.031725688273573686,0.03141406607294786
depth8,0.5,radial,3769,fit,0.024695700078296193,0.025210028961803556
depth8,0.5,radial,1780,fit,0.028638130311063242,0.02960458466221483
depth8,0.5,radial,2797,test,0.02761531958266162,0.0276500683459548
depth8,0.5,radial,2744,test,0.04224130627461083,0.041795290293019594
depth8,0.5,radial,2114,test,0.03715349826205611,0.03783638486125117
depth8,0.5,radial,843,test,0.0358322700868889,0.035016980971014994
depth8,0.5,radial,3732,test,0.036828096339236574,0.036822369898167326
depth8,0.5,radial,3823,test,0.02714434819231814,0.026795570686253014
depth8,0.5,radial,2922,test,0.028813213347284067,0.02958791234866275
depth8,0.5,radial,1517,test,0.019982935013151792,0.019674143858613425
depth8,0.5,radial,1686,test,0.017182304656543593,0.017489246892674653
depth8,0.5,radial,4998,test,0.012622534539813116,0.012683488422021584
depth8,0.5,radial,151,test,0.020854157555954024,0.021443905819972638
depth8,0.5,radial,3630,test,0.028927883394140687,0.027989726317330887
depth8,0.5,radial,1841,test,0.02861323825422607,0.02896618499789133
depth8,0.5,radial,3028,test,0.03053702382512746,0.029717235860960395
depth8,0.5,radial,2347,test,0.02397769582330694,0.023887289454896182
depth8,0.5,radial,4021,test,0.029003956025904273,0.02958684326737558
depth8,0.5,score_scale_radial,713,fit,0.01834828414043098,0.01814156514649796
depth8,0.5,score_scale_radial,3623,fit,0.018081151685495345,0.021558720499572644
depth8,0.5,score_scale_radial,3296,fit,0.029885137914156236,0.03356336814934434
depth8,0.5,score_scale_radial,4345,fit,0.018076969814436343,0.019096298259524358
depth8,0.5,score_scale_radial,2364,fit,0.021394088566825082,0.021711905264749053
depth8,0.5,score_scale_radial,3510,fit,0.03456841669338727,0.0400140398650148
depth8,0.5,score_scale_radial,4640,fit,0.031197093092151622,0.033693180016301075
depth8,0.5,score_scale_radial,1298,fit,0.017867455249468978,0.019039555622792092
depth8,0.5,score_scale_radial,708,fit,0.016975833358833244,0.020161328640132543
depth8,0.5,score_scale_radial,1505,fit,0.024120060546735305,0.023363016958411895
depth8,0.5,score_scale_radial,2304,fit,0.019818723316675203,0.022885824736562463
depth8,0.5,score_scale_radial,307,fit,0.027222834573044134,0.029388348024234526
depth8,0.5,score_scale_radial,4093,fit,0.01685365732612249,0.016544319189136045
depth8,0.5,score_scale_radial,769,fit,0.02632047130892925,0.03141406607294786
depth8,0.5,score_scale_radial,3769,fit,0.024687209750424717,0.025210028961803556
depth8,0.5,score_scale_radial,1780,fit,0.02731139720927163,0.02960458466221483
depth8,0.5,score_scale_radial,2797,test,0.025335881992768712,0.0276500683459548
depth8,0.5,score_scale_radial,2744,test,0.032231923339481876,0.041795290293019594
depth8,0.5,score_scale_radial,2114,test,0.03672452539261392,0.03783638486125117
depth8,0.5,score_scale_radial,843,test,0.027729941466915087,0.035016980971014994
depth8,0.5,score_scale_radial,3732,test,0.03200366667959109,0.036822369898167326
depth8,0.5,score_scale_radial,3823,test,0.02518223379596626,0.026795570686253014
depth8,0.5,score_scale_radial,2922,test,0.02655595924580241,0.02958791234866275
depth8,0.5,score_scale_radial,1517,test,0.018877792998959662,0.019674143858613425
depth8,0.5,score_scale_radial,1686,test,0.01671558295612898,0.017489246892674653
depth8,0.5,score_scale_radial,4998,test,0.011637726256558486,0.012683488422021584
depth8,0.5,score_scale_radial,151,test,0.01853107972093969,0.021443905819972638
depth8,0.5,score_scale_radial,3630,test,0.028393470334251963,0.027989726317330887
depth8,0.5,score_scale_radial,1841,test,0.023346442124568847,0.02896618499789133
depth8,0.5,score_scale_radial,3028,test,0.024197732857393815,0.029717235860960395
depth8,0.5,score_scale_radial,2347,test,0.020918569617050117,0.023887289454896182
depth8,0.5,score_scale_radial,4021,test,0.025250341949449508,0.02958684326737558
depth10,0.5,score_scale,713,fit,0.006034163454148299,0.006074217380616619
depth10,0.5,score_scale,3623,fit,0.007098304402069898,0.007216732204748228
depth10,0.5,score_scale,3296,fit,0.00935163180975063,0.009599863802744996
depth10,0.5,score_scale,4345,fit,0.007065792954466036,0.006922121799018553
depth10,0.5,score_scale,2364,fit,0.007170116996563292,0.007271872208802408
depth10,0.5,score_scale,3510,fit,0.011639410697674962,0.01156903846610026
depth10,0.5,score_scale,4640,fit,0.011467769702794445,0.011375312136398068
depth10,0.5,score_scale,1298,fit,0.006022046876431259,0.006028045780869173
depth10,0.5,score_scale,708,fit,0.007627175679272909,0.007683989097554175
depth10,0.5,score_scale,1505,fit,0.008350021614355047,0.008621293642762333
depth10,0.5,score_scale,2304,fit,0.007940295680469753,0.008104633089429422
depth10,0.5,score_scale,307,fit,0.008555991509297096,0.008472179726679498
depth10,0.5,score_scale,4093,fit,0.005164387770044977,0.005094347621553136
depth10,0.5,score_scale,769,fit,0.011348880714892502,0.011443668790861665
depth10,0.5,score_scale,3769,fit,0.007917744815680545,0.007856682715283598
depth10,0.5,score_scale,1780,fit,0.009866246043766524,0.00964089775715154
depth10,0.5,score_scale,2797,test,0.00983759308198026,0.009887099488871334
depth10,0.5,score_scale,2744,test,0.015547891751424648,0.015782040306573406
depth10,0.5,score_scale,2114,test,0.017580963309704458,0.01746884264148815
depth10,0.5,score_scale,843,test,0.010964593988134725,0.011228372904619598
depth10,0.5,score_scale,3732,test,0.012525291855381716,0.012580452205069002
depth10,0.5,score_scale,3823,test,0.010597001217572375,0.010625197691621712
depth10,0.5,score_scale,2922,test,0.012683916739702875,0.012508497535938093
depth10,0.5,score_scale,1517,test,0.0069596639316578356,0.007074901430651494
depth10,0.5,score_scale,1686,test,0.005913898260724776,0.005958789033676035
depth10,0.5,score_scale,4998,test,0.004370871734331742,0.004404338089972958
depth10,0.5,score_scale,151,test,0.007845860735062708,0.007807013487268099
depth10,0.5,score_scale,3630,test,0.010432873116592556,0.010456114362467291
depth10,0.5,score_scale,1841,test,0.010070280664605859,0.01012574127150842
depth10,0.5,score_scale,3028,test,0.008969344747844603,0.00919814019829699
depth10,0.5,score_scale,2347,test,0.008192726778017868,0.008276226213461689
depth10,0.5,score_scale,4021,test,0.010074451085748032,0.01012647958502447
depth10,0.5,radial,713,fit,0.006129544812314862,0.006074217380616619
depth10,0.5,radial,3623,fit,0.007262796019090326,0.007216732204748228
depth10,0.5,radial,3296,fit,0.009743694612492113,0.009599863802744996
depth10,0.5,radial,4345,fit,0.006816122398155091,0.006922121799018553
depth10,0.5,radial,2364,fit,0.007393441208472797,0.007271872208802408
depth10,0.5,radial,3510,fit,0.01141858659694749,0.01156903846610026
depth10,0.5,radial,4640,fit,0.011226194366493945,0.011375312136398068
depth10,0.5,radial,1298,fit,0.006019603220713402,0.006028045780869173
depth10,0.5,radial,708,fit,0.007679416718481953,0.007683989097554175
depth10,0.5,radial,1505,fit,0.008820869618984196,0.008621293642762333
depth10,0.5,radial,2304,fit,0.008127047435817925,0.008104633089429422
depth10,0.5,radial,307,fit,0.008368601583051841,0.008472179726679498
depth10,0.5,radial,4093,fit,0.005061024863298664,0.005094347621553136
depth10,0.5,radial,769,fit,0.011429923922111854,0.011443668790861665
depth10,0.5,radial,3769,fit,0.007791622815550164,0.007856682715283598
depth10,0.5,radial,1780,fit,0.009427842990138182,0.00964089775715154
depth10,0.5,radial,2797,test,0.009851190565697738,0.009887099488871334
depth10,0.5,radial,2744,test,0.015710198623201065,0.015782040306573406
depth10,0.5,radial,2114,test,0.017392946278978534,0.01746884264148815
depth10,0.5,radial,843,test,0.011368050819063731,0.011228372904619598
depth10,0.5,radial,3732,test,0.012526574737826125,0.012580452205069002
depth10,0.5,radial,3823,test,0.010574895454513246,0.010625197691621712
depth10,0.5,radial,2922,test,0.01231683538393951,0.012508497535938093
depth10,0.5,radial,1517,test,0.007175025930244805,0.007074901430651494
depth10,0.5,radial,1686,test,0.005995385979410265,0.005958789033676035
depth10,0.5,radial,4998,test,0.004397200301562259,0.004404338089972958
depth10,0.5,radial,151,test,0.007711368605763244,0.007807013487268099
depth10,0.5,radial,3630,test,0.010429986189157085,0.010456114362467291
depth10,0.5,radial,1841,test,0.010086945518041663,0.01012574127150842
depth10,0.5,radial,3028,test,0.009257617313831311,0.00919814019829699
depth10,0.5,radial,2347,test,0.00826329681821646,0.008276226213461689
depth10,0.5,radial,4021,test,0.01012133630172049,0.01012647958502447
depth10,0.5,score_scale_radial,713,fit,0.006250676109461964,0.006074217380616619
depth10,0.5,score_scale_radial,3623,fit,0.006628805409470915,0.007216732204748228
depth10,0.5,score_scale_radial,3296,fit,0.009313190432115318,0.009599863802744996
depth10,0.5,score_scale_radial,4345,fit,0.007010542656438339,0.006922121799018553
depth10,0.5,score_scale_radial,2364,fit,0.007582301161095168,0.007271872208802408
depth10,0.5,score_scale_radial,3510,fit,0.010742054975124784,0.01156903846610026
depth10,0.5,score_scale_radial,4640,fit,0.010693813937482942,0.011375312136398068
depth10,0.5,score_scale_radial,1298,fit,0.005800260592705655,0.006028045780869173
depth10,0.5,score_scale_radial,708,fit,0.007103470413671674,0.007683989097554175
depth10,0.5,score_scale_radial,1505,fit,0.008599944383205296,0.008621293642762333
depth10,0.5,score_scale_radial,2304,fit,0.007246293008101829,0.008104633089429422
depth10,0.5,score_scale_radial,307,fit,0.00811127123144293,0.008472179726679498
depth10,0.5,score_scale_radial,4093,fit,0.005242229342341398,0.005094347621553136
depth10,0.5,score_scale_radial,769,fit,0.010577687361388758,0.011443668790861665
depth10,0.5,score_scale_radial,3769,fit,0.007722198249192621,0.007856682715283598
depth10,0.5,score_scale_radial,1780,fit,0.009325987338311352,0.00964089775715154
depth10,0.5,score_scale_radial,2797,test,0.009219316414170252,0.009887099488871334
depth10,0.5,score_scale_radial,2744,test,0.013647068574048769,0.015782040306573406
depth10,0.5,score_scale_radial,2114,test,0.017520273932578944,0.01746884264148815
depth10,0.5,score_scale_radial,843,test,0.010584660705491414,0.011228372904619598
depth10,0.5,score_scale_radial,3732,test,0.011704784799789349,0.012580452205069002
depth10,0.5,score_scale_radial,3823,test,0.010020855503644847,0.010625197691621712
depth10,0.5,score_scale_radial,2922,test,0.012052619031293087,0.012508497535938093
depth10,0.5,score_scale_radial,1517,test,0.007078634985011606,0.007074901430651494
depth10,0.5,score_scale_radial,1686,test,0.0058606945098879275,0.005958789033676035
depth10,0.5,score_scale_radial,4998,test,0.0040738507713154485,0.004404338089972958
depth10,0.5,score_scale_radial,151,test,0.007188576702735823,0.007807013487268099
depth10,0.5,score_scale_radial,3630,test,0.010118179672873675,0.010456114362467291
depth10,0.5,score_scale_radial,1841,test,0.009314854786131845,0.01012574127150842
depth10,0.5,score_scale_radial,3028,test,0.00812357838370057,0.00919814019829699
depth10,0.5,score_scale_radial,2347,test,0.007469146074463513,0.008276226213461689
depth10,0.5,score_scale_radial,4021,test,0.009656730794041491,0.01012647958502447
external_v500,0.5,score_scale,713,fit,0.0008883808166648236,0.0008861278193701872
external_v500,0.5,score_scale,3623,fit,0.0011944670211476013,0.0011940863317155186
external_v500,0.5,score_scale,3296,fit,0.0014575807731536938,0.001458798814445516
external_v500,0.5,score_scale,4345,fit,0.001183650347830833,0.00118139498686527
external_v500,0.5,score_scale,2364,fit,0.0014235962939354043,0.0014278543912491638
external_v500,0.5,score_scale,3510,fit,0.0014924316206666739,0.0014982947035918764
external_v500,0.5,score_scale,4640,fit,0.0015120431835821029,0.0015103475534192486
external_v500,0.5,score_scale,1298,fit,0.0010398895792849859,0.0010397406806555054
external_v500,0.5,score_scale,708,fit,0.001300447862243655,0.0013042606441141247
external_v500,0.5,score_scale,1505,fit,0.0009992976615623692,0.0009994848955331495
external_v500,0.5,score_scale,2304,fit,0.0013810781110099003,0.0013710527302932029
external_v500,0.5,score_scale,307,fit,0.0015358699755644324,0.0015395319225752495
external_v500,0.5,score_scale,4093,fit,0.000880695158497211,0.0008867761351052001
external_v500,0.5,score_scale,769,fit,0.0020737500421510804,0.0020779685783134786
external_v500,0.5,score_scale,3769,fit,0.0010723646479084328,0.0010720435245265894
external_v500,0.5,score_scale,1780,fit,0.0019979882071206262,0.0020014914847905395
external_v500,0.5,score_scale,2797,test,0.0015463110534099057,0.0015521964222797436
external_v500,0.5,score_scale,2744,test,0.0020363253368219517,0.0020412273363303443
external_v500,0.5,score_scale,2114,test,0.002621600325097035,0.0026304817044072535
external_v500,0.5,score_scale,843,test,0.0017219033693565782,0.0017217274484455545
external_v500,0.5,score_scale,3732,test,0.0022807309753990934,0.0022885335970469797
external_v500,0.5,score_scale,3823,test,0.0019052605155758112,0.0019003712410289055
external_v500,0.5,score_scale,2922,test,0.0018841614429238847,0.001885218943986193
external_v500,0.5,score_scale,1517,test,0.0016743963769269281,0.0016705036484503672
external_v500,0.5,score_scale,1686,test,0.0009549595684998609,0.000956093715574588
external_v500,0.5,score_scale,4998,test,0.0006403045837199157,0.0006405890813596236
external_v500,0.5,score_scale,151,test,0.001291512776246304,0.0012903220561906736
external_v500,0.5,score_scale,3630,test,0.0017559586294932342,0.0017472646054964862
external_v500,0.5,score_scale,1841,test,0.0012312101979854045,0.0012234396621502242
external_v500,0.5,score_scale,3028,test,0.0015592234048382447,0.0015684927892277885
external_v500,0.5,score_scale,2347,test,0.0013394118728444083,0.001350213879419007
external_v500,0.5,score_scale,4021,test,0.00195194048819706,0.0019624991232389793
external_v500,0.5,radial,713,fit,0.0008857442307048678,0.0008861278193701872
external_v500,0.5,radial,3623,fit,0.0011944045984207663,0.0011940863317155186
external_v500,0.5,radial,3296,fit,0.0014586974588375742,0.001458798814445516
external_v500,0.5,radial,4345,fit,0.0011822998224167611,0.00118139498686527
external_v500,0.5,radial,2364,fit,0.0014265740679135206,0.0014278543912491638
external_v500,0.5,radial,3510,fit,0.0014975442767031452,0.0014982947035918764
external_v500,0.5,radial,4640,fit,0.0015118456327009408,0.0015103475534192486
external_v500,0.5,radial,1298,fit,0.0010403126443234078,0.0010397406806555054
external_v500,0.5,radial,708,fit,0.0013031650938508514,0.0013042606441141247
external_v500,0.5,radial,1505,fit,0.0009991973564353054,0.0009994848955331495
external_v500,0.5,radial,2304,fit,0.0013730449392326686,0.0013710527302932029
external_v500,0.5,radial,307,fit,0.0015395118527350383,0.0015395319225752495
external_v500,0.5,radial,4093,fit,0.000884706530987038,0.0008867761351052001
external_v500,0.5,radial,769,fit,0.0020770721188756707,0.0020779685783134786
external_v500,0.5,radial,3769,fit,0.001072313599801777,0.0010720435245265894
external_v500,0.5,radial,1780,fit,0.002001689429609466,0.0020014914847905395
external_v500,0.5,radial,2797,test,0.001551427069611778,0.0015521964222797436
external_v500,0.5,radial,2744,test,0.002041893496743682,0.0020412273363303443
external_v500,0.5,radial,2114,test,0.0026291444071046793,0.0026304817044072535
external_v500,0.5,radial,843,test,0.0017221455766332945,0.0017217274484455545
external_v500,0.5,radial,3732,test,0.002287009863646547,0.0022885335970469797
external_v500,0.5,radial,3823,test,0.0019023436142523913,0.0019003712410289055
external_v500,0.5,radial,2922,test,0.001885458434978043,0.001885218943986193
external_v500,0.5,radial,1517,test,0.0016715998608338523,0.0016705036484503672
external_v500,0.5,radial,1686,test,0.0009560893657067596,0.000956093715574588
external_v500,0.5,radial,4998,test,0.0006405447440690592,0.0006405890813596236
external_v500,0.5,radial,151,test,0.001290485353224552,0.0012903220561906736
external_v500,0.5,radial,3630,test,0.0017492524066822978,0.0017472646054964862
external_v500,0.5,radial,1841,test,0.001225066177164795,0.0012234396621502242
external_v500,0.5,radial,3028,test,0.001565978783864972,0.0015684927892277885
external_v500,0.5,radial,2347,test,0.0013481064522022058,0.001350213879419007
external_v500,0.5,radial,4021,test,0.001960096711430269,0.0019624991232389793
external_v500,0.5,score_scale_radial,713,fit,0.0008974471693080196,0.0008861278193701872
external_v500,0.5,score_scale_radial,3623,fit,0.0011915794140758967,0.0011940863317155186
external_v500,0.5,score_scale_radial,3296,fit,0.0014580335990289997,0.001458798814445516
external_v500,0.5,score_scale_radial,4345,fit,0.001179444108392721,0.00118139498686527
external_v500,0.5,score_scale_radial,2364,fit,0.001426421216831214,0.0014278543912491638
external_v500,0.5,score_scale_radial,3510,fit,0.0014859398290269954,0.0014982947035918764
external_v500,0.5,score_scale_radial,4640,fit,0.0015006482978529563,0.0015103475534192486
external_v500,0.5,score_scale_radial,1298,fit,0.0010338064976457846,0.0010397406806555054
external_v500,0.5,score_scale_radial,708,fit,0.0013017038748688282,0.0013042606441141247
external_v500,0.5,score_scale_radial,1505,fit,0.001003664015462628,0.0009994848955331495
external_v500,0.5,score_scale_radial,2304,fit,0.0013861619600045792,0.0013710527302932029
external_v500,0.5,score_scale_radial,307,fit,0.0015268982704415837,0.0015395319225752495
external_v500,0.5,score_scale_radial,4093,fit,0.0008864094643729333,0.0008867761351052001
external_v500,0.5,score_scale_radial,769,fit,0.0020726626574480147,0.0020779685783134786
external_v500,0.5,score_scale_radial,3769,fit,0.0010702611110995667,0.0010720435245265894
external_v500,0.5,score_scale_radial,1780,fit,0.0019867655680463094,0.0020014914847905395
external_v500,0.5,score_scale_radial,2797,test,0.0015403633003792864,0.0015521964222797436
external_v500,0.5,score_scale_radial,2744,test,0.002020205059831424,0.0020412273363303443
external_v500,0.5,score_scale_radial,2114,test,0.002613147816154471,0.0026304817044072535
external_v500,0.5,score_scale_radial,843,test,0.0017190822867221736,0.0017217274484455545
external_v500,0.5,score_scale_radial,3732,test,0.002277769656028927,0.0022885335970469797
external_v500,0.5,score_scale_radial,3823,test,0.001897486387233222,0.0019003712410289055
external_v500,0.5,score_scale_radial,2922,test,0.0018786283781123433,0.001885218943986193
external_v500,0.5,score_scale_radial,1517,test,0.0016725929849663599,0.0016705036484503672
external_v500,0.5,score_scale_radial,1686,test,0.0009517954517135993,0.000956093715574588
external_v500,0.5,score_scale_radial,4998,test,0.0006400085521847578,0.0006405890813596236
external_v500,0.5,score_scale_radial,151,test,0.0012922374617208448,0.0012903220561906736
external_v500,0.5,score_scale_radial,3630,test,0.0017570675302972403,0.0017472646054964862
external_v500,0.5,score_scale_radial,1841,test,0.0012329814823527532,0.0012234396621502242
external_v500,0.5,score_scale_radial,3028,test,0.0015635431365666776,0.0015684927892277885
external_v500,0.5,score_scale_radial,2347,test,0.0013346868752875287,0.001350213879419007
external_v500,0.5,score_scale_radial,4021,test,0.0019509117787367457,0.0019624991232389793
depth4,0.7,score_scale,713,fit,0.4809998161920117,0.60862591328445
depth4,0.7,score_scale,3623,fit,0.6117428304627919,0.8562459030166363
depth4,0.7,score_scale,3296,fit,0.5329827918661197,0.9303454837294141
depth4,0.7,score_scale,4345,fit,0.5675511468755725,0.6535671396819547
depth4,0.7,score_scale,2364,fit,0.4254223181656308,0.554380000946326
depth4,0.7,score_scale,3510,fit,0.6814380482901526,0.9201731378074706
depth4,0.7,score_scale,4640,fit,0.6449243885357421,0.7819385261215218
depth4,0.7,score_scale,1298,fit,0.49912390919886684,0.552068509803403
depth4,0.7,score_scale,708,fit,0.46996807490036374,0.5709059599285711
depth4,0.7,score_scale,1505,fit,0.3946190404402454,0.6228201897790822
depth4,0.7,score_scale,2304,fit,0.3809766368270526,0.6170874704728959
depth4,0.7,score_scale,307,fit,0.639971595618186,0.724442728220351
depth4,0.7,score_scale,4093,fit,0.5367850947585036,0.5919924318014849
depth4,0.7,score_scale,769,fit,0.554939654291621,0.7253604935748215
depth4,0.7,score_scale,3769,fit,0.641873648281038,0.7919136715231886
depth4,0.7,score_scale,1780,fit,0.5706964078511075,0.549945154711494
depth4,0.7,score_scale,2797,test,0.5763237204024059,0.7476106844568283
depth4,0.7,score_scale,2744,test,0.5602721783441316,0.9928344550012875
depth4,0.7,score_scale,2114,test,0.6966366096124692,0.8899859507610769
depth4,0.7,score_scale,843,test,0.46777088131424155,0.7474885984240168
depth4,0.7,score_scale,3732,test,0.6692055749779281,0.909458573062632
depth4,0.7,score_scale,3823,test,0.6235842684653194,0.9348587378864224
depth4,0.7,score_scale,2922,test,0.786639506931513,0.9717760267404005
depth4,0.7,score_scale,1517,test,0.5461067259233582,0.6842641014262859
depth4,0.7,score_scale,1686,test,0.4212719763115751,0.4373166566837451
depth4,0.7,score_scale,4998,test,0.420714132906449,0.5528115999889222
depth4,0.7,score_scale,151,test,0.5478779036969565,0.6579468681414249
depth4,0.7,score_scale,3630,test,0.6341320631652209,0.9384968063451219
depth4,0.7,score_scale,1841,test,0.4838645576238437,0.5904986007647862
depth4,0.7,score_scale,3028,test,0.5109762630804693,0.7917144033666669
depth4,0.7,score_scale,2347,test,0.5600398439577368,0.9162922537544969
depth4,0.7,score_scale,4021,test,0.6054076151170319,0.7258284434985556
depth4,0.7,radial,713,fit,0.6086577637293014,0.60862591328445
depth4,0.7,radial,3623,fit,0.8559445946467323,0.8562459030166363
depth4,0.7,radial,3296,fit,0.9388782350049683,0.9303454837294141
depth4,0.7,radial,4345,fit,0.6489258545107253,0.6535671396819547
depth4,0.7,radial,2364,fit,0.5563928128115141,0.554380000946326
depth4,0.7,radial,3510,fit,0.9194250101852501,0.9201731378074706
depth4,0.7,radial,4640,fit,0.7783157428517478,0.7819385261215218
depth4,0.7,radial,1298,fit,0.5487767613967395,0.552068509803403
depth4,0.7,radial,708,fit,0.570145395135177,0.5709059599285711
depth4,0.7,radial,1505,fit,0.6294695194209756,0.6228201897790822
depth4,0.7,radial,2304,fit,0.6215412050654018,0.6170874704728959
depth4,0.7,radial,307,fit,0.7192028788120886,0.724442728220351
depth4,0.7,radial,4093,fit,0.5891462066686932,0.5919924318014849
depth4,0.7,radial,769,fit,0.7258261750751729,0.7253604935748215
depth4,0.7,radial,3769,fit,0.7896315438718747,0.7919136715231886
depth4,0.7,radial,1780,fit,0.5434680175028195,0.549945154711494
depth4,0.7,radial,2797,test,0.7459761512106512,0.7476106844568283
depth4,0.7,radial,2744,test,0.9994304376045531,0.9928344550012875
depth4,0.7,radial,2114,test,0.8882952883824359,0.8899859507610769
depth4,0.7,radial,843,test,0.7512086690205184,0.7474885984240168
depth4,0.7,radial,3732,test,0.9076366687202132,0.909458573062632
depth4,0.7,radial,3823,test,0.9375702976567882,0.9348587378864224
depth4,0.7,radial,2922,test,0.9668534400401418,0.9717760267404005
depth4,0.7,radial,1517,test,0.6827059799664696,0.6842641014262859
depth4,0.7,radial,1686,test,0.43404674448872604,0.4373166566837451
depth4,0.7,radial,4998,test,0.5541031801163869,0.5528115999889222
depth4,0.7,radial,151,test,0.6540394259882756,0.6579468681414249
depth4,0.7,radial,3630,test,0.9425113798905749,0.9384968063451219
depth4,0.7,radial,1841,test,0.5902569065276568,0.5904986007647862
depth4,0.7,radial,3028,test,0.7953168858726167,0.7917144033666669
depth4,0.7,radial,2347,test,0.9212597574334577,0.9162922537544969
depth4,0.7,radial,4021,test,0.7222196550400019,0.7258284434985556
depth4,0.7,score_scale_radial,713,fit,0.3927828929023302,0.60862591328445
depth4,0.7,score_scale_radial,3623,fit,0.4189766244675751,0.8562459030166363
depth4,0.7,score_scale_radial,3296,fit,0.5483702662208636,0.9303454837294141
depth4,0.7,score_scale_radial,4345,fit,0.3950681387058988,0.6535671396819547
depth4,0.7,score_scale_radial,2364,fit,0.37194321573688494,0.554380000946326
depth4,0.7,score_scale_radial,3510,fit,0.49767836339566973,0.9201731378074706
depth4,0.7,score_scale_radial,4640,fit,0.4656214414701809,0.7819385261215218
depth4,0.7,score_scale_radial,1298,fit,0.3543429293621294,0.552068509803403
depth4,0.7,score_scale_radial,708,fit,0.3414728891945184,0.5709059599285711
depth4,0.7,score_scale_radial,1505,fit,0.4415833354940062,0.6228201897790822
depth4,0.7,score_scale_radial,2304,fit,0.3612189124408509,0.6170874704728959
depth4,0.7,score_scale_radial,307,fit,0.4465381193729414,0.724442728220351
depth4,0.7,score_scale_radial,4093,fit,0.40325711666759345,0.5919924318014849
depth4,0.7,score_scale_radial,769,fit,0.43015426337358315,0.7253604935748215
depth4,0.7,score_scale_radial,3769,fit,0.4875946767119775,0.7919136715231886
depth4,0.7,score_scale_radial,1780,fit,0.3943619957700182,0.549945154711494
depth4,0.7,score_scale_radial,2797,test,0.43369413122360895,0.7476106844568283
depth4,0.7,score_scale_radial,2744,test,0.49261217912816735,0.9928344550012875
depth4,0.7,score_scale_radial,2114,test,0.47908938632855674,0.8899859507610769
depth4,0.7,score_scale_radial,843,test,0.3863176712358225,0.7474885984240168
depth4,0.7,score_scale_radial,3732,test,0.4768641770006797,0.909458573062632
depth4,0.7,score_scale_radial,3823,test,0.48312185824415016,0.9348587378864224
depth4,0.7,score_scale_radial,2922,test,0.536431676793369,0.9717760267404005
depth4,0.7,score_scale_radial,1517,test,0.415952439311372,0.6842641014262859
depth4,0.7,score_scale_radial,1686,test,0.30468629748512444,0.4373166566837451
depth4,0.7,score_scale_radial,4998,test,0.33687807491184163,0.5528115999889222
depth4,0.7,score_scale_radial,151,test,0.37333649511548217,0.6579468681414249
depth4,0.7,score_scale_radial,3630,test,0.5365219082828399,0.9384968063451219
depth4,0.7,score_scale_radial,1841,test,0.3739677284568639,0.5904986007647862
depth4,0.7,score_scale_radial,3028,test,0.4294930595041212,0.7917144033666669
depth4,0.7,score_scale_radial,2347,test,0.41440559296462365,0.9162922537544969
depth4,0.7,score_scale_radial,4021,test,0.4423595534396258,0.7258284434985556
depth6,0.7,score_scale,713,fit,0.4572510943946263,0.5719508636761417
depth6,0.7,score_scale,3623,fit,0.5825089889851505,0.7807867286558834
depth6,0.7,score_scale,3296,fit,0.5362428877062622,0.8769086818171237
depth6,0.7,score_scale,4345,fit,0.544466008568151,0.6103203715409891
depth6,0.7,score_scale,2364,fit,0.4365113180001336,0.5421849151705972
depth6,0.7,score_scale,3510,fit,0.6862577993358856,0.866676686596688
depth6,0.7,score_scale,4640,fit,0.6511510451786493,0.75065768393301
depth6,0.7,score_scale,1298,fit,0.4767503457699322,0.5080160041779793
depth6,0.7,score_scale,708,fit,0.45842048644286726,0.5348704172330635
depth6,0.7,score_scale,1505,fit,0.3993529359726184,0.5778329784432216
