weak,t,model,id,split,squared_residual,squared_gap
depth4,0.3,score_scale_radial,3823,test,0.0008430260309506371,0.001067767417347222
depth4,0.3,score_scale_radial,2922,test,0.0006404478526099567,0.0006718564182748164
depth4,0.3,score_scale_radial,1517,test,0.0006502844529223068,0.0006752533571344305
depth4,0.3,score_scale_radial,1686,test,0.00041088965286921746,0.00046897608186748487
depth4,0.3,score_scale_radial,4998,test,0.00040472208474728367,0.0004791584553514742
depth4,0.3,score_scale_radial,151,test,0.0004042662725894542,0.0004435131104648205
depth4,0.3,score_scale_radial,3630,test,0.0006445038166790165,0.0007167710657161161
depth4,0.3,score_scale_radial,1841,test,0.0010871191371406008,0.00142665907076737
depth4,0.3,score_scale_radial,3028,test,0.00110394956061699,0.001443976925296295
depth4,0.3,score_scale_radial,2347,test,0.0005789583363991265,0.0006701809282536366
depth4,0.3,score_scale_radial,4021,test,0.0008182149299626089,0.0008974972906436231
depth6,0.3,score_scale,713,fit,0.0004905596675092224,0.0005022813513504698
depth6,0.3,score_scale,3623,fit,0.0005481358607754732,0.0005756384121651272
depth6,0.3,score_scale,3296,fit,0.0011962592200803778,0.0012895630433587112
depth6,0.3,score_scale,4345,fit,0.00045351440822275033,0.00045766649535170347
depth6,0.3,score_scale,2364,fit,0.0006293176298210184,0.0006761817696207628
depth6,0.3,score_scale,3510,fit,0.0017717578694552416,0.001750935855229802
depth6,0.3,score_scale,4640,fit,0.0009973785984820477,0.0009360454676169663
depth6,0.3,score_scale,1298,fit,0.0005535401910373954,0.0005430082723840807
depth6,0.3,score_scale,708,fit,0.0006574172815580401,0.0006803249414228266
depth6,0.3,score_scale,1505,fit,0.0013768772638387975,0.0014984377253678158
depth6,0.3,score_scale,2304,fit,0.0011471335791068335,0.001178679395802128
depth6,0.3,score_scale,307,fit,0.0006443577417335556,0.0006056435402530852
depth6,0.3,score_scale,4093,fit,0.0004831369036402454,0.0004531432128362673
depth6,0.3,score_scale,769,fit,0.0014360873527869144,0.0015164936219599745
depth6,0.3,score_scale,3769,fit,0.0006866597667830616,0.0006791788964209226
depth6,0.3,score_scale,1780,fit,0.0007900510585046095,0.0007750814929131369
depth6,0.3,score_scale,2797,test,0.0009881391159127337,0.000991182022440451
depth6,0.3,score_scale,2744,test,0.002433731374418919,0.0024999218817624755
depth6,0.3,score_scale,2114,test,0.0004192131945306326,0.0003611092106686513
depth6,0.3,score_scale,843,test,0.0013821569928239232,0.0014643899066376239
depth6,0.3,score_scale,3732,test,0.0010679748148808908,0.0010942014186251375
depth6,0.3,score_scale,3823,test,0.0008367852293490604,0.0008524891097138436
depth6,0.3,score_scale,2922,test,0.0007233670938793571,0.0006822017131787698
depth6,0.3,score_scale,1517,test,0.0005511256418102893,0.0005694350647198394
depth6,0.3,score_scale,1686,test,0.0003505474395844887,0.00035592380089878746
depth6,0.3,score_scale,4998,test,0.00042874638012745613,0.0004470990013589057
depth6,0.3,score_scale,151,test,0.0004434046292762483,0.0004448495275729534
depth6,0.3,score_scale,3630,test,0.0006136133705674803,0.0006018787056234921
depth6,0.3,score_scale,1841,test,0.0011211557908219535,0.0011872475479625033
depth6,0.3,score_scale,3028,test,0.0013652515734085878,0.001479919650157457
depth6,0.3,score_scale,2347,test,0.0007318217813925585,0.0007465391706452836
depth6,0.3,score_scale,4021,test,0.0008630932552275601,0.0008277067793052123
depth6,0.3,radial,713,fit,0.0004920981057270861,0.0005022813513504698
depth6,0.3,radial,3623,fit,0.000560406969921783,0.0005756384121651272
depth6,0.3,radial,3296,fit,0.0012468246074451403,0.0012895630433587112
depth6,0.3,radial,4345,fit,0.00045174457281816656,0.00045766649535170347
depth6,0.3,radial,2364,fit,0.0006543257247520213,0.0006761817696207628
depth6,0.3,radial,3510,fit,0.0017783386256520625,0.001750935855229802
depth6,0.3,radial,4640,fit,0.0009698285985571401,0.0009360454676169663
depth6,0.3,radial,1298,fit,0.0005469648206712178,0.0005430082723840807
depth6,0.3,radial,708,fit,0.0006704028313164839,0.0006803249414228266
depth6,0.3,radial,1505,fit,0.0014511104882979648,0.0014984377253678158
depth6,0.3,radial,2304,fit,0.0011725237414648723,0.001178679395802128
depth6,0.3,radial,307,fit,0.000622067262712275,0.0006056435402530852
depth6,0.3,radial,4093,fit,0.0004658598230309151,0.0004531432128362673
depth6,0.3,radial,769,fit,0.0014887481961542988,0.0015164936219599745
depth6,0.3,radial,3769,fit,0.0006835920368482185,0.0006791788964209226
depth6,0.3,radial,1780,fit,0.0007851305254588476,0.0007750814929131369
depth6,0.3,radial,2797,test,0.0009949208449873195,0.000991182022440451
depth6,0.3,radial,2744,test,0.0025002527802169402,0.0024999218817624755
depth6,0.3,radial,2114,test,0.00038797915166397965,0.0003611092106686513
depth6,0.3,radial,843,test,0.0014360023532424826,0.0014643899066376239
depth6,0.3,radial,3732,test,0.0010871209440260511,0.0010942014186251375
depth6,0.3,radial,3823,test,0.000853051135672874,0.0008524891097138436
depth6,0.3,radial,2922,test,0.0007048284595981894,0.0006822017131787698
depth6,0.3,radial,1517,test,0.0005579528139068157,0.0005694350647198394
depth6,0.3,radial,1686,test,0.00035047192953216016,0.00035592380089878746
depth6,0.3,radial,4998,test,0.00043902219232513196,0.0004470990013589057
depth6,0.3,radial,151,test,0.00044163580985050925,0.0004448495275729534
depth6,0.3,radial,3630,test,0.0006104149682552638,0.0006018787056234921
depth6,0.3,radial,1841,test,0.00116299988514083,0.0011872475479625033
depth6,0.3,radial,3028,test,0.0014354480367028766,0.001479919650157457
depth6,0.3,radial,2347,test,0.0007399244338699039,0.0007465391706452836
depth6,0.3,radial,4021,test,0.0008474308980804032,0.0008277067793052123
depth6,0.3,score_scale_radial,713,fit,0.0005397121118630412,0.0005022813513504698
depth6,0.3,score_scale_radial,3623,fit,0.0005194376128305881,0.0005756384121651272
depth6,0.3,score_scale_radial,3296,fit,0.0011538231819690147,0.0012895630433587112
depth6,0.3,score_scale_radial,4345,fit,0.0004960694031398512,0.00045766649535170347
depth6,0.3,score_scale_radial,2364,fit,0.000577143034667847,0.0006761817696207628
depth6,0.3,score_scale_radial,3510,fit,0.0014834401994479776,0.001750935855229802
depth6,0.3,score_scale_radial,4640,fit,0.0009580195994120385,0.0009360454676169663
depth6,0.3,score_scale_radial,1298,fit,0.0005504845126831927,0.0005430082723840807
depth6,0.3,score_scale_radial,708,fit,0.0005789928644038948,0.0006803249414228266
depth6,0.3,score_scale_radial,1505,fit,0.0011851228604079496,0.0014984377253678158
depth6,0.3,score_scale_radial,2304,fit,0.001035450969131299,0.001178679395802128
depth6,0.3,score_scale_radial,307,fit,0.0006906257571429957,0.0006056435402530852
depth6,0.3,score_scale_radial,4093,fit,0.0005180581034339247,0.0004531432128362673
depth6,0.3,score_scale_radial,769,fit,0.0011709475735667972,0.0015164936219599745
depth6,0.3,score_scale_radial,3769,fit,0.0006743894860101788,0.0006791788964209226
depth6,0.3,score_scale_radial,1780,fit,0.0007152024040155847,0.0007750814929131369
depth6,0.3,score_scale_radial,2797,test,0.000908545346574039,0.000991182022440451
depth6,0.3,score_scale_radial,2744,test,0.001905897011072301,0.0024999218817624755
depth6,0.3,score_scale_radial,2114,test,0.00045046005483148806,0.0003611092106686513
depth6,0.3,score_scale_radial,843,test,0.0011493104862917232,0.0014643899066376239
depth6,0.3,score_scale_radial,3732,test,0.0009539318763250439,0.0010942014186251375
depth6,0.3,score_scale_radial,3823,test,0.0006990600594982467,0.0008524891097138436
depth6,0.3,score_scale_radial,2922,test,0.0006737269560807064,0.0006822017131787698
depth6,0.3,score_scale_radial,1517,test,0.0005773725674431635,0.0005694350647198394
depth6,0.3,score_scale_radial,1686,test,0.00036707986759230553,0.00035592380089878746
depth6,0.3,score_scale_radial,4998,test,0.00039883624933089714,0.0004470990013589057
depth6,0.3,score_scale_radial,151,test,0.00044498128808508313,0.0004448495275729534
depth6,0.3,score_scale_radial,3630,test,0.0005970277532733422,0.0006018787056234921
depth6,0.3,score_scale_radial,1841,test,0.0009125585857485107,0.0011872475479625033
depth6,0.3,score_scale_radial,3028,test,0.0011164807721253816,0.001479919650157457
depth6,0.3,score_scale_radial,2347,test,0.000677020394883529,0.0007465391706452836
depth6,0.3,score_scale_radial,4021,test,0.0008337415197338864,0.0008277067793052123
depth8,0.3,score_scale,713,fit,0.0003693398860482954,0.0003776945342009964
depth8,0.3,score_scale,3623,fit,0.0004915691628345484,0.0005097177759838527
depth8,0.3,score_scale,3296,fit,0.0009784295182557494,0.0010722360033577011
depth8,0.3,score_scale,4345,fit,0.0003295940604705794,0.00035058919714969577
depth8,0.3,score_scale,2364,fit,0.0005609198013222104,0.0006054428259811068
depth8,0.3,score_scale,3510,fit,0.001578793881591647,0.001525060587720696
depth8,0.3,score_scale,4640,fit,0.0007405645102164678,0.0006972856312700171
depth8,0.3,score_scale,1298,fit,0.0004314116911906566,0.0004243683944899932
depth8,0.3,score_scale,708,fit,0.0005305425356998641,0.0005737413388214199
depth8,0.3,score_scale,1505,fit,0.0010168663818997314,0.0011407916990795854
depth8,0.3,score_scale,2304,fit,0.0008315460623841223,0.0009250354659926103
depth8,0.3,score_scale,307,fit,0.0006568433350820895,0.0006038397544810387
depth8,0.3,score_scale,4093,fit,0.0004205244038725807,0.0003997883337653821
depth8,0.3,score_scale,769,fit,0.0011943898056930714,0.0013058380371081624
depth8,0.3,score_scale,3769,fit,0.0005225369963277335,0.0005238113491142316
depth8,0.3,score_scale,1780,fit,0.0005815596688257935,0.0005697255069142999
depth8,0.3,score_scale,2797,test,0.000677294811539846,0.0007115685712869256
depth8,0.3,score_scale,2744,test,0.0018264150577925783,0.0018768291110357789
depth8,0.3,score_scale,2114,test,0.0004435719785143684,0.00035754956012916644
depth8,0.3,score_scale,843,test,0.001260036358099095,0.0013743739482320045
depth8,0.3,score_scale,3732,test,0.000847242112269977,0.0008952452304716391
depth8,0.3,score_scale,3823,test,0.0005844541426611374,0.000589865173505269
depth8,0.3,score_scale,2922,test,0.0004920696799453657,0.0004465393571848242
depth8,0.3,score_scale,1517,test,0.0003777461764203476,0.0003725234117053583
depth8,0.3,score_scale,1686,test,0.00028286992094408373,0.0002938260098394474
depth8,0.3,score_scale,4998,test,0.00040278916604986653,0.0003956763712991811
depth8,0.3,score_scale,151,test,0.0004580405560355544,0.00042058264110907964
depth8,0.3,score_scale,3630,test,0.00045238407011340945,0.0004928867268005541
depth8,0.3,score_scale,1841,test,0.0008242704795679644,0.0008622902532850224
depth8,0.3,score_scale,3028,test,0.0010050539197883253,0.0011030273899943306
depth8,0.3,score_scale,2347,test,0.0005358146598694801,0.0005747403372877821
depth8,0.3,score_scale,4021,test,0.0007849731396143407,0.00072891838966421
depth8,0.3,radial,713,fit,0.0003653250752654458,0.0003776945342009964
depth8,0.3,radial,3623,fit,0.0004971845337197415,0.0005097177759838527
depth8,0.3,radial,3296,fit,0.0010234807597569065,0.0010722360033577011
depth8,0.3,radial,4345,fit,0.00033376817110301557,0.00035058919714969577
depth8,0.3,radial,2364,fit,0.0005771293363640559,0.0006054428259811068
depth8,0.3,radial,3510,fit,0.001581133735305561,0.001525060587720696
depth8,0.3,radial,4640,fit,0.0007216515902925691,0.0006972856312700171
depth8,0.3,radial,1298,fit,0.0004251088257936817,0.0004243683944899932
depth8,0.3,radial,708,fit,0.0005476060949425636,0.0005737413388214199
depth8,0.3,radial,1505,fit,0.0010836503377510797,0.0011407916990795854
depth8,0.3,radial,2304,fit,0.0008784996970568131,0.0009250354659926103
depth8,0.3,radial,307,fit,0.0006349648717538652,0.0006038397544810387
depth8,0.3,radial,4093,fit,0.0004066248027138061,0.0003997883337653821
depth8,0.3,radial,769,fit,0.0012493677640396756,0.0013058380371081624
depth8,0.3,radial,3769,fit,0.0005230823083976703,0.0005238113491142316
depth8,0.3,radial,1780,fit,0.0005782293601458571,0.0005697255069142999
depth8,0.3,radial,2797,test,0.0006963876547357387,0.0007115685712869256
depth8,0.3,radial,2744,test,0.0018896056873623044,0.0018768291110357789
depth8,0.3,radial,2114,test,0.0004079329106253636,0.00035754956012916644
depth8,0.3,radial,843,test,0.001324611537387635,0.0013743739482320045
depth8,0.3,radial,3732,test,0.000871210417063663,0.0008952452304716391
depth8,0.3,radial,3823,test,0.0005904982234222361,0.000589865173505269
depth8,0.3,radial,2922,test,0.00047326457383586114,0.0004465393571848242
depth8,0.3,radial,1517,test,0.00037312858975165216,0.0003725234117053583
depth8,0.3,radial,1686,test,0.0002833846953033146,0.0002938260098394474
depth8,0.3,radial,4998,test,0.0004079295244166953,0.0003956763712991811
depth8,0.3,radial,151,test,0.0004444030574643357,0.00042058264110907964
depth8,0.3,radial,3630,test,0.0004690088169826816,0.0004928867268005541
depth8,0.3,radial,1841,test,0.0008513625617679319,0.0008622902532850224
depth8,0.3,radial,3028,test,0.0010563493514801946,0.0011030273899943306
depth8,0.3,radial,2347,test,0.0005501538298136658,0.0005747403372877821
depth8,0.3,radial,4021,test,0.0007717399295500548,0.00072891838966421
depth8,0.3,score_scale_radial,713,fit,0.0004187880509668939,0.0003776945342009964
depth8,0.3,score_scale_radial,3623,fit,0.00047002475314197504,0.0005097177759838527
depth8,0.3,score_scale_radial,3296,fit,0.0009036115162798601,0.0010722360033577011
depth8,0.3,score_scale_radial,4345,fit,0.0003395253938373515,0.00035058919714969577
depth8,0.3,score_scale_radial,2364,fit,0.0005482711366844978,0.0006054428259811068
depth8,0.3,score_scale_radial,3510,fit,0.001392372308049893,0.001525060587720696
depth8,0.3,score_scale_radial,4640,fit,0.0007662129714137401,0.0006972856312700171
depth8,0.3,score_scale_radial,1298,fit,0.0004458703474637792,0.0004243683944899932
depth8,0.3,score_scale_radial,708,fit,0.0004772319308811816,0.0005737413388214199
depth8,0.3,score_scale_radial,1505,fit,0.0008549096067686412,0.0011407916990795854
depth8,0.3,score_scale_radial,2304,fit,0.0007286639967561024,0.0009250354659926103
depth8,0.3,score_scale_radial,307,fit,0.0006802244469161839,0.0006038397544810387
depth8,0.3,score_scale_radial,4093,fit,0.00046922960574673916,0.0003997883337653821
depth8,0.3,score_scale_radial,769,fit,0.0010227848834616852,0.0013058380371081624
depth8,0.3,score_scale_radial,3769,fit,0.0005172805702937156,0.0005238113491142316
depth8,0.3,score_scale_radial,1780,fit,0.0005492160238112389,0.0005697255069142999
depth8,0.3,score_scale_radial,2797,test,0.000612513700219406,0.0007115685712869256
depth8,0.3,score_scale_radial,2744,test,0.0014601132069917227,0.0018768291110357789
depth8,0.3,score_scale_radial,2114,test,0.00048469762731828637,0.00035754956012916644
depth8,0.3,score_scale_radial,843,test,0.001036274998764713,0.0013743739482320045
depth8,0.3,score_scale_radial,3732,test,0.0007745773723960468,0.0008952452304716391
depth8,0.3,score_scale_radial,3823,test,0.0005560601081413237,0.000589865173505269
depth8,0.3,score_scale_radial,2922,test,0.0005003888931385882,0.0004465393571848242
depth8,0.3,score_scale_radial,1517,test,0.0004037133335903839,0.0003725234117053583
depth8,0.3,score_scale_radial,1686,test,0.00029203026708441256,0.0002938260098394474
depth8,0.3,score_scale_radial,4998,test,0.0003369139158202755,0.0003956763712991811
depth8,0.3,score_scale_radial,151,test,0.0004457100683343142,0.00042058264110907964
depth8,0.3,score_scale_radial,3630,test,0.00043388163826680334,0.0004928867268005541
depth8,0.3,score_scale_radial,1841,test,0.0006808696065590161,0.0008622902532850224
depth8,0.3,score_scale_radial,3028,test,0.0008589617527884217,0.0011030273899943306
depth8,0.3,score_scale_radial,2347,test,0.0004978015096713385,0.0005747403372877821
depth8,0.3,score_scale_radial,4021,test,0.0007290471446223376,0.00072891838966421
depth10,0.3,score_scale,713,fit,0.00015144206569188737,0.00017862412421496305
depth10,0.3,score_scale,3623,fit,0.00018417957064260278,0.00021618686739212006
depth10,0.3,score_scale,3296,fit,0.00034596475801819615,0.0003875487918296787
depth10,0.3,score_scale,4345,fit,0.0001445482047416895,0.00016575951181128297
depth10,0.3,score_scale,2364,fit,0.00022231396397160417,0.00024058922304881567
depth10,0.3,score_scale,3510,fit,0.0004211791281944882,0.0004170875740191499
depth10,0.3,score_scale,4640,fit,0.0002479540635437625,0.00025419037772362745
depth10,0.3,score_scale,1298,fit,0.00018201734845479093,0.000227674663162803
depth10,0.3,score_scale,708,fit,0.00020856486079391987,0.00023446771898293518
depth10,0.3,score_scale,1505,fit,0.0003411265400549861,0.0003900854323945349
depth10,0.3,score_scale,2304,fit,0.0003634014545214523,0.0003827027275890479
depth10,0.3,score_scale,307,fit,0.0001824252071882672,0.00019671428956174894
depth10,0.3,score_scale,4093,fit,0.0001292979077416628,0.00014059571235356885
depth10,0.3,score_scale,769,fit,0.0004409917463351497,0.0004505924710476603
depth10,0.3,score_scale,3769,fit,0.00020160927973306793,0.00020327635228896055
depth10,0.3,score_scale,1780,fit,0.00024205949506550872,0.00022674411461209046
depth10,0.3,score_scale,2797,test,0.0002676181050662493,0.0002746880669019138
depth10,0.3,score_scale,2744,test,0.0008476194111227801,0.0008469339376893887
depth10,0.3,score_scale,2114,test,0.00011760318726774922,0.00011068107237591389
depth10,0.3,score_scale,843,test,0.0004892475628498752,0.0005430132663134613
depth10,0.3,score_scale,3732,test,0.0003725896484697138,0.00036646614743155527
depth10,0.3,score_scale,3823,test,0.00020111026623014205,0.00020083265460150732
depth10,0.3,score_scale,2922,test,0.00027540850744187817,0.0002454599298656547
depth10,0.3,score_scale,1517,test,0.00016098708115804548,0.00017831899749299392
depth10,0.3,score_scale,1686,test,0.00012581425431182038,0.00014740836761896155
depth10,0.3,score_scale,4998,test,0.00017875523597973015,0.00019835464064048587
depth10,0.3,score_scale,151,test,0.0001270895336259481,0.00014636919312796602
depth10,0.3,score_scale,3630,test,0.00024604759704959894,0.0002373286950829644
depth10,0.3,score_scale,1841,test,0.0003536770479517478,0.0003634162839496415
depth10,0.3,score_scale,3028,test,0.00038210646270958463,0.00043056749648671434
depth10,0.3,score_scale,2347,test,0.00025711875198971976,0.00028718286930691896
depth10,0.3,score_scale,4021,test,0.0002212165898950939,0.00024209455555751404
depth10,0.3,radial,713,fit,0.00015214195274623917,0.00017862412421496305
depth10,0.3,radial,3623,fit,0.0001902683989233439,0.00021618686739212006
depth10,0.3,radial,3296,fit,0.00036100643755442084,0.0003875487918296787
depth10,0.3,radial,4345,fit,0.00014771812961694603,0.00016575951181128297
depth10,0.3,radial,2364,fit,0.00021974366655330024,0.00024058922304881567
depth10,0.3,radial,3510,fit,0.00043120683888808373,0.0004170875740191499
depth10,0.3,radial,4640,fit,0.00024749337813129494,0.00025419037772362745
depth10,0.3,radial,1298,fit,0.0001850326660900708,0.000227674663162803
depth10,0.3,radial,708,fit,0.00021373638150128942,0.00023446771898293518
depth10,0.3,radial,1505,fit,0.0003595319472549591,0.0003900854323945349
depth10,0.3,radial,2304,fit,0.00038680073499924937,0.0003827027275890479
depth10,0.3,radial,307,fit,0.00018135920122633434,0.00019671428956174894
depth10,0.3,radial,4093,fit,0.0001295508647059815,0.00014059571235356885
depth10,0.3,radial,769,fit,0.00045128555571132114,0.0004505924710476603
depth10,0.3,radial,3769,fit,0.00019685355273247956,0.00020327635228896055
depth10,0.3,radial,1780,fit,0.00023923308727086894,0.00022674411461209046
depth10,0.3,radial,2797,test,0.000270821312313666,0.0002746880669019138
depth10,0.3,radial,2744,test,0.0008807162439635415,0.0008469339376893887
depth10,0.3,radial,2114,test,0.0001125774161752129,0.00011068107237591389
depth10,0.3,radial,843,test,0.0005127978869198155,0.0005430132663134613
depth10,0.3,radial,3732,test,0.00037486525315159414,0.00036646614743155527
depth10,0.3,radial,3823,test,0.0002013798566772055,0.00020083265460150732
depth10,0.3,radial,2922,test,0.00026820015261891605,0.0002454599298656547
depth10,0.3,radial,1517,test,0.00016348173711717284,0.00017831899749299392
depth10,0.3,radial,1686,test,0.00012697457148010206,0.00014740836761896155
depth10,0.3,radial,4998,test,0.00019129364485855906,0.00019835464064048587
depth10,0.3,radial,151,test,0.00012817947622689428,0.00014636919312796602
depth10,0.3,radial,3630,test,0.00025367607045024144,0.0002373286950829644
depth10,0.3,radial,1841,test,0.00036482381659396726,0.0003634162839496415
depth10,0.3,radial,3028,test,0.0004076817681690747,0.00043056749648671434
depth10,0.3,radial,2347,test,0.0002653341720894546,0.00028718286930691896
depth10,0.3,radial,4021,test,0.00022067100121998584,0.00024209455555751404
depth10,0.3,score_scale_radial,713,fit,0.00016209629030787597,0.00017862412421496305
depth10,0.3,score_scale_radial,3623,fit,0.0001773950698498833,0.00021618686739212006
depth10,0.3,score_scale_radial,3296,fit,0.00033103177345408666,0.0003875487918296787
depth10,0.3,score_scale_radial,4345,fit,0.0001433423555239802,0.00016575951181128297
depth10,0.3,score_scale_radial,2364,fit,0.00024165028269646383,0.00024058922304881567
depth10,0.3,score_scale_radial,3510,fit,0.0003841234247959436,0.0004170875740191499
depth10,0.3,score_scale_radial,4640,fit,0.0002492072109042606,0.00025419037772362745
depth10,0.3,score_scale_radial,1298,fit,0.00019316175015814298,0.000227674663162803
depth10,0.3,score_scale_radial,708,fit,0.00020115913665887976,0.00023446771898293518
depth10,0.3,score_scale_radial,1505,fit,0.00032330577737228516,0.0003900854323945349
depth10,0.3,score_scale_radial,2304,fit,0.00030687637181558606,0.0003827027275890479
depth10,0.3,score_scale_radial,307,fit,0.00018994837033272364,0.00019671428956174894
depth10,0.3,score_scale_radial,4093,fit,0.00013158507253529915,0.00014059571235356885
depth10,0.3,score_scale_radial,769,fit,0.00041264726674973,0.0004505924710476603
depth10,0.3,score_scale_radial,3769,fit,0.00021731389663576272,0.00020327635228896055
depth10,0.3,score_scale_radial,1780,fit,0.00023744373797248395,0.00022674411461209046
depth10,0.3,score_scale_radial,2797,test,0.0002625181970913553,0.0002746880669019138
depth10,0.3,score_scale_radial,2744,test,0.0007496159227105346,0.0008469339376893887
depth10,0.3,score_scale_radial,2114,test,0.00012435653696549968,0.00011068107237591389
depth10,0.3,score_scale_radial,843,test,0.0004468513257328711,0.0005430132663134613
depth10,0.3,score_scale_radial,3732,test,0.00036251797847215955,0.00036646614743155527
depth10,0.3,score_scale_radial,3823,test,0.00020204821056508252,0.00020083265460150732
depth10,0.3,score_scale_radial,2922,test,0.0002768635665590591,0.0002454599298656547
depth10,0.3,score_scale_radial,1517,test,0.00016231463201226361,0.00017831899749299392
depth10,0.3,score_scale_radial,1686,test,0.00013050210213596145,0.00014740836761896155
depth10,0.3,score_scale_radial,4998,test,0.00014870198498588972,0.00019835464064048587
depth10,0.3,score_scale_radial,151,test,0.0001290399931572734,0.00014636919312796602
depth10,0.3,score_scale_radial,3630,test,0.00021893165840127985,0.0002373286950829644
depth10,0.3,score_scale_radial,1841,test,0.0003206621006676413,0.0003634162839496415
depth10,0.3,score_scale_radial,3028,test,0.00033125190289750304,0.00043056749648671434
depth10,0.3,score_scale_radial,2347,test,0.00024266173522316046,0.00028718286930691896
depth10,0.3,score_scale_radial,4021,test,0.00023204490861912576,0.00024209455555751404
external_v500,0.3,score_scale,713,fit,3.0491974775369272e-05,3.0486516412793176e-05
external_v500,0.3,score_scale,3623,fit,3.6191899648688506e-05,3.6181891827112096e-05
external_v500,0.3,score_scale,3296,fit,5.520095231156732e-05,5.517850583297575e-05
external_v500,0.3,score_scale,4345,fit,2.7444671098100272e-05,2.743935210631051e-05
external_v500,0.3,score_scale,2364,fit,2.743368803726928e-05,2.7438258306122738e-05
external_v500,0.3,score_scale,3510,fit,3.656567331752264e-05,3.658951509155468e-05
external_v500,0.3,score_scale,4640,fit,2.7878238876967855e-05,2.792242114770592e-05
external_v500,0.3,score_scale,1298,fit,2.670948070273848e-05,2.6712413762936922e-05
external_v500,0.3,score_scale,708,fit,3.7963873806949394e-05,3.795185130583732e-05
external_v500,0.3,score_scale,1505,fit,4.188119131538682e-05,4.189986153174883e-05
external_v500,0.3,score_scale,2304,fit,3.7150548231041695e-05,3.70927762918337e-05
external_v500,0.3,score_scale,307,fit,4.626794019157322e-05,4.6261953796272726e-05
external_v500,0.3,score_scale,4093,fit,1.8182778122635563e-05,1.8173944704554334e-05
external_v500,0.3,score_scale,769,fit,8.23177959110103e-05,8.238441426785448e-05
external_v500,0.3,score_scale,3769,fit,4.1884644029835776e-05,4.190969600631384e-05
external_v500,0.3,score_scale,1780,fit,4.523559021527064e-05,4.521024508006776e-05
external_v500,0.3,score_scale,2797,test,5.814520406050479e-05,5.817571411522081e-05
external_v500,0.3,score_scale,2744,test,0.00015732706071199434,0.00015732408754647186
external_v500,0.3,score_scale,2114,test,1.4489884859279363e-05,1.4454344880976324e-05
external_v500,0.3,score_scale,843,test,7.080863803997341e-05,7.084545102425224e-05
external_v500,0.3,score_scale,3732,test,5.777025948994063e-05,5.782093580569205e-05
external_v500,0.3,score_scale,3823,test,3.0467743592858232e-05,3.0472202038781788e-05
external_v500,0.3,score_scale,2922,test,4.586820485693564e-05,4.587696201883274e-05
external_v500,0.3,score_scale,1517,test,6.748206232629602e-05,6.742301319695873e-05
external_v500,0.3,score_scale,1686,test,3.947321954793686e-05,3.951929281086726e-05
external_v500,0.3,score_scale,4998,test,2.8598288415713255e-05,2.8535995508434653e-05
external_v500,0.3,score_scale,151,test,2.1215443878136052e-05,2.1232542468053976e-05
external_v500,0.3,score_scale,3630,test,0.0001270991220058302,0.00012702988118141274
external_v500,0.3,score_scale,1841,test,5.393736079041514e-05,5.3923026201101624e-05
external_v500,0.3,score_scale,3028,test,7.956467361525216e-05,7.957077113061989e-05
external_v500,0.3,score_scale,2347,test,2.709620964289211e-05,2.7168747442217035e-05
external_v500,0.3,score_scale,4021,test,5.2744085284334155e-05,5.2742817676240814e-05
external_v500,0.3,radial,713,fit,3.0497402917090625e-05,3.0486516412793176e-05
external_v500,0.3,radial,3623,fit,3.617692832773964e-05,3.6181891827112096e-05
external_v500,0.3,radial,3296,fit,5.515452169994936e-05,5.517850583297575e-05
external_v500,0.3,radial,4345,fit,2.7423340462408372e-05,2.743935210631051e-05
external_v500,0.3,radial,2364,fit,2.7449682902875878e-05,2.7438258306122738e-05
external_v500,0.3,radial,3510,fit,3.66146690648638e-05,3.658951509155468e-05
external_v500,0.3,radial,4640,fit,2.7953537814191675e-05,2.792242114770592e-05
external_v500,0.3,radial,1298,fit,2.6715768086759425e-05,2.6712413762936922e-05
external_v500,0.3,radial,708,fit,3.7928124416159985e-05,3.795185130583732e-05
external_v500,0.3,radial,1505,fit,4.189707432692826e-05,4.189986153174883e-05
external_v500,0.3,radial,2304,fit,3.70373455210835e-05,3.70927762918337e-05
external_v500,0.3,radial,307,fit,4.62583221293861e-05,4.6261953796272726e-05
external_v500,0.3,radial,4093,fit,1.817081725084712e-05,1.8173944704554334e-05
external_v500,0.3,radial,769,fit,8.244446673142318e-05,8.238441426785448e-05
external_v500,0.3,radial,3769,fit,4.190874241092537e-05,4.190969600631384e-05
external_v500,0.3,radial,1780,fit,4.517873476867702e-05,4.521024508006776e-05
external_v500,0.3,radial,2797,test,5.817914268266397e-05,5.817571411522081e-05
external_v500,0.3,radial,2744,test,0.00015725501902876085,0.00015732408754647186
external_v500,0.3,radial,2114,test,1.443096137171445e-05,1.4454344880976324e-05
external_v500,0.3,radial,843,test,7.085885592678698e-05,7.084545102425224e-05
external_v500,0.3,radial,3732,test,5.785080201493669e-05,5.782093580569205e-05
external_v500,0.3,radial,3823,test,3.04726604450201e-05,3.0472202038781788e-05
external_v500,0.3,radial,2922,test,4.5888989910115594e-05,4.587696201883274e-05
external_v500,0.3,radial,1517,test,6.735418519674962e-05,6.742301319695873e-05
external_v500,0.3,radial,1686,test,3.957045705390425e-05,3.951929281086726e-05
external_v500,0.3,radial,4998,test,2.850867909507659e-05,2.8535995508434653e-05
external_v500,0.3,radial,151,test,2.124106968338463e-05,2.1232542468053976e-05
