t,states,affine_energy_ratio,convex_energy_ratio,affine_min,affine_max
0.15,4,0.004361740474914577,0.0074640912023293225,0.0026827190390798015,0.008449251390986928
0.5,4,0.07288145889689537,0.13085276151838296,0.05417383778972828,0.10472453632757905
0.9,4,0.07719480840811044,0.08725887933835677,0.05693559195344846,0.09150282217296336
