t,id,class_index,weight
0.5,2797,56,0.0
0.5,2797,57,4.7177395948182604e-18
0.5,2797,58,0.0
0.5,2797,59,0.0
0.5,2797,60,0.04737553656996167
0.5,2797,61,1.403217851614399e-17
0.5,2797,62,3.6831591992925907e-17
0.5,2797,63,0.0
0.5,2797,64,2.4669395791632087e-17
0.5,2797,65,0.0
0.5,2797,66,0.08239522867940575
0.5,2797,67,0.05941130444019095
0.5,2797,68,0.0
0.5,2797,69,0.0
0.5,2797,70,4.109541237628522e-17
0.5,2797,71,0.04680524954913125
0.5,2797,72,0.0025173507807733355
0.5,2797,73,0.008276877005876575
0.5,2797,74,2.4454123519867425e-17
0.5,2797,75,8.0457033668355e-17
0.5,2797,76,0.043368592785448794
0.5,2797,77,0.030439308465867947
0.5,2797,78,0.0
0.5,2797,79,0.0
0.5,2797,80,0.05409267561031569
0.5,2797,81,0.0
0.5,2797,82,0.028694621205631547
0.5,2797,83,0.0
0.5,2797,84,1.959038959015853e-18
0.5,2797,85,1.1254803186239881e-17
0.5,2797,86,0.0
0.5,2797,87,1.4325183632336294e-17
0.5,2797,88,3.051760801400949e-17
0.5,2797,89,0.0
0.5,2797,90,0.0
0.5,2797,91,0.0
0.5,2797,92,0.0
0.5,2797,93,1.6854147987435937e-17
0.5,2797,94,0.10517585783710232
0.5,2797,95,0.0
0.5,2797,96,0.14439394645861148
0.5,2797,97,0.0
0.5,2797,98,4.656654791181514e-18
0.5,2797,99,3.065963711766183e-17
0.5,2744,0,4.296929048249673e-18
0.5,2744,1,0.0
0.5,2744,2,0.0
0.5,2744,3,0.0
0.5,2744,4,1.6119142445457124e-16
0.5,2744,5,8.925684969819421e-17
0.5,2744,6,0.0
0.5,2744,7,0.0
0.5,2744,8,0.0
0.5,2744,9,0.0
0.5,2744,10,0.0
0.5,2744,11,0.0
0.5,2744,12,0.0
0.5,2744,13,2.392235206862464e-16
0.5,2744,14,0.0
0.5,2744,15,4.886038901984286e-17
0.5,2744,16,0.0
0.5,2744,17,0.0
0.5,2744,18,0.0
0.5,2744,19,6.711997329414813e-17
0.5,2744,20,3.0769475303871403e-17
0.5,2744,21,0.0
0.5,2744,22,0.0
0.5,2744,23,0.03768826716920247
0.5,2744,24,0.0
0.5,2744,25,0.0
0.5,2744,26,0.0
0.5,2744,27,1.984287093949671e-17
0.5,2744,28,0.026038233765576794
0.5,2744,29,0.0
0.5,2744,30,1.1764820773827743e-17
0.5,2744,31,2.616254924108666e-17
0.5,2744,32,0.0
0.5,2744,33,7.390715161025236e-17
0.5,2744,34,0.0
0.5,2744,35,0.0
0.5,2744,36,2.9875186747315296e-17
0.5,2744,37,0.0
0.5,2744,38,1.5195264688219544e-17
0.5,2744,39,0.0
0.5,2744,40,5.831132287965728e-17
0.5,2744,41,0.0
0.5,2744,42,0.0
0.5,2744,43,2.326212478910317e-17
0.5,2744,44,1.6278632171094697e-17
0.5,2744,45,0.08835332740139261
0.5,2744,46,3.818789968816712e-18
0.5,2744,47,0.0
0.5,2744,48,0.0
0.5,2744,49,0.03396335091804792
0.5,2744,50,4.114412270143305e-17
0.5,2744,51,0.0
0.5,2744,52,0.0
0.5,2744,53,0.0458286262783908
0.5,2744,54,0.15107622828970527
0.5,2744,55,1.4541667578190753e-19
0.5,2744,56,0.0
0.5,2744,57,0.0
0.5,2744,58,9.811047239899237e-20
0.5,2744,59,0.08903276306785547
0.5,2744,60,0.01473106376541771
0.5,2744,61,1.4951296884618534e-17
0.5,2744,62,0.0
0.5,2744,63,0.0875649400041255
0.5,2744,64,0.07437796488274158
0.5,2744,65,0.0
0.5,2744,66,0.0
0.5,2744,67,0.07786307478962241
0.5,2744,68,2.466023846632608e-17
0.5,2744,69,3.601199586419179e-17
0.5,2744,70,0.0
0.5,2744,71,0.0
0.5,2744,72,0.0
0.5,2744,73,0.08151108172039316
0.5,2744,74,0.0
0.5,2744,75,4.0236611214032246e-17
0.5,2744,76,1.0142264439317824e-17
0.5,2744,77,1.7328250132223922e-17
0.5,2744,78,0.0
0.5,2744,79,0.0
0.5,2744,80,8.465607674756801e-18
0.5,2744,81,3.906901083419936e-17
0.5,2744,82,0.0
0.5,2744,83,1.9718398982995764e-17
0.5,2744,84,0.0
0.5,2744,85,0.07098960099074088
0.5,2744,86,9.946047724864615e-18
0.5,2744,87,0.04213102486034072
0.5,2744,88,2.60151477962562e-18
0.5,2744,89,0.05928869886196982
0.5,2744,90,0.0
0.5,2744,91,0.0
0.5,2744,92,0.0
0.5,2744,93,0.01956175323447746
0.5,2744,94,4.985089107933074e-18
0.5,2744,95,0.0
0.5,2744,96,5.585235051194464e-18
0.5,2744,97,0.0
0.5,2744,98,4.3482363714131455e-17
0.5,2744,99,0.0
0.9,713,0,4.066564357101578e-17
0.9,713,1,8.296112749753286e-18
0.9,713,2,0.0
0.9,713,3,3.975826763822432e-17
0.9,713,4,0.0
0.9,713,5,0.0
0.9,713,6,0.04226924890181761
0.9,713,7,0.0
0.9,713,8,0.0
0.9,713,9,2.4790726630636033e-17
0.9,713,10,0.008438160173857848
0.9,713,11,0.0
0.9,713,12,0.0
0.9,713,13,0.09122282669423058
0.9,713,14,0.0018125864528429853
0.9,713,15,0.053313550882963905
0.9,713,16,0.021055420351698318
0.9,713,17,0.022561017459823335
0.9,713,18,0.01824954612962554
0.9,713,19,0.01647939279984727
0.9,713,20,0.03841274920040934
0.9,713,21,0.034685214008039825
0.9,713,22,0.012609248444981952
0.9,713,23,0.0
0.9,713,24,0.0187440161898509
0.9,713,25,1.620614235420349e-17
0.9,713,26,0.08524741998329843
0.9,713,27,0.02524280968800731
0.9,713,28,0.06554172935104202
0.9,713,29,0.02512083712424758
0.9,713,30,0.0
