grid_index,noise_time,heat_variance,heat_step_from_previous,cumulative_log_weight_mean,cumulative_log_weight_std,increment_mean,increment_std,potential_mean,potential_std,potential_q10,potential_median,potential_q90,potential_min,potential_max,k4_ess_mean,k4_ess_min,k4_ess_fraction_mean,k4_ess_fraction_min,k4_entropy_ess_fraction_mean,k4_max_weight_mean,k4_max_weight_max,k4_log_weight_range_mean,k4_log_weight_range_max,k8_ess_mean,k8_ess_min,k8_ess_fraction_mean,k8_ess_fraction_min,k8_entropy_ess_fraction_mean,k8_max_weight_mean,k8_max_weight_max,k8_log_weight_range_mean,k8_log_weight_range_max,k16_ess_mean,k16_ess_min,k16_ess_fraction_mean,k16_ess_fraction_min,k16_entropy_ess_fraction_mean,k16_max_weight_mean,k16_max_weight_max,k16_log_weight_range_mean,k16_log_weight_range_max
36,0.9343065619468689,202.2715561896933,18.46341853546923,31.64874685137046,10.075775410688383,3.2777928360021202,0.9170530935543911,0.19405444903532043,0.053673576304898905,0.12923134118318558,0.18845737725496292,0.2648731470108032,0.09576305747032166,0.417324423789978,1.1354017933764378,1.0000000000002514,0.28385044834410944,0.25000000000006284,0.28851208348961976,0.9391055685014047,0.9999999999998743,21.79220481469626,52.365726030741726,1.2045385916385802,1.0000000000002518,0.15056732395482253,0.12500000000003147,0.1630225005264997,0.914620049049472,0.9999999999998741,25.555822679253865,54.03463706415089,1.4083635459517472,1.0000000000003046,0.0880227216219842,0.06250000000001904,0.10101873851188337,0.8580227197505685,0.9999999999998477,29.519639422957987,54.03463706415089
37,0.9316081404685974,185.54861859660508,16.722937593088233,35.217993137535956,10.983399069623932,3.5692462861654906,0.9722436705979431,0.232813888695091,0.06264795568313024,0.15679423809051515,0.22740312665700912,0.3145205527544021,0.11736457049846649,0.4917192757129669,1.1300834511682134,1.0000000000000178,0.28252086279205335,0.25000000000000444,0.28510091890079975,0.9365004662144953,0.9999999999999911,23.839767373599038,57.331724037838256,1.216895084982426,1.0000000000000178,0.15211188562280326,0.12500000000000222,0.16319341294562334,0.9095915540407029,0.9999999999999911,27.764088370333987,58.48837972197107,1.4641504592502506,1.0000000000000218,0.09150940370314066,0.06250000000000136,0.10246022614346556,0.8261020182899852,0.9999999999999891,31.95735196872995,58.48837972197107
38,0.9288389086723328,170.37097132686793,15.17764726973715,39.09946840766169,11.94725869574861,3.881475270125736,1.0292991356557812,0.27865870005916804,0.0730357228035191,0.188329216837883,0.27315306663513184,0.37267835140228267,0.14389605820178986,0.5777729153633118,1.1236300689489016,1.0000000000000013,0.2809075172372254,0.25000000000000033,0.2827407090800137,0.9444236351645776,0.9999999999999993,26.013979942667877,62.578498108776515,1.264053528994193,1.0000000000000013,0.15800669112427412,0.12500000000000017,0.16428789142891098,0.8848702415042924,0.9999999999999993,30.10889348096118,63.13312836347443,1.463892759071658,1.0000000000000013,0.09149329744197862,0.06250000000000008,0.10071300760036292,0.815674562396022,0.9999999999999993,34.586270381727545,63.13312836347443
39,0.9259962439537048,156.57085549214645,13.800115834721481,43.3198657176889,12.972414397965647,4.220397310027216,1.093556021840388,0.33298794995062053,0.08552253571288326,0.22527368664741515,0.32710617780685425,0.4427003502845764,0.17675383388996124,0.6737968325614929,1.1082945489743201,1.0,0.27707363724358003,0.25,0.2798548573438133,0.9544090455929362,1.0,28.300175974690518,68.09494524737238,1.2293976117271286,1.0,0.15367470146589107,0.125,0.1593681872531014,0.8989722293197862,1.0,32.69290579236776,68.09494524737238,1.3779305364560148,1.0,0.08612065852850093,0.0625,0.094214437491134,0.8422113220796179,1.0,37.4566268488402,68.09494524737238
40,0.9230769276618958,144.00001859665088,12.570836895495574,47.908682315943864,14.064020767384235,4.588816598254958,1.1651951210334925,0.3970854153158143,0.09993767605706368,0.27303105890750884,0.39136430621147156,0.5193331122398376,0.21228249371051788,0.7859516739845276,1.0815810465666345,1.0,0.2703952616416586,0.25,0.2752064206842415,0.9661470009247056,1.0,30.702888747545728,73.88595448224916,1.1629757003697097,1.0,0.1453719625462137,0.125,0.15071795613327393,0.9265075682239565,1.0,35.55894559541075,73.88595448224916,1.3053096958645363,1.0,0.08158185599153352,0.0625,0.08758402299835949,0.8716448078133864,1.0,40.59865058656278,73.88595448224916
41,0.9200779795646667,132.53066123571912,11.469357360931753,52.89658463388226,15.226584193111579,4.987902317938406,1.2418053051383748,0.4726934503996745,0.11668864479663095,0.3299302220344543,0.4650869071483612,0.6119172036647796,0.24959544837474823,0.9221906661987305,1.0526111105819889,1.0,0.2631527776454972,0.25,0.26911191211172214,0.9773801430495055,1.0,33.228175247235164,80.02047786198473,1.1203738000731582,1.0,0.14004672500914478,0.125,0.1444679067080975,0.9490261581645081,1.0,38.59996114746455,80.02047786198473,1.2718285260425954,1.0,0.07948928287766222,0.0625,0.08361900645840856,0.886308634757573,1.0,43.92715390382847,80.02047786198473
42,0.9169960021972656,122.04974155666854,10.480919679050587,58.313586667286096,16.464745262177125,5.417002033403833,1.3214844601255507,0.560994851635769,0.1355492529722994,0.3925424665212631,0.5496391355991364,0.7280210018157959,0.2936687469482422,1.0729844570159912,1.0305916438521243,1.0,0.2576479109630311,0.25,0.26314168102652613,0.9861706394687353,1.0,35.88272242399686,86.50884154811197,1.088440270859694,1.0,0.13605503385746176,0.125,0.14034311417257708,0.9629241994001259,1.0,41.81455205666774,86.50884154811197,1.2258835746513148,1.0,0.07661772341570718,0.0625,0.08048491322313567,0.9104320743823582,1.0,47.49647498882631,86.50884154811197
43,0.913827657699585,112.45863310786716,9.591108448801378,64.19138390814354,17.77888611568534,5.877797240857433,1.4002830752077657,0.6646814655978233,0.1565415009738783,0.47354485392570494,0.6537566184997559,0.8593408346176147,0.343415230512619,1.2468748092651367,1.016123393468016,1.0,0.254030848367004,0.25,0.258162889112645,0.992389412766953,1.0,38.6685763982735,93.30987561694812,1.0640289948560664,1.0,0.1330036243570083,0.125,0.1373593926192697,0.9724412600188128,1.0,45.20448766198844,93.30987561694812,1.1540701108869267,1.0,0.07212938193043292,0.0625,0.07663950056233976,0.9387977972174677,1.0,51.28337622825358,93.30987561694812
44,0.9105690717697144,103.66933511958335,8.789297988283806,70.57105584587524,19.173530313205166,6.379671937731711,1.4846283639031994,0.7870094308163971,0.18139300891809493,0.569740754365921,0.7789455652236938,1.0200493693351746,0.4075411558151245,1.4502019882202148,1.0079759431729336,1.0,0.2519939857932334,0.25,0.25471288291333344,0.9961279364281559,1.0,41.602513850831315,100.4508611876912,1.0467235695429837,1.0,0.13084044619287297,0.125,0.1351350070823205,0.9791132082336829,1.0,48.90363717329144,100.4508611876912,1.0943311897945376,1.0,0.0683956993621586,0.0625,0.07270083739263886,0.9600623388804953,1.0,55.401628721850564,100.4508611876912
45,0.9072164297103882,95.60479031227013,8.064544807313226,77.49260054443391,20.658251159601132,6.921544698558669,1.5801051946330953,0.9295275502372533,0.2105882906210871,0.685352236032486,0.9225864112377167,1.2028108954429626,0.47692951560020447,1.6901395320892334,1.003832779742785,1.0,0.25095819493569627,0.25,0.25261788811826236,0.998110439282743,1.0,44.73477112597839,107.99938800355315,1.0357979783443647,1.0,0.1294747472930456,0.125,0.13360109184402036,0.983447235771348,1.0,52.91911478424207,107.99938800355315,1.056920929923693,1.0,0.06605755812023081,0.0625,0.06952497533414077,0.9744704481408588,1.0,59.82358052442436,107.99938800355315
46,0.9037656784057617,88.19657307513434,7.408217237135787,84.99943562938404,22.235377774095944,7.506835084950135,1.6813134449153264,1.097096357960254,0.24348012314307071,0.8201534569263458,1.0890671610832214,1.4093026995658873,0.561042308807373,1.9607200622558594,1.001897865801514,1.0,0.2504744664503785,0.25,0.25147986774354825,0.9990572994128328,1.0,48.068472685660794,115.93760962015426,1.0307087712395546,1.0,0.12883859640494433,0.125,0.1328395269176998,0.9855182694113256,1.0,57.230387296393076,115.93760962015426,1.0351733686201097,1.0,0.06469833553875685,0.0625,0.06729372280304956,0.9836016808978775,1.0,64.49126536805721,115.93760962015426
47,0.9002123475074768,81.38349172275576,6.813081352378575,93.14003487340003,23.909717390141196,8.140599244015986,1.7902815020089429,1.2926004100590944,0.28223545185402904,0.9766601026058197,1.2878075242042542,1.6502410292625427,0.6604635715484619,2.2671756744384766,1.0010018791272748,1.0,0.2502504697818187,0.25,0.25087882802432315,0.9995005807740049,1.0,51.55370492058672,124.23157394147626,1.03135804414715,1.0,0.12891975551839374,0.125,0.1329859464966378,0.9851970665005148,1.0,61.78072669049128,124.23157394147626,1.022814795179873,1.0,0.06392592469874206,0.0625,0.06583241303732155,0.9891205054769411,1.0,69.44374875286243,124.23157394147626
48,0.8965517282485962,75.1111177691711,6.272373953584662,101.96613709355799,25.688364659371732,8.82610222015795,1.9083288609701372,1.5216776560992002,0.32643960852978227,1.1573607444763183,1.5208471417427063,1.9361698031425474,0.7768828868865967,2.6128861904144287,1.0005811432479428,1.0,0.2501452858119857,0.25,0.25056207501159156,0.9997098323858249,1.0,55.253198749416484,132.86213797259467,1.039116342884388,1.0,0.1298895428605485,0.125,0.1342097909587983,0.9819360483779858,1.0,66.57411296533793,132.86213797259467,1.015411708497941,1.0,0.06346323178112132,0.0625,0.06486270678741934,0.992559203808262,1.0,74.76198517649706,132.86213797259467
49,0.8927790522575378,69.33119724362425,5.779920525546856,111.53485855074567,27.578458509337842,9.5687214571877,2.0344611366365943,1.7893441529013216,0.37772501035195233,1.375972366333008,1.7821174263954163,2.268031859397888,0.919569194316864,2.9950671195983887,1.000399952238671,1.0,0.25009998805966777,0.25,0.25041033633468013,0.9998001801636989,1.0,59.162973748029735,141.76049579864394,1.0557328405599702,1.0,0.13196660506999627,0.125,0.13633770956210892,0.9753833909897737,1.0,71.62399751259805,141.76049579864394,1.0104843257018297,1.0,0.06315527035636435,0.0625,0.0641786138823145,0.994898276006001,1.0,80.38520176892501,141.76049579864394
50,0.8888888955116272,64.00000858306964,5.331188660554602,121.90886551453622,29.59168058671769,10.37400696379054,2.1724838353828315,2.102473460137844,0.43748913776449033,1.6189048647880555,2.087700605392456,2.659787821769714,1.0884898900985718,3.4449462890625,1.0003403323684508,1.0,0.2500850830921127,0.25,0.2503508718393138,0.9998299699957287,1.0,63.202241599077084,150.92579312342602,1.0876818287479304,1.0,0.1359602285934913,0.125,0.13940165857039968,0.9631679467258379,1.0,76.9337810009624,150.92579312342602,1.0070025444145583,1.0,0.06293765902590989,0.0625,0.0636807969173833,0.9965699590162824,1.0,86.3279087149849,150.92579312342602
51,0.8848758339881897,59.078801326558775,4.921207256510868,133.16178192901552,31.739229024978272,11.252916414479294,2.321887638632162,2.470760637894273,0.5063616908641128,1.8851717472076417,2.44112229347229,3.093695735931396,1.2796355485916138,4.000047206878662,1.0003633545869661,1.0,0.25009083864674153,0.25,0.2503595901934783,0.9998185345138301,1.0,67.38454527384465,160.3586450908844,1.1267790871597727,1.0,0.1408473858949716,0.125,0.1419794619024391,0.9416575789739199,1.0,82.50367855536155,160.3586450908844,1.0044697724273077,1.0,0.06277936077670673,0.0625,0.06331367198338478,0.9977959892225348,1.0,92.59510327636602,160.3586450908844
52,0.8807339668273926,54.5325670897836,4.546234236775177,145.36971584196408,34.03244222109941,12.207933912948548,2.482337537100574,2.899809058755636,0.585896879068012,2.2046722412109374,2.8577399253845215,3.6203607320785522,1.5171236991882324,4.685073375701904,1.0004579724652558,1.0,0.25011449311631395,0.25,0.2504283261451512,0.9997714057391536,1.0,71.7186328865558,170.01430173422887,1.1019366880744623,1.0,0.1377420860093078,0.125,0.1399307208553056,0.957351151949472,1.0,88.42410021443547,170.01430173422887,1.0027717068953312,1.0,0.0626732316809582,0.0625,0.06305947271112299,0.9986254768954769,1.0,99.17940593942015,170.01430173422887
53,0.8764568567276001,50.329636340683116,4.2029307491004815,158.61651231983637,36.48352353872189,13.246796477872326,2.655872753387662,3.4037906285375357,0.6782245700396563,2.5698158740997314,3.3730342388153076,4.239031171798706,1.8028271198272705,5.483382701873779,1.0006513522286598,1.0,0.25016283805716494,0.25,0.25057314471464603,0.9996751558802822,1.0,76.21876302893915,179.8426469593881,1.04321961463417,1.0,0.13040245182927124,0.125,0.1338719977348755,0.9808855034639302,1.0,94.63885396713451,179.8426469593881,1.0019381306606934,1.0,0.06262113316629334,0.0625,0.06292884946798895,0.9990356664080279,1.0,106.06522058191527,179.8426469593881
54,0.8720378875732422,46.44167838717311,3.8879579535100035,172.99929523956413,39.106562031026776,14.382782919727749,2.843951373999612,3.994840268045664,0.7850767408273079,3.0205368518829347,3.985815644264221,4.967393493652343,2.134226083755493,6.417324542999268,1.0010288515817556,1.0,0.2502572128954389,0.25,0.25084419883197373,0.999487669228958,1.0,80.93952420235807,189.90838929164056,1.0132276350616285,1.0,0.12665345438270356,0.125,0.12892656248143675,0.9936208255582772,1.0,101.14954112586193,189.90838929164056,1.0020276856404489,1.0,0.06262673035252805,0.0625,0.06294903841829552,0.9989908204043372,1.0,113.27756318556803,189.90838929164056
55,0.8674699068069458,42.842995545460504,3.598682841712609,188.61897798411877,41.91535715857221,15.619682744554638,3.0441572945017583,4.6859373562037945,0.9070247847958948,3.5571983575820925,4.662581443786621,5.806432390213012,2.5230095386505127,7.460609436035156,1.0016788957768388,1.0,0.2504197239442097,0.25,0.2512778993900592,0.9991661131396579,1.0,85.90764562422662,200.20138245208307,1.0057731042512212,1.0,0.12572163803140265,0.125,0.12725158198232106,0.997137527181334,1.0,107.98679916656062,200.20138245208307,1.0035708563645849,1.0,0.06272317852278655,0.0625,0.06322463838415392,0.9982291115704798,1.0,120.85011460993864,200.20138245208307
56,0.8627451062202454,39.51020954093205,3.332786004528451,205.59052369760337,44.92955609245613,16.971545713484595,3.264187659029858,5.498662369325757,1.052169187826999,4.208532428741455,5.47504997253418,6.761248826980591,2.9937093257904053,8.690603256225586,1.0026038852573234,1.0,0.25065097131433084,0.25,0.2518468713015548,0.9987113393390549,1.0,91.13859628360889,210.69514059936958,1.01225292916634,1.0,0.1265316161457925,0.125,0.12898637340942898,0.9940715475406443,1.0,115.17676152585699,210.69514059936958,1.0119227382955245,1.0,0.06324517114347028,0.0625,0.06441419222281256,0.9942364252820111,1.0,128.81680366761032,210.69514059936958
57,0.8578553795814514,36.422294523817605,3.0879150171144474,224.0440295999354,48.16649222694252,18.453505902332022,3.504534462668576,6.453419083729386,1.2181323386293903,4.940040159225464,6.445063352584839,7.958538293838501,3.5536036491394043,10.115288734436035,1.0037478220650762,1.0,0.25093695551626904,0.25,0.2524990078363726,0.9981533573613695,1.0,96.65490000367686,221.38469074842044,1.0870491618575377,1.0,0.13588114523219222,0.125,0.139772248965538,0.9642374343144169,1.0,122.73538519841817,221.38469074842044,1.0870120029227188,1.0,0.06793825018266993,0.0625,0.06987472584450115,0.9642560110180514,1.0,137.20993714831,221.38469074842044
58,0.8527919054031372,33.56006212151636,2.8622324023012453,244.1276135857394,51.64477485461575,20.083583985804005,3.7641976001935746,7.580091241747141,1.4125385789779314,5.806059980392456,7.555114984512329,9.32947425842285,4.224492073059082,11.82116985321045,1.0052330714469542,1.0,0.25130826786173854,0.25,0.25328744736590764,0.9974360104986892,1.0,102.476225825417,232.3163690587612,1.0470314432852676,1.0,0.13087893041065846,0.125,0.13514021674106538,0.9791778152836483,1.0,130.91096993461755,232.3163690587612,1.047028203278896,1.0,0.065439262704931,0.0625,0.06756886809500864,0.9791794352658214,1.0,146.3377635285358,232.3163690587612
59,0.8475452661514282,30.906083727407534,2.653978394108826,266.0077295156885,55.397443350721126,21.880115929949095,4.055723140270155,8.908449869602919,1.6442552609847172,6.847811079025268,8.825103759765625,10.949571800231933,5.01405668258667,13.801362037658691,1.0068948277801952,1.0,0.2517237069450488,0.25,0.25411305254158634,0.9966426245834663,1.0,108.66105950066182,243.692775201431,1.0086999854393541,1.0,0.12608749817991927,0.125,0.12776611293336998,0.9957469100186295,1.0,139.72189494588486,243.692775201431,1.0086997609043786,1.0,0.06304373505652366,0.0625,0.06388295180436572,0.9957470222860161,1.0,156.17122009326226,243.692775201431
60,0.8421052694320679,28.444447128861203,2.461636598546331,289.86007703807525,59.45917052677944,23.852347522386772,4.379781334302844,10.470809876918793,1.914643438506825,8.115774250030517,10.359314918518066,12.860653305053711,5.941028118133545,16.126550674438477,1.0086782019356688,1.0,0.2521695504839172,0.25,0.25494853658051964,0.9958015730911294,1.0,115.2665457608475,255.7113817834583,1.0087400078139777,1.0,0.1260925009767472,0.125,0.12751229612032294,0.995770679097191,1.0,149.09906293623672,255.7113817834583,1.0087399963394632,1.0,0.06304624977121645,0.0625,0.06375614164719734,0.9957706848344481,1.0,166.6283962177478,255.7113817834583
61,0.836461067199707,26.160686994515093,2.2837601343461102,315.8919662346219,63.857455759320885,26.031889196546665,4.732893895991639,12.326583601534367,2.2307376734101956,9.618032550811767,12.177024364471436,15.122578811645507,7.100754737854004,18.91291618347168,1.010250773153349,1.0,0.25256269328833725,0.25,0.2556502251360614,0.9950685145151621,1.0,122.54399410812707,268.32499465548824,1.0102530658300308,1.0,0.12628163322875385,0.125,0.12782702055580888,0.9950673681898137,1.0,159.31175941162164,268.32499465548824,1.0102530653525883,1.0,0.06314081658453677,0.0625,0.06391350996383194,0.9950673684285349,1.0,177.73818547064113,268.32499465548824
62,0.8306010961532593,24.04162442211597,2.119062572399123,344.34823509440264,68.63293753431657,28.456268859780693,5.126311679457488,14.530828945338726,2.6080303303352186,11.444780921936035,14.362071514129639,17.70985221862793,8.42441463470459,22.14634895324707,1.010634544088284,1.0,0.252658636022071,0.25,0.25581710621050957,0.9948908020538336,1.0,130.4222495316714,281.6740636612901,1.0106346868906122,1.0,0.12632933586132652,0.125,0.12790869818386397,0.9948907306526972,1.0,170.33125812328873,281.6740636612901,1.0106346868718634,1.0,0.06316466792949146,0.0625,0.06395434907771913,0.9948907306620716,1.0,189.6223113339269,281.6740636612901
63,0.8245124816894531,22.07506567306174,1.9665587490542293,375.48707839038934,73.82213381601201,31.138843295986693,5.556656563656239,17.137529104948044,3.0437658538859957,13.586239528656007,17.04576015472412,20.79345245361328,10.003864288330078,25.94036102294922,1.0103261227391884,1.0,0.2525815306847971,0.25,0.25568311850754954,0.9950335863101741,1.0,138.90542124153413,295.8042345193811,1.0103263364593258,1.0,0.12629079205741572,0.125,0.12784176066732783,0.995033479450193,1.0,182.2685847361635,295.8042345193811,1.0103263364587718,1.0,0.06314539602867324,0.0625,0.06392088033318538,0.9950334794504699,1.0,202.4198267696019,295.8042345193811
64,0.8181818127632141,20.24999852478511,1.8250671482766307,409.61180140691783,79.46366956662311,34.124723016528534,6.027544780558763,20.258051708340645,3.5621343399647496,16.161773109436034,20.178486824035645,24.57194290161133,11.930549621582031,30.573644638061523,1.0097439621307678,1.0,0.25243599053269195,0.25,0.2554273104357612,0.9953039083110109,1.0,147.98217037646802,310.5906252656857,1.0097456503393945,1.0,0.1262182062924243,0.125,0.12771501706414734,0.9953030642123967,1.0,195.3362696416192,315.3085362080413,1.0097456503393865,1.0,0.06310910314621165,0.0625,0.06385750853206594,0.9953030642124008,1.0,216.34307793177706,315.3085362080413
65,0.8115941882133484,18.556209453518967,1.693789071266142,447.08322075924855,85.60997176004103,37.47141935233071,6.547827869510559,23.98762207478285,4.170135220887694,19.07069683074951,23.818008422851562,29.023608207702637,14.233382225036621,35.959617614746094,1.0088894982085992,1.0,0.2522223745521498,0.25,0.2550445869636501,0.9957026168418601,1.0,157.72716861214866,326.3157216768935,1.0089118472442888,1.0,0.1261139809055361,0.125,0.1275367174382901,0.9956914433227952,1.0,209.43527285210808,341.7000457994386,1.0089118472442902,1.0,0.06305699045276814,0.0625,0.06376835871914636,0.9956914433227946,1.0,231.32042642316196,341.7000457994386
66,0.8047336935997009,16.98438195256041,1.571827500958559,488.2959415948216,92.31607533419984,41.21272083557306,7.1236033107925545,28.451619267463684,4.894850516802968,22.656079483032226,28.2390079498291,34.51027145385742,17.10414695739746,42.3433723449707,1.0090429107099783,1.0,0.2522607276774946,0.25,0.25511396612055137,0.9956308596021689,1.0,168.15051484399876,343.0261714237413,1.009572770778593,1.0,0.12619659634732414,0.125,0.1277953170391408,0.9953664886986352,1.0,224.65288766474026,370.29884259805436,1.0095727707785938,1.0,0.06309829817366211,0.0625,0.06389765851957102,0.9953664886986349,1.0,247.4590397208067,370.29884259805436
67,0.7975830435752869,15.52594501988918,1.458436932671228,533.7033098855411,99.64778409185512,45.407368290719404,7.766589028925242,33.816919431090355,5.75660628880018,27.029003715515138,33.507328033447266,41.091135787963864,20.453777313232422,50.081905364990234,1.0113007595399903,1.0,0.2528251898849976,0.25,0.25610306488411,0.994583377453402,1.0,179.3096453935213,360.7327715754834,1.0351044720603504,1.0,0.1293880590075438,0.125,0.13345726417295684,0.9836246840711104,1.0,241.11223838665597,401.17957865867635,1.0351044720603508,1.0,0.06469402950377193,0.0625,0.06672863208647875,0.9836246840711103,1.0,264.833682619902,401.17957865867635
68,0.790123462677002,14.173011386901665,1.352933632987515,583.8559745489225,107.68223173780316,50.15266466338156,8.489746242857475,40.32221561670303,6.794713566740661,32.29860229492188,39.92955017089844,48.89563980102539,24.652372360229492,59.25787353515625,1.0134501736742418,1.0,0.25336254341856046,0.25,0.25699597249914097,0.9936006268747677,1.0,191.32223402433766,379.3769088992269,1.0406337175844915,1.0,0.13007921469806144,0.125,0.13445936847736217,0.9812080573751443,1.0,259.20735409757674,434.778888106052,1.0406337175844915,1.0,0.06503960734903072,0.0625,0.0672296842386811,0.9812080573751443,1.0,283.8915237353588,434.778888106052
69,0.7823343873023987,12.918294846816526,1.2547165400851394,639.3977824247081,116.50599751170412,55.54180787578554,9.30211371400185,48.210622042417526,8.034045842358294,38.65181198120117,47.79479217529297,58.42686462402344,29.764266967773438,70.32356262207031,1.01570447715755,1.0,0.2539261192893875,0.25,0.2578893702119168,0.9925842251780793,1.0,204.29211327270485,398.98000490846607,1.0158410218023968,1.0,0.1269801277252996,0.125,0.12901746333566216,0.9925159901038366,1.0,279.1812375914012,471.3473150593718,1.0158410218023968,1.0,0.0634900638626498,0.0625,0.06450873166783105,0.9925159901038367,1.0,304.8643430329786,471.3473150593718
70,0.774193525314331,11.755098937899831,1.1631959089166948,701.0535181827012,126.21857485752358,61.655735757993,10.21150811067047,57.80030059814453,9.524846875529256,46.36393356323242,57.124324798583984,70.06033782958984,36.00983810424805,83.68977355957031,1.0187763881555874,1.0,0.25469409703889684,0.25,0.25904595857102963,0.9912213310748819,1.0,218.3715783750868,419.74357813932306,1.0187766310953905,1.0,0.12734707888692381,0.125,0.12952320467672723,0.9912212096050983,1.0,301.0201998477708,511.14997690634925,1.0187766310953905,1.0,0.06367353944346191,0.0625,0.06476160233836348,0.9912212096050983,1.0,327.70114660824936,511.14997690634925
71,0.7656765580177307,10.677245430800262,1.0778535070995687,769.6695815982682,136.93012973784005,68.61606341556721,11.232192680680601,69.51953083276749,11.318408060379186,55.7901424407959,68.59606552124023,83.91082458496093,43.78770065307617,100.0663833618164,1.0235084829005827,1.0,0.2558771207251457,0.25,0.2607116758247075,0.9891677154092626,1.0,233.71196839838717,441.98932876376443,1.0235084830345715,1.0,0.12793856037932144,0.125,0.13035583809949494,0.9891677153422682,1.0,324.92590779220257,554.6004817909153,1.0235084830345706,1.0,0.06396928018966067,0.0625,0.0651779190497464,0.9891677153422687,1.0,352.6460972834196,554.6004817909153
72,0.7567567229270935,9.67900878804293,0.9982366427573321,846.262820599718,148.79491320257523,76.59323900144965,12.405564392697826,83.93754681944847,13.537737401865224,67.57498703002929,82.98268508911133,101.37446517944336,53.12773132324219,119.91959381103516,1.0291381300658715,1.0,0.2572845325164679,0.25,0.26254096023568363,0.9867887634192201,1.0,250.48820203586956,466.0613196591289,1.0291381300659144,1.0,0.1286422662582393,0.125,0.1312704801179253,0.9867887634191985,1.0,351.1716948836415,602.2157592327542,1.0291381300658946,1.0,0.06432113312911841,0.0625,0.06563524005894354,0.9867887634192084,1.0,379.9429147218974,602.2157592327542
73,0.7474048137664795,8.755110698645971,0.9238980893969586,932.0529567871322,161.98891972695415,85.7901361874141,13.753304940048482,101.77587151527405,16.23660071769974,81.97009201049805,100.5083236694336,123.17040481567383,64.50843048095703,145.07044982910156,1.0413134071933925,1.0,0.2603283517983481,0.25,0.26605080617157806,0.9818347567675287,1.0,269.11641758608005,491.95454832946814,1.0413134071944838,1.0,0.13016417589931048,0.125,0.13302540308764133,0.9818347567669831,1.0,380.12049676528306,654.754582527778,1.0413134071933814,1.0,0.06508208794958634,0.0625,0.0665127015428838,0.9818347567675343,1.0,410.0126458006009,654.754582527778
74,0.73758864402771,7.900656723951227,0.8544539746947448,1028.4823685973543,176.70056160531283,96.4294118102222,15.29135007991213,123.93414837121964,19.55746552761724,100.19683685302735,122.3216323852539,150.27654266357422,78.45091247558594,175.4310760498047,1.0553050625846434,1.0,0.26382626564616085,0.25,0.2695040311966542,0.9763576625748998,1.0,289.72978929547725,520.0167237865188,1.0553050627859057,1.0,0.13191313284823822,0.125,0.13475201587387667,0.9763576624742685,1.0,412.15247671872925,713.0231779729194,1.055305062290514,1.0,0.06595656639315713,0.0625,0.06737600760078921,0.9763576627219643,1.0,443.6539017485775,713.0231779729194
75,0.7272727489471436,7.111112665247243,0.7895440587039833,1137.2832602160329,193.16149971078684,108.80089161867846,17.06425343180715,151.6702094078064,23.670436240806854,122.74077377319337,149.6181411743164,183.62844696044922,96.20974731445312,213.61611938476562,1.0520601176093698,1.0,0.26301502940234245,0.25,0.2688388756240054,0.9776031032219858,1.0,312.532931299391,550.4406955994672,1.052060150467129,1.0,0.13150751880839112,0.125,0.13441946816873962,0.977603086872108,1.0,447.7341596123823,777.9642550513411,1.051957249801991,1.0,0.06574732811262443,0.0625,0.06718137990709541,0.9776545160186593,1.0,481.50626209602103,777.9642550513411
76,0.7164179682731628,6.382275101256526,0.7288375639907176,1260.5544906428975,211.64770830200516,123.27123042686462,19.111879015097838,186.59783965349197,28.777405863087473,151.48224487304688,183.91254425048828,225.55431671142577,118.90018463134766,262.3105773925781,1.071684365878607,1.0,0.26792109146965176,0.25,0.2791456684797351,0.9680657886862003,1.0,338.82334597394987,583.5725051098136,1.0332624251566611,1.0,0.12915780314458264,0.125,0.131940249976119,0.9850744340445579,1.0,488.39340609594063,850.8886371160205,1.033152809281089,1.0,0.06457205058006807,0.0625,0.06594035657989444,0.9851292173837444,1.0,523.8107384330713,850.8886371160205
77,0.7049808502197266,5.710238215412752,0.6720368858437737,1400.8223202256863,232.50188170032027,140.26782958278898,21.495592228523765,230.8430256843567,35.19701680124886,187.7630615234375,227.29881286621094,278.2683166503906,147.619140625,322.7579345703125,1.0116496311298258,1.0,0.25291240778245644,0.25,0.256385467625624,0.9944136879618594,1.0,371.13326452378664,620.2642260261853,1.0116490654791532,1.0,0.12645613318489415,0.125,0.128192238900715,0.9944139707865557,1.0,535.282967712822,932.8844434981827,1.0116505643609337,1.0,0.06322816027255836,0.0625,0.06409672953881757,0.9944132213501587,1.0,572.7236469990613,932.8844434981827
78,0.6929134130477905,5.091388547892361,0.618849667520391,1561.1353273050609,256.10989829308255,160.31300707937453,24.267206817041064,287.25697660446167,43.23398917985634,234.277018737793,282.95892333984375,343.9668304443359,184.17344665527344,400.8531494140625,1.002509200454139,1.0,0.25062730011353473,0.25,0.25180552851918186,0.9987575363250046,1.0,409.1603648525536,669.9433473608187,1.0025092004541225,1.0,0.1253136500567653,0.125,0.12590276425955874,0.9987575363250129,1.0,589.4484958139545,1025.2733324608744,1.0025092004541225,1.0,0.06265682502838266,0.0625,0.06295138212977937,0.9987575363250129,1.0,631.0102670244082,1025.2733324608744
