condition,time,rollout_bayes_velocity_mse,state_swd_2d,state_intrinsic_swd,state_off_subspace_rms,true_off_subspace_rms,gate_mean,gate_std
Bayes_exact,0.01,0.0,0.0017255534909260896,0.0017255534909260896,0.9872359037399292,0.9878277778625488,,
Bayes_exact,0.03,0.0,0.0016148951757702496,0.0016148951757702496,0.9672917127609253,0.9677074551582336,,
Bayes_exact,0.1,0.0,0.003923758546060871,0.003923758546060871,0.8974871635437012,0.8981572985649109,,
Bayes_exact,0.3,0.0,0.004769580418044659,0.004769580418044659,0.6980456113815308,0.6981247663497925,,
Bayes_exact,0.5,0.0,0.011073971076599852,0.011073971076599852,0.4986039996147156,0.49875956773757935,,
Bayes_exact,0.7,0.0,0.01899538366357439,0.01899538366357439,0.2991623878479004,0.2993428111076355,,
Bayes_exact,0.9,0.0,0.01856981648412083,0.01856981648412083,0.099720798432827,0.09982132911682129,,
Bayes_exact,0.97,0.0,0.013777313929705697,0.013777313929705697,0.029916245490312576,0.029923511669039726,,
Bayes_exact,0.99,0.0,0.019790517262527875,0.019790517262527875,0.009972071275115013,0.00998698640614748,,
B0_v_ind,0.01,0.9471117854118347,0.0015952396241748863,0.0015952396241748863,0.9964143633842468,0.9878277778625488,,
B0_v_ind,0.03,0.9855763912200928,0.0017847967043195549,0.0017847967043195549,0.9949342012405396,0.9677074551582336,,
B0_v_ind,0.1,1.1461741924285889,0.004499169895898866,0.004499169895898866,0.9901052117347717,0.8981572985649109,,
B0_v_ind,0.3,1.9249465465545654,0.012837477768947687,0.012837477768947687,0.9778496026992798,0.6981247663497925,,
B0_v_ind,0.5,3.746384620666504,0.026859700547819245,0.026859700547819245,0.9682082533836365,0.49875956773757935,,
B0_v_ind,0.7,10.231903076171875,0.040644383395499015,0.040644383395499015,0.9612349271774292,0.2993428111076355,,
B0_v_ind,0.9,91.66294860839844,0.05465218926568757,0.05465218926568757,0.9576272964477539,0.09982132911682129,,
B0_v_ind,0.97,1018.8688354492188,0.05770469825828848,0.05770469825828848,0.9571723341941833,0.029923511669039726,,
B0_v_ind,0.99,9170.2568359375,0.05793637907106719,0.05793637907106719,0.9571160078048706,0.00998698640614748,,
