time,condition,paired_velocity_mse,bayes_velocity_mse,irreducible_velocity_mse,gate_mean,gate_std,x_amplification_mean,epsilon_amplification_mean
0.01,D0_x_shared,0.9975571632385254,0.00218939408659935,0.9955934286117554,,,,
0.01,D0_eps_shared,9182.7509765625,9181.90625,0.9955934286117554,,,,
0.01,D3_oracle_bayes_gate,0.9975560903549194,0.002188976388424635,0.9955934286117554,0.9999977946281433,6.377355930453632e-06,1.0100986957550049,0.0002187953214161098
0.03,D0_x_shared,0.847671389579773,0.0036389981396496296,0.8447785377502441,,,,
0.03,D0_eps_shared,1020.6481323242188,1019.7626953125,0.8447785377502441,,,,
0.03,D3_oracle_bayes_gate,0.8476688861846924,0.0036331142764538527,0.8447785377502441,0.9999520182609558,5.902451084693894e-05,1.0308783054351807,0.0015988252125680447
0.1,D0_x_shared,0.2827107608318329,0.006440740078687668,0.2753848433494568,,,,
0.1,D0_eps_shared,91.90267181396484,91.62770080566406,0.2753848433494568,,,,
0.1,D3_oracle_bayes_gate,0.28270965814590454,0.006440005265176296,0.2753848433494568,0.9999469518661499,7.243963045766577e-05,1.1110522747039795,0.0005303349462337792
0.3,D0_x_shared,0.043696239590644836,0.02043949067592621,0.02288885787129402,,,,
0.3,D0_eps_shared,10.17490005493164,10.151803970336914,0.02288885787129402,,,,
0.3,D3_oracle_bayes_gate,0.04369045048952103,0.02043372206389904,0.02288885787129402,0.9996363520622253,0.0006626611575484276,1.4280519485473633,0.0012121128384023905
0.5,D0_x_shared,0.01897173374891281,0.009118936024606228,0.009730905294418335,,,,
0.5,D0_eps_shared,3.6552071571350098,3.6453819274902344,0.009730905294418335,,,,
0.5,D3_oracle_bayes_gate,0.018959831446409225,0.009106956422328949,0.009730905294418335,0.9989216327667236,0.0014604361495003104,1.9978432655334473,0.0021567093208432198
0.7,D0_x_shared,0.019886847585439682,0.013763310387730598,0.006209542974829674,,,,
0.7,D0_eps_shared,1.8602514266967773,1.8540875911712646,0.006209542974829674,,,,
0.7,D3_oracle_bayes_gate,0.01972252130508423,0.013598613440990448,0.006209542974829674,0.9933384656906128,0.006592683494091034,3.3111281394958496,0.009516429156064987
0.9,D0_x_shared,0.13128435611724854,0.12687496840953827,0.004705299157649279,,,,
0.9,D0_eps_shared,1.1663404703140259,1.1616482734680176,0.004705299157649279,,,,
0.9,D3_oracle_bayes_gate,0.11399655044078827,0.10957137495279312,0.004705299157649279,0.9045412540435791,0.058232586830854416,9.04541301727295,0.1060653030872345
0.97,D0_x_shared,0.9152061343193054,0.9086830019950867,0.00419190526008606,,,,
0.97,D0_eps_shared,1.052020788192749,1.0478334426879883,0.00419190526008606,,,,
0.97,D3_oracle_bayes_gate,0.4008173942565918,0.39552396535873413,0.00419190526008606,0.621573269367218,0.21015550196170807,20.719106674194336,0.3901306390762329
0.99,D0_x_shared,8.86751937866211,8.864311218261719,0.004060679115355015,,,,
0.99,D0_eps_shared,1.0188982486724854,1.014847755432129,0.004060679115355015,,,,
0.99,D3_oracle_bayes_gate,0.7927519083023071,0.7890403270721436,0.004060679115355015,0.2219362109899521,0.20714065432548523,22.193620681762695,0.7859230041503906
0.01,D1_x_own,0.9986487627029419,0.0020699589513242245,0.9955934286117554,,,,
0.01,D1_eps_own,9184.75,9183.9140625,0.9955934286117554,,,,
0.01,D1_gate_on_D0,1.0066779851913452,0.011599262244999409,0.9955934286117554,0.9994386434555054,0.0008483825367875397,1.0095340013504028,0.05613086372613907
0.01,D2_x_own,0.9982742667198181,0.0036742710508406162,0.9955934286117554,,,,
0.01,D2_eps_own,9551.44921875,9550.607421875,0.9955934286117554,,,,
