arm,repeat,seconds
mlp,1,1.6840783040970564
mlp,2,1.6010913299396634
mlp,3,1.6446412079967558
native_base,1,1.6702729780226946
native_base,2,1.6183121497742832
native_base,3,1.6073169177398086
adg,1,1.6691752620972693
adg,2,1.6377895879559219
adg,3,1.6321038217283785
cfg_heun25,1,1.646597237791866
cfg_heun25,2,1.5670421146787703
cfg_heun25,3,1.5680993511341512
