passes_ig_5k_gate,mlp_minus_native,mlp_minus_adg,mlp_minus_cfg25,mlp_fid_better_than_cfg25,statistical_significance_established,core_novelty_established,goal_complete
True,-2.883621596726016,-3.228074123244596,11.305943609577696,False,False,False,False
