parameter,clean_grad_norm,epsilon_grad_norm,cosine
net.0.weight,0.03642335906624794,0.12684659659862518,-0.03812146931886673
net.0.bias,0.006198055576533079,0.023712610825896263,0.25623348355293274
net.2.weight,0.013773666694760323,0.06268050521612167,-0.03617088496685028
net.2.bias,0.0032825679518282413,0.012813271954655647,-0.02501659281551838
net.4.weight,0.019939737394452095,0.10761860013008118,0.01826169341802597
net.4.bias,0.0023718068841844797,0.006584055721759796,-0.07868176698684692
net.6.weight,0.05225469544529915,0.3339364528656006,-0.013417198322713375
net.6.bias,0.0024447764735668898,0.00937617477029562,-0.10400128364562988
ALL_TRUNK,0.06859529763460159,0.37943634390830994,-0.014188840985298157
