time,condition,paired_velocity_mse,bayes_velocity_mse,irreducible_velocity_mse,gate_mean,gate_std,x_amplification_mean,epsilon_amplification_mean
0.01,D0_x_shared,1.0106102228164673,0.0008881716639734805,1.0098252296447754,,,,
0.01,D0_eps_shared,14.671365737915039,13.78548812866211,1.0098252296447754,,,,
0.01,D3_oracle_bayes_gate,1.009926676750183,0.0007291281945072114,1.0098252296447754,0.9979566931724548,0.007070101331919432,1.0080368518829346,0.20433248579502106
0.03,D0_x_shared,1.0527470111846924,0.0010802310425788164,1.0508596897125244,,,,
0.03,D0_eps_shared,1.9495666027069092,0.8809924125671387,1.0508596897125244,,,,
0.03,D3_oracle_bayes_gate,1.0525466203689575,0.0009304502746090293,1.0508596897125244,0.9956287741661072,0.018470585346221924,1.026421308517456,0.1457086205482483
0.1,D0_x_shared,1.1955646276474,0.0009101042523980141,1.1952935457229614,,,,
0.1,D0_eps_shared,1.2614951133728027,0.06430545449256897,1.1952935457229614,,,,
0.1,D3_oracle_bayes_gate,1.1956430673599243,0.0008299468318000436,1.1952935457229614,0.9595631957054138,0.10783418267965317,1.0661814212799072,0.4043681025505066
0.3,D0_x_shared,1.6942877769470215,0.00145931844599545,1.6947529315948486,,,,
0.3,D0_eps_shared,1.6970765590667725,0.003451733384281397,1.6947529315948486,,,,
0.3,D3_oracle_bayes_gate,1.6948561668395996,0.0010004817740991712,1.6947529315948486,0.702223002910614,0.3444935083389282,1.0031757354736328,0.9925898909568787
0.5,D0_x_shared,1.947266697883606,0.0015518235741183162,1.9453685283660889,,,,
0.5,D0_eps_shared,1.9483191967010498,0.0027377742808312178,1.9453685283660889,,,,
0.5,D3_oracle_bayes_gate,1.9469413757324219,0.00093789619859308,1.9453685283660889,0.6360233426094055,0.37916696071624756,1.272046685218811,0.7279533743858337
0.7,D0_x_shared,1.6217552423477173,0.008665559813380241,1.6126594543457031,,,,
0.7,D0_eps_shared,1.617684006690979,0.0045326631516218185,1.6126594543457031,,,,
0.7,D3_oracle_bayes_gate,1.61561119556427,0.002318107057362795,1.6126594543457031,0.3854562044143677,0.382284939289093,1.2848540544509888,0.8779197335243225
0.9,D0_x_shared,0.7420210838317871,0.11975925415754318,0.6251753568649292,,,,
0.9,D0_eps_shared,0.6610719561576843,0.036063261330127716,0.6251753568649292,,,,
0.9,D3_oracle_bayes_gate,0.6490964293479919,0.025962412357330322,0.6251753568649292,0.19706186652183533,0.3018041253089905,1.9706186056137085,0.8921535015106201
0.97,D0_x_shared,2.0658979415893555,1.2781388759613037,0.7928227186203003,,,,
0.97,D0_eps_shared,0.8272309303283691,0.030599307268857956,0.7928227186203003,,,,
0.97,D3_oracle_bayes_gate,0.8102643489837646,0.015481920912861824,0.7928227186203003,0.08914927393198013,0.12980185449123383,2.97164249420166,0.9390213489532471
0.99,D0_x_shared,11.7373046875,10.741842269897461,0.9668750762939453,,,,
0.99,D0_eps_shared,0.9805899262428284,0.014346662908792496,0.9668750762939453,,,,
0.99,D3_oracle_bayes_gate,0.9788671135902405,0.01295426394790411,0.9668750762939453,0.00998623389750719,0.035969626158475876,0.9986233711242676,1.000013828277588
0.01,D1_x_own,1.0110175609588623,0.0010115819750353694,1.0098252296447754,,,,
0.01,D1_eps_own,15.58193302154541,14.63746452331543,1.0098252296447754,,,,
0.01,D1_gate_on_D0,1.092416524887085,0.08688421547412872,1.0098252296447754,0.9240536689758301,0.05118520185351372,0.9333875179290771,7.594632148742676
0.01,D2_x_own,1.0126665830612183,0.0023650131188333035,1.0098252296447754,,,,
0.01,D2_eps_own,15.07656478881836,14.136659622192383,1.0098252296447754,,,,
0.01,D2_gate_on_D0,1.0105698108673096,0.0010495183523744345,1.0098252296447754,0.9967162013053894,0.00221991166472435,1.0067839622497559,0.3283824920654297
0.01,D4_x_own,1.0106163024902344,0.0005272541311569512,1.0098252296447754,,,,
0.01,D4_eps_own,14.17384147644043,13.171024322509766,1.0098252296447754,,,,
0.01,D4_gate_on_D0,1.0105433464050293,0.0010507040424272418,1.0098252296447754,0.9976217746734619,0.0003989699762314558,1.0076987743377686,0.23781785368919373
0.03,D1_x_own,1.0533241033554077,0.0011633217800408602,1.0508596897125244,,,,
0.03,D1_eps_own,2.0499024391174316,0.9738380908966064,1.0508596897125244,,,,
0.03,D1_gate_on_D0,1.0570271015167236,0.006731853820383549,1.0508596897125244,0.9106845855712891,0.05903857573866844,0.9388500452041626,2.9771804809570312
0.03,D2_x_own,1.0522308349609375,0.0013814008561894298,1.0508596897125244,,,,
0.03,D2_eps_own,2.2504258155822754,1.1752610206604004,1.0508596897125244,,,,
0.03,D2_gate_on_D0,1.05275559425354,0.001194086973555386,1.0508596897125244,0.9933915138244629,0.004962037783116102,1.0241148471832275,0.2202836126089096
0.03,D4_x_own,1.052103877067566,0.0007181331748142838,1.0508596897125244,,,,
0.03,D4_eps_own,1.9897515773773193,0.9184764623641968,1.0508596897125244,,,,
0.03,D4_gate_on_D0,1.0530660152435303,0.001302734948694706,1.0508596897125244,0.991878092288971,0.001350211794488132,1.022554636001587,0.27073028683662415
0.1,D1_x_own,1.1956192255020142,0.0009366186568513513,1.1952935457229614,,,,
0.1,D1_eps_own,1.2651925086975098,0.06731592118740082,1.1952935457229614,,,,
0.1,D1_gate_on_D0,1.196113109588623,0.0015044426545500755,1.1952935457229614,0.8974734544754028,0.059300996363162994,0.9971928000450134,1.0252654552459717
0.1,D2_x_own,1.1985121965408325,0.0018883710727095604,1.1952935457229614,,,,
0.1,D2_eps_own,1.2630455493927002,0.06935106217861176,1.1952935457229614,,,,
0.1,D2_gate_on_D0,1.19561767578125,0.000955631781835109,1.1952935457229614,0.9806022644042969,0.014798573218286037,1.0895581245422363,0.1939772367477417
0.1,D4_x_own,1.195597529411316,0.0006481033051386476,1.1952935457229614,,,,
0.1,D4_eps_own,1.2609026432037354,0.06627759337425232,1.1952935457229614,,,,
0.1,D4_gate_on_D0,1.1958527565002441,0.0011152895167469978,1.1952935457229614,0.9650004506111145,0.005271811503916979,1.0722228288650513,0.3499954342842102
0.3,D1_x_own,1.694508671760559,0.0015603483188897371,1.6947529315948486,,,,
0.3,D1_eps_own,1.7000892162322998,0.004819571506232023,1.6947529315948486,,,,
0.3,D1_gate_on_D0,1.6943928003311157,0.0014010034501552582,1.6947529315948486,0.8581405282020569,0.05013824999332428,1.2259150743484497,0.47286489605903625
0.3,D2_x_own,1.6970033645629883,0.0024044192396104336,1.6947529315948486,,,,
0.3,D2_eps_own,1.704498291015625,0.0107468506321311,1.6947529315948486,,,,
0.3,D2_gate_on_D0,1.6942989826202393,0.0014301748014986515,1.6947529315948486,0.9411343336105347,0.027972456067800522,1.344477653503418,0.196218803524971
0.3,D4_x_own,1.694823980331421,0.0011677790898829699,1.6947529315948486,,,,
0.3,D4_eps_own,1.6974371671676636,0.004115355666726828,1.6947529315948486,,,,
0.3,D4_gate_on_D0,1.6943323612213135,0.0013833590783178806,1.6947529315948486,0.841567873954773,0.014506637118756771,1.202239751815796,0.5281072854995728
0.5,D1_x_own,1.9479751586914062,0.0017686669016256928,1.9453685283660889,,,,
0.5,D1_eps_own,1.9480018615722656,0.0031470763497054577,1.9453685283660889,,,,
0.5,D1_gate_on_D0,1.9471356868743896,0.0014064123388379812,1.9453685283660889,0.6095629930496216,0.06837458163499832,1.2191259860992432,0.7808740139007568
0.5,D2_x_own,1.9480702877044678,0.0016015321016311646,1.9453685283660889,,,,
0.5,D2_eps_own,1.952689290046692,0.005800353363156319,1.9453685283660889,,,,
0.5,D2_gate_on_D0,1.9469653367996216,0.0013292939402163029,1.9453685283660889,0.6374694108963013,0.14187389612197876,1.2749388217926025,0.7250611782073975
0.5,D4_x_own,1.946165680885315,0.0015597522724419832,1.9453685283660889,,,,
0.5,D4_eps_own,1.9494514465332031,0.003200857900083065,1.9453685283660889,,,,
0.5,D4_gate_on_D0,1.9471501111984253,0.0014910446479916573,1.9453685283660889,0.6116881966590881,0.03808711841702461,1.2233763933181763,0.7766236066818237
0.7,D1_x_own,1.6219003200531006,0.010100669227540493,1.6126594543457031,,,,
0.7,D1_eps_own,1.6189812421798706,0.0043692090548574924,1.6126594543457031,,,,
0.7,D1_gate_on_D0,1.6170849800109863,0.004011161625385284,1.6126594543457031,0.20358824729919434,0.05541808903217316,0.6786274909973145,1.1377310752868652
0.7,D2_x_own,1.620969295501709,0.013062791898846626,1.6126594543457031,,,,
0.7,D2_eps_own,1.6210923194885254,0.007506451569497585,1.6126594543457031,,,,
0.7,D2_gate_on_D0,1.6175262928009033,0.004343509208410978,1.6126594543457031,0.19657257199287415,0.11572927981615067,0.655241847038269,1.1477534770965576
0.7,D4_x_own,1.6153291463851929,0.006965048611164093,1.6126594543457031,,,,
0.7,D4_eps_own,1.6175235509872437,0.004375645890831947,1.6126594543457031,,,,
0.7,D4_gate_on_D0,1.617236852645874,0.003873770125210285,1.6126594543457031,0.22919608652591705,0.07976654171943665,0.7639869451522827,1.1011484861373901
0.9,D1_x_own,0.7327970266342163,0.11110778152942657,0.6251753568649292,,,,
0.9,D1_eps_own,0.6635349988937378,0.03787323087453842,0.6251753568649292,,,,
0.9,D1_gate_on_D0,0.6610234975814819,0.0360565111041069,0.6251753568649292,0.0029338421300053596,0.004671438131481409,0.029338421300053596,1.107851266860962
0.9,D2_x_own,0.935287594795227,0.3121402859687805,0.6251753568649292,,,,
0.9,D2_eps_own,0.6795775890350342,0.05676392465829849,0.6251753568649292,,,,
0.9,D2_gate_on_D0,0.6610674262046814,0.03606024757027626,0.6251753568649292,0.00018387071031611413,0.0005196907441131771,0.0018387071322649717,1.1109068393707275
0.9,D4_x_own,0.7613081932067871,0.13679945468902588,0.6251753568649292,,,,
0.9,D4_eps_own,0.6614475250244141,0.03501123934984207,0.6251753568649292,,,,
0.9,D4_gate_on_D0,0.6609846353530884,0.03605962544679642,0.6251753568649292,0.014827189035713673,0.014708710834383965,0.14827190339565277,1.0946364402770996
0.97,D1_x_own,1.9171504974365234,1.1242514848709106,0.7928227186203003,,,,
0.97,D1_eps_own,0.8304110765457153,0.034306105226278305,0.7928227186203003,,,,
0.97,D1_gate_on_D0,0.8257192373275757,0.029484983533620834,0.7928227186203003,0.007943553850054741,0.013776406645774841,0.26478514075279236,1.0227384567260742
0.97,D2_x_own,3.1709280014038086,2.434007167816162,0.7928227186203003,,,,
0.97,D2_eps_own,0.8470078706741333,0.05396495759487152,0.7928227186203003,,,,
