condition,time,rollout_bayes_velocity_mse,state_swd_2d,state_intrinsic_swd,state_off_subspace_rms,true_off_subspace_rms,gate_mean,gate_std
Bayes_exact,0.01,0.0,0.024080279890082514,0.024080279890082514,5.8129234759007886e-08,5.7453373614180236e-08,,
Bayes_exact,0.03,0.0,0.021072635379307203,0.021072635379307203,5.5561184097996374e-08,5.6327944975009814e-08,,
Bayes_exact,0.1,0.0,0.021653588909480995,0.021653588909480995,5.308224260147654e-08,5.1809166734528844e-08,,
Bayes_exact,0.3,0.0,0.0200847044583458,0.0200847044583458,4.558171795565613e-08,4.352963856035785e-08,,
Bayes_exact,0.5,0.0,0.019052443211907154,0.019052443211907154,4.1743533074622974e-08,3.9340122270914435e-08,,
Bayes_exact,0.7,0.0,0.012259682893256095,0.012259682893256095,4.540122944263203e-08,4.548722998265475e-08,,
Bayes_exact,0.9,0.0,0.01779350734200045,0.01779350734200045,5.459304119881381e-08,5.2500549685419173e-08,,
Bayes_exact,0.97,0.0,0.018683957668897647,0.018683957668897647,5.8821541415454703e-08,5.7563113387004705e-08,,
Bayes_exact,0.99,0.0,0.02129858992962312,0.02129858992962312,5.91301656527321e-08,5.883168796572136e-08,,
B0_v_ind,0.01,0.0045095887035131454,0.024096082571938657,0.024096082571938657,5.8002498803944036e-08,5.7453373614180236e-08,,
B0_v_ind,0.03,0.004244357347488403,0.02129438798523276,0.02129438798523276,5.57639410203592e-08,5.6327944975009814e-08,,
B0_v_ind,0.1,0.0038035933393985033,0.022917007751666194,0.022917007751666194,5.2826912622094824e-08,5.1809166734528844e-08,,
B0_v_ind,0.3,0.0021922774612903595,0.02491650633052657,0.02491650633052657,4.420969190732649e-08,4.352963856035785e-08,,
B0_v_ind,0.5,0.0038321856409311295,0.02099780302937318,0.02099780302937318,4.1819291141109716e-08,3.9340122270914435e-08,,
B0_v_ind,0.7,0.01636683940887451,0.018141765183688995,0.018141765183688995,4.537741205012935e-08,4.548722998265475e-08,,
B0_v_ind,0.9,0.6139007210731506,0.026551016676684976,0.026551016676684976,5.6345470511587337e-08,5.2500549685419173e-08,,
B0_v_ind,0.97,1.8861169815063477,0.034534031807901294,0.034534031807901294,5.9319333445273514e-08,5.7563113387004705e-08,,
B0_v_ind,0.99,0.46988558769226074,0.03246496955839561,0.03246496955839561,5.993223339828546e-08,5.883168796572136e-08,,
B1_x_ind,0.01,0.00011333913425914943,0.024110070109907344,0.024110070109907344,5.7404719200349064e-08,5.7453373614180236e-08,,
B1_x_ind,0.03,0.00023405568208545446,0.021119513858865322,0.021119513858865322,5.675415692962815e-08,5.6327944975009814e-08,,
B1_x_ind,0.1,8.027284638956189e-05,0.0218210994426225,0.0218210994426225,5.195220609266471e-08,5.1809166734528844e-08,,
B1_x_ind,0.3,0.0007866926025599241,0.020679061857447906,0.020679061857447906,4.532850894634066e-08,4.352963856035785e-08,,
B1_x_ind,0.5,0.0021879072301089764,0.018881057959689012,0.018881057959689012,4.2142840328551756e-08,3.9340122270914435e-08,,
B1_x_ind,0.7,0.042716316878795624,0.016278324070819326,0.016278324070819326,4.536702746804622e-08,4.548722998265475e-08,,
B1_x_ind,0.9,2.7094247341156006,0.04761906321420399,0.04761906321420399,5.41436975254328e-08,5.2500549685419173e-08,,
B1_x_ind,0.97,8.254281044006348,0.0710691588757986,0.0710691588757986,5.948198378291636e-08,5.7563113387004705e-08,,
B1_x_ind,0.99,8.784377098083496,0.07485367145763729,0.07485367145763729,6.05299348421795e-08,5.883168796572136e-08,,
B2_eps_ind,0.01,17.406089782714844,0.11531228600236532,0.11531228600236532,4.832317301861622e-08,5.7453373614180236e-08,,
B2_eps_ind,0.03,1.8037196397781372,0.10322315813063279,0.10322315813063279,5.103936473460635e-08,5.6327944975009814e-08,,
