time,model,model_kind,first_branch,second_branch,first_bayes_mse,second_bayes_mse,first_paired_mse,second_paired_mse,branch_error_cosine_mean,branch_error_cosine_negative_fraction,oracle_gate_mean,oracle_bayes_mse,oracle_gain_over_best_branch,learned_gate_mean,learned_bayes_mse,learned_gate_mae_to_oracle
0.01,D0_xeps,x_plus_epsilon,x,epsilon,0.0008883547852747142,12.614892959594727,1.0230613946914673,13.72159194946289,0.14525242149829865,0.427978515625,0.9979076385498047,0.0007427985547110438,0.1638492108968138,,,
0.01,D1_scaled,x_plus_epsilon,x,epsilon,0.0010009079705923796,14.0423583984375,1.0229456424713135,15.117462158203125,0.16908888518810272,0.387451171875,0.9974730014801025,0.0008746030507609248,0.12619034271123064,0.925779402256012,0.09334144741296768,0.07224375009536743
0.01,D2_velocity,x_plus_epsilon,x,epsilon,0.002380354329943657,14.02861213684082,1.0247933864593506,15.192456245422363,0.5418336391448975,0.148681640625,0.9964563250541687,0.002032029442489147,0.14633320891463864,0.9967992305755615,0.0027691610157489777,0.0060941013507544994
0.01,D4_safe,x_plus_epsilon,x,epsilon,0.0005095582455396652,13.071861267089844,1.0220451354980469,14.174949645996094,0.2796939015388489,0.3134765625,0.9986542463302612,0.0004283130110707134,0.15944248803766536,0.9976334571838379,0.0006302930414676666,0.0025181060191243887
0.01,S0_xv,x_plus_v,x,v,0.0022614793851971626,0.0033084689639508724,1.0258207321166992,1.0249748229980469,0.464027464389801,0.214111328125,0.7384412884712219,0.001075518550351262,0.5244181497336553,,,
0.01,S1_xv,x_plus_v,x,v,0.002122450154274702,0.0033915331587195396,1.0243010520935059,1.0255742073059082,0.3473096191883087,0.29443359375,0.7820397615432739,0.0008374371682293713,0.6054384756491273,,,
0.03,D0_xeps,x_plus_epsilon,x,epsilon,0.0010988551657646894,0.9827191829681396,1.068076252937317,2.0774378776550293,0.5259937047958374,0.14404296875,0.9959731101989746,0.0009590894915163517,0.1271920800873474,,,
0.03,D1_scaled,x_plus_epsilon,x,epsilon,0.0012151141418144107,1.0356639623641968,1.0684996843338013,2.1610145568847656,0.6461087465286255,0.11962890625,0.9949744939804077,0.0010963694658130407,0.09772306313879298,0.9111431837081909,0.008389176800847054,0.08684459328651428
0.03,D2_velocity,x_plus_epsilon,x,epsilon,0.001462363637983799,1.2603402137756348,1.0662364959716797,2.3341901302337646,0.48472681641578674,0.1826171875,0.991256058216095,0.00122289196588099,0.1637565827559656,0.9934996366500854,0.001646972494199872,0.013656768016517162
0.03,D4_safe,x_plus_epsilon,x,epsilon,0.0007668195175938308,0.9619991183280945,1.0674974918365479,2.063178539276123,0.5593489408493042,0.14453125,0.9968478679656982,0.0006714559276588261,0.12436249697222357,0.9919319152832031,0.0009896131232380867,0.009276360273361206
0.03,S0_xv,x_plus_v,x,v,0.0011489433236420155,0.0022684140130877495,1.0668540000915527,1.06864595413208,0.06980378180742264,0.45166015625,0.7053894996643066,0.0005901419790461659,0.4863611051104896,,,
0.03,S1_xv,x_plus_v,x,v,0.0011344647500663996,0.0019286434398964047,1.0674850940704346,1.0686602592468262,0.042648397386074066,0.464111328125,0.6363247036933899,0.0004827648226637393,0.5744558633174954,,,
0.1,D0_xeps,x_plus_epsilon,x,epsilon,0.0009015904506668448,0.06756873428821564,1.1914494037628174,1.2486058473587036,0.36662405729293823,0.251708984375,0.9620051980018616,0.0008344079251401126,0.07451556910018498,,,
0.1,D1_scaled,x_plus_epsilon,x,epsilon,0.0009133425774052739,0.07157016545534134,1.191500186920166,1.2583281993865967,0.5524370670318604,0.14404296875,0.9688671827316284,0.00085591891547665,0.06287198620670842,0.898001492023468,0.0015161207411438227,0.11112197488546371
0.1,D2_velocity,x_plus_epsilon,x,epsilon,0.0019223194103688002,0.06934525072574615,1.1935603618621826,1.264420509338379,0.5228835344314575,0.19677734375,0.9155319333076477,0.001525570172816515,0.2063909022674687,0.9806592464447021,0.0020150807686150074,0.09325326234102249
0.1,D4_safe,x_plus_epsilon,x,epsilon,0.0006538032321259379,0.06918179243803024,1.1910394430160522,1.2548092603683472,0.6301254630088806,0.10546875,0.9896271824836731,0.0006327565060928464,0.032191223595905094,0.9650200605392456,0.0009647817350924015,0.03922714293003082
0.1,S0_xv,x_plus_v,x,v,0.0010953870369121432,0.001578137744218111,1.1927013397216797,1.191552996635437,-0.20792818069458008,0.64111328125,0.5945391058921814,0.0004541610833257437,0.5853875680270898,,,
0.1,S1_xv,x_plus_v,x,v,0.0009795473888516426,0.001454796176403761,1.1928173303604126,1.1920177936553955,-0.18260914087295532,0.62060546875,0.6044712066650391,0.00046349529293365777,0.5268270854388889,,,
0.3,D0_xeps,x_plus_epsilon,x,epsilon,0.0014872470637783408,0.0034702455159276724,1.699880599975586,1.7027161121368408,0.41408324241638184,0.21044921875,0.7017834186553955,0.0010184855200350285,0.31518740575115134,,,
0.3,D1_scaled,x_plus_epsilon,x,epsilon,0.001599439769051969,0.004834762308746576,1.7008217573165894,1.706179141998291,0.3595418334007263,0.2626953125,0.6956541538238525,0.0010841218754649162,0.32218649527046306,0.8575929403305054,0.0015328128356486559,0.2886658310890198
0.3,D2_velocity,x_plus_epsilon,x,epsilon,0.0023151137866079807,0.010204527527093887,1.6992677450180054,1.7105979919433594,0.30116891860961914,0.315185546875,0.750726044178009,0.0011272256961092353,0.5131013850680728,0.9413730502128601,0.0022022374905645847,0.24848496913909912
0.3,D4_safe,x_plus_epsilon,x,epsilon,0.0011946936137974262,0.004149964079260826,1.7000130414962769,1.7027682065963745,0.4321586489677429,0.21484375,0.7323847413063049,0.0009261072264052927,0.2248161238080204,0.8418336510658264,0.0011894963681697845,0.2578617036342621
0.3,S0_xv,x_plus_v,x,v,0.0019325253088027239,0.0012369771720841527,1.69984769821167,1.700703501701355,0.4752398133277893,0.22607421875,0.45391204953193665,0.0006083808839321136,0.508171292355325,,,
0.3,S1_xv,x_plus_v,x,v,0.0019260782282799482,0.0011285410728305578,1.6997287273406982,1.700623869895935,0.4468315839767456,0.182861328125,0.44253259897232056,0.0006428214837796986,0.4303960225679677,,,
0.5,D0_xeps,x_plus_epsilon,x,epsilon,0.0015738605288788676,0.0028075671289116144,1.9262747764587402,1.9249365329742432,0.39727991819381714,0.239013671875,0.6344739198684692,0.000937968899961561,0.40403302405091834,,,
0.5,D1_scaled,x_plus_epsilon,x,epsilon,0.0017506745643913746,0.0032260464504361153,1.9268243312835693,1.9249184131622314,0.49638089537620544,0.208251953125,0.6053781509399414,0.0010726499604061246,0.38729334267843585,0.6093360185623169,0.0016469295369461179,0.358495831489563
0.5,D2_velocity,x_plus_epsilon,x,epsilon,0.0015353113412857056,0.005695895757526159,1.9271233081817627,1.9284815788269043,0.3544849157333374,0.275146484375,0.7601182460784912,0.001009759260341525,0.34230977575145827,0.6358568668365479,0.0019275520462542772,0.3419991135597229
0.5,D4_safe,x_plus_epsilon,x,epsilon,0.001574527588672936,0.003251464106142521,1.927196979522705,1.9262526035308838,0.5445007085800171,0.171630859375,0.7143831849098206,0.000869199400767684,0.4479617842071132,0.6112533211708069,0.001636816537939012,0.36494994163513184
0.5,S0_xv,x_plus_v,x,v,0.007140926085412502,0.0024560661986470222,1.9297921657562256,1.9281330108642578,0.06842125952243805,0.49853515625,0.3048715591430664,0.0014054328203201294,0.42777079009745633,,,
0.5,S1_xv,x_plus_v,x,v,0.0065644001588225365,0.0020107559394091368,1.9295600652694702,1.9267234802246094,-0.004153188318014145,0.50830078125,0.306109219789505,0.0011734998552128673,0.4163887161971026,,,
0.7,D0_xeps,x_plus_epsilon,x,epsilon,0.008526990190148354,0.0046775625087320805,1.5428369045257568,1.536226749420166,0.23897776007652283,0.356201171875,0.3822005093097687,0.0023442814126610756,0.4988241400762111,,,
0.7,D1_scaled,x_plus_epsilon,x,epsilon,0.009526433423161507,0.004305034875869751,1.5438714027404785,1.5364267826080322,0.40459996461868286,0.26904296875,0.31541669368743896,0.002594395074993372,0.39735794254878753,0.2032172977924347,0.004014179110527039,0.30737167596817017
0.7,D2_velocity,x_plus_epsilon,x,epsilon,0.013456329703330994,0.007548810448497534,1.5526764392852783,1.5406575202941895,0.277584046125412,0.332763671875,0.4225030839443207,0.004140711389482021,0.451474981689842,0.19614693522453308,0.006619724445044994,0.35399484634399414
0.7,D4_safe,x_plus_epsilon,x,epsilon,0.006777109578251839,0.004362704232335091,1.5425810813903809,1.5379245281219482,0.3443387746810913,0.2978515625,0.4365100860595703,0.0021876979153603315,0.49854544363888964,0.23034174740314484,0.003621168900281191,0.3597942590713501
0.7,S0_xv,x_plus_v,x,v,0.042366910725831985,0.017635229974985123,1.5780059099197388,1.550562858581543,0.3798961639404297,0.293212890625,0.286532998085022,0.012584611773490906,0.2863936681664101,,,
0.7,S1_xv,x_plus_v,x,v,0.03762859106063843,0.01749149151146412,1.5769914388656616,1.553729772567749,0.38477644324302673,0.29296875,0.2935175895690918,0.012551020830869675,0.2824499372941641,,,
0.9,D0_xeps,x_plus_epsilon,x,epsilon,0.11781077086925507,0.031428851187229156,0.7892858386039734,0.6945064067840576,0.377285897731781,0.2529296875,0.20222677290439606,0.022603537887334824,0.2808029236359878,,,
0.9,D1_scaled,x_plus_epsilon,x,epsilon,0.10637366771697998,0.03283464163541794,0.7617348432540894,0.6939691305160522,0.38699010014533997,0.246826171875,0.22086048126220703,0.02444644644856453,0.2554678464285496,0.003025950863957405,0.032833658158779144,0.22100910544395447
0.9,D2_velocity,x_plus_epsilon,x,epsilon,0.30074208974838257,0.05066279321908951,0.9630984663963318,0.7140540480613708,0.2538886070251465,0.367919921875,0.12079020589590073,0.04008984938263893,0.20869247754912057,0.00020239043806213886,0.05065445601940155,0.12083691358566284
0.9,D4_safe,x_plus_epsilon,x,epsilon,0.1343173384666443,0.030326269567012787,0.7961934804916382,0.6918758153915405,0.24038514494895935,0.349853515625,0.19054177403450012,0.02224176935851574,0.2665840647044473,0.014717090874910355,0.030302871018648148,0.19103801250457764
0.9,S0_xv,x_plus_v,x,v,0.5281937718391418,0.2524464726448059,1.189428687095642,0.9152743220329285,0.6180137395858765,0.140380859375,0.1735108494758606,0.22850917279720306,0.09482128863524586,,,
0.9,S1_xv,x_plus_v,x,v,0.5230233669281006,0.2746817469596863,1.1859021186828613,0.9353522658348083,0.5812752842903137,0.165283203125,0.1927129626274109,0.2513711154460907,0.0848641446750984,,,
