source,time,observations,field_rms_mean,field_rms_std,field_rms_q05,field_rms_median,field_rms_q95,field_rms_min,field_rms_max,jvp_rms_mean,jvp_rms_std,jvp_rms_q05,jvp_rms_median,jvp_rms_q95,jvp_rms_min,jvp_rms_max,vjp_rms_mean,vjp_rms_std,vjp_rms_q05,vjp_rms_median,vjp_rms_q95,vjp_rms_min,vjp_rms_max,antisymmetric_rms_mean,antisymmetric_rms_std,antisymmetric_rms_q05,antisymmetric_rms_median,antisymmetric_rms_q95,antisymmetric_rms_min,antisymmetric_rms_max,antisymmetric_over_jvp_rms_mean,antisymmetric_over_jvp_rms_std,antisymmetric_over_jvp_rms_q05,antisymmetric_over_jvp_rms_median,antisymmetric_over_jvp_rms_q95,antisymmetric_over_jvp_rms_min,antisymmetric_over_jvp_rms_max,antisymmetric_energy_fraction_mean,antisymmetric_energy_fraction_std,antisymmetric_energy_fraction_q05,antisymmetric_energy_fraction_median,antisymmetric_energy_fraction_q95,antisymmetric_energy_fraction_min,antisymmetric_energy_fraction_max,jvp_vjp_cosine_mean,jvp_vjp_cosine_std,jvp_vjp_cosine_q05,jvp_vjp_cosine_median,jvp_vjp_cosine_q95,jvp_vjp_cosine_min,jvp_vjp_cosine_max
teacher,0.1,64,0.027395265991799533,0.01326193975002282,0.013792689284309744,0.022616270929574966,0.057821368612349024,0.013336529955267906,0.05960053205490112,0.04475693975109607,0.023711214005634914,0.01988020408898592,0.036786384880542755,0.09322330839931964,0.017976906150579453,0.11413674801588058,0.04686969961039722,0.02518960793272875,0.021478960663080214,0.03806784749031067,0.09709981232881544,0.01905900612473488,0.12572172284126282,0.053695025300839916,0.02844723920373086,0.02581697851419449,0.04428858309984207,0.10870281755924224,0.020098824054002762,0.12927764654159546,1.2154881907626987,0.19869074520732716,0.985329607129097,1.1674111485481262,1.5742651998996733,0.8346827626228333,1.8197702169418335,0.3469796471763402,0.0772651344273895,0.20845181345939637,0.3462744951248169,0.49063219577074046,0.2015974521636963,0.5187692642211914,0.31108083442086354,0.15736310344528087,0.02000737320631743,0.31010547280311584,0.5936774671077727,-0.03805769979953766,0.615493893623352
teacher,0.3,64,0.0503643051488325,0.013039869585697505,0.03011403027921915,0.04846411198377609,0.0715198755264282,0.029666811227798462,0.08265981823205948,0.1354007013142109,0.03903376352111569,0.08105419091880321,0.13079313188791275,0.19649644196033478,0.07616110891103745,0.2600214183330536,0.1360355857759714,0.04111552573579543,0.08480662554502487,0.137324757874012,0.18939926326274872,0.06973609328269958,0.32559725642204285,0.15550580085255206,0.040605215648438935,0.09546097144484521,0.15355642139911652,0.22470810040831565,0.09149040281772614,0.2615446150302887,1.1638463763520122,0.13942689941664596,0.925007238984108,1.1819282174110413,1.422795814275741,0.7705351710319519,1.5474387407302856,0.3368782352190465,0.06576864026798038,0.21746835857629776,0.34736721217632294,0.4027451008558273,0.15005473792552948,0.5670973062515259,0.3293566034990363,0.13385451438864943,0.19838791638612746,0.30729150772094727,0.5832166910171507,-0.1343812346458435,0.6999323964118958
teacher,0.5,64,0.06909463647753,0.011276390655137265,0.05500552672892809,0.06468749791383743,0.08788099251687526,0.05148511752486229,0.09432586282491684,0.23636089591309428,0.04552962178131404,0.17391172647476197,0.2266760990023613,0.32827331125736237,0.1567375510931015,0.3475416600704193,0.23631395143456757,0.04637991988657917,0.1724742516875267,0.2269091159105301,0.3046623736619949,0.16274848580360413,0.3826388418674469,0.2822585962712765,0.053500581756739524,0.20523896664381028,0.2732943594455719,0.3702567592263222,0.1899590939283371,0.4278680980205536,1.196431634016335,0.06364793756226787,1.0971146821975708,1.197759747505188,1.2921799719333649,0.9781180024147034,1.3581594228744507,0.3576576393097639,0.029626665429415677,0.30112680941820147,0.3575834780931473,0.4019053667783737,0.27485391497612,0.4299522936344147,0.2852708986029029,0.05976461964812132,0.19622518196702005,0.2853921949863434,0.39792181402444826,0.14041700959205627,0.45538631081581116
teacher,0.7,64,0.08249165187589824,0.009944518408474422,0.06736436262726783,0.08324047550559044,0.09390841387212276,0.06733792275190353,0.11491420120000839,0.35376272536814213,0.050465224083884805,0.27958991527557375,0.35324156284332275,0.4359191715717315,0.25180813670158386,0.5008641481399536,0.35141601087525487,0.049940424083473295,0.28367637991905215,0.35235123336315155,0.42731196284294126,0.2587498128414154,0.5067198872566223,0.41715815337374806,0.06058705994846995,0.32293784320354463,0.4167277663946152,0.509958153963089,0.3091312646865845,0.6007092595100403,1.1793011110275984,0.032431708021971026,1.1272041499614716,1.1773930191993713,1.233490788936615,1.1088889837265015,1.2527910470962524,0.3497939361259341,0.014841155399100857,0.32356704473495485,0.3509535789489746,0.36985298395156857,0.3150533139705658,0.3836563229560852,0.300568007864058,0.0297238408004001,0.2604065671563148,0.2981729805469513,0.3531690627336502,0.2327447086572647,0.3699437975883484
teacher,0.9,64,0.08137707272544503,0.010544740265600134,0.06352885812520981,0.08163777366280556,0.09708287231624126,0.06297241151332855,0.1049477830529213,0.5190152176655829,0.08275263363464305,0.38246979713439944,0.5134150981903076,0.6483407974243164,0.34269869327545166,0.6715248823165894,0.5190844684839249,0.08208638876048746,0.37898953408002856,0.5102420151233673,0.6405946165323257,0.3380218744277954,0.6682695746421814,0.6025607655756176,0.10052927280894047,0.44338755309581757,0.5963495373725891,0.7698556572198867,0.3964005410671234,0.7997030019760132,1.160031720995903,0.026658772627978822,1.1254843056201935,1.1550409197807312,1.2058261513710022,1.1099052429199219,1.2454795837402344,0.3363686869852245,0.014106905367665339,0.31596888452768324,0.3362903743982315,0.3590651750564575,0.30903616547584534,0.3733847737312317,0.3273269277997315,0.028217950505206674,0.28191602379083636,0.32763317227363586,0.36808541864156724,0.25340569019317627,0.3821117579936981
v400_rollout,0.1,64,0.023783456883393228,0.009271407512716538,0.015159276966005563,0.020601319149136543,0.04274123348295687,0.014871669933199883,0.054669905453920364,0.04005542332015466,0.023317939198328044,0.020096248667687177,0.032308561727404594,0.08482919596135613,0.014724231325089931,0.1544324904680252,0.041535295255016536,0.024768862760532747,0.018588255625218153,0.03308349661529064,0.10067092031240452,0.015071263536810875,0.14024266600608826,0.04652029590215534,0.02356236502451714,0.023918041959404945,0.03965027444064617,0.10251045562326905,0.019262269139289856,0.12597689032554626,1.19521096162498,0.17151578025777933,0.8435905009508133,1.222744643688202,1.4391581952571868,0.7386216521263123,1.6640279293060303,0.3461389155127108,0.07718989879787792,0.21421868726611137,0.36091458797454834,0.4354252606630325,0.14886337518692017,0.5217740535736084,0.3123976377537474,0.1572033000844143,0.12972397804260255,0.27831001579761505,0.5850812315940855,-0.04493178799748421,0.7052284479141235
v400_rollout,0.3,64,0.04376868827966973,0.013153612462470642,0.027660699747502803,0.03979073464870453,0.0657215118408203,0.027342671528458595,0.07970955222845078,0.1170854321680963,0.035653478227219634,0.07512415833771229,0.1072586178779602,0.18220865353941915,0.06920177489519119,0.2060583233833313,0.11674481630325317,0.03691302175788612,0.07389231733977794,0.11139093711972237,0.1856512792408466,0.06899022310972214,0.22667446732521057,0.136341281584464,0.0426813768093469,0.0847244992852211,0.12577646598219872,0.21428174450993537,0.07610185444355011,0.2451832890510559,1.1674096556380391,0.11894713669992615,0.9527973532676697,1.174095630645752,1.3357112407684324,0.7918118834495544,1.4155607223510742,0.34183002752251923,0.05564300031554604,0.24049718603491785,0.35515163838863373,0.41619715988636014,0.19254259765148163,0.4668852686882019,0.3183206025278196,0.11216999450862819,0.16872635409235956,0.29491350054740906,0.5225136011838911,0.06638310104608536,0.6316112279891968
v400_rollout,0.5,64,0.06259639351628721,0.01146830265009438,0.042921945080161096,0.0599567424505949,0.08508878126740455,0.0415046289563179,0.09212563931941986,0.23101903079077601,0.04675938228879624,0.1635199621319771,0.22438818216323853,0.31778550446033477,0.13795533776283264,0.3454832136631012,0.23240522295236588,0.04751630241913685,0.16254120618104934,0.22331606596708298,0.32032037228345867,0.1406181901693344,0.3448837697505951,0.27544549689628184,0.06030641104138733,0.18355768248438836,0.26657965779304504,0.386044293642044,0.1631796956062317,0.44682934880256653,1.1908744480460882,0.07298893692989468,1.0884917795658111,1.2032955288887024,1.2908466517925263,0.9436042308807373,1.377553939819336,0.3521617869846523,0.03346471849624963,0.30543896853923796,0.3590593785047531,0.4066734522581099,0.25254887342453003,0.43198028206825256,0.2962658714968711,0.06716639901094988,0.1881177768111229,0.2845030128955841,0.38964597880840296,0.13606783747673035,0.4994440972805023
v400_rollout,0.7,64,0.07778162811882794,0.011762866669243813,0.05840313546359539,0.07583024352788925,0.09927046000957486,0.056075505912303925,0.11595246940851212,0.3525392487645149,0.05640371390657439,0.2721583440899849,0.33812354505062103,0.4873399093747135,0.2620204985141754,0.5279899835586548,0.352000733371824,0.05636370177665089,0.27273369431495664,0.3369557708501816,0.48140412718057596,0.255983829498291,0.5178849101066589,0.4183644512668252,0.07369553919309994,0.3118956878781319,0.40072131156921387,0.5897769957780833,0.2958478331565857,0.6433324813842773,1.1845217607915401,0.041493913963294146,1.122163850069046,1.1838771104812622,1.2448824167251586,1.0095653533935547,1.2594459056854248,0.35136914532631636,0.021012635190597928,0.3194867432117462,0.3513989597558975,0.3797022983431816,0.276642769575119,0.39955127239227295,0.2974248181562871,0.042156077192053616,0.24061850011348723,0.29744288325309753,0.36121767610311506,0.200972780585289,0.4483640491962433
v400_rollout,0.9,64,0.07264648505952209,0.010211712858857587,0.05362167824059725,0.07270443066954613,0.09359650127589698,0.05165102705359459,0.09501602500677109,0.4747960725799203,0.07803819490075815,0.3399580553174019,0.47464321553707123,0.5790082186460495,0.3199310600757599,0.6471586227416992,0.47439525928348303,0.07830756375425812,0.33959346264600754,0.4775925874710083,0.5712867498397827,0.31774064898490906,0.6462569832801819,0.5506091741845012,0.09306930159270475,0.39453795105218886,0.5487526655197144,0.6776541501283645,0.36439135670661926,0.7397395372390747,1.1590363178402185,0.021495059122028207,1.1212241172790527,1.1602750420570374,1.1917832791805267,1.1071012020111084,1.208503246307373,0.3361754594370723,0.010766097756302122,0.3187058180570602,0.33658361434936523,0.3535656318068504,0.3064059317111969,0.3604556918144226,0.3277070471085608,0.02154608724176167,0.2929291397333145,0.3268405944108963,0.3626369953155517,0.2791113555431366,0.3871881067752838
