gamma,latent_paired_response_cosine_mean,latent_paired_response_cosine_median,feature_paired_response_cosine_mean,feature_paired_response_cosine_median,latent_mean_response_cosine,feature_mean_response_cosine,mean_shift_cosine,covariance_shift_cosine,joint_moment_shift_cosine,x_mean_shift_norm,v_mean_shift_norm,x_covariance_shift_norm,v_covariance_shift_norm
0.009999999776482582,0.31822511657662145,0.3457836131597327,0.3062326730925497,0.37457292178940305,0.5249595278112162,0.15324116272149302,0.15324116308178343,0.13023053480196667,0.13027485872277317,0.027071827598257662,0.050636599255980325,0.604268637905975,1.171232058428809
0.019999999552965164,0.3197100079515002,0.3453184312038759,0.3184778176204088,0.3737265030446484,0.7773659103194372,0.6661684539499686,0.6661684525382601,0.6999827004155809,0.6999176122137639,0.0697086785012557,0.06534383674465144,1.571131538100569,1.516776827636679
0.05000000074505806,0.31471025564598953,0.344095061314112,0.3200129193703657,0.3774796597002651,0.5973699222116323,0.5004957665415881,0.5004957675292249,0.48625615238836534,0.4862817329980631,0.13259067895668472,0.10273710127217958,2.8738984969233483,2.3950816266238593
0.10000000149011612,0.31157566067880904,0.33660706758660497,0.3191676541418693,0.33439270333637855,0.6379785215730371,0.39560513710329076,0.3956051350365582,0.46369027743179775,0.4635510239337179,0.23064324689577823,0.15998738246588332,4.971533525192646,3.668823431447482
0.20000000298023224,0.30500193822950733,0.33613993734853365,0.3269534515376886,0.3401515054510243,0.43397139805602714,0.3764137922829392,0.37641379149314935,0.4096380093479339,0.40956364982018195,0.3999832671157031,0.3090313486497586,8.437876013643015,6.530774796446553
0.5,0.29533065417471416,0.3147869221805857,0.3730864053664025,0.3420317888990259,0.3414232088898031,0.39721721244483643,0.3972172120701355,0.4348569417766581,0.43474883188875574,0.7610376133976566,0.6252082072425361,14.381116283163031,11.526425654957215
0.75,0.2876543127753551,0.3050837167426913,0.37607177937647596,0.35966446738365065,0.3237501381081859,0.39183637516086495,0.39183637459424386,0.4237155752975502,0.4236213153458962,0.9388114599739259,0.7593811350757933,17.02327298175267,14.218164605598924
1.0,0.2807335273151664,0.2920417283371034,0.3917416714018938,0.37135925460150054,0.33108130084489673,0.47274473187802657,0.47274473469855777,0.44531942856754125,0.4454100379554995,1.1397154371229565,0.9059589361967426,18.904652749137604,15.975707358846137
