condition,kind,gamma,swd_to_reference,target_nll,mode_total_variation,normalized_mode_entropy,paired_rms_from_baseline,mean_radius
baseline,baseline,0.0,0.11663088202476501,1.5029242038726807,0.011900000000000015,0.9998251965502,0.0,3.0062782764434814
gauge_g0.5,gauge,0.5,0.11986159533262253,1.4911521673202515,0.014600000000000002,0.9997207699107152,0.9598008394241333,3.0043582916259766
gauge_g1,gauge,1.0,0.11897637695074081,1.4960064888000488,0.010999999999999996,0.9998317967196381,1.3858330249786377,3.003206729888916
gauge_g2,gauge,2.0,0.11423057317733765,1.5002044439315796,0.009799999999999982,0.9998748541750981,2.3559741973876953,3.0030910968780518
active_g0.5,active,0.5,0.2138068825006485,0.48820918798446655,0.011900000000000015,0.9998251965502,0.17769809067249298,2.9983747005462646
active_g1,active,1.0,0.2167130708694458,0.4877220690250397,0.011900000000000015,0.9998251965502,0.1812829077243805,2.9999420642852783
active_g2,active,2.0,0.21678180992603302,0.48772192001342773,0.011900000000000015,0.9998251965502,0.18136276304721832,3.0
