gamma,response_cosine_mean,response_cosine_std,response_cosine_q05,response_cosine_median,response_cosine_q95,response_cosine_min,response_cosine_max,frozen_over_closed_rms_mean,frozen_over_closed_rms_std,frozen_over_closed_rms_q05,frozen_over_closed_rms_median,frozen_over_closed_rms_q95,frozen_over_closed_rms_min,frozen_over_closed_rms_max,feedback_over_closed_rms_mean,feedback_over_closed_rms_std,feedback_over_closed_rms_q05,feedback_over_closed_rms_median,feedback_over_closed_rms_q95,feedback_over_closed_rms_min,feedback_over_closed_rms_max,frozen_response_rms_mean,frozen_response_rms_std,frozen_response_rms_q05,frozen_response_rms_median,frozen_response_rms_q95,frozen_response_rms_min,frozen_response_rms_max,closed_response_rms_mean,closed_response_rms_std,closed_response_rms_q05,closed_response_rms_median,closed_response_rms_q95,closed_response_rms_min,closed_response_rms_max
0.10000000149011612,0.9982382301241159,0.0031144259106464707,0.9965016901493072,0.9987993538379669,0.9994413018226623,0.9658730030059814,0.9996083974838257,0.9749363013543189,0.02287378969604027,0.9248361378908158,0.9796696603298187,0.9997919768095016,0.8795528411865234,1.0244420766830444,0.06036914506694302,0.02939627767352731,0.035223410464823246,0.05388816446065903,0.10677215605974197,0.028388500213623047,0.2730209231376648,0.020287346313125454,0.016975585689860205,0.010760786663740873,0.01662322971969843,0.03428204003721475,0.007713543251156807,0.1854291558265686,0.02089770700695226,0.01750248517611896,0.010918666003271937,0.016791867092251778,0.036516616493463515,0.007796940393745899,0.18956267833709717
0.5,0.9592483581509441,0.05752809216691899,0.9144822657108307,0.9715435802936554,0.9865715503692627,0.4450385272502899,0.9901183843612671,0.8878136645071208,0.07722127152732151,0.7629002541303634,0.9044539630413055,0.9671398520469665,0.4072686433792114,1.0131092071533203,0.2704175462713465,0.10624208139762276,0.17075616419315337,0.24805135279893875,0.42359962761402115,0.14105337858200073,0.896307647228241,0.08385489860665984,0.027878438660569167,0.05260952897369862,0.07966006174683571,0.13247134424746027,0.03807731717824936,0.24486425518989563,0.09559404503670521,0.033028617171008946,0.05663408674299717,0.08876624330878258,0.1541688859462738,0.040034305304288864,0.27013224363327026
1.0,0.8935036384500563,0.06194339707786172,0.7636216044425964,0.9132243096828461,0.9514548689126968,0.6026228666305542,0.963550865650177,0.8391204159706831,0.07980776705527567,0.694957047700882,0.8507520854473114,0.9416977077722549,0.5064558386802673,1.0444588661193848,0.4393553778063506,0.10291974787298197,0.3118549257516861,0.41585199534893036,0.6549618750810623,0.2725299298763275,0.7995514869689941,0.14889241923810914,0.037909692568350514,0.09960129298269749,0.14325258135795593,0.2201708450913428,0.07433798164129257,0.2906981110572815,0.1802380905719474,0.054207698124828695,0.119173364341259,0.1734457015991211,0.2691936433315277,0.08265519142150879,0.41706445813179016
