direction,condition,fid,sfid,inception_score,fid_gain_vs_baseline,retained_closed_loop_gain_fraction
x400,baseline,67.47350547403562,68.87111998497335,26.670499801635742,0.0,0.0
x400,frozen_gap,61.101410348898185,68.08032121923111,26.5985164642334,6.372095125137435,0.7588625615136505
x400,closed_loop,59.076602729976855,67.6015793185976,27.343564987182617,8.396902744058765,1.0
v270,baseline,67.47350547403562,68.87111998497335,26.670499801635742,0.0,0.0
v270,frozen_gap,60.049016122661556,68.22103925531587,29.314905166625977,7.424489351374064,0.8372902071016382
v270,closed_loop,58.606222316533206,68.01288403291926,29.86517333984375,8.867283157502414,1.0
