time,kind,action_rms,action_abs_max
0.1,gauge,6.18217796954923e-08,5.364418029785156e-07
0.1,active,2.3989875316619873,11.37008285522461
0.5,gauge,1.935394067231755e-07,9.5367431640625e-07
0.5,active,4.850715160369873,21.692651748657227
0.9,gauge,9.956886704021173e-11,1.593094989260635e-09
0.9,active,55.399169921875,264.5660400390625
