source,time,observations,field_rms_mean,field_rms_std,field_rms_q05,field_rms_median,field_rms_q95,field_rms_min,field_rms_max,jvp_rms_mean,jvp_rms_std,jvp_rms_q05,jvp_rms_median,jvp_rms_q95,jvp_rms_min,jvp_rms_max,vjp_rms_mean,vjp_rms_std,vjp_rms_q05,vjp_rms_median,vjp_rms_q95,vjp_rms_min,vjp_rms_max,antisymmetric_rms_mean,antisymmetric_rms_std,antisymmetric_rms_q05,antisymmetric_rms_median,antisymmetric_rms_q95,antisymmetric_rms_min,antisymmetric_rms_max,antisymmetric_over_jvp_rms_mean,antisymmetric_over_jvp_rms_std,antisymmetric_over_jvp_rms_q05,antisymmetric_over_jvp_rms_median,antisymmetric_over_jvp_rms_q95,antisymmetric_over_jvp_rms_min,antisymmetric_over_jvp_rms_max,antisymmetric_energy_fraction_mean,antisymmetric_energy_fraction_std,antisymmetric_energy_fraction_q05,antisymmetric_energy_fraction_median,antisymmetric_energy_fraction_q95,antisymmetric_energy_fraction_min,antisymmetric_energy_fraction_max,jvp_vjp_cosine_mean,jvp_vjp_cosine_std,jvp_vjp_cosine_q05,jvp_vjp_cosine_median,jvp_vjp_cosine_q95,jvp_vjp_cosine_min,jvp_vjp_cosine_max
teacher,0.1,64,1.056897483766079,0.09409961327588377,0.9504734635353088,1.0358846783638,1.2708600759506226,0.9445473551750183,1.2736551761627197,1.0813806299120188,0.01981532536129256,1.0608586430549622,1.076218068599701,1.1184583663940428,1.0557717084884644,1.1606711149215698,1.0814785901457071,0.01952073138985294,1.0603231251239777,1.0770261883735657,1.1143595814704894,1.054210901260376,1.1566314697265625,0.06877832184545696,0.03507076985223299,0.0322147186845541,0.05932999961078167,0.14763835445046414,0.028331506997346878,0.1632956713438034,0.06325004273094237,0.03136648969596359,0.030343568976968528,0.05500638484954834,0.13035313785076136,0.02678978256881237,0.14888742566108704,0.0012416813253821601,0.0012784329133507576,0.00023002664747764356,0.0007538131903856993,0.004247118998318906,0.00017940578982234,0.005516155622899532,0.9975233599543571,0.002547062600650056,0.9915066212415695,0.9984989166259766,0.9995401531457901,0.9889782071113586,0.9996411800384521
teacher,0.3,64,1.049333292990923,0.126229339917998,0.8633544087409973,1.052716314792633,1.2842293560504914,0.8604710102081299,1.3244152069091797,1.2470292206853628,0.04621772188694393,1.185704118013382,1.2413983941078186,1.3197028756141662,1.1423338651657104,1.3728476762771606,1.2471958994865417,0.046132006706616546,1.1830980062484742,1.2440403699874878,1.3151556372642517,1.1385587453842163,1.3717321157455444,0.20843029208481312,0.0556342245252171,0.13802439272403716,0.19927527755498886,0.31698367595672594,0.1257782131433487,0.37312978506088257,0.16633299738168716,0.039861524672036464,0.11187409833073617,0.1597060039639473,0.23590730577707286,0.10293997079133987,0.2798579931259155,0.007303771577426232,0.003576827654068332,0.0031541319913230836,0.0063450022134929895,0.013920929236337537,0.002658695448189974,0.019895154982805252,0.9854090688750148,0.007144036004431193,0.9721587598323822,0.9873291254043579,0.9937389761209487,0.9603340029716492,0.9946890473365784
teacher,0.5,64,1.0141156781464815,0.15719223854384007,0.7722098767757416,1.0030628144741058,1.3303929507732386,0.7441011071205139,1.351711630821228,1.533779064193368,0.12831844172935117,1.372675085067749,1.52092707157135,1.7409763753414154,1.2468465566635132,1.8083466291427612,1.5326862465590239,0.12732710621250914,1.3715864717960358,1.5165422558784485,1.729217004776001,1.2536457777023315,1.805443286895752,0.4076906288973987,0.07232890362752348,0.2957756817340851,0.40659651160240173,0.5209755271673202,0.2666381299495697,0.5997606515884399,0.2671111433301121,0.048835767258749524,0.18833932355046273,0.27632707357406616,0.3397848471999168,0.17667362093925476,0.3786080479621887,0.01843453424226027,0.006548923829036315,0.008882893156260252,0.019032364711165428,0.02864462081342935,0.007799180224537849,0.035961467772722244,0.9631628533825278,0.013090491944190947,0.9427392303943634,0.9619600474834442,0.9822356462478637,0.9280828833580017,0.9844017028808594
teacher,0.7,64,0.9782382734119892,0.16265404529600133,0.7785050392150878,0.9866665899753571,1.3210407555103296,0.6999505162239075,1.34165620803833,2.1008758433163166,0.29601851085892134,1.634982669353485,2.021478295326233,2.6540134787559504,1.6193429231643677,2.797017812728882,2.102283887565136,0.2958186820668622,1.6475421726703643,2.029821515083313,2.651745808124542,1.600563883781433,2.812751531600952,0.654560110066086,0.08923024564347566,0.5153603285551072,0.653141975402832,0.8095836341381073,0.4775899648666382,0.8689746260643005,0.3176816643681377,0.06118827216596072,0.22052880004048347,0.3249151408672333,0.41821056753396973,0.1875789910554886,0.4736572206020355,0.0261332601075992,0.009865800945847025,0.01210872158408165,0.02634809259325266,0.04391807001084086,0.008783971890807152,0.056774239987134933,0.9477513413876295,0.01972191407325116,0.9121774286031723,0.9473086297512054,0.9757990092039108,0.8865178823471069,0.9824331402778625
teacher,0.9,64,0.9045754317194223,0.15415850641393092,0.7044640153646469,0.8939420282840729,1.220409148931503,0.6887764930725098,1.2722028493881226,3.0602313186973333,1.1486731743354144,1.6071819841861725,2.768078565597534,5.566298222541803,1.561317801475525,6.491098403930664,3.0578170884400606,1.1479342978043892,1.6153939366340637,2.7683924436569214,5.554500627517695,1.5556999444961548,6.496770858764648,0.9529594788327813,0.16505080833208857,0.6866299688816071,0.9413522183895111,1.2150918722152708,0.628730297088623,1.278571605682373,0.33284800266847014,0.06387560468850707,0.22303546592593193,0.3469386100769043,0.43002215176820735,0.18532246351242065,0.47356000542640686,0.028721677503199317,0.010336755122048324,0.01246300209313631,0.030065523460507393,0.04605910424143072,0.008578603155910969,0.05687015876173973,0.9425674229860306,0.020666443835843974,0.9078925490379334,0.9398751556873322,0.975076311826706,0.8863511681556702,0.9828432202339172
v400_rollout,0.1,64,1.0128371268510818,0.05284672798138646,0.9528525799512864,1.0016160011291504,1.0950718760490417,0.9513214230537415,1.1843843460083008,1.0789810102432966,0.019178981854524265,1.0595544278621674,1.0741015076637268,1.1140977084636687,1.0514647960662842,1.1513879299163818,1.0787047669291496,0.01879360757332831,1.0584361732006073,1.0723944902420044,1.1198905766010283,1.052728533744812,1.1334974765777588,0.060380021401215345,0.029440903577618957,0.03248567245900631,0.05269843712449074,0.10844965130090714,0.025544991716742516,0.17746742069721222,0.05564230008167215,0.026111266679503344,0.03055704478174448,0.049098461866378784,0.10069717057049273,0.024054011330008507,0.15775573253631592,0.0009421836853107379,0.0010181397487822386,0.00023331141346716322,0.0006031864904798567,0.0025470334687270214,0.00014468628796748817,0.006187926512211561,0.9981213063001633,0.0020305897313388685,0.9949167966842651,0.9987972378730774,0.9995334595441818,0.9876387119293213,0.9997106194496155
v400_rollout,0.3,64,0.9872363321483135,0.09150392621274185,0.8606107950210571,0.979721873998642,1.1432598769664764,0.8575549721717834,1.2316054105758667,1.2378221359103918,0.04077926826747156,1.1774195313453675,1.2373411059379578,1.3118988275527954,1.1443363428115845,1.3339221477508545,1.2385956589132547,0.04153944928233509,1.1729721307754517,1.2407446503639221,1.313157969713211,1.1451385021209717,1.3272391557693481,0.18903726350981742,0.05626686868358285,0.11793467998504639,0.17637620121240616,0.2890681073069572,0.10918912291526794,0.35410621762275696,0.15225866623222828,0.04363210607727779,0.09531634822487832,0.14314004778862,0.22954509705305096,0.09106937050819397,0.29192185401916504,0.006247029719816055,0.0037679391439648206,0.0022809815010987225,0.005111186066642404,0.013132999511435622,0.002069631591439247,0.020794712007045746,0.9875333262607455,0.0074989605504852865,0.9738291025161743,0.9897823333740234,0.9954454392194748,0.9586852192878723,0.9958624243736267
v400_rollout,0.5,64,0.9303413964807987,0.10810098881505009,0.7766869246959687,0.9208613932132721,1.1300391316413878,0.7369135618209839,1.2103087902069092,1.5052806790918112,0.096954653021266,1.305662989616394,1.5062737464904785,1.6619435131549836,1.2939430475234985,1.6971733570098877,1.5027061495929956,0.096366118807766,1.303772634267807,1.4996819496154785,1.6540227711200715,1.2699322700500488,1.7020297050476074,0.4049846651032567,0.09226737479055502,0.28242984265089033,0.38601523637771606,0.5778581589460372,0.2404484748840332,0.610407292842865,0.26807415718212724,0.05340281218255459,0.1883018881082535,0.2606375366449356,0.3592533648014068,0.17430846393108368,0.4039849042892456,0.018706437142100185,0.007552472762585187,0.008840141631662846,0.016995695419609547,0.03246713140979408,0.007582709193229675,0.041254620999097824,0.9626094773411751,0.015103213970603938,0.9350900560617447,0.966031402349472,0.9823256731033325,0.9175475835800171,0.9848359823226929
v400_rollout,0.7,64,0.8784115966409445,0.11964134972083182,0.7165894776582717,0.8587500751018524,1.1072247207164763,0.6416118741035461,1.2012101411819458,1.9934651777148247,0.22498287665046252,1.6445002734661103,2.027347683906555,2.3855822563171385,1.5162925720214844,2.4786579608917236,1.9928636699914932,0.22515058342413918,1.6536529541015625,2.0192008018493652,2.403160834312439,1.5133752822875977,2.48341965675354,0.6551338899880648,0.11382781109997259,0.4955373153090477,0.6278716623783112,0.8663552194833752,0.43259716033935547,0.971933126449585,0.3299535035621375,0.0520792410960687,0.25455095171928405,0.3270118683576584,0.4437175601720807,0.23299440741539001,0.45925623178482056,0.027901056222617626,0.009020248394003453,0.01624114951118827,0.026841172948479652,0.04917900953441851,0.013536361046135426,0.05325739458203316,0.9442185843363404,0.018035434855881327,0.9016505241394043,0.9463255405426025,0.967522069811821,0.8935301303863525,0.9729304909706116
v400_rollout,0.9,64,0.7986499201506376,0.12394168404968273,0.6175026506185531,0.76776522397995,1.0583489596843716,0.6058964133262634,1.1154792308807373,2.5186047181487083,0.7787905990669024,1.5120222985744476,2.4756652116775513,4.174592745304105,1.3103604316711426,4.746914386749268,2.5175688080489635,0.778983894434752,1.504423302412033,2.4656074047088623,4.172466647624968,1.3279664516448975,4.745878219604492,0.8669960917904973,0.15104649050587807,0.6209091901779175,0.8627792000770569,1.0828474938869475,0.5801531076431274,1.208390712738037,0.35821798141114414,0.05214343608152266,0.27382123917341233,0.36185644567012787,0.44598813951015465,0.2255878746509552,0.47200167179107666,0.03276756074046716,0.009276757390996945,0.01868009055033326,0.03279991261661053,0.04979874193668364,0.01272525079548359,0.05495307967066765,0.9344809511676431,0.018543687804313612,0.9004037052392959,0.934405505657196,0.9626483529806137,0.8901731371879578,0.9745496511459351
