step,time,band,rollout_full_power,target_teacher_power,log_power_mismatch,rollout_state_power,target_teacher_state_power,log_state_power_mismatch,gap_power_derivative,spectral_defect_alignment,gap_power
0,1.0,0,0.19512197330914205,0.1941291702605667,0.005101103582133115,0.0820520797278732,0.082005466800183,0.0005682509574351791,0.01920252408797296,-9.79540644111563e-05,0.007029285703538335
0,1.0,1,0.0005639343089285376,0.0006530201890342,-0.14667027497209162,0.29675512411631644,0.2967365934455301,6.244626586693336e-05,0.00035769052419709624,5.246256753889969e-05,0.00028741834466927685
0,1.0,2,0.0002511554617257161,0.000289319621828,-0.1414599180470386,0.6211006786907092,0.6211232473724522,-3.6335931504760666e-05,0.00020586067206807002,2.9121033799857476e-05,0.00024826122125887196
1,0.9987389445304871,0,0.20345462994737318,0.2028013016497425,0.0032163412766796906,0.08184896511374973,0.0817998895217897,0.0005997670260562415,0.01361033986017901,-4.377549788193264e-05,0.006074283113775891
1,0.9987389445304871,1,0.0006242142246719595,0.0007228791920539,-0.14674849738073714,0.29601167573127896,0.295988946192665,7.678890117124304e-05,0.0003383408212584982,4.965100712224917e-05,0.00028324486535780125
1,0.9987389445304871,2,0.00027236922375095673,0.000314049142446,-0.14239089220003365,0.6195436962880194,0.619557956175413,-2.301649322450361e-05,0.00020385838664083167,2.902757755624744e-05,0.0002499865044001126
2,0.9974554777145386,0,0.21156500466167927,0.2112960400736483,0.001272118241447906,0.08164394853520207,0.0815930242824833,0.0006239303938535556,0.009815711484463918,-1.2486745632176254e-05,0.0055385377281709225
2,0.9974554777145386,1,0.000697863608024818,0.0008060752579979,-0.144153430660924,0.29525629396084696,0.2952295232389588,9.067354753233836e-05,0.00032682601906230957,4.7113091877084473e-05,0.00028788678940827594
2,0.9974554777145386,2,0.00029796378956348235,0.0003432460221688,-0.14147548826167355,0.6179615181172267,0.6179674938321114,-9.669996944794423e-06,0.00020522186918014995,2.903386414423501e-05,0.0002568230986241815
3,0.996148943901062,0,0.22007662482792512,0.2201630551062408,-0.0003926510188223542,0.08143712175660767,0.0813848919642623,0.0006415569116642317,0.00794634904701752,3.1201420492294726e-06,0.0053545360538009845
3,0.996148943901062,1,0.0007937913998716795,0.0009120137523694,-0.13883436314764452,0.29448866652091965,0.2944580170733388,0.00010408224874103311,0.0003315333091791217,4.602821584211449e-05,0.00030304856781526723
3,0.996148943901062,2,0.00033015629631449883,0.0003790138611492,-0.13800660983572044,0.6163534646620974,0.6163511864142492,3.6963401511824756e-06,0.00021280098710008133,2.9367942799377104e-05,0.00026938890667338455
4,0.9948186874389648,0,0.22995567589532584,0.2305352686089463,-0.002517283028458994,0.08122860129515175,0.08117552150361,0.0006536754426806901,0.007671362401424631,1.9310990378264658e-05,0.005519818706943624
4,0.9948186874389648,1,0.0009253970369513809,0.001056477004738,-0.13247219675201194,0.2937084856675938,0.2936741241137497,0.00011699888049476748,0.0003605477698584991,4.7762555107194214e-05,0.000332284570305319
4,0.9948186874389648,2,0.00037218698415131257,0.000425363338806,-0.133547344973298,0.6147188568720594,0.614708376408089,1.704934409618719e-05,0.0002291498240367673,3.06023506012087e-05,0.0002889973940511936
5,0.9934640526771545,0,0.24177790545218159,0.2429269055064651,-0.004741039001557423,0.08101851571700536,0.0809649481598171,0.000661395402455689,0.008772853101874034,4.1592438710918814e-05,0.006030454168467259
5,0.9934640526771545,1,0.0011085292583743467,0.0012550768779817,-0.12416268377349216,0.29291546024614945,0.2928775502368808,0.00012943141568166894,0.0004226305800045793,5.247494705811616e-05,0.0003796336151253854
5,0.9934640526771545,2,0.000427070005969199,0.0004860335016019,-0.1293296066657712,0.6130570503883064,0.613038404728286,3.041469559983412e-05,0.00025525985049057454,3.301265606150957e-05,0.0003161438047527554
6,0.9920844435691833,0,0.2553498498600675,0.2571642090078967,-0.007080261295976609,0.0808069819904631,0.0807532250328222,0.0006654727747039679,0.010881617731484994,7.704469686184598e-05,0.006878274914015492
6,0.9920844435691833,1,0.001358502626317204,0.0015184323434311,-0.11129536651160965,0.2921093310578726,0.2920680356328375,0.00014137975025563243,0.0005304736712972158,5.9039261671782775e-05,0.00045055498966917185
6,0.9920844435691833,2,0.0004972929898201528,0.0005634124587743,-0.12483259960753301,0.6113674627849832,0.6113406990771182,4.37777528671246e-05,0.0002923755918970983,3.649800519830594e-05,0.0003512020511209357
7,0.9906790852546692,0,0.2702124096249463,0.27260532775108,-0.008816711254444387,0.08059406216489151,0.080540385126369,0.0006662391736877993,0.013586009798814302,0.00011978392549619779,0.007983063661868073
7,0.9906790852546692,1,0.0016917483002316658,0.0018517050917807,-0.09034439445488829,0.29128974431660026,0.2912452218588441,0.00015285763234129668,0.0007021157931887956,6.343222617285532e-05,0.0005529240300745641
7,0.9906790852546692,2,0.0005852550187626093,0.0006572293694091,-0.11598539210676861,0.6096493049990386,0.6096144811599515,5.712273175306759e-05,0.0003428729590666535,3.976825460015383e-05,0.00039493884582952887
8,0.9892473220825195,0,0.2856508906115778,0.2889257894021284,-0.011399468054428263,0.0803798263950739,0.0803264882633811,0.0006637963637539102,0.016242140829348273,0.00018515176551968062,0.009119760297835455
8,0.9892473220825195,1,0.002111592356413894,0.0022703353636472,-0.07248522371775401,0.2904564106138423,0.290408828004729,0.00016383355744564732,0.0009324484016701717,6.758873100032455e-05,0.0006844774057412906
8,0.9892473220825195,2,0.0006917427024859535,0.0007698175185026,-0.10693942854406746,0.6079019388416782,0.6078591169789433,7.044453767879322e-05,0.00040669297737849774,4.349151459374191e-05,0.0004471139518784639
9,0.9877883195877075,0,0.301438069116557,0.305671578295005,-0.013946666200263413,0.08016430913994554,0.0801115770082105,0.0006580170592722645,0.019131182405317304,0.00026681621502331297,0.010362117751355981
9,0.9877883195877075,1,0.0026291657927686174,0.0027977837681305,-0.062160985575450134,0.28960894857300445,0.2895584724610671,0.00017430577146426707,0.0012305787855737549,7.649399013950512e-05,0.0008486364933162349
9,0.9877883195877075,2,0.0008194879586653769,0.0009049303188533,-0.09917824043133638,0.6061245136661455,0.6060737765510567,8.371091681613763e-05,0.00048715300059143374,4.831497741950417e-05,0.0005089609385890981
10,0.9863013625144958,0,0.31736771370924544,0.3224267833211343,-0.01581500022389748,0.07994758202403318,0.079895720751665,0.0006489014339341459,0.022387753183807035,0.0003540623216144698,0.011746717606456514
10,0.9863013625144958,1,0.003267860783012111,0.0034432214008575,-0.05227191089084382,0.2887470544083044,0.2886938516749069,0.00018427074697191514,0.0016237139282466728,8.487462976953206e-05,0.001058266682946396
10,0.9863013625144958,2,0.0009725249631742372,0.0010653821813377,-0.09119312524944156,0.6043163455324247,0.6042577754706144,9.692423631835201e-05,0.000588715970479825,5.368684923231323e-05,0.0005826190522384422
11,0.9847856163978577,0,0.3330698261706857,0.338755247201334,-0.01692570576797703,0.07972970335686114,0.0796789819141849,0.0006363698979350296,0.02576929787477411,0.00043616355367578235,0.013187557204219047
11,0.9847856163978577,1,0.004046227103799538,0.0042159109169688,-0.04108081364458016,0.2878703580936417,0.28781459594029,0.00019372454720345544,0.0021294223449004335,8.747840252145961e-05,0.0013225364500044634
11,0.9847856163978577,2,0.001154816723044405,0.001256237789363,-0.08417972283225605,0.6024766000919044,0.6024103027302772,0.00011004744352161033,0.0007150255598560307,6.019065344665937e-05,0.0006700459977651008
12,0.9832402467727661,0,0.347962844549329,0.3544234855435206,-0.018396779461029356,0.07951072783907875,0.0794614337282837,0.0006201603084328156,0.02874248551444225,0.000528769167171025,0.014541936604473449
12,0.9832402467727661,1,0.00495997085909039,0.0051179274742594,-0.03134970138185622,0.286978495598305,0.2869203450391069,0.00020265090388571494,0.002731088961965611,8.561882340490558e-05,0.0016367101959531283
12,0.9832402467727661,2,0.0013695200457846113,0.0014818212117688,-0.07881153284868336,0.6006044637179002,0.6005305556464009,0.00012306371956705142,0.0008685454317287622,6.845139682326522e-05,0.0007728065171477283
13,0.9816642999649048,0,0.3618223979283357,0.3693085050908848,-0.02047887391831449,0.07929068930388894,0.0792431439767824,0.0005998130184341477,0.03120402036734049,0.0006390231988472832,0.015748691946100735
13,0.9816642999649048,1,0.005991801356913129,0.0061524873925691,-0.026464359842790053,0.28607103996910155,0.2860106763837393,0.00021103133996702717,0.0033946101008304197,8.983618323434606e-05,0.0019852471265267013
13,0.9816642999649048,2,0.0016185148818976813,0.001744692516894,-0.07506934283200284,0.5986989702796564,0.5986175998114049,0.00013592139357176958,0.0010498488380221715,7.881146234326621e-05,0.0008911572669489942
14,0.9800570011138916,0,0.374812885580468,0.3831714944317355,-0.022055725446459062,0.0790696735639358,0.0790242170332931,0.0005750574133340791,0.0334268594320406,0.000737253634170468,0.016846716554027807
