step,time,band,teacher_full_power,teacher_clean_power,teacher_state_power,teacher_gap_cross,teacher_gap_power,gamma_tf_global,gamma_tf_sample_median,gamma_tf_sample_q10,gamma_tf_sample_q90,mse_full,mse_base
5,0.9934640526771545,1,0.0012550768779817645,0.1659245392656885,0.2928775502368808,0.0002347241392470778,0.00041306237093863274,-0.23262570131994031,-0.2753289731923646,-0.7940684635897672,0.31666783381776226,0.1648880069333245,0.16510889182245592
5,0.9934640526771545,2,0.0004860335016019235,0.1889284618300735,0.613038404728286,0.00014067970369069371,0.00034164393389346515,-0.2861855108476177,-0.30579646095872237,-0.5237238734149702,-0.059686339801163335,0.18872630590340123,0.18887240254844073
6,0.9920844435691833,0,0.2571642090078967,0.642377386597218,0.08075322503282223,0.005889638192940083,0.007650228037164197,-0.1598372641811701,-0.11767545310634918,-1.2864432947526605,0.810334926446283,0.38431257792399265,0.38951722318597604
6,0.9920844435691833,1,0.0015184323434311864,0.1659245392656885,0.29206803563283756,0.0002906431038605106,0.0004888544781636028,-0.21920371242162406,-0.2759190193172508,-0.8250924049393085,0.31792533108598586,0.1646629025344737,0.1649374395419727
6,0.9920844435691833,2,0.0005634124587743372,0.1889284618300735,0.6113406990771182,0.00016150916284374262,0.0003808188482139485,-0.28769006082569293,-0.30846331313832365,-0.5306518329861183,-0.056128082922756756,0.1886786551476689,0.18884035856899573
7,0.9906790852546692,0,0.27260532775108004,0.642377386597218,0.08054038512636907,0.007356490375279634,0.008947623756512257,-0.12496444765549967,-0.09070001615427478,-1.2857012971808315,0.7845270464336558,0.3688392585172551,0.3755506120796781
7,0.9906790852546692,1,0.0018517050917807865,0.1659245392656885,0.29124522185884416,0.0003703936994727819,0.0005905296273454042,-0.20075397991430505,-0.2744888096958247,-0.8386897308132943,0.35446058315029627,0.16436707804678008,0.16472050517768366
7,0.9906790852546692,2,0.0006572293694091513,0.1889284618300735,0.6096144811599515,0.00018807860546843358,0.00042786701229147184,-0.287284025305331,-0.30738138461012326,-0.5406675652330368,-0.05105396103539018,0.18861790202208795,0.18879993010341423
8,0.9892473220825195,0,0.28892578940212843,0.642377386597218,0.08032648826338118,0.009073531985222871,0.010474589333625772,-0.09857443516060063,-0.07372138811366956,-1.1652610198283633,0.7451857795696271,0.35256211695377715,0.36097165232058614
8,0.9892473220825195,1,0.002270335363647291,0.1659245392656885,0.290408828004729,0.00048345588235676473,0.0007252185642983022,-0.1768466057492247,-0.23939380787408404,-0.8418961599623532,0.43699633591608716,0.1639796497329371,0.16444836387381656
8,0.9892473220825195,2,0.0007698175185026912,0.1889284618300735,0.6078591169789433,0.00022188240922815794,0.00048382340554553593,-0.2830703887399677,-0.30269514578910034,-0.5452115205398353,-0.034958532902313474,0.1885388856899226,0.18874879670329392
9,0.9877883195877075,0,0.305671578295005,0.642377386597218,0.08011157700821059,0.010951148637246888,0.01217415186101789,-0.07210391001032318,-0.055380878242149115,-1.0589218632106863,0.7021621400067248,0.3358383993327152,0.3462569444673136
9,0.9877883195877075,1,0.0027977837681305573,0.1659245392656885,0.28955847246106714,0.0006432519538250858,0.0009043735304885558,-0.15366926456322658,-0.23272889292209528,-0.8411338044462158,0.46932399396157776,0.16348482432658784,0.1641112487995997
9,0.9877883195877075,2,0.0009049303188533031,0.1889284618300735,0.6060737765510567,0.0002651622898071082,0.0005507139433973407,-0.27728636565394166,-0.29719360664848804,-0.5606932526771118,-0.015763063541896476,0.1884397933827131,0.18868509706953773
10,0.9863013625144958,0,0.3224267833211343,0.642377386597218,0.07989572075166507,0.012969934041919373,0.014007665474082387,-0.05513281000175225,-0.0362879289986007,-0.9574840738565529,0.6821851269384123,0.3191839016508311,0.33164700306952
10,0.9863013625144958,1,0.00344322140085751,0.1659245392656885,0.2886938516749069,0.0008522927704515126,0.001132191069189048,-0.13101950626566503,-0.21792703591910956,-0.8481700220968259,0.45952745438478193,0.16286709959240397,0.16370261275733355
10,0.9863013625144958,2,0.0010653821813377817,0.1889284618300735,0.6042577754706144,0.00031928650746237963,0.0006299779750804646,-0.2688262947492078,-0.2971855274635352,-0.5708377428945346,-0.011588148540800359,0.1883164708633558,0.18860773935739417
11,0.9847856163978577,0,0.338755247201334,0.642377386597218,0.07967898191418499,0.014964064725788262,0.015856735932629817,-0.03682248472517177,-0.014024415246025799,-0.865674329034269,0.6219526682941012,0.30266905463213334,0.3173580215370748
11,0.9847856163978577,1,0.004215910916968824,0.1659245392656885,0.28781459594029,0.0011142790780556133,0.0014126556600331241,-0.1152979342928926,-0.2028690046896537,-0.8269185234218583,0.48465612424922655,0.16213197265460622,0.16321887612866703
11,0.9847856163978577,2,0.0012562377893630128,0.1889284618300735,0.6024103027302772,0.000387687333635256,0.0007249109221447725,-0.26042414850592627,-0.2938740456595813,-0.5744543528703244,0.004294052863810887,0.1881684055842925,0.1885157473370782
12,0.9832402467727661,0,0.35442348554352066,0.642377386597218,0.07946143372828374,0.016860026051332966,0.017659123985140468,-0.02470527712440209,-0.003025240941161011,-0.7877169516401318,0.5971716527536023,0.28678949617460603,0.30357607385667507
12,0.9832402467727661,1,0.005117927474259432,0.1659245392656885,0.2869203450391069,0.0014276774388601865,0.0017451525574756488,-0.10483014566663602,-0.1883776433006354,-0.8143171385383248,0.49970854746053384,0.16127809821045958,0.1626573615212692
12,0.9832402467727661,2,0.0014818212117688745,0.1889284618300735,0.6005305556464009,0.00047262232695999273,0.0008375989051216948,-0.2515649578827564,-0.28950340578750744,-0.5766578057191808,0.018987272820166344,0.18799174930609297,0.18840792661649175
13,0.9816642999649048,0,0.36930850509088486,0.642377386597218,0.07924314397678245,0.018615252730967313,0.019363181340850133,-0.020526868344937565,0.012776101027944364,-0.6713165243554914,0.5329514155983028,0.27186632938537514,0.2904345795541303
13,0.9816642999649048,1,0.006152487392569128,0.1659245392656885,0.28601067638373934,0.001793956664923435,0.002131364214392306,-0.1011008058466026,-0.17535535130222235,-0.808426585596196,0.4929431837370714,0.16031439805374248,0.16201479755545733
13,0.9816642999649048,2,0.0017446925168940197,0.1889284618300735,0.5986175998114049,0.0005751340039346076,0.000969507657231361,-0.24263951384810478,-0.28491115255877,-0.5798383016205279,0.043414691559784106,0.1877833165563061,0.18828234228567453
14,0.9800570011138916,0,0.3831714944317355,0.642377386597218,0.0790242170332931,0.020143891665028946,0.020895957728043868,-0.018998971677371742,0.00455171091656627,-0.657008358908591,0.478583599994166,0.2579815400968073,0.27808349422411993
14,0.9800570011138916,1,0.0073040436301994305,0.1659245392656885,0.2850852769915946,0.002200911608454703,0.0025578565194450675,-0.09770785274289424,-0.17041500464029863,-0.7972115096097118,0.4587340041310031,0.159233134247188,0.16129114593786653
14,0.9800570011138916,2,0.0020467195083710976,0.1889284618300735,0.5966707307961769,0.0006960942841978124,0.001121251456055461,-0.2339855842058697,-0.28573293882196504,-0.5828041071538965,0.06737445888421338,0.18753938524605474,0.18813592390506528
15,0.9784172773361206,0,0.3959873856874765,0.642377386597218,0.07880472997931065,0.02154695498053627,0.022345370490711502,-0.014443217125900536,0.0018583394925866712,-0.5913742307320977,0.4479353197444548,0.24478124278539326,0.2664811353024561
15,0.9784172773361206,1,0.008571371421908225,0.1659245392656885,0.28414367348887026,0.0026534607006096778,0.003031194895470435,-0.09028556942867755,-0.17219808905053532,-0.7725700605895138,0.45404730065057824,0.15799862222047523,0.16048247083381284
15,0.9784172773361206,2,0.002391234345736848,0.1889284618300735,0.5946889027836733,0.0008377464677380431,0.0012947666254774504,-0.223815812923004,-0.27695388467776916,-0.5789307692951379,0.08101388313073367,0.18724864387331763,0.18796383205335587
16,0.9767442345619202,0,0.408089483891672,0.642377386597218,0.07858479754941072,0.02302522259122952,0.023794569986421266,-0.009368417678726705,0.0062627554214295805,-0.5478744805430984,0.4080397296563555,0.23216215013235342,0.2555108850792749
16,0.9767442345619202,1,0.009985566254954392,0.1659245392656885,0.28318549977848306,0.003171991782480177,0.0035615817556617912,-0.08298541118457695,-0.1673890236501891,-0.7479376002061845,0.435856780115899,0.15661321142397355,0.15958367423445452
16,0.9767442345619202,2,0.0027929168109608327,0.1889284618300735,0.5926712920190766,0.001009712250464645,0.00149777243399285,-0.21209572155161513,-0.26841441839371505,-0.5763929696102443,0.10574613263032338,0.18690034559404012,0.18776277564757038
17,0.9750366806983948,0,0.4195712872533477,0.642377386597218,0.07836450965260155,0.024513250515227014,0.025133260285656434,-0.006196079388297878,0.0002704005336886681,-0.5150937389190446,0.37250130559321504,0.22033723257482052,0.2451590376731474
17,0.9750366806983948,1,0.011514821593095803,0.1659245392656885,0.2822102309728507,0.0037260393971791927,0.004122002383098788,-0.07773372438489898,-0.14435944882823293,-0.7038749082361955,0.4040354627074859,0.15511173413688084,0.15859289917716524
17,0.9750366806983948,2,0.003254276412121726,0.1889284618300735,0.5906167381908745,0.0012110917353425066,0.0017295675613695494,-0.2031061155727735,-0.25497417900752994,-0.5758919377784815,0.11059912000010359,0.1865034958900651,0.1875304917266476
18,0.9732937812805176,0,0.4303405045066029,0.642377386597218,0.0781440172213479,0.02591208962667224,0.026358552187502937,-0.006523088258510596,0.007526463316375031,-0.4616467040371257,0.3382808578930327,0.20942492971516913,0.23543960326060187
18,0.9732937812805176,1,0.01316728630729358,0.1659245392656885,0.28121755880420096,0.004328843743824251,0.004729123345214248,-0.0743752519783863,-0.1257402916956663,-0.677126576852061,0.3772096751054988,0.153487395204138,0.15751305898447754
18,0.9732937812805176,2,0.0037754025408958114,0.1889284618300735,0.5885245278477669,0.0014406081304940699,0.001989797910539437,-0.19600043442720969,-0.24441553666060245,-0.5661155111191608,0.12058441468698379,0.18605589961225633,0.18726569577120245
19,0.9715142250061035,0,0.44037987224874087,0.642377386597218,0.07792342783068307,0.027137094251116878,0.027397500212828163,-0.00736651667794842,0.001572716974954749,-0.41198433870032997,0.30263709144876016,0.19935667954268865,0.22635053138947114
19,0.9715142250061035,1,0.014917190377218503,0.1659245392656885,0.28020690716221,0.004955436765182952,0.0053559480783178515,-0.07052530135650013,-0.10104144065914908,-0.6470724822774334,0.35468066800269554,0.1517478255336755,0.15634831445640884
19,0.9715142250061035,2,0.004356355057893779,0.1889284618300735,0.5863933926448226,0.001696012063263197,0.0022754802378699424,-0.186615749792053,-0.23698248291033863,-0.5585832204887842,0.116922926770302,0.18554001482698368,0.1869662146345945
20,0.9696969985961914,0,0.4496537595114205,0.642377386597218,0.07770290315966122,0.02812391620705057,0.028230316245299036,-0.008424189866684525,-0.0012739844088767395,-0.3703500279893169,0.2918871812692447,0.1901522330226726,0.2179069140474894
20,0.9696969985961914,1,0.016719503502599764,0.1659245392656885,0.2791778862301726,0.005566715440899372,0.005966155481587521,-0.06657117868584281,-0.09014187636138377,-0.5959066024953646,0.33519806057292156,0.14993408832378918,0.15510589545738185
20,0.9696969985961914,2,0.004990926795926498,0.1889284618300735,0.5842224391526543,0.001970200509759934,0.0025801315042599526,-0.1761779130195097,-0.21902321874632308,-0.5447626054457261,0.1328171455105559,0.1849567758545163,0.18662778237194289
21,0.9678407311439514,0,0.4583075820846716,0.642377386597218,0.07748257982166251,0.028993246264121808,0.02897123591901618,-0.00929940353194109,0.006019457115084687,-0.3331539338950754,0.27847435223243416,0.1816421414623619,0.210074546681426
21,0.9678407311439514,1,0.018593688478404147,0.1659245392656885,0.27812991227256134,0.006188172468206687,0.006583929994292248,-0.06162737360818383,-0.07605821204569646,-0.5654971856924002,0.3116372177656919,0.14803120525903068,0.15380363463191316
21,0.9678407311439514,2,0.005687407203367911,0.1889284618300735,0.5820103689329699,0.0022692065769831515,0.0029087646233278974,-0.16470245571686146,-0.20393787306112987,-0.5255061891749392,0.1427583474854622,0.18429713348450605,0.18624773731426103
22,0.9659442901611328,0,0.4663958995806752,0.642377386597218,0.07726264293887652,0.02975660382389833,0.029606340189275215,-0.01154467572041639,0.007032605672441461,-0.31532226160309895,0.25180810600051123,0.17385534541244851,0.20277809505932964
22,0.9659442901611328,1,0.020533859640636365,0.1659245392656885,0.27706255100201815,0.006818739400273444,0.007204778141783663,-0.058481664098615715,-0.05520881321135048,-0.5385916982857137,0.29055646628302945,0.14608854473772226,0.15245062836038414
22,0.9659442901611328,2,0.006450610584693095,0.1889284618300735,0.5797561924555339,0.0025959842101883623,0.0032632978402489243,-0.15419726080928747,-0.1909840434138086,-0.4995728457655042,0.1473410991630515,0.18356825452065095,0.1858251688099699
23,0.964006245136261,0,0.4738486988499062,0.642377386597218,0.07704326356179081,0.03031935126676899,0.03005057488098828,-0.012622116304150688,0.009775601200802803,-0.30605448599084173,0.22587343224978365,0.16665943195403088,0.1959514034751919
23,0.964006245136261,1,0.022493205243563352,0.1659245392656885,0.27597521236748435,0.0074223143223548504,0.007798459533319146,-0.054986759173509044,-0.048571427276097465,-0.49452454013438596,0.2599445569907044,0.14411039218612132,0.15105122768
23,0.964006245136261,2,0.007276826833958694,0.1889284618300735,0.577458580606617,0.0029454112482767414,0.00363825062657952,-0.1443280864132681,-0.1760950984869233,-0.4736189585435037,0.14694857522895072,0.18277030309400288,0.18535835079092067
24,0.9620253443717957,0,0.4806662802147912,0.642377386597218,0.0768246562947752,0.03070495672028528,0.030382413079678372,-0.01103961099743797,0.00887121803375996,-0.2777014454408183,0.2116269745876944,0.159824314454454,0.18953590769524453
24,0.9620253443717957,1,0.024466455012998267,0.1659245392656885,0.27486742034670897,0.008000846399824013,0.008369095667376314,-0.05172150925945625,-0.045015910779698,-0.4539183495198419,0.24066290524652292,0.142107285282691,0.14961065638635773
24,0.9620253443717957,2,0.008165437585034852,0.1889284618300735,0.5751164532266557,0.003315355330727243,0.004031090966520878,-0.13592093235984778,-0.16218663701377586,-0.45886373204376474,0.14900356229051845,0.18191036418284057,0.184845635543752
25,0.9599999785423279,0,0.4870677399740089,0.642377386597218,0.07660701865097508,0.031036684167759176,0.03066247792503418,-0.009038904156702006,0.009143458290941098,-0.2641202225224633,0.2028616330721803,0.1533728646900272,0.18348103201424237
25,0.9599999785423279,1,0.026457390969426342,0.1659245392656885,0.2737385169893969,0.008561934398926496,0.008922895810314913,-0.048044216555466514,-0.04192215460400513,-0.41040331305612604,0.23066649971610562,0.1400668385431345,0.14813234718167223
25,0.9599999785423279,2,0.009116402874838059,0.1889284618300735,0.5727283241576515,0.0037043291547149693,0.004440280454616641,-0.1286380964506728,-0.14616263980075986,-0.44150632505815957,0.14543703531478813,0.18098723958974006,0.18428514135302976
26,0.9579287767410278,0,0.49311242444673553,0.642377386597218,0.07639060149813304,0.0313153423752226,0.03086694700323278,-0.006982868974903003,0.008033520571177854,-0.24436313838965346,0.19898280055040482,0.14730592277192045,0.17774178950639907
26,0.9579287767410278,1,0.028453430235458654,0.1659245392656885,0.2725879898061976,0.009097013707105361,0.009451858906686539,-0.04310226079165598,-0.03271540717508572,-0.38037180543865684,0.21956297997137086,0.13798118517297553,0.1466182512085652
26,0.9579287767410278,2,0.01012717950698061,0.1889284618300735,0.5702930235420354,0.004108456299206864,0.004862525007013119,-0.12124021970509243,-0.1355292179593307,-0.4247119901334284,0.13747794400210317,0.1799915559022338,0.18367501351895044
27,0.9558101296424866,0,0.4987039387488039,0.642377386597218,0.07617565618420485,0.03147299511522306,0.030993234393463354,-0.004670713674882064,0.007890477267938015,-0.22600865479994778,0.1880757769022076,0.14157969488587696,0.17228340820292942
27,0.9558101296424866,1,0.030468623505839787,0.1659245392656885,0.2714152149274014,0.009621089975325958,0.009970375552825317,-0.03837001891530369,-0.02832772249761823,-0.3599546224226048,0.19844009805143545,0.1358638936508214,0.1450691418212955
27,0.9558101296424866,2,0.011204352375671078,0.1889284618300735,0.5678091261652298,0.004531253059155915,0.005300602266743226,-0.11383554397254968,-0.1233009151507633,-0.40541872151534564,0.14131390543530836,0.1789200285638799,0.18301383675134275
28,0.9536424279212952,0,0.5039649352547713,0.642377386597218,0.07596246416505892,0.031575661767988095,0.031090163248336466,-0.0036653230555084805,0.00985039773881154,-0.211006208282233,0.17795962063957527,0.13622617783767055,0.1670884298000601
28,0.9536424279212952,1,0.03250750189408791,0.1659245392656885,0.2702195839956403,0.010132223389177852,0.010469901745864263,-0.034553415404753735,-0.027384539435488582,-0.3291795295531936,0.1852909166719802,0.13374004734214395,0.14348640743264696
28,0.9536424279212952,2,0.012349334517921307,0.1889284618300735,0.5652752452297136,0.004970782611053437,0.005751478242814301,-0.10688403707954236,-0.11488219005175113,-0.38099968169034826,0.13354185250001013,0.17777812799613457,0.18230012425919995
29,0.9514237642288208,0,0.5089018064463744,0.642377386597218,0.07575130881014047,0.031577289943356845,0.031090095589206612,-0.002828067722647857,0.007173385466131554,-0.2044633692684975,0.16789953600260596,0.13124007300211815,0.16215431903401623
29,0.9514237642288208,1,0.034529284379914316,0.1659245392656885,0.2690003465395421,0.010599259184857601,0.010928653637392927,-0.03085352592601827,-0.01941583928766006,-0.30603459683029105,0.17513594790396825,0.1316233585093869,0.14187763693917077
29,0.9514237642288208,2,0.013549494670314743,0.1889284618300735,0.5626896787434816,0.005414569320691953,0.006204725967563718,-0.10024648448356704,-0.10254752084564595,-0.3605985595983449,0.1250685460161318,0.17657181288086576,0.18153253517084522
30,0.9491525292396545,0,0.5136099196533905,0.642377386597218,0.07554253639682429,0.03155075282529651,0.031050006598889013,-0.0022189559601775593,0.00543251936982778,-0.19235037198467952,0.1555450820971554,0.1265584444081469,0.1574706534302095
30,0.9491525292396545,1,0.036536441770294914,0.1659245392656885,0.267756937420927,0.011027171026341875,0.01134898339364554,-0.027291304982358756,-0.014130265397318643,-0.28627191280908293,0.16429367082592233,0.1295208684859972,0.14025039447733434
30,0.9491525292396545,2,0.014806353565745667,0.1889284618300735,0.5600511074881069,0.005863681655569053,0.006661804095756452,-0.09458503506394317,-0.09841862522220797,-0.3426060677640517,0.1132011492030669,0.1753088584227953,0.18071044811949832
31,0.9468267560005188,0,0.5180358252255246,0.642377386597218,0.07533649465767667,0.03145540189188978,0.030953637105994858,-0.002334293725001193,0.0067207107830057275,-0.177586520539559,0.1447929363769282,0.12220617942512035,0.15301530640135752
31,0.9468267560005188,1,0.0385326730511224,0.1659245392656885,0.2664886176644359,0.011427357854131515,0.011745797637559008,-0.024075244373275344,-0.01172607407495245,-0.2647043513287465,0.1554336547159118,0.12742601144782384,0.1386062432284234
31,0.9468267560005188,2,0.01612272869147091,0.1889284618300735,0.557357837446034,0.006320032108874329,0.007124778617594529,-0.089154454103406,-0.0920671372917944,-0.3276204629789069,0.11077858394222408,0.17397915860055946,0.17983352566079702
32,0.9444444179534912,0,0.5222364128567278,0.642377386597218,0.07513356616982492,0.031304196679002416,0.03078574721894256,-0.003045600913334977,0.0032830185891989435,-0.16355824367397473,0.1381457074814273,0.11817419269573293,0.14877241787326057
32,0.9444444179534912,1,0.04052809075665209,0.1659245392656885,0.26519463962176815,0.011803028247186376,0.012113117993067135,-0.02199422320119257,-0.011975593102179594,-0.24174364456352235,0.14587545617160175,0.12536721689684782,0.13694749774731463
32,0.9444444179534912,2,0.017498530432249026,0.1889284618300735,0.5546081505017355,0.0067811184608217445,0.007589339785340599,-0.08412016614031627,-0.08676284786899005,-0.31943699836368006,0.10641674453045037,0.1725888137734728,0.1789013206580421
33,0.9420035481452942,0,0.5261977025365923,0.642377386597218,0.07493417846853845,0.0310990865406211,0.030575019465686637,-0.0041901754573939985,0.0008133576865974077,-0.15295502148391812,0.12968520379927997,0.11441009759073495,0.1447288874987862
33,0.9420035481452942,1,0.04251899163637063,0.1659245392656885,0.26387431609327905,0.012157579721133516,0.012459644427508465,-0.02078886409711384,-0.011301099125788822,-0.21482502920493318,0.13902944431118386,0.12333522160042776,0.13527682251151418
33,0.9420035481452942,2,0.018932018335817702,0.1889284618300735,0.5518004436744377,0.00724651153745981,0.008057178961053069,-0.07958546514990185,-0.08329514353777523,-0.2979539841050475,0.10454192663832969,0.17113833524126676,0.17791304563434096
34,0.9395017623901367,0,0.5299084746511653,0.642377386597218,0.07473877174925292,0.030834273904815745,0.03032680217802408,-0.005321841416581111,-0.00193942172816416,-0.1467141970022085,0.12164858356585906,0.11086173759031226,0.14086575101100607
34,0.9395017623901367,1,0.04450153280140512,0.1659245392656885,0.2625267638650257,0.012486084739748549,0.01277682249224199,-0.02044073288140082,-0.009244836306675563,-0.20057691463084074,0.13496336612610815,0.12133910782722523,0.13359359474270605
34,0.9395017623901367,2,0.020421324681592523,0.1889284618300735,0.5489326839451678,0.0077120423019323425,0.00852311326070776,-0.07567338258515764,-0.07655471359920546,-0.2760517263940243,0.10104760716031086,0.16963387490977766,0.17686704268999165
35,0.9369369745254517,0,0.5334166416578228,0.642377386597218,0.07454785586742219,0.03054554865866521,0.030070768470068288,-0.006214169710150739,-0.002118084297005868,-0.14093395953119012,0.11338400643670785,0.10746692130487645,0.1371639598000911
35,0.9369369745254517,1,0.04647951330298383,0.1659245392656885,0.2611512876173947,0.012794515032055642,0.013071183811462106,-0.02030683431107929,-0.012030869205860769,-0.1905879985985884,0.1251845730536112,0.11935651432941086,0.13189682955271564
35,0.9369369745254517,2,0.021965998346331617,0.1889284618300735,0.5460032331175171,0.008176627894840749,0.008986586335595348,-0.07208370306650987,-0.0723180066805933,-0.2636213304183669,0.09650922594409318,0.16807042429354624,0.17576143777841935
36,0.9343065619468689,0,0.536745486286236,0.642377386597218,0.07436195283662528,0.030228924245534472,0.0297839178592767,-0.007409683231626737,-0.004184408300152287,-0.1342469688151317,0.10800523750811983,0.1042662178115279,0.13360875665966887
36,0.9343065619468689,1,0.04843794352746045,0.1659245392656885,0.2597469392057974,0.013071801395881266,0.01333493396009544,-0.02073653968669573,-0.01350944087289892,-0.18972906842945625,0.11359816378656645,0.11740572157941642,0.13018761506100418
36,0.9343065619468689,2,0.023569212540678564,0.1889284618300735,0.5430098954821005,0.008640831162210816,0.009446697130442772,-0.06905212949071403,-0.06639823131786145,-0.25133303561720105,0.08672136973151226,0.16645310611784225,0.17459517365205102
37,0.9316081404685974,0,0.5398861559806392,0.642377386597218,0.0741816588997608,0.029861546198389988,0.029435236699100642,-0.008157983548179249,-0.004447518881809249,-0.12893122146142555,0.1004409629798606,0.10123238639789633,0.13018735899822786
37,0.9316081404685974,1,0.05037138562875043,0.1659245392656885,0.2583129346021451,0.013314630170270902,0.013565884149329577,-0.020962445593298844,-0.010604146358694458,-0.1789793267259032,0.10974962037383244,0.11546929169344367,0.12846642768272432
37,0.9316081404685974,2,0.025226354744518176,0.1889284618300735,0.5399508125847206,0.009101143979137305,0.00990116634648075,-0.06599959317187248,-0.06409074192876729,-0.24117732409631848,0.0837878176130456,0.16477314481744543,0.17336736494326033
38,0.9288389086723328,0,0.542861897702096,0.642377386597218,0.07400760050950339,0.02946812845812019,0.029057422475489147,-0.008466027725598855,-0.006500024511388296,-0.1252361743003382,0.09652242821829363,0.09832403613472707,0.12688945628178772
38,0.9288389086723328,1,0.05228337073276634,0.1659245392656885,0.2568483055511024,0.013524792434509436,0.01376507946952188,-0.020932783628897868,-0.010698663278983491,-0.16774643189287372,0.10384498120186482,0.11354500564266345,0.12673380255728262
38,0.9288389086723328,2,0.02693750327671296,0.1889284618300735,0.5368237236980349,0.009556570007134724,0.0103488787774495,-0.06309955752646433,-0.05852494717583832,-0.2257326662189119,0.07799498021474988,0.1630337534334103,0.17207661315478617
39,0.9259962439537048,0,0.5457007235672791,0.642377386597218,0.0738404812218505,0.029065496648854605,0.02866463562259014,-0.008444038772371092,-0.005890535922679709,-0.1148436586135234,0.09035254273173095,0.0955277447028493,0.12370828986968263
39,0.9259962439537048,1,0.054181945606615045,0.1659245392656885,0.255352217995096,0.013710216564504663,0.013940820801053633,-0.020466229712463743,-0.011536431308573396,-0.16144046429275336,0.09807051634455943,0.11162187103036558,0.12499205997301033
