step,model,elapsed_seconds,velocity,total,clean,epsilon,gate,gate_mean,consistency
1,B0_v,0.35384966200217605,2.0729379653930664,2.0729379653930664,,,,,
1,B1_x,0.35384966200217605,,0.9965170621871948,0.9965170621871948,,,,
1,B2_eps,0.35384966200217605,,1.0297250747680664,,1.0297250747680664,,,
1,D0_xeps,0.35384966200217605,,2.026242256164551,0.9965170621871948,1.0297250747680664,,,
1,D1_scaled,0.35384966200217605,,2.196293354034424,0.9965170621871948,1.0297250747680664,0.1700512170791626,0.5,
1,D2_velocity,0.35384966200217605,,440.376953125,0.9965170621871948,1.0297250747680664,438.3507080078125,0.5,
1,D4_safe,0.35384966200217605,,4.099180221557617,0.9965170621871948,1.0297250747680664,2.0729379653930664,0.49819859862327576,
1,S0_xv,0.35384966200217605,2.0729379653930664,3.069455146789551,0.9965170621871948,,,,0.6701192855834961
1,S1_xv,0.35384966200217605,2.0729379653930664,3.1364669799804688,0.9965170621871948,,,,0.6701192855834961
500,B0_v,36.81743124173954,1.7998336553573608,1.7998336553573608,,,,,
500,B1_x,36.81743124173954,,0.5047151446342468,0.5047151446342468,,,,
500,B2_eps,36.81743124173954,,0.5005359649658203,,0.5005359649658203,,,
500,D0_xeps,36.81743124173954,,1.1990628242492676,0.6044086813926697,0.5946542024612427,,,
500,D1_scaled,36.81743124173954,,1.2765705585479736,0.604301929473877,0.591626763343811,0.08064189553260803,0.5290083885192871,
500,D2_velocity,36.81743124173954,,3.549229383468628,0.9839047789573669,1.0007506608963013,1.5645740032196045,0.4999740719795227,
500,D4_safe,36.81743124173954,,2.5463831424713135,0.49917882680892944,0.4956761598587036,1.5515282154083252,0.5367653965950012,
500,S0_xv,36.81743124173954,1.752550721168518,2.260417938232422,0.5078672170639038,,,,0.14726394414901733
500,S1_xv,36.81743124173954,1.7451331615447998,2.2666072845458984,0.5100476741790771,,,,0.11426380276679993
1000,B0_v,73.0754101430066,1.5977587699890137,1.5977587699890137,,,,,
1000,B1_x,73.0754101430066,,0.5309548377990723,0.5309548377990723,,,,
1000,B2_eps,73.0754101430066,,0.47552961111068726,,0.47552961111068726,,,
1000,D0_xeps,73.0754101430066,,1.0020265579223633,0.5297756195068359,0.47225087881088257,,,
1000,D1_scaled,73.0754101430066,,1.0622202157974243,0.5293807983398438,0.47200578451156616,0.060833610594272614,0.5733003616333008,
1000,D2_velocity,73.0754101430066,,2.7886769771575928,0.6219600439071655,0.5626607537269592,1.6040561199188232,0.5382343530654907,
1000,D4_safe,73.0754101430066,,2.5793800354003906,0.5291231870651245,0.47112923860549927,1.5791274309158325,0.5883283615112305,
1000,S0_xv,73.0754101430066,1.6005325317382812,2.1339147090911865,0.5333821773529053,,,,0.00908093061298132
1000,S1_xv,73.0754101430066,1.6017684936523438,2.1355183124542236,0.532849907875061,,,,0.008999559096992016
1500,B0_v,109.4108782466501,1.5744471549987793,1.5744471549987793,,,,,
1500,B1_x,109.4108782466501,,0.4647812247276306,0.4647812247276306,,,,
1500,B2_eps,109.4108782466501,,0.5283290147781372,,0.5283290147781372,,,
1500,D0_xeps,109.4108782466501,,0.9872024059295654,0.4646438658237457,0.5225585103034973,,,
1500,D1_scaled,109.4108782466501,,1.047084093093872,0.46463674306869507,0.5224990248680115,0.05994837358593941,0.6088931560516357,
1500,D2_velocity,109.4108782466501,,2.5670464038848877,0.4666399359703064,0.5303400754928589,1.5700663328170776,0.4835405647754669,
1500,D4_safe,109.4108782466501,,2.541680097579956,0.46422243118286133,0.5220388174057007,1.555418848991394,0.5768671631813049,
1500,S0_xv,109.4108782466501,1.570921778678894,2.0372579097747803,0.46633604168891907,,,,0.00455392524600029
1500,S1_xv,109.4108782466501,1.572029709815979,2.038132667541504,0.46564680337905884,,,,0.004561392590403557
2000,B0_v,145.1887123119086,1.6174739599227905,1.6174739599227905,,,,,
2000,B1_x,145.1887123119086,,0.5193295478820801,0.5193295478820801,,,,
2000,B2_eps,145.1887123119086,,0.5069262981414795,,0.5069262981414795,,,
2000,D0_xeps,145.1887123119086,,1.018932819366455,0.5186620354652405,0.5002707242965698,,,
2000,D1_scaled,145.1887123119086,,1.078670859336853,0.5185155868530273,0.4997415542602539,0.060413677245378494,0.6308611035346985,
2000,D2_velocity,145.1887123119086,,2.6399126052856445,0.521099865436554,0.5062863826751709,1.612526297569275,0.4997650682926178,
2000,D4_safe,145.1887123119086,,2.609257221221924,0.5186526775360107,0.49741068482398987,1.5931940078735352,0.6081688404083252,
2000,S0_xv,145.1887123119086,1.6079131364822388,2.1302549839019775,0.5223419070243835,,,,0.004751678090542555
2000,S1_xv,145.1887123119086,1.6103544235229492,2.132951259613037,0.5221055746078491,,,,0.004912057891488075
2500,B0_v,181.3869675816968,1.51871919631958,1.51871919631958,,,,,
2500,B1_x,181.3869675816968,,0.4866601228713989,0.4866601228713989,,,,
2500,B2_eps,181.3869675816968,,0.47396016120910645,,0.47396016120910645,,,
2500,D0_xeps,181.3869675816968,,0.9558128118515015,0.4860805869102478,0.4697321951389313,,,
2500,D1_scaled,181.3869675816968,,1.0131126642227173,0.48611581325531006,0.46952712535858154,0.05746975913643837,0.6303460001945496,
2500,D2_velocity,181.3869675816968,,2.468674898147583,0.48623406887054443,0.4717668890953064,1.510673999786377,0.4868144989013672,
2500,D4_safe,181.3869675816968,,2.45944881439209,0.4860687851905823,0.46878427267074585,1.5045957565307617,0.6148964166641235,
2500,S0_xv,181.3869675816968,1.5073720216751099,1.995194435119629,0.48782241344451904,,,,0.004290545824915171
