time,condition,paired_velocity_mse,bayes_velocity_mse,irreducible_velocity_mse,gate_mean,gate_std,x_amplification_mean,epsilon_amplification_mean
0.01,Bayes_exact,0.9905230402946472,0.0,0.9905230402946472,,,,
0.01,B0_v_ind,0.9925912618637085,0.002568834461271763,0.9905230402946472,,,,
0.01,B1_x_ind,0.990711510181427,0.0001225844316650182,0.9905230402946472,,,,
0.01,B2_eps_ind,35.1859245300293,34.00615310668945,0.9905230402946472,,,,
0.01,D0_x_shared,0.9910287857055664,0.0010627091396600008,0.9905230402946472,,,,
0.01,D0_eps_shared,15.072402954101562,14.045400619506836,0.9905230402946472,,,,
0.01,D0_fixed_x_eps,0.9910287857055664,0.0010627091396600008,0.9905230402946472,1.0,0.0,1.0101009607315063,0.0
0.01,D0_safe_schedule,0.9920841455459595,0.0017476390348747373,0.9905230402946472,0.9900000095367432,0.0,0.9999999403953552,0.9999990463256836
0.01,D3_oracle_bayes_gate,0.9913065433502197,0.0007091581937856972,0.9905230402946472,0.9933111667633057,0.010249266400933266,1.0033445358276367,0.6688787341117859
0.01,D1_scaled_gate,1.0205025672912598,0.031809281557798386,0.9905230402946472,0.9382297396659851,0.04154351353645325,0.9477067589759827,6.177027702331543
0.01,D2_velocity_gate,0.9916142821311951,0.0032425501849502325,0.9905230402946472,0.9992384314537048,0.0009411798673681915,1.0093317031860352,0.07615464925765991
0.01,D4_safe_velocity_gate,0.9906721711158752,0.0004796650027856231,0.9905230402946472,0.9982551336288452,0.000721246819011867,1.008338451385498,0.17448575794696808
0.01,S0_xv_switch,0.9906632900238037,0.0016337749548256397,0.9905230402946472,1.0,0.0,1.0101009607315063,0.0
0.01,S1_xv_consistency_switch,0.9918613433837891,0.0015656300820410252,0.9905230402946472,1.0,0.0,1.0101009607315063,0.0
0.01,D3_oracle_pair_teacher_only,0.754895806312561,0.22067120671272278,0.9905230402946472,0.851112961769104,0.24445147812366486,0.8597100377082825,14.888703346252441
0.03,Bayes_exact,1.0513858795166016,0.0,1.0513858795166016,,,,
0.03,B0_v_ind,1.0542072057724,0.0019997176714241505,1.0513858795166016,,,,
0.03,B1_x_ind,1.0515897274017334,7.332544191740453e-05,1.0513858795166016,,,,
0.03,B2_eps_ind,3.882993698120117,2.828850269317627,1.0513858795166016,,,,
0.03,D0_x_shared,1.051759958267212,0.00046041299356147647,1.0513858795166016,,,,
0.03,D0_eps_shared,2.2847485542297363,1.2332286834716797,1.0513858795166016,,,,
0.03,D0_fixed_x_eps,1.051759958267212,0.00046041299356147647,1.0513858795166016,1.0,0.0,1.0309277772903442,0.0
0.03,D0_safe_schedule,1.0527369976043701,0.0014307660749182105,1.0513858795166016,0.9700000286102295,0.0,1.0,0.9999989867210388
0.03,D3_oracle_bayes_gate,1.0513317584991455,0.0003466433845460415,1.0513858795166016,0.9889439344406128,0.024319374933838844,1.0195297002792358,0.3685363829135895
0.03,D1_scaled_gate,1.052907943725586,0.003537171520292759,1.0513858795166016,0.9230834245681763,0.053639721125364304,0.9516323208808899,2.5638859272003174
0.03,D2_velocity_gate,1.0525683164596558,0.0025846532080322504,1.0513858795166016,0.9980502128601074,0.0022525833919644356,1.028917670249939,0.06499279290437698
0.03,D4_safe_velocity_gate,1.051328420639038,0.000294256373308599,1.0513858795166016,0.9940700531005859,0.0025980710051953793,1.024814486503601,0.19766443967819214
0.03,S0_xv_switch,1.0529780387878418,0.0010238687973469496,1.0513858795166016,1.0,0.0,1.0309277772903442,0.0
0.03,S1_xv_consistency_switch,1.05316162109375,0.0010201921686530113,1.0513858795166016,1.0,0.0,1.0309277772903442,0.0
0.03,D3_oracle_pair_teacher_only,0.8350965976715088,0.1471065878868103,1.0513858795166016,0.6596789956092834,0.41071391105651855,0.6800813674926758,11.344034194946289
0.1,Bayes_exact,1.232559084892273,0.0,1.232559084892273,,,,
0.1,B0_v_ind,1.2335565090179443,0.0007718570996075869,1.232559084892273,,,,
0.1,B1_x_ind,1.2328424453735352,0.00011687107325997204,1.232559084892273,,,,
0.1,B2_eps_ind,1.4616352319717407,0.2217961996793747,1.232559084892273,,,,
0.1,D0_x_shared,1.2324018478393555,0.00046397672849707305,1.232559084892273,,,,
0.1,D0_eps_shared,1.341096043586731,0.1030157208442688,1.232559084892273,,,,
0.1,D0_fixed_x_eps,1.2324018478393555,0.00046397672849707305,1.232559084892273,1.0,0.0,1.1111111640930176,0.0
0.1,D0_safe_schedule,1.2341753244400024,0.0016232209745794535,1.232559084892273,0.8999999761581421,0.0,1.0,1.000000238418579
0.1,D3_oracle_bayes_gate,1.2327344417572021,0.00040024088229984045,1.232559084892273,0.9696191549301147,0.08015842735767365,1.0773545503616333,0.30380916595458984
0.1,D1_scaled_gate,1.233188509941101,0.0007428318494930863,1.232559084892273,0.9131561517715454,0.05260426178574562,1.0146180391311646,0.8684385418891907
0.1,D2_velocity_gate,1.2331173419952393,0.0015762860421091318,1.232559084892273,0.9885108470916748,0.01120676752179861,1.0983455181121826,0.11489143967628479
0.1,D4_safe_velocity_gate,1.2322847843170166,0.0003178682236466557,1.232559084892273,0.977159321308136,0.008762399666011333,1.0857326984405518,0.22840642929077148
0.1,S0_xv_switch,1.2327568531036377,0.0007351970416493714,1.232559084892273,1.0,0.0,1.1111111640930176,0.0
0.1,S1_xv_consistency_switch,1.2332215309143066,0.0007477141916751862,1.232559084892273,1.0,0.0,1.1111111640930176,0.0
0.1,D3_oracle_pair_teacher_only,1.1172094345092773,0.036430634558200836,1.232559084892273,0.5446990728378296,0.4793086051940918,0.6052212119102478,4.553009986877441
0.3,Bayes_exact,1.7621184587478638,0.0,1.7621184587478638,,,,
0.3,B0_v_ind,1.76300847530365,0.0013988143764436245,1.7621184587478638,,,,
0.3,B1_x_ind,1.763171911239624,0.0010842984775081277,1.7621184587478638,,,,
0.3,B2_eps_ind,1.7866945266723633,0.02390316128730774,1.7621184587478638,,,,
0.3,D0_x_shared,1.7622970342636108,0.0006004581227898598,1.7621184587478638,,,,
0.3,D0_eps_shared,1.770783543586731,0.008466001600027084,1.7621184587478638,,,,
0.3,D0_fixed_x_eps,1.7622970342636108,0.0006004581227898598,1.7621184587478638,1.0,0.0,1.4285714626312256,0.0
0.3,D0_safe_schedule,1.7628519535064697,0.0009690736187621951,1.7621184587478638,0.699999988079071,0.0,1.0,1.0
0.3,D3_oracle_bayes_gate,1.762218952178955,0.0003523597843013704,1.7621184587478638,0.8947180509567261,0.1608174592256546,1.2781685590744019,0.3509400188922882
0.3,D1_scaled_gate,1.7613680362701416,0.0005967286415398121,1.7621184587478638,0.8746291399002075,0.05578762665390968,1.2494702339172363,0.4179028272628784
0.3,D2_velocity_gate,1.7639880180358887,0.0018741593230515718,1.7621184587478638,0.9442837238311768,0.03573440760374069,1.3489768505096436,0.18572093546390533
0.3,D4_safe_velocity_gate,1.7620842456817627,0.00031256431248039007,1.7621184587478638,0.8983433246612549,0.02899463102221489,1.2833476066589355,0.33885565400123596
0.3,S0_xv_switch,1.7654227018356323,0.0016148772556334734,1.7621184587478638,1.0,0.0,1.4285714626312256,0.0
0.3,S1_xv_consistency_switch,1.7631114721298218,0.0009882906451821327,1.7621184587478638,1.0,0.0,1.4285714626312256,0.0
0.3,D3_oracle_pair_teacher_only,1.7056502103805542,0.0043895491398870945,1.7621184587478638,0.49316465854644775,0.49515289068222046,0.7045209407806396,1.6894512176513672
0.5,Bayes_exact,1.9991674423217773,0.0,1.9991674423217773,,,,
0.5,B0_v_ind,2.0014657974243164,0.0032609279733151197,1.9991674423217773,,,,
0.5,B1_x_ind,2.002868175506592,0.0018708985298871994,1.9991674423217773,,,,
0.5,B2_eps_ind,2.0086984634399414,0.008127722889184952,1.9991674423217773,,,,
0.5,D0_x_shared,2.0004019737243652,0.0015231941360980272,1.9991674423217773,,,,
0.5,D0_eps_shared,2.004784107208252,0.005154142156243324,1.9991674423217773,,,,
0.5,D0_fixed_x_eps,2.0004019737243652,0.0015231941360980272,1.9991674423217773,1.0,0.0,2.0,0.0
0.5,D0_safe_schedule,2.001101016998291,0.0018465426983311772,1.9991674423217773,0.5,0.0,1.0,1.0
0.5,D3_oracle_bayes_gate,2.000304698944092,0.0009327455190941691,1.9991674423217773,0.6781487464904785,0.29794198274612427,1.356297492980957,0.643702507019043
0.5,D1_scaled_gate,2.0013434886932373,0.001218927325680852,1.9991674423217773,0.6315439939498901,0.09535081684589386,1.2630879878997803,0.7369118928909302
0.5,D2_velocity_gate,2.0000932216644287,0.0012926480267196894,1.9991674423217773,0.6923596858978271,0.12086864560842514,1.3847193717956543,0.6152806282043457
0.5,D4_safe_velocity_gate,2.0016915798187256,0.0012514053378254175,1.9991674423217773,0.7162321209907532,0.06164136156439781,1.4324642419815063,0.5675356388092041
0.5,S0_xv_switch,1.998598337173462,0.0026084152050316334,1.9991674423217773,1.0,0.0,2.0,0.0
0.5,S1_xv_consistency_switch,1.9985742568969727,0.0019082125509157777,1.9991674423217773,1.0,0.0,2.0,0.0
0.5,D3_oracle_pair_teacher_only,1.9536378383636475,0.003006545826792717,1.9991674423217773,0.502299427986145,0.49457770586013794,1.00459885597229,0.9954010844230652
0.7,Bayes_exact,1.6001694202423096,0.0,1.6001694202423096,,,,
0.7,B0_v_ind,1.6296875476837158,0.026803448796272278,1.6001694202423096,,,,
0.7,B1_x_ind,1.6472713947296143,0.04689881578087807,1.6001694202423096,,,,
0.7,B2_eps_ind,1.607020616531372,0.005825614091008902,1.6001694202423096,,,,
0.7,D0_x_shared,1.6118862628936768,0.00842318870127201,1.6001694202423096,,,,
0.7,D0_eps_shared,1.6071748733520508,0.004740478470921516,1.6001694202423096,,,,
0.7,D0_fixed_x_eps,1.6071748733520508,0.004740478470921516,1.6001694202423096,0.0,0.0,0.0,1.4285714626312256
0.7,D0_safe_schedule,1.6067657470703125,0.004022716544568539,1.6001694202423096,0.30000001192092896,0.0,1.0,1.0
0.7,D3_oracle_bayes_gate,1.6039996147155762,0.002543285023421049,1.6001694202423096,0.3503296971321106,0.3677576184272766,1.1677656173706055,0.9281004667282104
0.7,D1_scaled_gate,1.6076500415802002,0.004048927221447229,1.6001694202423096,0.20366023480892181,0.07611338049173355,0.6788674592971802,1.137628197669983
0.7,D2_velocity_gate,1.6095061302185059,0.00717309582978487,1.6001694202423096,0.09780021011829376,0.12450309097766876,0.32600072026252747,1.288856863975525
0.7,D4_safe_velocity_gate,1.6071298122406006,0.004005614668130875,1.6001694202423096,0.2170230746269226,0.06160825118422508,0.7234102487564087,1.1185386180877686
0.7,S0_xv_switch,1.6210896968841553,0.019033171236515045,1.6001694202423096,0.0,0.0,0.0,1.4285714626312256
0.7,S1_xv_consistency_switch,1.6210668087005615,0.020350271835923195,1.6001694202423096,0.0,0.0,0.0,1.4285714626312256
0.7,D3_oracle_pair_teacher_only,1.5529146194458008,0.005753244273364544,1.6001694202423096,0.40620118379592896,0.4847418963909149,1.35400390625,0.8482840061187744
0.9,Bayes_exact,0.6392183303833008,0.0,0.6392183303833008,,,,
0.9,B0_v_ind,0.9285867214202881,0.28628528118133545,0.6392183303833008,,,,
0.9,B1_x_ind,1.199898362159729,0.5529258251190186,0.6392183303833008,,,,
0.9,B2_eps_ind,0.6735559105873108,0.03596631810069084,0.6392183303833008,,,,
0.9,D0_x_shared,0.7847676873207092,0.1492144912481308,0.6392183303833008,,,,
0.9,D0_eps_shared,0.6684452295303345,0.03062015399336815,0.6392183303833008,,,,
0.9,D0_fixed_x_eps,0.6684452295303345,0.03062015399336815,0.6392183303833008,0.0,0.0,0.0,1.1111111640930176
0.9,D0_safe_schedule,0.6684746742248535,0.030876874923706055,0.6392183303833008,0.10000002384185791,0.0,1.000000238418579,1.0
0.9,D3_oracle_bayes_gate,0.6603679656982422,0.021186456084251404,0.6392183303833008,0.18296635150909424,0.2749236226081848,1.8296633958816528,0.9078152179718018
0.9,D1_scaled_gate,0.6688926219940186,0.031134333461523056,0.6392183303833008,0.014066179282963276,0.013676988892257214,0.14066177606582642,1.0954821109771729
