native_fid,mlp_20k_fid,delta_mlp_minus_native,relative_fid_change,inception_score_change,relative_sampling_time_change,coefficients_differ,paired_seed
6.920778526499362,7.122279418732319,0.20150089223295709,0.02911535045680469,0.3379272460937557,0.006222272486853919,True,2026091421
