step,time,band,target_power,base_power,full_power,gap_power,full_mse,base_mse,base_gap_cross,residual_gap_cross,residual_full_cross,base_gap_correlation,residual_gap_correlation,residual_full_correlation,mse_optimal_scale_from_base,target_second_moment_scale_from_base,target_to_full_power_ratio,gap_to_full_power_ratio
2,0.9974554707379135,2,0.1889284618300735,0.000391375206341138,0.0003432460221688416,0.00027484828757451396,0.18881202094780747,0.18893781713268254,-0.00016148873587340518,-7.452608612990019e-05,-0.00011340256995140408,-0.4923784789519421,-0.010345392588433734,-0.014086572016042473,0.7288464600322624,26.785133349191682,550.4170467477121,0.800732622734713
2,0.9974554707379135,all,0.99723038769298,0.20785870626029634,0.2124453613538151,0.006604945464275147,0.7845120980200591,0.7880969897014438,-0.0010091451853782019,-0.0015100269511185704,0.00013646415955292923,-0.027235473155142916,-0.020977332307029386,0.00033426827159240897,0.7713793460845347,11.086018281321095,4.694055833170921,0.031090090281025266
3,0.9961489088575096,0,0.642377386597218,0.21719110319662605,0.2201630551062408,0.00584468542160721,0.42175187508109957,0.42493089695926756,-0.0014363667559962323,-0.0013328320578551711,0.0002312282049388159,-0.040314730307182564,-0.02684518173805928,0.0007588222821645732,0.7719582900171451,8.778510654879991,2.917734704795205,0.026547076296642175
3,0.9961489088575096,1,0.1659245392656885,0.0008711800890885968,0.0009120137523694893,0.0003277266454801975,0.16518232429370983,0.1653524545035907,-0.00014344649109965246,-7.879814846445399e-05,-8.489939019540316e-05,-0.26846030695150264,-0.010709725760038095,-0.006917068728378806,0.7595613614236463,22.883698364179153,181.93205840877118,0.35934397329945494
3,0.9961489088575096,2,0.1889284618300735,0.0004335259371757161,0.0003790138611492466,0.00028910117589475703,0.18879100761114387,0.1889193778115441,-0.00017180662596061325,-8.036570093983286e-05,-0.00012077982110980656,-0.4852968105255246,-0.010878152820706996,-0.014278289500555071,0.7220153093770577,26.135549450026026,498.4737530632896,0.7627720395717028
3,0.9961489088575096,all,0.99723038769298,0.21849580922289036,0.22145408271975953,0.006461513242982164,0.7757252069859533,0.7792027292744024,-0.001751619873056498,-0.001491995907259458,2.5548993633606187e-05,-0.04661773713719749,-0.021073979849625217,6.164218158018007e-05,0.7690949703028294,11.252542373689602,4.50310229301544,0.029177665923454332
4,0.9948186528497409,0,0.642377386597218,0.2280516430747923,0.23053526860894635,0.00605377088095338,0.41093857793021016,0.4143842934136046,-0.001785072673399668,-0.0013040277996196892,0.00045177002903074026,-0.04804257854692464,-0.026144804760333883,0.001467777652923709,0.7845924754565002,8.573026571657985,2.786460355820321,0.026259630109882682
4,0.9948186528497409,1,0.1659245392656885,0.0010162243136413451,0.001056477004738099,0.0003605490507823106,0.16505659325775923,0.16524411518184934,-0.0001601481798427784,-8.651377401980298e-05,-9.426549840441112e-05,-0.2645727053181683,-0.011214673675198352,-0.007138489174016724,0.7600499187777987,21.835260327684967,157.05456770147237,0.34127486842147675
4,0.9948186528497409,2,0.1889284618300735,0.0004842021378124173,0.0004253633388060507,0.0003111121169609987,0.18876314109365921,0.18889806691004196,-0.00018497545798368265,-8.809341986260044e-05,-0.00013002130119588173,-0.4765871154237202,-0.011495461445713137,-0.014510282977046143,0.7168434944832318,25.212954312091963,444.15784011940343,0.7314032230287102
4,0.9948186528497409,all,0.99723038769298,0.22955206952624607,0.2320171089524905,0.006725432048696689,0.7647583122816286,0.7685264755054959,-0.002130196311226129,-0.0014786349935020926,0.0002274832294304474,-0.054214933262379035,-0.020617631938927836,0.0005400416760900636,0.780142750265593,11.005324795812344,4.298089878782086,0.028986793599233396
5,0.9934640522875817,0,0.642377386597218,0.24000245806908538,0.24292690550646512,0.0066674543711542356,0.3983900735183852,0.4025121407903498,-0.0018715034668872477,-0.0012726938874294547,0.0005302037861838471,-0.046784583225531244,-0.024693899580772557,0.0017043185122231957,0.8091184706211747,8.054230602284793,2.644323753509148,0.0274463397014572
5,0.9934640522875817,1,0.1659245392656885,0.0011986909704262416,0.0012550768779817645,0.00041306237093863274,0.1648880069333245,0.16510889182245592,-0.00017833823169155494,-9.608892372847677e-05,-0.00010927227280888019,-0.2534445883334946,-0.011643163012646384,-0.007595918172716906,0.7673742986800597,20.406182978218418,132.20268987227672,0.32911320269309774
5,0.9934640522875817,2,0.1889284618300735,0.0005463180281140012,0.0004860335016019235,0.00034164393389346515,0.18872630590340123,0.18887240254844073,-0.00020096423020277143,-9.777354374929104e-05,-0.0001419387874648237,-0.4651672607822112,-0.012176382427716714,-0.014820121648349062,0.7138144891523823,24.077481492240473,388.7148955933737,0.7029226025931071
5,0.9934640522875817,all,0.99723038769298,0.24174746706762562,0.2446680158860488,0.0074221606759863334,0.7520043863551109,0.7564934351612465,-0.002250805928781574,-0.0014665563549072225,0.00027899272591014324,-0.05313637318051401,-0.019630139837253768,0.0006504203087783804,0.8024084334832415,10.396788807999645,4.075851042816435,0.030335639291091957
6,0.992084432717678,0,0.642377386597218,0.25303516065918075,0.2571642090078967,0.007650228037164197,0.38431257792399265,0.38951722318597604,-0.0017605898442241141,-0.0012227915198224082,0.0004502998326643137,-0.04001571354340191,-0.0225513699015773,0.0014323667258947582,0.8401627358188299,7.367772043979909,2.4979268657773934,0.02974841665050397
6,0.992084432717678,1,0.1659245392656885,0.001426000613873768,0.0015184323434311864,0.0004888544781636028,0.1646629025344737,0.1649374395419727,-0.00019821137430309221,-0.0001071587164473975,-0.00012839780610818252,-0.23739901765834645,-0.011943725698603814,-0.008120111578924066,0.7807962875783759,18.75382231369127,109.27358073178979,0.321946829095423
6,0.992084432717678,2,0.1889284618300735,0.0006212129813008005,0.0005634124587743372,0.0003808188482139485,0.1886786551476689,0.18884035856899573,-0.0002193096853702059,-0.00010955779760624118,-0.00015680288818487043,-0.45089802497947606,-0.01292476601751006,-0.01520825719793863,0.7123099391743071,22.820248713527718,335.3288676666356,0.6759148511596499
6,0.992084432717678,all,0.99723038769298,0.2550823742543553,0.25924605381010224,0.008519901363541749,0.7376541356061352,0.7432950212969445,-0.0021781109038974122,-0.0014395080338760469,0.00016509913837126078,-0.046722113531403896,-0.01815810063805996,0.00037753944996389956,0.8310417019572585,9.592294765971541,3.8466559974079737,0.032864150633446394
7,0.9906790945406124,0,0.642377386597218,0.26683997075703303,0.27260532775108004,0.008947623756512257,0.3688392585172551,0.3755506120796781,-0.0015911333812326234,-0.0011181348605617814,0.0004664001644414384,-0.03256321584693299,-0.019463536809327282,0.0014708654783084283,0.8750355523445004,6.6587420528240715,2.3564373884276475,0.03282262980818359
7,0.9906790945406124,1,0.1659245392656885,0.0017014473201806268,0.0018517050917807865,0.0005905296273454042,0.16436707804678008,0.16472050517768366,-0.00022013592787262226,-0.00011855117294690132,-0.00014712193643617866,-0.21961440814263233,-0.012033101836555978,-0.008433038920878844,0.799246020085695,17.053111287730548,89.6063525461923,0.31891127262467656
7,0.9906790945406124,2,0.1889284618300735,0.000708939170763756,0.0006572293694091513,0.00042786701229147184,0.18861790202208795,0.18879993010341423,-0.00023978840682303826,-0.00012291935758645955,-0.00017333478071179798,-0.4353808204960874,-0.013682782534423373,-0.015568105973483546,0.712715974694669,21.541752562051258,287.4619891072732,0.6510162695196107
7,0.9906790945406124,all,0.99723038769298,0.2692503572479774,0.27511426221227,0.009966020396149133,0.7218242385861231,0.729071047360776,-0.002051057715928284,-0.0013596053910951422,0.00014594344729346176,-0.03959486362524601,-0.01603010110130859,0.0003275007637019229,0.8635758971935785,8.754990249782338,3.624786224000073,0.036225022708781446
8,0.989247311827957,0,0.642377386597218,0.28125331476530846,0.28892578940212843,0.010474589333625772,0.35256211695377715,0.36097165232058614,-0.001401057348402901,-0.0010325267271014127,0.00044474012065620627,-0.025813006155497715,-0.01699084496436739,0.0013934626506012149,0.9014255648393994,6.006925064674227,2.2233300389227413,0.03625356308725762
8,0.989247311827957,1,0.1659245392656885,0.002028642163232064,0.002270335363647291,0.0007252185642983022,0.1639796497329371,0.16444836387381656,-0.0002417626819415375,-0.0001282524415224806,-0.0001627229154479437,-0.19932055354511616,-0.011760782216863074,-0.008433517152782209,0.8231533942507753,15.37019699795195,73.08371349998748,0.3194323516739128
8,0.989247311827957,2,0.1889284618300735,0.0008098761055919113,0.0007698175185026912,0.00048382340554553593,0.1885388856899226,0.18874879670329392,-0.000261940996317378,-0.0001369560794892699,-0.00019012068917589886,-0.4184569112908144,-0.014339612329438166,-0.01578101806360274,0.7169296112600323,20.267262715479,245.41980052304177,0.6284910305582303
8,0.989247311827957,all,0.99723038769298,0.28409183303413243,0.2919659422842784,0.01168363130346961,0.7050806523766369,0.7141688128976966,-0.0019047610266618165,-0.0012977352481131632,9.18965160323637e-05,-0.03306147308652172,-0.014298081891196714,0.00020254128029431633,0.8889270626224072,7.977372979283626,3.4155709391679903,0.04001710340616924
9,0.9877883310719132,0,0.642377386597218,0.29594343288152913,0.305671578295005,0.01217415186101789,0.3358383993327152,0.3462569444673136,-0.001223003223771002,-0.0008778039502388424,0.0004337044847488869,-0.020375294317843677,-0.013728181040633685,0.0013536338547990676,0.9278960899896769,5.435869821609134,2.101528019648777,0.03982755586542809
9,0.9877883310719132,1,0.1659245392656885,0.0024156533909689415,0.0027977837681305573,0.0009043735304885558,0.16348482432658784,0.1641112487995997,-0.00026112157666347,-0.00013897441532062516,-0.00017903441451494473,-0.17666541098018207,-0.011429367880849976,-0.008371257957355764,0.8463307354367734,13.737944699397984,59.30570516411178,0.3232463998076758
9,0.9877883310719132,2,0.1889284618300735,0.0009253196826364274,0.0009049303188533031,0.0005507139433973407,0.1884397933827131,0.18868509706953773,-0.0002855516535902325,-0.00015270546787959915,-0.00020813093574645336,-0.4000145082065507,-0.014990124576185836,-0.01593832790804384,0.7227136343460583,19.002277878731572,208.77680622909975,0.6085705517030159
9,0.9877883310719132,all,0.99723038769298,0.2992844059551345,0.3093742923819889,0.013629239334903787,0.6877630170420161,0.699053290336451,-0.0017696764540247045,-0.0011694838334390667,4.653913448748881e-05,-0.027708691613378723,-0.012079223143628795,0.00010089201163974407,0.914193022464278,7.287100507707648,3.2233783227912336,0.04405420770409575
10,0.9863013698630138,0,0.642377386597218,0.3104945807113779,0.3224267833211343,0.014007665474082387,0.3191839016508311,0.33164700306952,-0.0010377314321630138,-0.0007722819591506891,0.0003833508126263041,-0.015735301849630956,-0.011549748284107333,0.0011949791928202059,0.9448671899982477,4.942186470889931,1.9923201788029368,0.0434444847596016
10,0.9863013698630138,1,0.1659245392656885,0.002870826929143533,0.00344322140085751,0.001132191069189048,0.16286709959240397,0.16370261275733355,-0.00027989829873753536,-0.00014833911488354445,-0.0001928908637864879,-0.15525188813842755,-0.010923935815427596,-0.008145401612842051,0.868980493734335,12.250434091474423,48.18875115738017,0.32881738853826936
10,0.9863013698630138,2,0.1889284618300735,0.001056787141493487,0.0010653821813377817,0.0006299779750804646,0.1883164708633558,0.18860773935739417,-0.00031069146761808497,-0.00016935464481449003,-0.00022669560731003457,-0.38077890735798714,-0.015548563653019397,-0.01600465206102366,0.7311737052507923,17.769250137446143,177.33397942965345,0.5913164178223934
10,0.9863013698630138,all,0.99723038769298,0.31442219478201494,0.3269353869033296,0.0157698345183519,0.6703674721065909,0.6839573551842477,-0.001628321198518634,-0.0010899757188487236,-3.623565847021837e-05,-0.02312437008999195,-0.010600998884033534,-7.740138393702745e-05,0.9308822348401766,6.68421552832303,3.0502369203240995,0.048235324623990085
11,0.9847856154910096,0,0.642377386597218,0.3246838536823873,0.338755247201334,0.015856735932629817,0.30266905463213334,0.3173580215370748,-0.0008926712068415554,-0.0005838844166703439,0.0004765423818753334,-0.012440971176863666,-0.008428222213884774,0.0014882452515980586,0.9631775152748282,4.532724365579774,1.8962876351120572,0.046808827504908314
11,0.9847856154910096,1,0.1659245392656885,0.003400008420890721,0.004215910916968824,0.0014126556600331241,0.16213197265460622,0.16321887612866703,-0.0002983765819775108,-0.00016287627946898198,-0.00021167215294326525,-0.13614653141145935,-0.010762306346754043,-0.008096245728064512,0.8847020657071074,10.939382919689137,39.35674698387265,0.3350772081893994
11,0.9847856154910096,2,0.1889284618300735,0.0012057740442372733,0.0012562377893630128,0.0007249109221447725,0.1881684055842925,0.1885157473370782,-0.0003372235885095165,-0.00018878430964219817,-0.0002480907717909986,-0.36069710652469666,-0.016164051370092247,-0.01613620233499536,0.7395758514940738,16.56413929302991,150.39227718652808,0.5770491289808639
11,0.9847856154910096,all,0.99723038769298,0.3292896361475153,0.3442273959076658,0.017994302514807714,0.652969432871032,0.6690926450028201,-0.0015282713773285828,-0.000935545005781524,1.6779457141069543e-05,-0.0198538135733695,-0.008630793987070215,3.539229822535651e-05,0.9480088208469513,6.178105892850338,2.897010521383583,0.052274463708386634
12,0.9832402234636871,0,0.642377386597218,0.3383625574259952,0.35442348554352066,0.017659123985140468,0.28678949617460603,0.30357607385667507,-0.0007990979338075022,-0.00043627355182707106,0.0005822024395456538,-0.010337708465901499,-0.006130454693971607,0.001826127742171688,0.9752947228755979,4.194683094169163,1.8124571671996004,0.04982492612773556
12,0.9832402234636871,1,0.1659245392656885,0.004007725154014707,0.005117927474259432,0.0017451525574756488,0.16127809821045958,0.1626573615212692,-0.0003174751186154623,-0.00018294459681067465,-0.00023574320951524896,-0.12004498727610567,-0.010904736893216051,-0.008205488317570588,0.8951698543333639,9.815919925024543,32.42025997832217,0.3409881375327957
12,0.9832402234636871,2,0.1889284618300735,0.0013741754629705838,0.0014818212117688745,0.0008375989051216948,0.18799174930609297,0.18840792661649175,-0.00036497657816170204,-0.000210710533289582,-0.0002725543438941713,-0.34019337346473244,-0.01679185986496146,-0.01632998590544969,0.7484350421172437,15.4060067757603,127.49747427663455,0.5652496390720707
12,0.9832402234636871,all,0.99723038769298,0.3437444580429805,0.36102323422954896,0.02024187544773781,0.6360593436911586,0.654641361994436,-0.0014815496305846665,-0.0008299286819273277,7.390488613623347e-05,-0.017761227532339864,-0.007314195786332891,0.0001542257026551314,0.9589994176147311,5.755552727361418,2.7622332668454024,0.05606806855779106
13,0.9816643159379408,0,0.642377386597218,0.35144118096980037,0.36930850509088486,0.019363181340850133,0.27186632938537514,0.2904345795541303,-0.0007479286098828197,-0.0003974654741227823,0.0006012760604789946,-0.00906662106627147,-0.005478142705491678,0.001897586344604501,0.9794731316550624,3.915057617740676,1.7394058835420871,0.05243091094283073
13,0.9816643159379408,1,0.1659245392656885,0.004695938277114564,0.006152487392569128,0.002131364214392306,0.16031439805374248,0.16201479755545733,-0.0003374075494688711,-0.00021548263962767322,-0.00027117309031154946,-0.10665096044475222,-0.011657278918199924,-0.008634455584417286,0.8988991941533974,8.857201835325132,26.9686922830739,0.3464231746279614
13,0.9816643159379408,2,0.1889284618300735,0.0015639321662561656,0.0017446925168940197,0.000969507657231361,0.1877833165563061,0.18828234228567453,-0.00039437365329675345,-0.00023524086662263244,-0.000299773621563304,-0.32027520345801574,-0.017434465856521027,-0.016561720950601145,0.7573604861518952,14.314432269343618,108.28754064149508,0.5556896976650776
13,0.9816643159379408,all,0.99723038769298,0.3577010514131711,0.377205685000348,0.0224640532124738,0.6199640439954237,0.6407317193952622,-0.0014797098126484443,-0.000848188980373088,3.032934860414116e-05,-0.016507160952327585,-0.007187292423239974,6.271778570615068e-05,0.9622423891026884,5.401912471993714,2.6437310659622217,0.0595538564389693
14,0.98005698005698,0,0.642377386597218,0.36377966882972146,0.3831714944317355,0.020895957728043868,0.2579815400968073,0.27808349422411993,-0.0007520660630149223,-0.00039700170904666265,0.0006121760343376081,-0.008625924238878781,-0.005407131358957275,0.0019470872447709597,0.9810010283226283,3.6875534373005334,1.676474883785129,0.054534217789435846
14,0.98005698005698,1,0.1659245392656885,0.005460076932735092,0.0073040436301994305,0.0025578565194450675,0.159233134247188,0.16129114593786653,-0.0003569449109903644,-0.0002499226681393907,-0.0003063193058494562,-0.09551327218930988,-0.012383711823482729,-0.008982060335084219,0.9022921472571057,8.061254788833319,22.71680560335838,0.3501973220517616
14,0.98005698005698,2,0.1889284618300735,0.0017757823960309338,0.0020467195083710976,0.001121251456055461,0.18753938524605474,0.18813592390506528,-0.00042515717185764856,-0.0002623566769868191,-0.00032882146217616537,-0.30130277134322125,-0.018092324453671132,-0.016783585589146013,0.7660144157941303,13.304268156241921,92.3079401243574,0.5478285869018859
14,0.98005698005698,all,0.99723038769298,0.3710155281584875,0.392522257570306,0.024575065703544396,0.60475405959005,0.6275105640670517,-0.0015341681458629353,-0.0009092810541728724,-2.296473368801344e-05,-0.016066806898833677,-0.007458670162548265,-4.7134605145246826e-05,0.9629998525683807,5.110755659941884,2.5405702949580196,0.06260808203759674
15,0.9784172661870503,0,0.642377386597218,0.37523884621711545,0.3959873856874765,0.022345370490711502,0.24478124278539326,0.2664811353024561,-0.0007984155101752322,-0.00032273903775603685,0.0008043790621741209,-0.008719293349938498,-0.0043638383261607235,0.002583634136048732,0.9855567828740994,3.4935132744214656,1.6222167922899415,0.05642950078300486
15,0.9784172661870503,1,0.1659245392656885,0.006295644916159304,0.008571371421908225,0.003031194895470435,0.15799862222047523,0.16048247083381284,-0.0003777341948607571,-0.0002736731571868489,-0.0003227271883474714,-0.08646876548805695,-0.012505429782489896,-0.008769680010861692,0.9097144305713225,7.3825467823347966,19.357991982658607,0.3536417623582116
15,0.9784172661870503,2,0.1889284618300735,0.002010508035738212,0.002391234345736848,0.0012947666254774504,0.18724864387331763,0.18796383205335587,-0.0004570201577394073,-0.00028978924482681023,-0.0003557081944904894,-0.28326094591872053,-0.018611319917562926,-0.01681022241891047,0.776184187076996,12.373324163506505,79.00876054532249,0.5414637121559385
15,0.9784172661870503,all,0.99723038769298,0.38354499916901297,0.40694999145512156,0.026671332011659388,0.5900285088791861,0.6149274381896248,-0.0016331698627753966,-0.000886201439769696,0.00012594367933616013,-0.016147334503344053,-0.007064372647230957,0.0002570214425052511,0.9667732590414947,4.858412130573746,2.4504986082619307,0.06553958120576764
16,0.9767441860465116,0,0.642377386597218,0.3858336086956342,0.408089483891672,0.023794569986421266,0.23216215013235342,0.2555108850792749,-0.000769347395191744,-0.00022291747011848884,0.0010628762865962926,-0.008029408065621003,-0.0029992278947866616,0.003453101207930265,0.9906315823212732,3.316028314729457,1.5741091401603922,0.05830723634313883
16,0.9767441860465116,1,0.1659245392656885,0.00720316444565583,0.009985566254954392,0.0035615817556617912,0.15661321142397355,0.15958367423445452,-0.00038958997318161437,-0.0002955593264610812,-0.00033711920661971817,-0.07691740913485208,-0.012514370590450604,-0.008524775484284049,0.9170145888154231,6.785974276962446,16.616437669056992,0.35667298826390476
16,0.9767441860465116,2,0.1889284618300735,0.0022712647440243927,0.0027929168109608327,0.00149777243399285,0.18690034559404012,0.18776277564757038,-0.000488060183528205,-0.00031767112510783235,-0.00038240028746372445,-0.2646162938169162,-0.0189867124147166,-0.01673725210740442,0.7879042784483848,11.494088443664248,67.64557436462901,0.536275347734965
16,0.9767441860465116,all,0.99723038769298,0.39530803788531443,0.4208679669575872,0.028853924176075907,0.5756757071503671,0.6028573349612998,-0.0016469975519015634,-0.0008361479216874024,0.00034335679251285,-0.015421360442355037,-0.006487714350918893,0.0006975635123194706,0.9710213447368559,4.624823995772003,2.3694613655248213,0.06855813804186159
17,0.9750367107195301,0,0.642377386597218,0.3956780465085501,0.4195712872533477,0.025133260285656434,0.22033723257482052,0.2451590376731474,-0.0006200097704294194,-0.00015572767601668147,0.0012344333845248912,-0.0062173188660530855,-0.002092654071990093,0.004059951383942027,0.9938039206117021,3.157760131539643,1.531032761565818,0.059902240809153226
17,0.9750367107195301,1,0.1659245392656885,0.008184745181836206,0.011514821593095803,0.004122002383098788,0.15511173413688084,0.15859289917716524,-0.00039596298591959567,-0.00032041859716169796,-0.00035100823214406773,-0.06817072139953677,-0.012671886337724082,-0.00830551120807247,0.922266275615101,6.2829006373159455,14.409649157323946,0.3579736211953391
17,0.9750367107195301,2,0.1889284618300735,0.0025616605028062622,0.003254276412121726,0.0017295675613695494,0.1865034958900651,0.1875304917266476,-0.0005184758260270428,-0.00035128574901044374,-0.0004146552360566602,-0.24631959422143584,-0.019559073449538663,-0.016831252925568974,0.7968938844272265,10.684533494127589,58.05544394641504,0.531475308897287
17,0.9750367107195301,all,0.99723038769298,0.40642445219319256,0.4343403852585652,0.03098483023012477,0.5619524626017665,0.5912824285769602,-0.0015344485823760579,-0.0008274320221888232,0.0004687699163241632,-0.013673757240692272,-0.006270583777156805,0.0009488440470837734,0.9732955767050046,4.4164481691139885,2.295965149773773,0.07133766806344598
18,0.9732937685459941,0,0.642377386597218,0.40487487744076134,0.4303405045066029,0.026358552187502937,0.20942492971516913,0.23543960326060187,-0.000446462560830696,-0.0001719391622856392,0.0013059761877229903,-0.004321791940641483,-0.002314194416223147,0.0043502574242415505,0.9934769117414894,3.018727587969322,1.4927188583694235,0.06125045611898358
18,0.9732937685459941,1,0.1659245392656885,0.009238722164859325,0.01316728630729358,0.004729123345214248,0.153487395204138,0.15751305898447754,-0.00040027960138999674,-0.00035172974043717886,-0.00036507112287154087,-0.06055739495369717,-0.013055166436866404,-0.008120690976646461,0.9256247480216137,5.841313212770525,12.601270709347311,0.3591570225517696
18,0.9732937685459941,2,0.1889284618300735,0.0028839841904471086,0.0037754025408958114,0.001989797910539437,0.18605589961225633,0.18726569577120245,-0.0005491897800453671,-0.0003900012548880838,-0.00045142016153931763,-0.22925642927825457,-0.02026934881071052,-0.017032468608217517,0.8039995655727903,9.949438576897139,50.04193851743432,0.5270425839326013
18,0.9732937685459941,all,0.99723038769298,0.4169975837960678,0.4472831933547923,0.03307747344325662,0.5489682245315635,0.5802183580162819,-0.0013959319422660599,-0.0009136701576109019,0.0004894849033121318,-0.011885879172674347,-0.006780311893524947,0.0009878122514895204,0.9723778734437418,4.230687429527593,2.2295279646288,0.07395197032815636
19,0.9715142428785608,0,0.642377386597218,0.4135031839593353,0.44037987224874087,0.027397500212828163,0.19935667954268865,0.22635053138947114,-0.00026040596171128527,-0.00020182414225189405,0.0013204174028942361,-0.002446560863491711,-0.0027308776944150997,0.0044563789414935,0.9926334833220516,2.899820560583483,1.4586892523425374,0.062213334303692164
19,0.9715142428785608,1,0.1659245392656885,0.01036226492517045,0.014917190377218503,0.0053559480783178515,0.1517478255336755,0.15634831445640884,-0.0004005113131348992,-0.00037772985227313427,-0.00037023832260274503,-0.053761238271581704,-0.013249573277904195,-0.007781738189276259,0.9294746986434999,5.464617450965786,11.123042280072262,0.35904536597571635
19,0.9715142428785608,2,0.1889284618300735,0.0032398111692373277,0.004356355057893779,0.0022754802378699424,0.18554001482698368,0.1869662146345945,-0.0005794681746067454,-0.00042464045072709844,-0.00048395402740197824,-0.2134190613854456,-0.020666457278917236,-0.01702251322890501,0.813384250207947,9.291748280415906,43.368471880576486,0.5223358077176787
19,0.9715142428785608,all,0.99723038769298,0.42710526005374305,0.45965341768385315,0.03502892852901596,0.5366445199033478,0.5696650604804745,-0.0012403854494529298,-0.0010041944452521268,0.0004662250528895129,-0.01014088310020567,-0.007324214229453725,0.0009387220314125597,0.9713324247294544,4.069897990883324,2.1695267550014585,0.07620726221404633
20,0.9696969696969697,0,0.642377386597218,0.4216362433426184,0.4496537595114205,0.028230316245299036,0.1901522330226726,0.2179069140474894,-0.00010640003824846644,-0.00023781754404694766,0.0012856970315624494,-0.0009752477225937058,-0.0032459012507217943,0.004396922510314846,0.9915758101333155,2.800071599808754,1.428604505153487,0.0627823422981567
20,0.9696969696969697,1,0.1659245392656885,0.01155222810238854,0.016719503502599764,0.005966155481587521,0.14993408832378918,0.15510589545738185,-0.0003994400406881482,-0.0003971740026322834,-0.00036452628035021917,-0.04811399690416226,-0.013279549386814445,-0.00728059652575263,0.9334288213141572,5.154106741074979,9.924011154989646,0.3568380771988729
20,0.9696969696969697,2,0.1889284618300735,0.0036306572806665827,0.004990926795926498,0.0025801315042599526,0.1849567758545163,0.18662778237194289,-0.0006099309945000186,-0.00045456218373640667,-0.0005096204101846524,-0.19928157858983286,-0.020808331536516424,-0.016773399464974803,0.8238220869804903,8.714194358255517,37.85438447710221,0.5169644055620708
