batch_start,batch_size,inverse_maximum_iterations,inverse_maximum_relative_residual,signal_rms,second_increment_rms,inverse_noise_shift_rms,inverse_noise_shift_to_noise,null_noise_cycle_rms,null_switch_cycle_rms,guided_switch_cycle_rms,guided_cycle_to_signal,guided_cycle_to_second_increment
16,8,3,0.0009646355756558478,0.2005191445350647,0.10794179141521454,0.10569809377193451,0.10568338632583618,0.0019739028066396713,0.023767752572894096,0.004810255020856857,0.03045235201716423,0.043410006910562515
48,8,3,0.0009675313485786319,0.20641197264194489,0.13331110775470734,0.10970836877822876,0.10971389710903168,0.002047120127826929,0.022831808775663376,0.01163499802350998,0.055144257843494415,0.0816759318113327
80,8,3,0.0009121918119490147,0.18670302629470825,0.14011669158935547,0.10472509264945984,0.10471221804618835,0.002012861892580986,0.02685895375907421,0.02130044437944889,0.11644484102725983,0.11277168244123459
112,8,3,0.0009209897252731025,0.19619759917259216,0.12310722470283508,0.11611650139093399,0.1161259263753891,0.0020870245061814785,0.01764395833015442,0.003956705331802368,0.021861497312784195,0.0317823700606823
144,8,3,0.0009755795472301543,0.2663884460926056,0.17035925388336182,0.11604328453540802,0.11614908277988434,0.0020380367059260607,0.02813737839460373,0.04513869062066078,0.1790839582681656,0.19059111177921295
176,8,3,0.0009232762968167663,0.1969027817249298,0.13346032798290253,0.10848046839237213,0.10842686891555786,0.002029962372034788,0.031447671353816986,0.00293563399463892,0.015323204919695854,0.025105353444814682
208,8,3,0.000934970157686621,0.20762041211128235,0.12497523427009583,0.10607847571372986,0.10607929527759552,0.002016567625105381,0.023803234100341797,0.0076742228120565414,0.026880349963903427,0.04595990478992462
240,8,3,0.0009339539101347327,0.21642740070819855,0.14030778408050537,0.10849349200725555,0.1084260642528534,0.0020011570304632187,0.02391921728849411,0.019574426114559174,0.07832188159227371,0.11756958067417145
272,8,3,0.0009566312073729932,0.1985686868429184,0.13520461320877075,0.10502348095178604,0.10498540103435516,0.002027369337156415,0.01798926293849945,0.002525435760617256,0.013852378353476524,0.020664643496274948
304,8,3,0.000938182754907757,0.21133512258529663,0.16187819838523865,0.11442214250564575,0.11437275260686874,0.002024460583925247,0.011229313910007477,0.03326398879289627,0.1196414977312088,0.13318082690238953
336,8,3,0.0009250374278053641,0.24621136486530304,0.1357424110174179,0.11249607801437378,0.11249745637178421,0.0020492365583777428,0.03179856389760971,0.006728009320795536,0.025213126093149185,0.05783126875758171
368,8,3,0.0009727483266033232,0.1874266266822815,0.13706561923027039,0.11004431545734406,0.10996580868959427,0.0020491378381848335,0.03616306930780411,0.016747549176216125,0.08997088670730591,0.1258552521467209
