batch_start,batch_size,inverse_maximum_iterations,inverse_maximum_relative_residual,signal_rms,second_increment_rms,inverse_noise_shift_rms,inverse_noise_shift_to_noise,null_noise_cycle_rms,null_switch_cycle_rms,guided_switch_cycle_rms,guided_cycle_to_signal,guided_cycle_to_second_increment
400,8,3,0.0009761108085513115,0.20729270577430725,0.1351323425769806,0.119404137134552,0.11940092593431473,0.002061154693365097,0.03213821351528168,0.005670312792062759,0.028174927458167076,0.04546535015106201
432,8,3,0.0009827347239479423,0.25489604473114014,0.13849273324012756,0.12101827561855316,0.1210864782333374,0.0020519106183201075,0.03315439820289612,0.002858386840671301,0.011603252962231636,0.021029382944107056
464,8,3,0.0009808085160329938,0.23067404329776764,0.14555302262306213,0.12053027749061584,0.12045802175998688,0.0020365100353956223,0.039170071482658386,0.03621932119131088,0.18070648610591888,0.14504633843898773
496,8,3,0.0009693062747828662,0.23671892285346985,0.1526900827884674,0.11781175434589386,0.11779601126909256,0.002018129685893655,0.041592564433813095,0.00575944734737277,0.024057555943727493,0.04124097526073456
528,8,3,0.0009861571015790105,0.24496760964393616,0.15975572168827057,0.12378447502851486,0.12379305809736252,0.0020525073632597923,0.040168218314647675,0.00865095853805542,0.029233146458864212,0.042134836316108704
560,8,3,0.0009574044961482286,0.2251981645822525,0.12825775146484375,0.11874545365571976,0.11868540197610855,0.0020406940020620823,0.023691803216934204,0.005346394143998623,0.025158129632472992,0.04216694086790085
592,8,3,0.000988942920230329,0.21939490735530853,0.14777174592018127,0.12025277316570282,0.12020529806613922,0.0020283679477870464,0.024881042540073395,0.0030205969233065844,0.013648616150021553,0.019634779542684555
624,8,3,0.0009556061704643071,0.22056645154953003,0.12634198367595673,0.12023378908634186,0.1200946718454361,0.0020119654946029186,0.03631372004747391,0.003302275901660323,0.014484153129160404,0.026878193020820618
656,8,3,0.0009459334542043507,0.2157912701368332,0.11982136219739914,0.11845772713422775,0.11848264932632446,0.0020161631982773542,0.020170416682958603,0.004492228850722313,0.020185422152280807,0.03368651494383812
688,8,3,0.0009740372188389301,0.25799500942230225,0.15418151021003723,0.11997275054454803,0.11989177763462067,0.0020501678809523582,0.02136312983930111,0.02122313529253006,0.08836152404546738,0.10819023847579956
720,8,3,0.0009423564770258963,0.2385341227054596,0.15159447491168976,0.11829470843076706,0.1183437705039978,0.0020270864479243755,0.01852709800004959,0.0036996195558458567,0.0156498271971941,0.025053612887859344
752,8,3,0.000993934809230268,0.23385566473007202,0.15286211669445038,0.12030844390392303,0.12032025307416916,0.002045760164037347,0.08003409206867218,0.02487197518348694,0.08441159129142761,0.13817816972732544
784,8,3,0.0009638918563723564,0.2347468137741089,0.16178491711616516,0.12016086280345917,0.12015200406312943,0.0020218542777001858,0.04042355716228485,0.020187094807624817,0.07035959511995316,0.1033267080783844
816,8,3,0.0009370723273605108,0.22460466623306274,0.1370399296283722,0.12057410180568695,0.1206066682934761,0.0020321346819400787,0.034630537033081055,0.023584412410855293,0.11964768916368484,0.20065808296203613
848,8,3,0.0009273383766412735,0.2323763221502304,0.12583136558532715,0.11519505083560944,0.11519298702478409,0.0019983435049653053,0.06148187443614006,0.00354072661139071,0.014858638867735863,0.027562648057937622
880,8,3,0.000976999057456851,0.24874362349510193,0.17600798606872559,0.12267237901687622,0.12268394231796265,0.0020423270761966705,0.030865127220749855,0.008419685065746307,0.032827652990818024,0.04381093382835388
912,8,3,0.0009820455452427268,0.21104738116264343,0.22693988680839539,0.11979876458644867,0.1197630912065506,0.0020429734140634537,0.018535491079092026,0.005345296114683151,0.024428170174360275,0.032331667840480804
944,8,3,0.0009062971221283078,0.21180081367492676,0.16660372912883759,0.11902257800102234,0.11904460191726685,0.0020858554635196924,0.06167520582675934,0.03513038158416748,0.14999303221702576,0.13492093980312347
976,8,3,0.0008991953218355775,0.20660936832427979,0.1321885734796524,0.11567313969135284,0.11571142077445984,0.002015370409935713,0.02997235208749771,0.003043564036488533,0.015031585469841957,0.023234648630023003
