rank,condition,batch_start,batch_end,active_frequency_steps,mean_frequency_direction_rms,mean_frequency_model_gap_cosine
1,no_ig,0,1,0,0.0,0.0
1,scalar_ig,0,1,0,0.0,0.0
1,freq_alpha_m0p5,0,1,69,0.2765819096823631,0.42939673049288457
1,freq_alpha_0p5,0,1,69,0.23049672709143143,0.37096741066442823
1,freq_alpha_1,0,1,69,0.20447107496137293,0.349541619154046
