update,candidate_loss,candidate_gradient_norm,control_loss,control_gradient_norm,elapsed_seconds
27,6.804553413530812e-05,0.01042842399328947,6.05586901656352e-05,0.010194766335189342,6.724302771966904
28,6.796233355998993e-05,0.01004655659198761,6.920106534380466e-05,0.009832903742790222,6.958680670009926
29,5.052654159953818e-05,0.01039960142225027,4.056789475725964e-05,0.010135790333151817,7.192734618904069
30,6.474326073657721e-05,0.009778276085853577,6.143778591649607e-05,0.009575470350682735,7.42705659288913
31,8.771953434916213e-05,0.01126694492995739,8.78971186466515e-05,0.011040993966162205,7.661897653946653
32,5.771271389676258e-05,0.01044442132115364,5.968655023025349e-05,0.010230510495603085,7.896753615932539
33,5.797631456516683e-05,0.008622591383755207,5.6476328609278426e-05,0.008474345318973064,8.131838719826192
34,4.90352904307656e-05,0.009393027983605862,4.284374153940007e-05,0.009300035424530506,8.366280484944582
35,0.00010047003161162138,0.010214271023869514,9.909946675179526e-05,0.009978695772588253,8.601168192923069
36,7.177364750532433e-06,0.009641298092901707,-3.207198460586369e-06,0.009502367116510868,8.835555299883708
37,2.9539171009673737e-05,0.009650329127907753,3.121487679891288e-05,0.009396894834935665,9.070156118832529
38,0.00010834918066393584,0.009167551063001156,0.00010074383317260072,0.009017344564199448,9.30477391788736
39,6.345941801555455e-05,0.009765829890966415,6.060638406779617e-05,0.009447799064218998,9.539543743012473
40,0.00012743836850859225,0.010534102097153664,0.00011652772809611633,0.010355995036661625,9.773839914938435
41,1.3570062947110273e-05,0.009727085940539837,8.464801794616506e-06,0.009608893655240536,10.008259424939752
42,9.963785123545676e-05,0.00952678918838501,0.0001053358064382337,0.009377023205161095,10.242850390030071
43,7.975337211973965e-05,0.010032336227595806,6.802285497542471e-05,0.009916506707668304,10.477496134815738
44,5.1745995733654127e-05,0.010310583747923374,3.880643271259032e-05,0.010127194225788116,10.712438009912148
45,7.419390021823347e-05,0.008940479718148708,6.929202936589718e-05,0.008791509084403515,10.947074757888913
46,9.520408639218658e-05,0.009440196678042412,9.260114165954292e-05,0.00932884868234396,11.181462213862687
47,7.951510633574799e-05,0.009255691431462765,6.886423943797126e-05,0.009057561866939068,11.417826710036024
48,5.0443548389011994e-05,0.007898451760411263,4.349823939264752e-05,0.007790633477270603,11.652543760836124
49,2.4147442672983743e-05,0.010504144243896008,1.5509587683482096e-05,0.010335714556276798,11.887462742859498
50,0.00010613627091515809,0.009543005377054214,9.603762009646744e-05,0.009409507736563683,12.122174653923139
51,0.00012153174611739814,0.008641266264021397,0.000116843766591046,0.008562872186303139,12.357240906916559
52,7.303369784494862e-05,0.009305321611464024,5.8008707128465176e-05,0.009097674861550331,12.592465898022056
53,4.771025851368904e-05,0.009261643514037132,4.289624484954402e-05,0.009127799421548843,12.827170239994302
54,4.190599429421127e-05,0.010411462746560574,4.084717875230126e-05,0.010203159414231777,13.061875310959294
55,5.4657532018609345e-05,0.011296272277832031,4.47278653155081e-05,0.010964971967041492,13.296802937984467
56,0.00010150292655453086,0.009972190484404564,0.00010195223148912191,0.009788616560399532,13.532010702881962
57,8.344226807821542e-05,0.00899634137749672,7.727552292635664e-05,0.008819527924060822,13.767337225843221
58,7.943117816466838e-05,0.011907615698873997,6.955311982892454e-05,0.011583159677684307,14.002564558992162
59,9.774245700100437e-05,0.008746528998017311,9.277248318539932e-05,0.008509120903909206,14.238073146902025
60,6.669270806014538e-05,0.009251315146684647,6.376604142133147e-05,0.009161524474620819,14.473077100003138
61,0.00016401559696532786,0.009773063473403454,0.00015598176105413586,0.009615994989871979,14.708380390889943
62,7.183013076428324e-05,0.009768296033143997,6.485504127340391e-05,0.009531225077807903,14.943701355019584
63,0.00015440263086929917,0.009473435580730438,0.0001417196326656267,0.00930139422416687,15.17870836192742
64,8.930104377213866e-05,0.009581622667610645,7.461742643499747e-05,0.009349915198981762,15.414669467834756
65,8.929176692618057e-05,0.012327446602284908,8.215753041440621e-05,0.012015005573630333,15.650785153033212
66,0.00010396754078101367,0.009598013013601303,9.025000326801091e-05,0.009396353736519814,15.886091943830252
67,9.053463872987777e-05,0.009399591013789177,9.347179729957134e-05,0.009261153638362885,16.122126259841025
68,0.0001049421334755607,0.010793250985443592,0.00010464011575095356,0.010545416735112667,16.357888884842396
69,9.921196033246815e-05,0.009651475585997105,9.2702655820176e-05,0.009488135576248169,16.59404783300124
70,0.00016450622933916748,0.009571031667292118,0.00016335598775185645,0.009345617145299911,16.829704825999215
71,0.00010421480692457408,0.009683511219918728,9.754607162903994e-05,0.009481695480644703,17.065365670947358
72,0.00011773630103562027,0.008979377336800098,0.00011329757398925722,0.008859232068061829,17.300637520849705
73,4.7195397200994194e-05,0.009328058920800686,4.308415373088792e-05,0.009241238236427307,17.536644384032115
74,4.723543315776624e-05,0.010815352201461792,4.035098754684441e-05,0.010606381110846996,17.772387106902897
75,0.00012480278383009136,0.010049787349998951,0.00011626626655925065,0.009937657043337822,18.00831977580674
76,7.548315625172108e-05,0.011024839244782925,6.674415635643527e-05,0.010862143710255623,18.243626554962248
77,0.00010535503679420799,0.009781369008123875,9.350890468340367e-05,0.009626644663512707,18.479242178844288
78,8.403421088587493e-05,0.010406047105789185,7.27064543752931e-05,0.01032097078859806,18.715098422951996
79,9.134557330980897e-05,0.009449081495404243,8.620684820925817e-05,0.009325004182755947,18.95064339484088
80,0.00011558619007701054,0.010834955610334873,0.00011928213643841445,0.010653408244252205,19.18635037401691
81,0.00012990806135348976,0.011380523443222046,0.00014055629435461015,0.0112471217289567,19.422330828849226
82,0.00012599382898770273,0.009676020592451096,0.00011764233931899071,0.009573513641953468,19.658558399882168
83,9.457259147893637e-05,0.010003414936363697,8.56397527968511e-05,0.009807039052248001,19.89450420695357
84,0.00010081609070766717,0.009720366448163986,0.00010207309969700873,0.00953687634319067,20.130275659961626
85,0.00017696505528874695,0.010067831724882126,0.00016271427739411592,0.009819120168685913,20.366239331895486
86,0.00014817061310168356,0.010253291577100754,0.0001400632900185883,0.010097402147948742,20.602320950943977
87,5.678615707438439e-05,0.008790569379925728,4.789701051777229e-05,0.008620945736765862,20.83966042799875
88,0.00013341967132873833,0.0106632299721241,0.00012838334077969193,0.010444045066833496,21.07571024284698
89,0.00010865079093491659,0.009724464267492294,0.00010300237772753462,0.009589082561433315,21.31098388391547
90,8.917849481804296e-05,0.008564717136323452,7.596336217829958e-05,0.008414706215262413,21.546977957012132
91,0.0001225197920575738,0.010023247450590134,0.00012191340647405013,0.009846948087215424,21.782822593813762
92,6.499106530100107e-05,0.010651384480297565,5.82665488764178e-05,0.010456196963787079,22.018347184872255
93,0.00012143101776018739,0.00965433195233345,0.00011334949522279203,0.009512639604508877,22.253619897877797
94,0.00012347858864814043,0.009924616664648056,0.00011244783672736958,0.009832420386373997,22.48991231690161
95,7.8729004599154e-05,0.009207774884998798,7.163498230511323e-05,0.009058148600161076,22.726100903004408
96,7.706046017119661e-05,0.009716338478028774,5.847875581821427e-05,0.009584708139300346,22.962504508905113
97,8.267632802017033e-05,0.009299030527472496,6.813720392528921e-05,0.009119119495153427,23.198841953882948
98,8.619457366876304e-05,0.009244149550795555,8.085826993919909e-05,0.009073787368834019,23.435121780028567
99,7.984093099366874e-05,0.011238623410463333,6.039174331817776e-05,0.011082516051828861,23.671216482995078
100,0.00012679913197644055,0.010397897101938725,0.00012661065557040274,0.010199690237641335,23.90728165092878
101,0.00017988026957027614,0.010125427506864071,0.00017032715550158173,0.009988156147301197,24.143163989996538
102,9.913714893627912e-05,0.009144446812570095,8.751942368689924e-05,0.009013853967189789,24.379064633976668
103,0.00011656427523121238,0.009583847597241402,0.00010621968249324709,0.009410517290234566,24.615154308034107
104,0.00014020450180396438,0.008249121718108654,0.00013228767784312367,0.008150985464453697,24.85114266886376
105,9.131662227446213e-05,0.010518553666770458,8.445409184787422e-05,0.010324199683964252,25.087534511927515
106,8.480364340357482e-05,0.010285784490406513,8.603723836131394e-05,0.010027768090367317,25.323414023034275
107,0.0001396216539433226,0.010309827513992786,0.0001407536183251068,0.0100862430408597,25.55927960993722
108,0.00012393160432111472,0.010152085684239864,0.00010137989011127502,0.009915487840771675,25.795214267913252
109,9.638959454605356e-05,0.010257456451654434,9.387304453412071e-05,0.010093801654875278,26.03104234789498
110,7.185568392742425e-05,0.00866849347949028,6.900155858602375e-05,0.008509545587003231,26.267395363887772
111,0.00011737153545254841,0.009984669275581837,0.00010908812691923231,0.009780061431229115,26.502659408841282
112,0.00010095732432091609,0.0099408570677042,9.182064241031185e-05,0.009765340015292168,26.738565695937723
113,8.221598545787856e-05,0.008768363855779171,7.611382170580328e-05,0.008614703081548214,26.975129461847246
114,0.00011147781333420426,0.009108268655836582,0.00010565710545051843,0.008908395655453205,27.21067518182099
115,6.524814671138301e-05,0.009662770666182041,5.582849553320557e-05,0.009545541368424892,27.446869533974677
116,0.00010533434397075325,0.010127539746463299,9.464900358580053e-05,0.009931451641023159,27.68332093092613
117,0.00011559600534383208,0.010318311862647533,0.00010939521598629653,0.010098339058458805,27.91901693982072
118,0.00012689066352322698,0.010662605985999107,0.0001217135286424309,0.01043737679719925,28.15518565592356
119,6.7705157562159e-05,0.009932461194694042,6.30332506261766e-05,0.009702683426439762,28.391112766927108
120,9.74474532995373e-05,0.010043226182460785,7.718417327851057e-05,0.009793478064239025,28.627049621893093
121,7.693444786127657e-05,0.010605383664369583,7.123136310838163e-05,0.0104804877191782,28.8633814540226
122,8.862805407261476e-05,0.010326521471142769,8.658786828164011e-05,0.010095936246216297,29.099265676923096
123,4.6345070586539805e-05,0.009738338179886341,3.540623583830893e-05,0.00966978631913662,29.334845986915752
124,6.045492773409933e-05,0.008579764515161514,4.495943721849471e-05,0.008435013704001904,29.570940292906016
125,0.00013660242257174104,0.01001376286149025,0.00014123973960522562,0.009859413839876652,29.806946536991745
126,0.00014955157530494034,0.010120282880961895,0.00014434821787290275,0.009957743808627129,30.0430768430233
127,7.643127901246771e-05,0.009462564252316952,6.95902417646721e-05,0.009324080310761929,30.27912419498898
128,0.00012461662117857486,0.00997917354106903,0.00012584988144226372,0.00989519339054823,30.515221501002088
129,0.00013386167120188475,0.009909109212458134,0.00013153291365597397,0.009707369841635227,30.7518329359591
130,0.0001144124471466057,0.00984213687479496,0.00011642090976238251,0.009618441574275494,30.987897460814565
131,0.00010741362348198891,0.010106614790856838,0.00010173638293053955,0.009968696162104607,31.22391226189211
132,6.721891986671835e-05,0.009153272956609726,6.302052497630939e-05,0.009012416005134583,31.459831638960168
133,0.00012531540414784104,0.008073578588664532,0.00011409551370888948,0.007921205833554268,31.696256699971855
134,8.335609163623303e-05,0.010361261665821075,8.29092605272308e-05,0.010184192098677158,31.931789697846398
135,0.00018782798724714667,0.010568378493189812,0.0001775940618244931,0.010313761420547962,32.16799937188625
136,0.00014269727398641407,0.008861187845468521,0.00013748076162301004,0.008728512562811375,32.40379633102566
137,0.0001102265523513779,0.00913507491350174,0.00010371825192123652,0.009004371240735054,32.64002972492017
138,0.0001237844116985798,0.009185157716274261,0.00012299430090934038,0.009087678045034409,32.875967491883785
139,9.522515756543726e-05,0.008975776843726635,9.594416042091325e-05,0.008883305825293064,33.1120078319218
140,0.00015970488311722875,0.010126604698598385,0.00014611115329898894,0.009908082894980907,33.34816711395979
141,0.0001051322469720617,0.009625723585486412,0.00010435079457238317,0.009462968446314335,33.58438702998683
142,7.000064215390012e-05,0.01007006037980318,5.117011460242793e-05,0.009869219735264778,33.82069656485692
143,0.00010983230458805338,0.009553410112857819,0.0001045062963385135,0.009372865781188011,34.056572936009616
144,0.00012032318045385182,0.01154035422950983,0.00011298106983304024,0.011296899989247322,34.29277407587506
145,6.926168134668842e-05,0.011483894661068916,7.007564272498712e-05,0.011288582347333431,34.52867100085132
146,0.00012810683983843774,0.009686579927802086,0.00010506913531571627,0.009559204801917076,34.76579333981499
147,0.00010276396642439067,0.00959954597055912,9.819998376769945e-05,0.009483523666858673,35.00186905497685
148,0.00012490013614296913,0.010816103778779507,0.0001252012007171288,0.010657164268195629,35.23793279682286
149,0.00012028185301460326,0.009653892368078232,0.00011623291356954724,0.009541665203869343,35.47408227599226
150,5.184421024750918e-05,0.009739303030073643,4.2237363231834024e-05,0.00956150982528925,35.71016943384893
151,8.216125570470467e-05,0.009188502095639706,8.103840809781104e-05,0.009070937521755695,35.94628128199838
152,0.00010738035052781925,0.00959316547960043,0.000103814119938761,0.009395458735525608,36.182071724906564
153,0.0002121869329130277,0.010395990684628487,0.00020337983733043075,0.010253421030938625,36.417853781953454
154,8.554250234737992e-05,0.009833790361881256,6.509228114737198e-05,0.009744682349264622,36.65396257000975
155,0.00010903119982685894,0.008689985610544682,9.815180237637833e-05,0.008538409136235714,36.89012196683325
156,0.00010505865793675184,0.009890078566968441,0.00010025891970144585,0.009700065478682518,37.12621507793665
157,0.0001659311237744987,0.00988810509443283,0.00016148437862284482,0.0097260233014822,37.362614915007725
158,8.11336503829807e-05,0.010195438750088215,7.758220453979447e-05,0.010039079934358597,37.5988909099251
159,0.00011582807928789407,0.010348116979002953,0.00011716083099599928,0.01012045331299305,37.83553835982457
160,5.210153176449239e-05,0.009950715117156506,3.73227521777153e-05,0.009796111844480038,38.07256472483277
161,0.00011442508548498154,0.010245667770504951,9.687779675005004e-05,0.00996561162173748,38.309623043984175
162,0.00011757177708204836,0.008333712816238403,0.0001056144101312384,0.008207838982343674,38.546318913809955
163,6.528648373205215e-05,0.008944039233028889,6.19930651737377e-05,0.00876086950302124,38.78265800094232
164,9.789081377675757e-05,0.00886859092861414,8.259064634330571e-05,0.008654076606035233,39.01965610100888
165,0.0001518431381555274,0.010070865973830223,0.00013800138549413532,0.009908313862979412,39.25604063691571
166,8.790682477410883e-05,0.008149323053658009,8.072875789366663e-05,0.008045061491429806,39.492119282949716
167,0.00012200699711684138,0.010452917777001858,0.0001156304933829233,0.010203234851360321,39.728364205919206
168,8.107884059427306e-05,0.01071216445416212,8.403838728554547e-05,0.010548295453190804,39.964417814975604
169,0.00017007539281621575,0.010056332685053349,0.00017430796287953854,0.009835704229772091,40.2009535250254
170,8.090514165814966e-05,0.010332767851650715,6.990061956457794e-05,0.010152047500014305,40.437623837031424
171,0.00012807872553821653,0.009556809440255165,0.00011807223199866712,0.009329204447567463,40.6744258669205
172,8.468316082144156e-05,0.00940766278654337,7.620560063514858e-05,0.009272407740354538,40.910987238865346
173,0.00010272946383338422,0.00906310509890318,8.943679858930409e-05,0.008937983773648739,41.1477469149977
174,0.00010594016930554062,0.009158908389508724,9.517253783997148e-05,0.00905702169984579,41.384461604990065
175,0.00012571072147693485,0.010079908184707165,0.00011514103971421719,0.009928966872394085,41.62153496686369
176,3.948021185351536e-05,0.008511491119861603,3.1724041036795825e-05,0.008425823412835598,41.85806145891547
177,9.285692067351192e-05,0.009836514480412006,8.966511813923717e-05,0.009699731133878231,42.09442071802914
178,0.00012415394303388894,0.009322473779320717,0.0001238837285200134,0.009201585315167904,42.330666437977925
179,8.409843576373532e-05,0.009706595912575722,7.028689287835732e-05,0.009571680799126625,42.56718815397471
180,9.64985229074955e-05,0.009813501499593258,9.185515227727592e-05,0.009637333452701569,42.80409231199883
181,0.00013104311074130237,0.009996992535889149,0.00012984860222786665,0.009861424565315247,43.040508126839995
182,0.00010419283353257924,0.009149921126663685,9.696520282886922e-05,0.009006577543914318,43.27727097691968
183,9.605352533981204e-05,0.010121072642505169,9.611662244424224e-05,0.009983347728848457,43.51379856886342
184,8.138611156027764e-05,0.010294977575540543,7.646434823982418e-05,0.01012413576245308,43.75109088490717
185,0.0001610644394531846,0.009870550595223904,0.00016824956401251256,0.009698830544948578,43.988102067960426
186,5.5637887271586806e-05,0.01008435059338808,5.9064444940304384e-05,0.009866069070994854,44.22512831003405
187,9.364320430904627e-05,0.008895160630345345,9.26479697227478e-05,0.008797310292720795,44.46214693901129
188,0.00013606238644570112,0.008939048275351524,0.00013278232654556632,0.00881886575371027,44.69863449083641
189,0.0001406835508532822,0.009836416691541672,0.00013093353481963277,0.009669673629105091,44.93524472601712
190,9.924719051923603e-05,0.009428275749087334,7.897926843725145e-05,0.00930650345981121,45.171910653822124
191,0.0001255511015187949,0.009330623783171177,0.00011898785305675119,0.009232936426997185,45.40931846899912
192,8.881853136699647e-05,0.00956097710877657,8.605528273619711e-05,0.00941474549472332,45.64675930980593
193,0.00010140705126104876,0.009088951162993908,9.780225809663534e-05,0.008940458297729492,45.88434190303087
194,9.746507566887885e-05,0.009231452830135822,0.000100052056950517,0.009087935090065002,46.12059371988289
195,0.0001059490314219147,0.010119867511093616,8.545345917809755e-05,0.009852919727563858,46.35767134302296
196,0.00013337688869796693,0.009719264693558216,0.0001330830273218453,0.009538928046822548,46.594870341941714
197,0.00011399248614907265,0.010175458155572414,9.659951319918036e-05,0.009956436231732368,46.83183887298219
198,0.00012094757403247058,0.009779968298971653,0.00011607035412453115,0.00963413342833519,47.06866124202497
199,2.5524883312755264e-05,0.010218820534646511,2.016147118411027e-05,0.01004842296242714,47.305798288900405
200,8.761302888160571e-05,0.01001475378870964,8.395312761422247e-05,0.009806391783058643,47.5425233040005
201,0.00011418804206186906,0.009319187141954899,0.00010699449921958148,0.00914845522493124,47.77898630686104
202,0.00014909711899235845,0.009838211350142956,0.00013577850768342614,0.009695990011096,48.01575548388064
203,6.711808237014338e-05,0.009855601005256176,6.132991256890818e-05,0.009745622985064983,48.25251636188477
204,9.545918146613985e-05,0.010137655772268772,8.452868496533483e-05,0.00997842662036419,48.48925276193768
205,8.552735380362719e-05,0.01021410059183836,7.643138815183192e-05,0.010109108872711658,48.72622840781696
206,0.00010281340655637905,0.010327574796974659,9.679632785264403e-05,0.010134642943739891,48.96266913693398
207,5.9341131418477744e-05,0.009695732034742832,5.1079241529805586e-05,0.009560231119394302,49.19913452095352
208,3.4411437809467316e-05,0.009839871898293495,3.414561433601193e-05,0.009701677598059177,49.436066441005096
209,0.0001282267621718347,0.00929876510053873,0.00011935604561585933,0.009094305336475372,49.67278261692263
210,0.000113140900793951,0.008978636935353279,0.00011378551425877959,0.008899305015802383,49.91017942898907
211,0.00014293628919404,0.009572968818247318,0.00013531297736335546,0.009459078311920166,50.147111139958724
212,0.00011600449215620756,0.01056446973234415,0.00011547186295501888,0.010395731776952744,50.38409769185819
213,9.587782551534474e-05,0.009113666601479053,9.427838085684925e-05,0.00900935847312212,50.62052567396313
214,6.849349301774055e-05,0.009922536090016365,6.5577682107687e-05,0.009782602079212666,50.856879498809576
215,0.00018919716239906847,0.01022926066070795,0.0001786907814675942,0.010119724087417126,51.09327725600451
216,0.00010220416152151302,0.009687205776572227,0.00010116228077095002,0.009604344144463539,51.329883427824825
217,0.00012043012247886509,0.00982536282390356,0.00012490738299675286,0.009726443327963352,51.566567479865626
218,0.00010471517452970147,0.00860870536416769,9.764093556441367e-05,0.008505015634000301,51.80323849385604
219,0.00013070175191387534,0.008214397355914116,0.00011869331501657143,0.008126771077513695,52.03950206981972
220,0.0001603556447662413,0.009008966386318207,0.00014857033966109157,0.008848141878843307,52.27565655391663
221,7.844268111512065e-05,0.00988440029323101,7.023169018793851e-05,0.009740415029227734,52.511895722011104
222,0.00014788826229050756,0.008140395395457745,0.0001363087067147717,0.00803065299987793,52.7478089670185
223,9.8110904218629e-05,0.01067937258630991,9.902594320010394e-05,0.010478833690285683,52.98414051090367
224,0.00013473356375470757,0.009897936135530472,0.00013540196232497692,0.009689390659332275,53.22115085180849
225,0.00012462605081964284,0.010426445864140987,0.00012562968186102808,0.01024642400443554,53.45777118485421
226,0.00012817529204767197,0.00994387362152338,0.0001239912526216358,0.009737237356603146,53.694071837933734
227,0.0001365929056191817,0.00841702613979578,0.0001245103048859164,0.008325164206326008,53.93023031484336
228,3.1347255571745336e-05,0.010378604754805565,2.2872412955621257e-05,0.010135010816156864,54.166278642835096
229,6.64137041894719e-05,0.009118915535509586,5.4757954785600305e-05,0.009012281894683838,54.402646724833176
230,0.00010649445175658911,0.009697582572698593,9.683703683549538e-05,0.009597321972250938,54.63868382689543
231,8.108123438432813e-05,0.008792462758719921,7.108283170964569e-05,0.008620916865766048,54.875025767832994
232,0.00015073073154781014,0.009874941781163216,0.00014185704640112817,0.00964431557804346,55.110890281852335
233,0.00014641572488471866,0.009861861355602741,0.00014301150804385543,0.009714546613395214,55.34709135489538
234,8.700987382326275e-05,0.010154761373996735,7.338796422118321e-05,0.010021135210990906,55.58349943999201
235,0.0001083840979845263,0.009197141975164413,0.00011094954243162647,0.00902074109762907,55.82000488881022
236,0.00014842567907180637,0.009147435426712036,0.00014725513756275177,0.009069020859897137,56.056428488809615
237,0.00010185180872213095,0.009837948717176914,8.536850509699434e-05,0.009712791070342064,56.29321772092953
238,8.868085569702089e-05,0.00849023088812828,8.33952653920278e-05,0.008394906297326088,56.52973719290458
239,7.072627340676263e-05,0.01023821346461773,6.616758764721453e-05,0.010010474361479282,56.78631648491137
240,0.00013437459710985422,0.008994597010314465,0.00013038897304795682,0.008907516486942768,57.03555858996697
241,0.0001186417939607054,0.009147720411419868,0.00010202206613030285,0.009012597613036633,57.28453385387547
242,8.584598253946751e-05,0.01000973116606474,8.334599988302216e-05,0.009855436161160469,57.53361177095212
243,4.700566933024675e-06,0.011914834380149841,-1.385162613587454e-05,0.011781696230173111,57.78284043795429
244,5.1382623496465385e-05,0.009302389807999134,4.446471939445473e-05,0.009148303419351578,58.032487315824255
245,0.00013857579324394464,0.009397408924996853,0.00012976484140381217,0.009251399897038937,58.281760114012286
246,7.904606900410727e-05,0.008848767727613449,7.620296673849225e-05,0.008731493726372719,58.5316766789183
247,0.00013328477507457137,0.010284938849508762,0.00013099669013172388,0.010125512257218361,58.78113630786538
248,0.00010318735439796001,0.009211762808263302,0.00010787294013425708,0.009033027105033398,59.03038530703634
249,0.00016400698223151267,0.010901332832872868,0.00014972285134717822,0.01067664660513401,59.27809603395872
250,0.00013232808851171285,0.01120163407176733,0.00012670509750023484,0.011119975708425045,59.514996296959
251,0.0001502909290138632,0.00912625715136528,0.00014587678015232086,0.008978948928415775,59.75078227883205
252,0.0001345117634627968,0.009832406416535378,0.00013047634274698794,0.00970615167170763,59.986548002809286
253,0.00010540506627876312,0.010164647363126278,9.537790901958942e-05,0.010067126713693142,60.222270669881254
254,0.0001354278065264225,0.008840802125632763,0.00012500898446887732,0.008705479092895985,60.45833729300648
255,0.00012275917106308043,0.010466324165463448,0.00011465681018307805,0.010274557396769524,60.6949139398057
256,0.00013264405424706638,0.01118053775280714,0.00011538734543137252,0.010888074524700642,60.93169742682949
257,9.827033500187099e-05,0.010166221298277378,8.955303201219067e-05,0.009995999746024609,61.16977834701538
258,0.0001262921723537147,0.00860894937068224,0.00011768662079703063,0.00851601455360651,61.40573786292225
259,6.395561649696901e-05,0.008829738013446331,6.663792009931058e-05,0.008733537979424,61.64206682681106
260,0.00011398506467230618,0.009812056086957455,0.00011935977090615779,0.009624327532947063,61.87886162381619
261,0.00014063330308999866,0.010753312148153782,0.0001360579626634717,0.010547580197453499,62.120428195921704
262,8.997617987915874e-05,0.011176417581737041,8.088691538432613e-05,0.01102018728852272,62.36858689994551
263,8.91571762622334e-05,0.012945215217769146,7.648581231478602e-05,0.012696806341409683,62.62514192191884
264,7.16848808224313e-05,0.009050806984305382,6.785652658436447e-05,0.008906560018658638,62.88071386399679
265,0.00010697836114559323,0.008562538772821426,9.750005847308785e-05,0.008444752544164658,63.13715952401981
266,8.710568363312632e-05,0.010454801842570305,8.822852396406233e-05,0.010255185887217522,63.39321557781659
267,0.0001447784306947142,0.008811899460852146,0.00013884599320590496,0.0086933933198452,63.64924000692554
268,0.00010799200390465558,0.009161334484815598,0.00010315135295968503,0.009070729836821556,63.90486649796367
269,0.00014109924086369574,0.00926346704363823,0.0001387638330925256,0.009146668948233128,64.15917896293104
270,0.00012935612176079303,0.008878234773874283,0.00012456098920665681,0.008726241998374462,64.41515228385106
271,0.0002017449587583542,0.010196438059210777,0.00018931415979750454,0.010103326290845871,64.66131850285456
272,0.00015392465866170824,0.009478664956986904,0.0001513038296252489,0.00930055882781744,64.89789467398077
273,0.00010136484343092889,0.008681515231728554,9.619172487873584e-05,0.008471483364701271,65.13459704583511
274,0.0001701533910818398,0.010522168129682541,0.0001548423315398395,0.010323809459805489,65.37115249899216
275,5.914916982874274e-05,0.009349278174340725,5.770911957370117e-05,0.009190826676785946,65.60746395401657
276,0.00012948818039149046,0.009708672761917114,0.00012691989832092077,0.00953594408929348,65.84361409884878
277,0.0001326118945144117,0.009222707711160183,0.0001075965556083247,0.009105660021305084,66.0797672169283
278,6.572535494342446e-05,0.008542826399207115,5.956054519629106e-05,0.008434758521616459,66.3160612930078
279,0.00015254720347002149,0.01028966810554266,0.00014571560313925147,0.010111666284501553,66.55255636991933
280,6.565979856532067e-05,0.00962047092616558,5.766869071521796e-05,0.009480114094913006,66.78939193300903
281,8.422868995694444e-05,0.009221120737493038,7.110182923497632e-05,0.0091044707223773,67.02603993797675
282,0.00011546676978468895,0.010291234590113163,0.00010308704804629087,0.01018353272229433,67.26259036595002
