time,condition,paired_velocity_mse,bayes_velocity_mse,irreducible_velocity_mse,gate_mean,gate_std,x_amplification_mean,epsilon_amplification_mean
0.01,D0_x_shared,0.9826860427856445,0.0018791139591485262,0.9820694923400879,,,,
0.01,D0_eps_shared,9198.30859375,9197.4404296875,0.9820694923400879,,,,
0.01,D3_oracle_bayes_gate,0.982683539390564,0.0018782555125653744,0.9820694923400879,0.9999961853027344,8.915442776924465e-06,1.0100970268249512,0.0003816880052909255
0.03,D0_x_shared,0.8398435711860657,0.004150086548179388,0.8364920020103455,,,,
0.03,D0_eps_shared,1021.2406616210938,1020.3870849609375,0.8364920020103455,,,,
0.03,D3_oracle_bayes_gate,0.8398396968841553,0.004140297882258892,0.8364920020103455,0.9999383091926575,7.634119538124651e-05,1.0308641195297241,0.0020552952773869038
0.1,D0_x_shared,0.28229013085365295,0.0063263727352023125,0.27750250697135925,,,,
0.1,D0_eps_shared,91.68180847167969,91.40386199951172,0.27750250697135925,,,,
0.1,D3_oracle_bayes_gate,0.2822892367839813,0.006325426511466503,0.27750250697135925,0.9999358654022217,7.943771925056353e-05,1.1110398769378662,0.0006416760152205825
0.3,D0_x_shared,0.04316694661974907,0.0199559535831213,0.023179206997156143,,,,
0.3,D0_eps_shared,10.188470840454102,10.165325164794922,0.023179206997156143,,,,
0.3,D3_oracle_bayes_gate,0.0431603342294693,0.01994941011071205,0.023179206997156143,0.9996060132980347,0.0007029964472167194,1.4280085563659668,0.0013131829909980297
0.5,D0_x_shared,0.018376076593995094,0.008953907527029514,0.009511463344097137,,,,
0.5,D0_eps_shared,3.6595773696899414,3.6501235961914062,0.009511463344097137,,,,
0.5,D3_oracle_bayes_gate,0.018366429954767227,0.008944072760641575,0.009511463344097137,0.999004065990448,0.0013059299672022462,1.998008131980896,0.001991905504837632
0.7,D0_x_shared,0.01599825918674469,0.009483958594501019,0.006543357856571674,,,,
0.7,D0_eps_shared,1.8648658990859985,1.858459711074829,0.006543357856571674,,,,
0.7,D3_oracle_bayes_gate,0.015920467674732208,0.00940699316561222,0.006543357856571674,0.995644748210907,0.0047385841608047485,3.3188157081604004,0.00622181361541152
0.9,D0_x_shared,0.056632377207279205,0.05177583172917366,0.004715230315923691,,,,
0.9,D0_eps_shared,1.1684315204620361,1.1637194156646729,0.004715230315923691,,,,
0.9,D3_oracle_bayes_gate,0.05243714153766632,0.04761446267366409,0.004715230315923691,0.9588515758514404,0.038671236485242844,9.58851432800293,0.04572051018476486
0.97,D0_x_shared,0.6559234857559204,0.6518733501434326,0.0041066501289606094,,,,
0.97,D0_eps_shared,1.0528558492660522,1.0487380027770996,0.0041066501289606094,,,,
0.97,D3_oracle_bayes_gate,0.3149507939815521,0.3107926845550537,0.0041066501289606094,0.7022013068199158,0.21683186292648315,23.406707763671875,0.3070089817047119
0.99,D0_x_shared,5.385286331176758,5.382131576538086,0.003911628387868404,,,,
0.99,D0_eps_shared,1.0206143856048584,1.0166847705841064,0.003911628387868404,,,,
0.99,D3_oracle_bayes_gate,0.7428172826766968,0.7385988831520081,0.003911628387868404,0.2721218168735504,0.1971852034330368,27.212181091308594,0.7352304458618164
0.01,D1_x_own,0.9832115173339844,0.002098686993122101,0.9820694923400879,,,,
0.01,D1_eps_own,9212.552734375,9211.681640625,0.9820694923400879,,,,
