time,condition,paired_velocity_mse,bayes_velocity_mse,irreducible_velocity_mse,gate_mean,gate_std,x_amplification_mean,epsilon_amplification_mean
0.01,Bayes_exact,0.9820694923400879,0.0,0.9820694923400879,,,,
0.01,B0_v_ind,1.908435583114624,0.926762580871582,0.9820694923400879,,,,
0.01,B1_x_ind,0.9838637113571167,0.001510144560597837,0.9820694923400879,,,,
0.01,B2_eps_ind,8756.3154296875,8755.4619140625,0.9820694923400879,,,,
0.01,D0_x_shared,0.9826860427856445,0.0018791139591485262,0.9820694923400879,,,,
0.01,D0_eps_shared,9198.30859375,9197.4404296875,0.9820694923400879,,,,
0.01,D0_fixed_x_eps,0.9826860427856445,0.0018791139591485262,0.9820694923400879,1.0,0.0,1.0101009607315063,0.0
0.01,D0_safe_schedule,1.9027900695800781,0.9231076240539551,0.9820694923400879,0.9900000095367432,0.0,0.9999999403953552,0.9999990463256836
0.01,D3_oracle_bayes_gate,0.982683539390564,0.0018782555125653744,0.9820694923400879,0.9999961853027344,8.915442776924465e-06,1.0100970268249512,0.0003816880052909255
0.01,D1_scaled_gate,0.9983575940132141,0.017377903684973717,0.9820694923400879,0.9991133213043213,0.0009285050327889621,1.0092053413391113,0.08866831660270691
0.01,D2_velocity_gate,0.9837003946304321,0.003350494895130396,0.9820694923400879,0.9999575614929199,7.418738823616877e-05,1.0100581645965576,0.004242314957082272
0.01,D4_safe_velocity_gate,0.9850648045539856,0.0027367803268134594,0.9820694923400879,0.9998713731765747,8.361589425476268e-05,1.009971022605896,0.01285991445183754
0.01,S0_xv_switch,0.9839605093002319,0.0016198866069316864,0.9820694923400879,1.0,0.0,1.0101009607315063,0.0
0.01,S1_xv_consistency_switch,0.9837645292282104,0.0015517378924414515,0.9820694923400879,1.0,0.0,1.0101009607315063,0.0
0.01,D3_oracle_pair_teacher_only,0.9818500280380249,0.002745875623077154,0.9820694923400879,0.9998369216918945,0.0002543005393818021,1.0099362134933472,0.016307134181261063
0.03,Bayes_exact,0.8364920020103455,0.0,0.8364920020103455,,,,
0.03,B0_v_ind,1.763232946395874,0.9272964000701904,0.8364920020103455,,,,
0.03,B1_x_ind,0.8388973474502563,0.0022498497273772955,0.8364920020103455,,,,
0.03,B2_eps_ind,972.0120239257812,971.15869140625,0.8364920020103455,,,,
0.03,D0_x_shared,0.8398435711860657,0.004150086548179388,0.8364920020103455,,,,
0.03,D0_eps_shared,1021.2406616210938,1020.3870849609375,0.8364920020103455,,,,
0.03,D0_fixed_x_eps,0.8398435711860657,0.004150086548179388,0.8364920020103455,1.0,0.0,1.0309277772903442,0.0
0.03,D0_safe_schedule,1.7553313970565796,0.9191017746925354,0.8364920020103455,0.9700000286102295,0.0,1.0,0.9999989867210388
0.03,D3_oracle_bayes_gate,0.8398396968841553,0.004140297882258892,0.8364920020103455,0.9999383091926575,7.634119538124651e-05,1.0308641195297241,0.0020552952773869038
0.03,D1_scaled_gate,0.8397072553634644,0.004365056753158569,0.8364920020103455,0.9998726844787598,0.00014248020306695253,1.0307965278625488,0.004244517534971237
0.03,D2_velocity_gate,0.841363787651062,0.004589243326336145,0.8364920020103455,0.9999927282333374,1.1774024642363656e-05,1.0309202671051025,0.00024409576144535094
0.03,D4_safe_velocity_gate,0.8447970151901245,0.00633505592122674,0.8364920020103455,0.9998288154602051,0.00010784705227706581,1.0307512283325195,0.00570612633600831
