parameter,clean_grad_norm,epsilon_grad_norm,cosine
net.0.weight,0.07577479630708694,0.025840381160378456,0.05919891595840454
net.0.bias,0.0026335602160543203,0.0015741954557597637,-0.05103010684251785
net.2.weight,0.08323220908641815,0.02966463565826416,0.03424907103180885
net.2.bias,0.005000956356525421,0.0014222280588001013,0.034289561212062836
net.4.weight,0.10220019519329071,0.02996654622256756,0.02699335291981697
net.4.bias,0.005437849089503288,0.0012996864970773458,0.01659487932920456
net.6.weight,0.06729992479085922,0.020634790882468224,-0.027814585715532303
net.6.bias,0.0038229331839829683,0.0010172233451157808,-0.034867774695158005
ALL_TRUNK,0.16649237275123596,0.053653791546821594,0.027374394237995148
