time,model,model_kind,first_branch,second_branch,first_bayes_mse,second_bayes_mse,first_paired_mse,second_paired_mse,branch_error_cosine_mean,branch_error_cosine_negative_fraction,oracle_gate_mean,oracle_bayes_mse,oracle_gain_over_best_branch,learned_gate_mean,learned_bayes_mse,learned_gate_mae_to_oracle
0.01,D0_xeps,x_plus_epsilon,x,epsilon,0.001971030607819557,9187.3095703125,0.9705702066421509,9188.3974609375,0.01590602658689022,0.344970703125,0.9999963045120239,0.0019701544661074877,0.0004445094401850369,,,
0.01,D1_scaled,x_plus_epsilon,x,epsilon,0.0021766037680208683,9202.185546875,0.9697057008743286,9203.287109375,0.026102596893906593,0.256591796875,0.9999977350234985,0.0021762032993137836,0.00018398787733830968,0.9991319179534912,0.017358876764774323,0.0008657723083160818
0.01,D2_velocity,x_plus_epsilon,x,epsilon,0.0031659193336963654,9597.7431640625,0.9717434048652649,9598.8388671875,0.03090355172753334,0.216796875,0.9999983310699463,0.003165657166391611,8.280921815151387e-05,0.9999573230743408,0.003252116497606039,4.140131932217628e-05
0.01,D4_safe,x_plus_epsilon,x,epsilon,0.002408845815807581,9748.4296875,0.970772385597229,9749.501953125,0.0012458284618332982,0.487548828125,0.999993085861206,0.0024067379999905825,0.0008750314375317592,0.9998728036880493,0.002626265399158001,0.00012044905452057719
0.01,S0_xv,x_plus_v,x,v,0.0016118658240884542,0.9398777484893799,0.9685038328170776,1.906869888305664,0.012417178601026535,0.326416015625,0.9988620281219482,0.001609388622455299,0.001536853499922164,,,
0.01,S1_xv,x_plus_v,x,v,0.0015507182106375694,0.9392334222793579,0.9683072566986084,1.9060572385787964,0.013041432946920395,0.3134765625,0.9989668130874634,0.0015486779157072306,0.001315709660428932,,,
0.03,D0_xeps,x_plus_epsilon,x,epsilon,0.004518505651503801,1019.595947265625,0.8527693152427673,1020.4376220703125,-0.02543729916214943,0.80712890625,0.9999324679374695,0.004507416393607855,0.0024541870147392064,,,
0.03,D1_scaled,x_plus_epsilon,x,epsilon,0.004556387662887573,1021.0737915039062,0.8525451421737671,1021.912109375,-0.027379825711250305,0.829833984375,0.999929666519165,0.0045446716248989105,0.0025713435413082797,0.9998714923858643,0.004575563594698906,0.00011104891018476337
0.03,D2_velocity,x_plus_epsilon,x,epsilon,0.0047512780874967575,1064.6162109375,0.8529951572418213,1065.4561767578125,-0.020891889929771423,0.7724609375,0.9999388456344604,0.004741153679788113,0.0021308808960872616,0.9999927282333374,0.004750254563987255,5.730333214160055e-05
0.03,D4_safe,x_plus_epsilon,x,epsilon,0.006536906585097313,1075.0233154296875,0.8546097278594971,1075.8712158203125,-0.010409082286059856,0.705078125,0.9999549984931946,0.006531191058456898,0.0008743473026592286,0.9998267889022827,0.006569597404450178,0.00014158528938423842
0.03,S0_xv,x_plus_v,x,v,0.003293965943157673,0.9401144981384277,0.8515819311141968,1.7881886959075928,0.032986026257276535,0.18603515625,0.9986135959625244,0.003289251821115613,0.0014311386709544571,,,
0.03,S1_xv,x_plus_v,x,v,0.0032167411409318447,0.9397773742675781,0.8514291048049927,1.788272738456726,0.03602996841073036,0.158203125,0.9988458156585693,0.0032131881453096867,0.001104532651678869,,,
0.1,D0_xeps,x_plus_epsilon,x,epsilon,0.006429499015212059,91.63543701171875,0.28320255875587463,91.91023254394531,0.002899682382121682,0.51708984375,0.9999349117279053,0.006428496912121773,0.00015586021366753577,,,
0.1,D1_scaled,x_plus_epsilon,x,epsilon,0.006308729760348797,91.75170135498047,0.28306013345718384,92.0260009765625,0.0030910754576325417,0.505615234375,0.9999369382858276,0.006307763978838921,0.00015308652400147782,0.9999784827232361,0.006308690179139376,5.937108653597534e-05
0.1,D2_velocity,x_plus_epsilon,x,epsilon,0.006538950838148594,95.7082290649414,0.2831699550151825,95.98321533203125,0.0030788430012762547,0.4765625,0.9999364614486694,0.006537913344800472,0.00015866357980076629,0.9999978542327881,0.0065389471128582954,6.253962055779994e-05
0.1,D4_safe,x_plus_epsilon,x,epsilon,0.007894405163824558,96.64108276367188,0.2842724919319153,96.91490173339844,0.0022839028388261795,0.477783203125,0.9999189376831055,0.007892698049545288,0.00021624356032456937,0.9993376731872559,0.007945578545331955,0.0005855347844772041
0.1,S0_xv,x_plus_v,x,v,0.0037255440838634968,0.9415217638015747,0.2802724242210388,1.2181386947631836,0.03768223524093628,0.13720703125,0.9985233545303345,0.0037199920043349266,0.0014902734751195412,,,
0.1,S1_xv,x_plus_v,x,v,0.0036909603513777256,0.9413975477218628,0.2800675332546234,1.2177379131317139,0.040969789028167725,0.119140625,0.9987086057662964,0.00368635100312531,0.0012488208524632505,,,
0.3,D0_xeps,x_plus_epsilon,x,epsilon,0.020061805844306946,10.143524169921875,0.04180208966135979,10.165416717529297,0.03172524645924568,0.126708984375,0.9996069669723511,0.02005515992641449,0.00033127216682449223,,,
0.3,D1_scaled,x_plus_epsilon,x,epsilon,0.01952282339334488,10.15534782409668,0.041190676391124725,10.177194595336914,0.031083235517144203,0.12939453125,0.9996164441108704,0.019516756758093834,0.00031074579372125655,0.9999213218688965,0.019522862508893013,0.00038646929897367954
0.3,D2_velocity,x_plus_epsilon,x,epsilon,0.021559959277510643,10.628101348876953,0.04312235862016678,10.649927139282227,0.030750295147299767,0.13037109375,0.9995503425598145,0.02155245840549469,0.00034790752243107903,0.9999964237213135,0.021559935063123703,0.0004485956160351634
0.3,D4_safe,x_plus_epsilon,x,epsilon,0.02237723022699356,10.754287719726562,0.044428903609514236,10.776183128356934,0.028039291501045227,0.18115234375,0.999392032623291,0.022364815697073936,0.0005547840279468419,0.9980983138084412,0.022422093898057938,0.0015839400002732873
0.3,S0_xv,x_plus_v,x,v,0.004038240294903517,0.9388554692268372,0.025927074253559113,0.960779070854187,0.024092886596918106,0.279296875,0.9979888200759888,0.00402804184705019,0.002525468300189515,,,
0.3,S1_xv,x_plus_v,x,v,0.0036033971700817347,0.9383067488670349,0.025404009968042374,0.9601722955703735,0.02504792809486389,0.24609375,0.9983518123626709,0.0035964278504252434,0.001934097000007684,,,
0.5,D0_xeps,x_plus_epsilon,x,epsilon,0.008627945557236671,3.651273488998413,0.0183120034635067,3.6609349250793457,0.023905649781227112,0.19775390625,0.9990431666374207,0.008618513122200966,0.001093242298891628,,,
0.5,D1_scaled,x_plus_epsilon,x,epsilon,0.008576109074056149,3.655301570892334,0.018376650288701057,3.66499662399292,0.02396763674914837,0.199462890625,0.9990495443344116,0.008566996082663536,0.0010626020860882157,0.9999725818634033,0.008575906977057457,0.0009318309021182358
0.5,D2_velocity,x_plus_epsilon,x,epsilon,0.011455532163381577,3.8329060077667236,0.02125563472509384,3.842559814453125,0.01972893625497818,0.258544921875,0.9982941150665283,0.01142901461571455,0.0023148246007977935,0.9999141693115234,0.011454517021775246,0.0016480081249028444
0.5,D4_safe,x_plus_epsilon,x,epsilon,0.01303325966000557,3.8979647159576416,0.022622039541602135,3.9075984954833984,0.01620633527636528,0.30419921875,0.9977735280990601,0.012985162436962128,0.003690344879035523,0.9945760369300842,0.01311398670077324,0.004270782228559256
0.5,S0_xv,x_plus_v,x,v,0.00395702850073576,0.9382055997848511,0.013585355132818222,0.9478657841682434,0.011157935485243797,0.373291015625,0.9967682957649231,0.003940757364034653,0.004111958429938389,,,
0.5,S1_xv,x_plus_v,x,v,0.0034916396252810955,0.9374271631240845,0.01310201920568943,0.9471128582954407,0.01240919716656208,0.3427734375,0.9972615838050842,0.003479942213743925,0.0033501199414955884,,,
0.7,D0_xeps,x_plus_epsilon,x,epsilon,0.009637963958084583,1.8580210208892822,0.01591338776051998,1.8643105030059814,0.007803379558026791,0.37841796875,0.9955431222915649,0.009556274861097336,0.008475762862624525,,,
0.7,D1_scaled,x_plus_epsilon,x,epsilon,0.008598394691944122,1.860349416732788,0.015012567862868309,1.8666365146636963,0.009208066388964653,0.34375,0.996110200881958,0.00853663682937622,0.007182487520113856,0.9999997615814209,0.008598391897976398,0.0038895520847290754
0.7,D2_velocity,x_plus_epsilon,x,epsilon,0.011261684820055962,1.9629216194152832,0.01803942583501339,1.9692113399505615,0.00793495588004589,0.365966796875,0.995038628578186,0.011159408837556839,0.009081765662361518,0.9987329244613647,0.01124575175344944,0.004335906356573105
0.7,D4_safe,x_plus_epsilon,x,epsilon,0.012790651060640812,2.0041308403015137,0.019021382555365562,2.0104262828826904,0.004939322359859943,0.4296875,0.9941303730010986,0.01263333112001419,0.012299603818504923,0.9807172417640686,0.013443754985928535,0.014405883848667145
0.7,S0_xv,x_plus_v,x,v,0.008338456973433495,0.9417511224746704,0.014535978436470032,0.9480149745941162,9.457312989979982e-05,0.521728515625,0.9918109178543091,0.008245185017585754,0.011185757286378828,,,
0.7,S1_xv,x_plus_v,x,v,0.006750456988811493,0.9407978653907776,0.012849036604166031,0.9470232129096985,-5.1197013817727566e-05,0.53466796875,0.9932760000228882,0.006691167131066322,0.008783087995885341,,,
0.9,D0_xeps,x_plus_epsilon,x,epsilon,0.052859701216220856,1.1645734310150146,0.05718294903635979,1.1693115234375,0.00039464986184611917,0.494140625,0.9582226276397705,0.04852539300918579,0.08199645679618428,,,
0.9,D1_scaled,x_plus_epsilon,x,epsilon,0.06075233966112137,1.1653027534484863,0.06467027962207794,1.1700491905212402,-0.0011550795752555132,0.556396484375,0.9513037204742432,0.05630330368876457,0.07323233964607245,1.0,0.06075233966112137,0.048696279525756836
0.9,D2_velocity,x_plus_epsilon,x,epsilon,0.044630881398916245,1.220033884048462,0.04901031404733658,1.224772334098816,0.0008174587273970246,0.4541015625,0.9656171202659607,0.04198911413550377,0.059191465205449045,0.9647699594497681,0.043077316135168076,0.022942345589399338
0.9,D4_safe,x_plus_epsilon,x,epsilon,0.22109664976596832,1.231201171875,0.22550633549690247,1.2359387874603271,-0.0008444177219644189,0.520263671875,0.8611283898353577,0.17017145454883575,0.23033001753322402,0.7626217007637024,0.20122244954109192,0.12481439113616943
0.9,S0_xv,x_plus_v,x,v,0.05058680474758148,0.9722504615783691,0.0554095059633255,0.9770240783691406,-0.006920664571225643,0.56201171875,0.9509464502334595,0.04699137061834335,0.07107454497627708,,,
0.9,S1_xv,x_plus_v,x,v,0.040239088237285614,0.9715762734413147,0.04490729421377182,0.976333737373352,-0.007456555031239986,0.57861328125,0.9594950675964355,0.03819865733385086,0.050707682326263215,,,
0.97,D0_xeps,x_plus_epsilon,x,epsilon,0.6275588274002075,1.0478742122650146,0.632600724697113,1.0520124435424805,-0.0017816706094890833,0.641845703125,0.7085421681404114,0.30430135130882263,0.5151030660034629,,,
0.97,D1_scaled,x_plus_epsilon,x,epsilon,0.5904682874679565,1.0476887226104736,0.594719648361206,1.0518298149108887,-0.0013292604126036167,0.6064453125,0.6959644556045532,0.3172333240509033,0.4627428250020643,0.9998178482055664,0.5903328657150269,0.3038536310195923
0.97,D2_velocity,x_plus_epsilon,x,epsilon,0.4513159990310669,1.0580711364746094,0.4550422430038452,1.0622127056121826,-0.000542062392923981,0.549560546875,0.7447959184646606,0.2689027190208435,0.40418084092265194,0.6741837859153748,0.2971060574054718,0.11983633041381836
0.97,D4_safe,x_plus_epsilon,x,epsilon,4.620176315307617,1.0593103170394897,4.624669075012207,1.063464641571045,0.00014436971105169505,0.51953125,0.3637163043022156,0.6734480857849121,0.36425797525787074,0.19807025790214539,0.8309417963027954,0.2069358229637146
0.97,S0_xv,x_plus_v,x,v,0.8050986528396606,0.9907966256141663,0.8098835945129395,0.9949033260345459,0.0063004810363054276,0.427001953125,0.5926594734191895,0.40601471066474915,0.4956957023431898,,,
0.97,S1_xv,x_plus_v,x,v,0.5639352798461914,0.9903888702392578,0.5687823295593262,0.9945172071456909,0.00818927213549614,0.401123046875,0.6640338897705078,0.3359958529472351,0.4041943021566674,,,
0.99,D0_xeps,x_plus_epsilon,x,epsilon,5.236138820648193,1.0167155265808105,5.243888854980469,1.020750641822815,-0.0019310807110741735,0.585205078125,0.27374017238616943,0.737336277961731,0.2747860550124823,,,
0.99,D1_scaled,x_plus_epsilon,x,epsilon,5.201613903045654,1.0166192054748535,5.2083740234375,1.0206596851348877,-0.0008967817411758006,0.521240234375,0.25499069690704346,0.7563276290893555,0.2560364539482788,0.9976806640625,5.183716773986816,0.7426899671554565
0.99,D2_velocity,x_plus_epsilon,x,epsilon,4.376680850982666,1.018556833267212,4.383153915405273,1.0225969552993774,-0.00047597617958672345,0.525146484375,0.2873494029045105,0.7250105738639832,0.28819821321273176,0.18342827260494232,0.8079485893249512,0.13695910573005676
0.99,D4_safe,x_plus_epsilon,x,epsilon,55.76698684692383,1.0190956592559814,55.77448272705078,1.0231363773345947,0.0012311956379562616,0.441162109375,0.07172263413667679,0.9457896947860718,0.07193236847209095,0.027469011023640633,1.0032689571380615,0.056157439947128296
0.99,S0_xv,x_plus_v,x,v,9.03210163116455,0.997248649597168,9.032347679138184,1.001266360282898,0.009960092604160309,0.38232421875,0.1296832114458084,0.8694509267807007,0.1281503092213665,,,
0.99,S1_xv,x_plus_v,x,v,6.185181140899658,0.9969522953033447,6.1875739097595215,1.0009567737579346,0.011675059795379639,0.366943359375,0.16984239220619202,0.8302794098854065,0.1671824080280836,,,
