arm,fid,sfid,inception_score,full_calls_per_image,reader_calls_per_image,sum_batch_gpu_seconds,raw_residual_relative_norm,predictable_part_relative_norm,residual_gap_cosine,normalized_orthogonal_energy_ratio,fallback_fraction
ig_restarted,41.50342023638416,70.23348008901985,36.827980041503906,114.688,0.0,472.7715687593445,0.0,0.0,0.0,0.0,0.0
residual_norm,40.97562691090042,70.31266541549189,36.73794174194336,115.0624,71.8688,487.3199867485091,0.9452269258659085,0.32461465882443286,0.9408480133243435,0.1133283969357007,0.0
