group,model,bank,phase,method,samples,head_training_steps,endpoint_step,weights,coefficient_type,coefficient,alpha,omega,seed,kappa,time_shift,solver,sampling_steps,fid,inception_score,sfid,full_calls,extra_prefix_calls,seconds,valid,first_1000_reused,reused,checkpoint_sha256,samples_sha256,source_file,source_row,source_sha256,source_output
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_energy_guided_v1,1000,50000,416,ema,a: S+a*(S-W),1.125,,,,,,,,63.86548616995441,36.202571868896484,,,,,True,False,,63c5fa0c18ca11bd4c24e18c2b2003552ee2052774dace93bc5d18b82efc3d2e,bafd8ec493375f182bbdc7ee9417d626b7bf366b71064190fcbff9d86e809c7c,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0045/n1000/metrics.json,,9ddbecad767c2f1adfe2890b749a1a999c4286a416319570cbb27189239bc88e,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0045/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_energy_guided_v1,1000,50000,416,ema,a: S+a*(S-W),1.15,,,,,,,,63.97185214658623,36.229496002197266,,,,,True,False,,63c5fa0c18ca11bd4c24e18c2b2003552ee2052774dace93bc5d18b82efc3d2e,070dbd2cff281495f30b4abbd5d114a73fd01080a621948d4259f6ce8b68a361,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0046/n1000/metrics.json,,9a0ca4070833a54621f6e3a80aab5a8da42b293339c17d79dde2618381ad4de6,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0046/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_energy_guided_v1,1000,50000,416,ema,a: S+a*(S-W),1.175,,,,,,,,63.926545631187764,36.26498794555664,,,,,True,False,,63c5fa0c18ca11bd4c24e18c2b2003552ee2052774dace93bc5d18b82efc3d2e,45fae27b767bbd6ae3a63b0832e7a53feda7d7c1f23b6e5d2b2665b868dfd854,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0047/n1000/metrics.json,,69825c829274bdd15f4791cef418e419a1335c81b5282c1a6a50ecdd248389ad,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0047/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_energy_guided_v1,1000,50000,416,ema,a: S+a*(S-W),1.2,,,,,,,,63.889459800981854,36.25172805786133,,,,,True,False,,63c5fa0c18ca11bd4c24e18c2b2003552ee2052774dace93bc5d18b82efc3d2e,28aa4ae4b2ab4ce96ddadfa5cb4e91a32d11c7fdf1b87bf6006e0c4e0a5aa5c8,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0048/n1000/metrics.json,,030d89a9a4914dbc756f665662d1389bad8dc1913e72e4e67479177f0ef9c93c,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0048/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_energy_guided_v1,1000,50000,416,ema,a: S+a*(S-W),1.4,,,,,,,,65.36333504766424,36.50944900512695,,,,,True,False,,63c5fa0c18ca11bd4c24e18c2b2003552ee2052774dace93bc5d18b82efc3d2e,7e6a24236f71e2418d1b41fde63d7f716aa0cfbcc2f37beb07c1ea9ba4fd694c,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0056/n1000/metrics.json,,5e8d8198e325487b235178668b1c2c24864ea80f6ad4226a09fecdb1f51b84e5,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0056/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_energy_guided_v1,1000,50000,416,ema,a: S+a*(S-W),1.6,,,,,,,,67.2934111730167,35.667720794677734,,,,,True,False,,63c5fa0c18ca11bd4c24e18c2b2003552ee2052774dace93bc5d18b82efc3d2e,5b824abdefb1f40f4d10ca57c21ceb327eeb02d839d72af023ee52f7a3924882,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0064/n1000/metrics.json,,60c6c096535ac4b2d5bcbd1ff6b5b0fb248996bf296346bb33e0f20d828a4754,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0064/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_energy_guided_v1,1000,50000,416,ema,a: S+a*(S-W),2.0,,,,,,,,72.82058510046693,33.27190399169922,,,,,True,False,,63c5fa0c18ca11bd4c24e18c2b2003552ee2052774dace93bc5d18b82efc3d2e,73a93ffe4f99d16bdfe2572e2692261c406ca6bfc2a77cc937e695530edb7b81,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0080/n1000/metrics.json,,2e09090151bd0634c617df1fecaf25a7a82fd207463d5ef97a89647b887959ce,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_ema/c0080/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_energy_guided_v1,1000,50000,416,head,a: S+a*(S-W),1.0,,,,,,,,64.04929308345123,36.01262283325195,,,,,True,False,,63c5fa0c18ca11bd4c24e18c2b2003552ee2052774dace93bc5d18b82efc3d2e,541b26af13d981217602fbbfc014f1b5ccce24f5b76cfc4c6d31935a33ac203f,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_head/c0040/n1000/metrics.json,,0ee6c108984e7045437b2bc8b6b70175ca19210e19d967c4cb75bc905fcf82ad,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_energy_guided_v1/quality/step000416_head/c0040/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_gan_v1,1000,50000,200,ema,a: S+a*(S-W),1.0,,,,,,,,64.21954566550073,36.23395538330078,,,,,True,False,,0f8f54ced7f5139f0a817f857100933465d43e0078c8dc25ba1c9ae370d968a7,17b86880d3ea7692a44b2d862af8c22332741485e341d7d044de953883430c8c,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_gan_v1/quality/step000200_ema/c0040/n1000/metrics.json,,f6ddb81ab205eda1751088ce130d8d8ed40476b69c2c1adddfa4e6ad9351d9f9,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_gan_v1/quality/step000200_ema/c0040/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_gan_v1,1000,50000,200,head,a: S+a*(S-W),1.0,,,,,,,,64.39057171321144,36.25871276855469,,,,,True,False,,0f8f54ced7f5139f0a817f857100933465d43e0078c8dc25ba1c9ae370d968a7,a00fb465696affb55fc4167a0afb3f38953ac557f9d16b8962b4fbd111055d32,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_gan_v1/quality/step000200_head/c0040/n1000/metrics.json,,33e822c394ed0cd0c8bf0d2730e1128bace694d8f7dcfabecc7a4db54e43f57b,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_gan_v1/quality/step000200_head/c0040/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_gan_v2,1000,50000,600,ema,a: S+a*(S-W),1.0,,,,,,,,64.41234262404316,36.56913375854492,,,,,True,False,,e2e7da4be3655a5c284212715077f1f0f1610dc5a5cb797ce9730fe55b89f4d5,e9cf663b371b6f0b33499002563cabf339f98df7644a1b4eee4879fb659604be,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_gan_v2/quality/step000600_ema/c0040/n1000/metrics.json,,57910c4239c4d7e4fbf16589f2c39a777e9312307ae097f773a88694569118b3,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_gan_v2/quality/step000600_ema/c0040/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_gan_v2,1000,50000,600,head,a: S+a*(S-W),1.0,,,,,,,,64.51606428267269,36.63825225830078,,,,,True,False,,e2e7da4be3655a5c284212715077f1f0f1610dc5a5cb797ce9730fe55b89f4d5,f946b30d1fdab0a93a3432b6820349a3606e714112193194847d86985704df4b,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_gan_v2/quality/step000600_head/c0040/n1000/metrics.json,,a25ec1846e86a47b5405ebf22d487075cfde0f79eb2a5346c5cad27ce63ebacc,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_gan_v2/quality/step000600_head/c0040/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),0.0,,,,,,,,87.00114422111602,26.236839294433594,,128,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,9c3bbb419b08fd426f55b6c127b5ecc8d7c123440847f16cf75b6aac1bd290cd,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0000/n1000/metrics.json,,5561183a876944c7fa1236c8e9ab2fa9c68f9e0d745b3a41b298469326705fbf,/home/zhoushunyu/data/eqvae/experiments/guidance_dynamic_50k_20260915/sit_small/points/strong__c0000/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),0.4,,,,,,,,72.27524474788214,32.067691802978516,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,1a105260cce6a06c848c2fb69f047bf4c456a4bcf7acd0a9a57f0175f66dd5f3,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0016/n1000/metrics.json,,f4d1ce135a540a82b0ad53a0b94fb97960316184bebe86aa49593dcd3d92dc23,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0016/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),0.8,,,,,,,,65.30033396312024,35.64291000366211,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,757fa5f9b37104de54e9719032e0fb17053500e57784d0253757d25132877f16,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0032/n1000/metrics.json,,ff462906709adea1599087cc26adaf396e9ac7601d27778e7640adc6a89becaf,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0032/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.0,,,,,,,,64.11756480098461,37.53729248046875,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,50752cb0ec6607dcd9ae1fd44b9fc84d03144ecdf0e4f8113ac52eba5b7ac4f4,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0040/n1000/metrics.json,,b04880120d4d39aed8a790fcd6855f682d1867e033770be6c34f4160a3c945d2,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0040/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.025,,,,,,,,64.02927524746326,37.84165573120117,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,61a310d29f6b460d74a2a98932c9cb415283a34793a168bc3625d5961af1b589,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0041/n1000/metrics.json,,e34668807194ff90bd489f678df8675af4e65f8be2bda65770a7cea942fda8c1,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0041/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.05,,,,,,,,64.0052864546393,37.912940979003906,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,b5fb5010282908a97ff74469012c6722c422f7b8cdbaff62239768d582d65147,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0042/n1000/metrics.json,,02e787e08b96bbdc03e336875d76f1d9d882b65384fec75bb05f7d9688c675ae,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0042/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.075,,,,,,,,63.99260380403655,37.860923767089844,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,a261c0a478417943c2b0ac042b23558898162509e8b85cac66f2b3670f9f96fe,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0043/n1000/metrics.json,,d50c284a415f9ca7bb162f2d485894d1d7766205f1fc2aff856dd5bb7881b952,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0043/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.1,,,,,,,,63.96037583424061,37.8723258972168,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,138ca86bd8dff9a0904a83913c64c50ed0d81064f22f9d4a511b4fbf34693d71,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0044/n1000/metrics.json,,c3eaf19542913e49f6eae4f04581eaa8b0d154417f6aef2a276951337d6f7880,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0044/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.125,,,,,,,,63.814685614836776,38.023006439208984,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,226eb21519d11399b62eea2a827e8b6748cd7e69d9244e05622679a1ab9e5567,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0045/n1000/metrics.json,,f2fd7cbb2a9fa623afd17f013ed65fb900dcff90aa2c50d7c48ebc7f7db0cfbb,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0045/n1000/samples.npz
Endpoint_training,sit_small,sit_small_dynamic5k,,endpoint_joint_moments_v1,5000,50000,1000,ema,a: S+a*(S-W),1.125,,,,,,,,36.811705935092505,39.32114791870117,,,,,True,True,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,9fc30dae7da0294dc5d8a496918258d68afd4bff203cf41ab7ba19f66c7fcfef,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0045/n5000/metrics.json,,89df0cd6f26b6a4b26bfeb4969f30d3d2fd65815ea29e7210b4e078a3f84f02a,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0045/n5000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.15,,,,,,,,63.84360081081422,37.917144775390625,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,c7660eef799f26589ee1118ff6e2c5f6584c512599dcc4d847d3a198c823a826,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0046/n1000/metrics.json,,f447ac30277c9b39ef945189a5b83d00784910d36e0175faa85b80dfeebca167,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0046/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.175,,,,,,,,63.84312592446889,37.78544235229492,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,8d3a491183be3863a89e8ea2ac1e22b3dc72e7e00cf86b00a5aefa7403258260,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0047/n1000/metrics.json,,77a15865da1e4b18f46fe7eb370f2825deb6ec812aadb8ddf829c3d4591af71f,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0047/n1000/samples.npz
Endpoint_training,sit_small,sit_small_dynamic5k,,endpoint_joint_moments_v1,5000,50000,1000,ema,a: S+a*(S-W),1.175,,,,,,,,37.0471366285139,39.231117248535156,,,,,True,True,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,04bf15426ab40eaeee0b0e57eaee2512b68032f94cdf93394c050a4d0c5633f2,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0047/n5000/metrics.json,,158309c94fc7d3aa3d39981e2e4fda3f82decd9b122df218e08a2f23134936f1,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0047/n5000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.2,,,,,,,,63.929942968726664,37.703208923339844,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,95d846135f5ddd5762430a6f2e76cd6da8e3b557dd0a09893d51a4d6c7bbe503,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0048/n1000/metrics.json,,0594e35069a6ac437d4c81dfaae65b8a92e975aa3c275b8abd5d30787c4e85d5,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0048/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.3,,,,,,,,64.45645486766551,38.08091735839844,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,b943c6ba6d9253bd174184579f1884b85721fb436ffb717564c22cc1c43bf263,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0052/n1000/metrics.json,,fac84804706c31b79f226f5c238c338a8c469c8de2f5ef3dd62247f5fa8549ac,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0052/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.4,,,,,,,,65.20709153631503,37.71862030029297,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,0c7e94232de806d9f19d8a1b00e4705abc7d97a7b2ebd63b9bd656476f549e17,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0056/n1000/metrics.json,,96760bb4d92f1f5362bd31909f6b189ed1f6aa53ab59aa7cfd7cc4aa5afe5d60,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0056/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),1.6,,,,,,,,66.56185365787161,36.29387283325195,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,732c2d367cad665179c32c17a6b2fb9dfbf43de2328e48489227ca8858513298,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0064/n1000/metrics.json,,501481b854c50a1f770137086e0aab535707c7ac5261d5dfaf2e0ddce43b9b33,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0064/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,ema,a: S+a*(S-W),2.0,,,,,,,,72.87331411327511,33.87464141845703,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,4a07c899f75f6dad53bc10744b385a57a73a0de1b42a7540fbac92722d7e0e92,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0080/n1000/metrics.json,,41613e1debb9cb61de41b4e0451ddbb3c7f7939c1f0420514d3f5d4437954d7a,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_ema/c0080/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_joint_moments_v1,1000,50000,1000,head,a: S+a*(S-W),1.0,,,,,,,,64.18907218680022,38.18742752075195,,,,,True,False,,0354dad7ddf2fd5018dab9dc480bbaae485e70c894e6466d9f774ef5b0afe4dc,0e1c7aa796bc13c2ef09f6bf4147bc235edbab42f429dbc390f837329ec78f05,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_head/c0040/n1000/metrics.json,,f3f5f70ed6a8bac5cdcadf70e7dbf8121b7b4800fe1df02eae9d7f7e04745bb2,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_joint_moments_v1/quality/step001000_head/c0040/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,ema,a: S+a*(S-W),1.0,,,,,,,,64.27938042192261,36.52628707885742,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,ac2abebf4c72596d1d4bfa1a906891d2a31ded7a5f12802d85ee0fd3117f8e88,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_ema/c0040/n1000/metrics.json,,8416595d6bda32988b78d71c3ed3531eb3bbf9b3f2d785e78df4f5db1f7bf7c6,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_ema/c0040/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),0.0,,,,,,,,87.00114422111602,26.236839294433594,,128,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,9c3bbb419b08fd426f55b6c127b5ecc8d7c123440847f16cf75b6aac1bd290cd,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0000/n1000/metrics.json,,649f3a767163669122bfd357988829ea06ef0155ac8a9e277ddb73d152631960,/home/zhoushunyu/data/eqvae/experiments/guidance_dynamic_50k_20260915/sit_small/points/strong__c0000/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),0.4,,,,,,,,72.44786589528229,31.954059600830078,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,4ab388891d7aa3c8bdb93be14a45045ce9ec623e19ae11cc516ab108d1667452,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0016/n1000/metrics.json,,cf4be7dd98148658e7259b44921b8fe1c7aecc87ed7cce2f08c5cc3db0c63020,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0016/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),0.8,,,,,,,,65.26452546853272,35.758731842041016,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,9584bf169330509143e37b8fe6ada537712e07064bc05c2e8b7443c220292080,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0032/n1000/metrics.json,,d159507f3f0a1573a834175f04d7c9d1c6b5d5e77212d3fc3ef01cece9ea5bbd,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0032/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.0,,,,,,,,64.01850767261124,36.8725700378418,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,4fba4660bfc6f0dd02a857f0a5e5971f4d51b1c9bd11e85df9548e6694ccfd7b,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0040/n1000/metrics.json,,a436e1f5d3b8def97a7b1f3db7a3247abb79c77e71ac879a099382ebf521b0e1,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0040/n1000/samples.npz
