group,model,bank,phase,method,samples,head_training_steps,endpoint_step,weights,coefficient_type,coefficient,alpha,omega,seed,kappa,time_shift,solver,sampling_steps,fid,inception_score,sfid,full_calls,extra_prefix_calls,seconds,valid,first_1000_reused,reused,checkpoint_sha256,samples_sha256,source_file,source_row,source_sha256,source_output
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.1,,,,,,,,63.80534180464258,37.325191497802734,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,807623d893a54211866a95ffba6c37d227e492318146cd97b2b561f2b5379df9,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0044/n1000/metrics.json,,4c0c347a375dc7a36b712155c793d51618a1712a8595a9abb79b10c9c3c2e51e,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0044/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.125,,,,,,,,63.779442142016364,37.54114532470703,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,daf2c9165d2f61aa1221894a2e699f364592c7d856a7c9bcbfb1879975ad6bad,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0045/n1000/metrics.json,,811ecac53508fdec807aacb1cd7dedd349f08f38c7e29475ff8354a94d67a95f,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0045/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.15,,,,,,,,63.72227453548692,37.44419860839844,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,db393ef484a067dff99f4a27a3c290a1e7c8be4579acb11456fd7cbb6f3b2f43,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0046/n1000/metrics.json,,4168cc81403b0a77b38609443e48e1a7b6a7ae5253129cc1ab8a9a39337251dd,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0046/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.175,,,,,,,,63.60806194809578,37.547523498535156,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,abb55c7a6e34a35de9a3090ae24a253543c128ca68caec504294a326717ac414,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0047/n1000/metrics.json,,e95ba98a30e5cd9007a28c33273d65b3fff3242fafd99d8f95d7531bc369ffb2,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0047/n1000/samples.npz
Endpoint_training,sit_small,sit_small_dynamic5k,,endpoint_moments_v1,5000,50000,600,head,a: S+a*(S-W),1.175,,,,,,,,37.300448471788286,38.742286682128906,,,,,True,True,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,d20bacf8595b2d4861b59c517e9ae5af0857e302992615c8aa9897c957ff5189,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0047/n5000/metrics.json,,56a33c1f8e6c0bf919c65622ba40d84c277ae90213c2b252ea077870dd2a99aa,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0047/n5000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.2,,,,,,,,63.53239804728304,37.52002716064453,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,71008d1c117b1ec0438c3e456c6fa2475e8ae6144a930b868cf51f9075ba29cd,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0048/n1000/metrics.json,,c1f9427cef2287b3f2696914c56e7dab0c89516d600d36981e48ab217d261ef3,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0048/n1000/samples.npz
Endpoint_training,sit_small,sit_small_dynamic5k,,endpoint_moments_v1,5000,50000,600,head,a: S+a*(S-W),1.2,,,,,,,,37.33593993162276,38.609825134277344,,,,,True,True,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,70d028b7ba5b5f57a86ca2dda152e7a2111f50153b908d1403e0419885e3839b,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0048/n5000/metrics.json,,f9fc05a1009bcad7a9cda5e5501b499d9d87a312ea748dd4c15a22549c818ced,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0048/n5000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.225,,,,,,,,63.648650597184485,37.5054931640625,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,50295aad15a00864e35c4af5e892f118c8876ceb7559af9eaa3226368c049adc,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0049/n1000/metrics.json,,87b2fddbd42496891576d477546f988cd70db8687fbee113d9762ee81374ba52,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0049/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.25,,,,,,,,63.66273503407035,37.44955825805664,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,4ab33d7a7ae35444411eaa28f5d7a24b9d902b4c28844fae510e7dd5eb026acb,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0050/n1000/metrics.json,,a17e8dfc425b738eac6beeaa1822a3cda74caae5d872d4d9a4b8645d6e3cce7e,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0050/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.275,,,,,,,,63.870857436922506,37.32294845581055,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,94af7f0b964a890b24b6f29e600f61d40a318123ff1386b12b474c93ce60b903,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0051/n1000/metrics.json,,7a78cf0b81c512b415b345e262f5f3c3aafc77f36b793400780e11a65855b039,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0051/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.3,,,,,,,,63.94691291845464,37.33228302001953,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,43628ad0e69ba773890a6c67ee85014cb879fbd7bba8f193e377f1c567e72ced,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0052/n1000/metrics.json,,e51818da699df4ae5c8623cb6f3108a186d47dc16d4d35057513bff1d297bdf8,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0052/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.4,,,,,,,,64.26110243132496,37.11331558227539,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,cae4e7f7c20cea5440ee8452ddff5526de6f010ca3461c28ac1d2e2003518aed,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0056/n1000/metrics.json,,28435445a65dde39c056520db51cfea15787363a0d75312dddd125a84f3eeb41,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0056/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),1.6,,,,,,,,66.2071076295959,35.647369384765625,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,8117719d403421db501f06f88c696961813f45c31dbd6b09812c5fcf002689ae,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0064/n1000/metrics.json,,26c2a84c92459f298b1fbc33ff92131ce3d636c15efca694e2ceaa997b219102,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0064/n1000/samples.npz
Endpoint_training,sit_small,sit_common1k_2026091462,,endpoint_moments_v1,1000,50000,600,head,a: S+a*(S-W),2.0,,,,,,,,72.82543326823128,34.112308502197266,,,,,True,False,,178da1ec0345c8257664faca32b86572cb63b5ed61307b8d942a1b226a5096a0,e4424a59f33fb6847d7fba92a17ad729ffb9618d28ff5062fbfe3eece641e5aa,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0080/n1000/metrics.json,,62f237a1100595a62342cc4669599329159eb238a9b23984199694450cc80a39,/home/zhoushunyu/data/eqvae/experiments/adversarial_weak_training_20260915/endpoint_moments_v1/quality/step000600_head/c0080/n1000/samples.npz
