branch,sample_path,sample_sha256,fid_reference,evaluator_root,evaluator_commit,inception_score,fid
ordinary,/data/users/zhoushunyu/eqvae/experiments/raev2_posterior_iprojection_sampling/fid1k_seed20260903_ordinary/ordinary_window_s1p78/samples.npz,1ed05cff712a82924f7d4ad183d53db095c0f899ff1ec77ca97782bcdce6529a,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,57.02120742797852,39.324207814918566
tangent,/data/users/zhoushunyu/eqvae/experiments/raev2_posterior_iprojection_sampling/fid1k_seed20260903_tangent/posterior_tangent_s1p78/samples.npz,635f50e19aa1a76e369b9f4e5c1f803bc3c9df8888f694caafb0b6a66cfe3063,imagenet_256_fid_stats,/data/users/zhoushunyu/eqvae/external_sources/nanogen-evals,19dfb4c2705333eb8b97e454fb354d47d1fe135b,54.12408027648926,40.488712569018446
