seed,condition_a,condition_b,comparison,pca_components,explained_variance_ratio,rbf_bandwidth,swd_mean,swd_std,linear_mmd2_mean,linear_mmd2_std,feature_frechet_mean,feature_frechet_std,c2st_auc_mean,c2st_auc_std,swd_mean_excess_over_split_null,linear_mmd2_mean_excess_over_split_null,feature_frechet_mean_excess_over_split_null,c2st_auc_mean_excess_over_split_null
0,baseline,baseline,within_condition_split,128,0.6274836659431458,10.956998383596046,0.1182119001810152,0.0114305341457554,0.0013295151537507,0.0075581909673966,14.255927436367816,0.9786797214742008,0.5363555555555556,0.0115706738709186,,,,
0,factorized_g1_r1p5,factorized_g1_r1p5,within_condition_split,128,0.6274836659431458,10.956998383596046,0.1176903954495449,0.002579826762716,0.004693259039801,0.0037792472613965,15.257187926100736,0.5588429446998198,0.5262370370370371,0.0241755037056907,,,,
0,factorized_g1p5_r1p35,factorized_g1p5_r1p35,within_condition_split,128,0.6274836659431458,10.956998383596046,0.115828615921942,0.0031736568195195,-0.0024777497288278,0.0055778134860649,15.6096896043641,0.4753431025203274,0.5188,0.0130071964886299,,,,
0,factorized_g2_r1p35,factorized_g2_r1p35,within_condition_split,128,0.6274836659431458,10.956998383596046,0.1154710610593777,0.003724920080704,-0.0016189538212078,0.0050225179181579,15.296704328973252,0.5098607800936135,0.521925925925926,0.0236131092836406,,,,
0,factorized_g2p5_r1p35,factorized_g2p5_r1p35,within_condition_split,128,0.6274836659431458,10.956998383596046,0.1154353928272761,0.0026108416583301,0.0050676499311809,0.0040401522111406,15.17731547665958,0.4148427982783753,0.5273333333333333,0.0226321741916674,,,,
0,factorized_g3_r1,factorized_g3_r1,within_condition_split,128,0.6274836659431458,10.956998383596046,0.1147490748722423,0.0027290869752135,0.0078752317335805,0.0071491599290684,14.731602704622215,0.6732486960296196,0.5184296296296297,0.016163139490498,,,,
0,closed_g3,closed_g3,within_condition_split,128,0.6274836659431458,10.956998383596046,0.1162459508159099,0.0025760089269527,-0.0039198948676995,0.0046629543386553,14.44318198750851,0.7716407392597543,0.5126666666666666,0.0107334023462239,,,,
0,baseline,factorized_g1_r1p5,cross_condition,128,0.6274836659431458,10.956998383596046,0.1576809381723198,0.0035332211983331,0.0082602601369104,0.0046475119357015,15.131230767564537,0.4121441097762882,0.7270814814814814,0.0054107954885516,0.039729790357039746,0.00524887304013455,0.37467308633025986,0.19578518518518506
0,baseline,factorized_g1p5_r1p35,cross_condition,128,0.6274836659431458,10.956998383596046,0.1506584087274555,0.0057544338282158,0.0035337019821081,0.0025361904729527,14.3789351399752,0.7099606792812468,0.6912444444444444,0.0216403372785838,0.033638150675976905,0.00410781926964665,-0.5538733803907583,0.16366666666666663
0,baseline,factorized_g2_r1p35,cross_condition,128,0.6274836659431458,10.956998383596046,0.1605738761752122,0.0108080289436964,0.0066196663775155,0.0051646230329537,15.512350309723333,1.0128752043348277,0.7314666666666666,0.0290092194795864,0.04373239555501576,0.00676438571124405,0.7360344270527985,0.2023259259259258
