seed,time,condition_a,condition_b,comparison,paired_rms,baseline_projection_scale,rbf_bandwidth,swd_mean,swd_std,linear_mmd2_mean,linear_mmd2_std,c2st_auc_mean,c2st_auc_std,swd_mean_excess_over_split_null,linear_mmd2_mean_excess_over_split_null,c2st_auc_mean_excess_over_split_null
0,0.0,factorized_g2_r1p35,factorized_g2p5_r1p35,cross_condition,0.0,1.0000399351119995,7.99768202958972,0.0780400280656876,0.0034483644711858,0.0027617037054274,0.0030889709660191,,,-0.030591943366376745,0.0038604200332869,
0,0.0,factorized_g2_r1p35,factorized_g3_r1,cross_condition,0.0,1.0000399351119995,7.99768202958972,0.0805429724894097,0.0033512049936999,-0.0020352456146528,0.0057943454122355,,,-0.027575396883341458,-0.0016976123100929004,
0,0.0,factorized_g2_r1p35,closed_g3,cross_condition,0.0,1.0000399351119995,7.99768202958972,0.0800005254249804,0.0023715401458563,0.0001309566837045,0.0079700988305793,,,-0.02756133519874221,-0.00031416105046070005,
0,0.0,factorized_g2p5_r1p35,factorized_g3_r1,cross_condition,0.0,1.0000399351119995,7.99768202958972,0.0810784426473109,0.0018040802793312,0.0023170516145185,0.005955194708331,,,-0.02872930403354529,0.0019866844012037,
0,0.0,factorized_g2p5_r1p35,closed_g3,cross_condition,0.0,1.0000399351119995,7.99768202958972,0.0802073692813669,0.0028194662455922,-0.0009851524062115,0.0039936601454619,,,-0.02904386865046074,-0.0020982706582513997,
0,0.0,factorized_g3_r1,closed_g3,cross_condition,0.0,1.0000399351119995,7.99768202958972,0.081400301374838,0.0052461575736723,-0.0012423945835763,0.0046143346541322,,,-0.027337334497676447,-0.0031165958589158002,
0,0.02,baseline,baseline,within_condition_split,0.0,0.9801700711250304,7.838915549692892,0.1084872109422959,0.0032285690156348,-0.0015231294863842,0.0050231841704701,,,,,
0,0.02,factorized_g1_r1p5,factorized_g1_r1p5,within_condition_split,0.0,0.9801700711250304,7.838915549692892,0.1076001662854125,0.0037851366955696,-0.0009439433567814,0.0072083442004271,,,,,
0,0.02,factorized_g1p5_r1p35,factorized_g1p5_r1p35,within_condition_split,0.0,0.9801700711250304,7.838915549692892,0.1079347102604675,0.0036412907272776,0.000301842001163,0.0072990948174584,,,,,
0,0.02,factorized_g2_r1p35,factorized_g2_r1p35,within_condition_split,0.0,0.9801700711250304,7.838915549692892,0.107122531645794,0.0033540774358695,0.0018039227297749,0.0068467051459999,,,,,
0,0.02,factorized_g2p5_r1p35,factorized_g2p5_r1p35,within_condition_split,0.0,0.9801700711250304,7.838915549692892,0.1065901999843175,0.0036442556574786,-0.0013683892710158,0.0051791154390859,,,,,
0,0.02,factorized_g3_r1,factorized_g3_r1,within_condition_split,0.0,0.9801700711250304,7.838915549692892,0.1076959211558441,0.0054772558795163,-0.0007694042671743,0.0054198559246457,,,,,
0,0.02,closed_g3,closed_g3,within_condition_split,0.0,0.9801700711250304,7.838915549692892,0.1067346865943442,0.0026340408990366,0.0003058944663515,0.0066438450614416,,,,,
