sample_id,label,index,noise_time,future_time,pullback_raw_cosine,pullback_current_cosine,raw_current_cosine,k4_k8_cosine,norm_ratio,finite_work_relative_error,work_current,work_raw_future,work_pullback,pullback_rms,future_gap_rms
0,0,4,0.9948186874389648,0.9635686874389648,0.899445368430123,0.1946952187539038,0.26132714116522626,0.9961050073074726,1.0,0.004378937354857953,0.003778690153617398,0.017456644306236814,0.019408232431579152,0.22492170333862305,0.15981245040893555
0,0,11,0.9847856163978577,0.9535356163978577,0.8247760561511998,0.4684507676761313,0.4750661689164248,0.9959922547439691,1.0000001192092896,0.00124927590813331,0.015511767772720148,0.027310734059028098,0.03311291017822747,0.2947593629360199,0.1729935258626938
0,0,20,0.9696969985961914,0.9384469985961914,0.7698569338170619,0.5578671369772156,0.645373194284179,0.9974646712350247,1.0,0.012622322807845752,0.03088181692980593,0.042616925308929486,0.05535694198657593,0.3597424030303955,0.19200783967971802
1,137,4,0.9948186874389648,0.9635686874389648,0.8539322105909837,0.20715615690010625,0.2997507455972855,0.9899003010518382,1.0,0.0010401767678651992,0.0036670322608478895,0.015116119538545362,0.017701778649288104,0.21069791913032532,0.1556759476661682
1,137,11,0.9847856163978577,0.9535356163978577,0.8144377871529063,0.24128056029492176,0.4631254577644775,0.9813835903009869,1.0000001192092896,0.0016604383308602005,0.005931999260213651,0.020023347194589144,0.024585485037905138,0.23399867117404938,0.16263766586780548
1,137,20,0.9696969985961914,0.9384469985961914,0.7837468044493622,0.6208613235937543,0.7248437850209529,0.9984938801575223,1.0000001192092896,0.010334041422338036,0.030101525048427023,0.03799878309087072,0.04848349420983989,0.32106783986091614,0.18461616337299347
2,274,4,0.9948186874389648,0.9635686874389648,0.6794011297428164,-0.10368599703737583,0.12251397124979538,0.9690199885825396,1.0,0.037291023257912004,-0.0031713713947214162,0.020780367745895277,0.030586302649591366,0.4857177436351776,0.19357167184352875
2,274,11,0.9847856163978577,0.9535356163978577,0.7578679384480128,0.3743120595634766,0.4358371272662271,0.9905728623183816,0.9999999403953552,0.009636322836204551,0.015391662039320478,0.031163429328513702,0.04111986602443539,0.3873229920864105,0.18662412464618683
2,274,20,0.9696969985961914,0.9384469985961914,0.637300187560652,0.3869667219709594,0.4797017642389835,0.9986215899698513,1.0,0.044982713036288605,0.03975265298165807,0.06546912808597712,0.10272887529572859,0.5677417516708374,0.21653024852275848
3,411,4,0.9948186874389648,0.9635686874389648,0.9574612786518512,0.36398401587080276,0.33558439582741123,0.993600888838698,1.0,0.0005696581650554684,0.00392312302379429,0.010319789267316816,0.010778283747023984,0.14204224944114685,0.1237458661198616
3,411,11,0.9847856163978577,0.9535356163978577,0.8322380305127031,0.49038339101712075,0.5513896152343998,0.9881802197457317,1.0,0.0031319994656036805,0.009633395132901769,0.0163490001151293,0.01964462094732402,0.22357454895973206,0.14356651902198792
3,411,20,0.9696969985961914,0.9384469985961914,0.8164952556708651,0.585418085098385,0.6648162175581955,0.9953680422435758,1.0,0.007428292541370388,0.018972312892913866,0.0264610940180504,0.03240814378121733,0.2721909284591675,0.16666242480278015
4,548,4,0.9948186874389648,0.9635686874389648,0.7767092158932342,0.18863320348193258,0.26622970727115786,0.9381925770903844,1.0,0.008785037630633747,0.004539026816931888,0.01868973218058447,0.02406271514679856,0.33228567242622375,0.1823425590991974
4,548,11,0.9847856163978577,0.9535356163978577,0.69659088394243,0.3918160180195403,0.510916190889291,0.9479279520850629,1.0,0.017358381898310016,0.017268730104575844,0.030701245132578985,0.04407356988045091,0.38725656270980835,0.19695135951042175
4,548,20,0.9696969985961914,0.9384469985961914,0.7966276837259121,0.6027431784910888,0.6928115993571006,0.9918012418980706,1.0,0.001828807932643391,0.04131262917062725,0.054601663590741686,0.06854101384938052,0.3720977306365967,0.21948233246803284
5,685,4,0.9948186874389648,0.9635686874389648,0.8325069072503687,0.4352485789958437,0.3818165763521503,0.9655221947189383,0.9999999403953552,0.0014397677371025474,0.014204083096693448,0.02716837723278823,0.03263441609364196,0.2696492075920105,0.18787212669849396
5,685,11,0.9847856163978577,0.9535356163978577,0.7361644064983762,0.468271609415502,0.45919918431913265,0.9976096677304049,1.0,0.008087942696182706,0.03060869889021254,0.04811958397666104,0.0653652646290675,0.4216057360172272,0.2271883636713028
5,685,20,0.9696969985961914,0.9384469985961914,0.8972989552963904,0.7241933747050256,0.7613387815985461,0.9978424816438096,1.0,9.37889599050815e-05,0.05124209783097273,0.06349061519896065,0.07075747706807925,0.33384618163108826,0.25099578499794006
6,822,4,0.9948186874389648,0.9635686874389648,0.9182688362560666,0.1460670806705888,0.22752910185702654,0.9958835931371606,1.0,0.0005918550094535204,0.0016316032060702764,0.01025727659296442,0.0111702320757077,0.17155633866786957,0.1274547278881073
6,822,11,0.9847856163978577,0.9535356163978577,0.8833624951068942,0.4376498021992697,0.5413220291536572,0.995596299448125,1.0000001192092896,0.004104000685514254,0.007684162325296696,0.015509890903405769,0.017557788860852734,0.21953126788139343,0.14222411811351776
6,822,20,0.9696969985961914,0.9384469985961914,0.818105502750324,0.5883166322820187,0.7312735968465487,0.9958905629662158,1.0,0.014323735555160082,0.02121731466850693,0.02950452308392886,0.0360644490887913,0.29863467812538147,0.16996368765830994
7,959,4,0.9948186874389648,0.9635686874389648,0.7584018904958096,0.09842124168153138,0.28100453011860627,0.9890304449913194,1.0,0.06368701998478773,0.002152329634820582,0.016585146650629365,0.021868548734301836,0.28001099824905396,0.1421842873096466
7,959,11,0.9847856163978577,0.9535356163978577,0.6104711367887622,0.36266100447531513,0.5252714627420436,0.9411537134471831,1.0,0.031342642868785346,0.015693602794791733,0.026417209956085586,0.04327348019228776,0.4667412042617798,0.1669873595237732
7,959,20,0.9696969985961914,0.9384469985961914,0.7401671148807906,0.5158762329851102,0.5767522718409037,0.9942360184369933,1.0,0.016270470430633607,0.03520383655277358,0.05050963825500622,0.06824085563111032,0.4533103406429291,0.21443518996238708
