model,arm,kind,samples,fid,sfid,inception_score,baseline,delta_fid,full_calls_per_output,seconds,relative_seconds
sit,cfg_e64,baseline,1000,45.48103107132408,207.70133989010264,60.49470138549805,cfg_e64,0.0,112,60.71785434242338,1.0
sit,cfg_moment_k02_w1,moment,1000,45.42897072670246,207.5079680237884,60.08082962036133,cfg_e64,-0.05206034462162279,175,86.5624757008627,1.4256510978251378
sit,cfg_e100,baseline,1000,45.362347565874074,207.57152095302774,60.80072021484375,cfg_e64,-0.11868350545000794,175,86.6898948228918,1.42774964237038
