ordinal,source_batch,id,label,write_query,write_time,successor_time,read_query,read_time,quantized_input_changed_fraction,finite_recurrence_roundoff_rms,state_projection,state_rms,state_relative_norm,state_cosine,read_projection,read_rms,read_relative_norm,read_cosine,feedback_projection,feedback_rms,feedback_relative_norm,feedback_cosine
15,5993,47944,944,96,0.25,0.1983470916748047,97,0.1983470916748047,0.9334526062011719,3.815103489604309e-08,0.20661163287377762,0.025226588869364207,0.20661163287394682,0.9999999999991811,0.18932371689529665,0.027168200868646627,0.2225138869462985,0.8508400059587653,0.0,0.0,0.0,0.0
15,5993,47945,945,96,0.25,0.1983470916748047,97,0.1983470916748047,0.9347000122070312,3.281774994028193e-08,0.20661163335414046,0.02236882360592889,0.20661163335430258,0.9999999999992153,0.17292175506703794,0.02288093425336596,0.21134178900258876,0.8182090058153136,0.0,0.0,0.0,0.0
15,5993,47946,946,96,0.25,0.1983470916748047,97,0.1983470916748047,0.9384689331054688,3.13887164955597e-08,0.206611633770555,0.022694631784825243,0.206611633770699,0.9999999999993031,0.17249295101623496,0.02300340545363224,0.20942270525149928,0.823659262777096,0.0,0.0,0.0,0.0
15,5993,47947,947,96,0.25,0.1983470916748047,97,0.1983470916748047,0.9332542419433594,3.3256916431045555e-08,0.20661163297902385,0.022224961979785546,0.20661163297919097,0.9999999999991913,0.17957377284322215,0.023425662846616267,0.21777380131230498,0.8245885031216361,0.0,0.0,0.0,0.0
15,5993,47948,948,96,0.25,0.1983470916748047,97,0.1983470916748047,0.9385032653808594,3.5570900758437353e-08,0.20661163319375092,0.02534746532515856,0.20661163319389725,0.9999999999992918,0.1817517170146362,0.026587057180887556,0.21671576370637954,0.8386640358146032,0.0,0.0,0.0,0.0
15,5993,47949,949,96,0.25,0.1983470916748047,97,0.1983470916748047,0.9393768310546875,3.027536389879892e-08,0.2066116334683592,0.02243155849663659,0.2066116334684973,0.9999999999993315,0.1745289949534185,0.022757150672801693,0.20961058387009876,0.8326344582942374,0.0,0.0,0.0,0.0
15,5993,47950,950,96,0.25,0.1983470916748047,97,0.1983470916748047,0.9291954040527344,4.09899461929895e-08,0.20661163177334593,0.02526449511473803,0.2066116317735386,0.9999999999990674,0.18672418160156698,0.02702556659250221,0.22101357608464572,0.8448538995181623,0.0,0.0,0.0,0.0
15,5993,47951,951,96,0.25,0.1983470916748047,97,0.1983470916748047,0.9418449401855469,2.8877240079849695e-08,0.20661163301174407,0.022033689318166155,0.20661163301187618,0.9999999999993605,0.1735886333426156,0.022315978742442594,0.2092586830854946,0.8295408858694496,0.0,0.0,0.0,0.0
15,5993,47944,944,96,0.25,0.1983470916748047,98,0.14035087823867798,0.9250755310058594,4.0775039519402935e-08,0.20155668797917367,0.02496085180402084,0.20443518447380654,0.9859197598395706,0.19299613796713705,0.027860054444932465,0.22818032872510327,0.8458053288180076,0.05535780448206145,0.007943917056471392,0.06506252918110517,0.8508400331006182
15,5993,47945,945,96,0.25,0.1983470916748047,98,0.14035087823867798,0.9252815246582031,3.4838181953363507e-08,0.19676079362246468,0.02164679617291657,0.1999425626025555,0.9840865849738281,0.17914953692424102,0.02350972608485884,0.21714968080920813,0.8250048365562427,0.05056190978137858,0.006690330540852185,0.06179583446486044,0.8182090300945783
15,5993,47946,946,96,0.25,0.1983470916748047,98,0.14035087823867798,0.9298667907714844,3.345390675577808e-08,0.19663541245346353,0.021933035064762036,0.19967806709737318,0.9847621990329769,0.1819026215874738,0.02387746256035163,0.2173801098280712,0.8367951498936265,0.05043652832243999,0.006726140912827214,0.06123469973636642,0.8236592739016315
15,5993,47947,947,96,0.25,0.1983470916748047,98,0.14035087823867798,0.9249725341796875,3.539366276232904e-08,0.19870582820220387,0.021722963460450346,0.20194486531824657,0.9839607849848607,0.1839767472066026,0.024041200844837962,0.22349607481221015,0.823176636820968,0.052506944630236536,0.006849607901705184,0.06367653970007527,0.8245885357079865
15,5993,47948,948,96,0.25,0.1983470916748047,98,0.14035087823867798,0.9296150207519531,3.783790735550435e-08,0.19934265359923553,0.024819520117482063,0.2023082592590421,0.9853411537884407,0.18771803572341544,0.02738940256341395,0.22325582156789767,0.8408203396672715,0.0531437698580568,0.007773992059227267,0.06336717203037684,0.8386640614572612
15,5993,47949,949,96,0.25,0.1983470916748047,98,0.14035087823867798,0.92999267578125,3.219997159487461e-08,0.1972307479333787,0.021727888264777895,0.20013029798530826,0.9855116887291975,0.1817408040521012,0.023513851033151102,0.21658036697818883,0.8391379449015512,0.051031864009946304,0.006654136642318417,0.0612896353678739,0.8326344854826075
15,5993,47950,950,96,0.25,0.1983470916748047,98,0.14035087823867798,0.9201774597167969,4.412499717736447e-08,0.2007965885587786,0.024914736157714286,0.20375132253284725,0.9854983322938072,0.18841837293276337,0.02796349390498682,0.2286838933277704,0.8239249830450679,0.05459770583066578,0.007902211118374726,0.0646238417340853,0.8448539171552948
15,5993,47951,951,96,0.25,0.1983470916748047,98,0.14035087823867798,0.9337425231933594,3.064544543535473e-08,0.19695578722554052,0.02131770733543209,0.19989781379968452,0.9852823474243086,0.18150749596509314,0.023172480909011296,0.21729017108360615,0.8353230846104632,0.05075690363884301,0.006525138930979576,0.061186739573727694,0.8295409102111557
15,5993,47944,944,96,0.25,0.1983470916748047,99,0.07476635277271271,0.9212226867675781,1.7594246115022243e-09,0.19755643146177693,0.025456451940497952,0.2084942649139068,0.9475389241203043,0.19170213066803973,0.028455855491468063,0.2330600779345662,0.8225438366233702,0.11967478701965704,0.016724732303661585,0.136979449283991,0.8736696463974148
15,5993,47945,945,96,0.25,0.1983470916748047,99,0.07476635277271271,0.9200782775878906,1.6070058489495e-09,0.18853123340669248,0.02168418745491525,0.20028793051206464,0.9413010206091077,0.1787297966321646,0.024034016425293857,0.22199233527765547,0.8051169713072276,0.11064958877796172,0.014038837141690165,0.12967097078233694,0.8533104064108218
15,5993,47946,946,96,0.25,0.1983470916748047,99,0.07476635277271271,0.9244003295898438,1.7100075155638882e-09,0.18975093132449314,0.022059305789181496,0.2008276341367097,0.9448447278690923,0.17960234667671665,0.024453661623362783,0.22262581863333517,0.8067453621474238,0.11186928651469671,0.014254535831539452,0.12977310954948434,0.862037496851683
15,5993,47947,947,96,0.25,0.1983470916748047,99,0.07476635277271271,0.9207305908203125,1.6268844992310387e-09,0.1918230800230323,0.021944905106604344,0.20400811860883375,0.940271795706498,0.18321889362144655,0.0246275793197326,0.22894727038014956,0.8002667746037132,0.1139414355298569,0.014353831562990816,0.13343863451533344,0.8538864021181503
15,5993,47948,948,96,0.25,0.1983470916748047,99,0.07476635277271271,0.9250984191894531,1.8286426458513036e-09,0.1939105895423045,0.02518385324493642,0.20527800244733913,0.9446243008529335,0.18567795968443226,0.02793493213286094,0.22770252871802574,0.8154409207917301,0.11602894493368371,0.016459685765600304,0.1341657840049831,0.8648177014295555
15,5993,47949,949,96,0.25,0.1983470916748047,99,0.07476635277271271,0.9262046813964844,1.6714510299027255e-09,0.18999245668381856,0.021801705745865457,0.20081021286274842,0.9461294521592702,0.18040993798863142,0.023965309907240523,0.22073864494329098,0.8173011030079473,0.11211081198098541,0.014070623009144495,0.1296010887640584,0.8650452943731481
15,5993,47950,950,96,0.25,0.1983470916748047,99,0.07476635277271271,0.9158096313476562,1.7148124045190258e-09,0.19501237642424635,0.025354796800886495,0.20735011392575675,0.9404980432953703,0.18688934247665207,0.02836833865948993,0.2319946911475159,0.8055759446573577,0.1171307323607468,0.016714333244713428,0.1366888849356986,0.8569148282674749
