arm,round_index,idea_id,family,role,source,key,reference,solver,strength,theta,parameters,samples,fid,sfid,inception_score,full_calls_per_image,prefix_calls_per_image,auxiliary_full_calls_per_image,sum_batch_gpu_seconds,trajectory_gpu_seconds,decode_gpu_seconds,evaluation_wall_seconds,events_per_image,complete,status,blocked_by_round,gallery_path,contact_sheet_path,noise_sha256,parent_latents_sha256,request_sha256,pixel_mse_previous_mean,latent_delta_rms_previous_mean,latent_cosine_previous_mean,pixel_psnr_previous_mean_db,pixel_psnr_previous_positive_infinity_count,pixel_psnr_previous_from_mean_mse_db,exact_pixel_identity_previous_count,all_images_identical_to_previous,pixel_mse_initial_mean,latent_delta_rms_initial_mean,latent_cosine_initial_mean,pixel_psnr_initial_mean_db,pixel_psnr_initial_positive_infinity_count,pixel_psnr_initial_from_mean_mse_db,exact_pixel_identity_initial_count,all_images_identical_to_initial
ig_mlp_00,0,,ig_mlp,control,ig,native,mlp,heun64,0.2,0.0,{},1000,74.43097917480998,213.55521545870863,33.12874221801758,128.0,0.0,0.0,127.27760875970125,112.86965955421329,14.407949205487967,26.889183204621077,0.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/round00/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/rounds.png,e5125ecb169d45483d2e101f8229e29ee2ade22cce620f4d080f85c56fdb17fe,,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,0.0,0.0,1.0,,1000,,1000,True,0.0,0.0,1.0,,1000,,1000,True
ig_mlp_00,1,,ig_mlp,control,ig,native,mlp,heun64,0.2,0.0,{},1000,75.89787816702426,213.0080613374722,32.99778366088867,96.0,0.0,0.0,92.61748117860407,78.21757928328589,14.39990189531818,29.43477404722944,0.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/round01/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/rounds.png,837f3c34e5ad057cf1a6aae5b1016c606d9768ad0bcb70c8c2bcb0d0828c75d8,f70eb68fd60f4e91acc7de3458aaa3a31501aff411a5c7757498ba96b01520ec,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2391.076671641032,0.7517405752046146,0.5448514122165993,14.795356155038847,0,14.344868585552517,0,False,2391.076671641032,0.7517405752046146,0.5448514122165993,14.795356155038847,0,14.344868585552517,0,False
ig_mlp_00,2,,ig_mlp,control,ig,native,mlp,heun64,0.2,0.0,{},1000,74.08789479669656,212.07452091105358,33.82178497314453,96.0,0.0,0.0,80.12297767400742,65.78536483412609,14.33761283988133,35.045977206900716,0.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/round02/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/rounds.png,aa8f85c0ef6f873e54735d38184cd54cac272bdf286f98318305c2d1a5f85abc,8fb70d40382ca1874447801c2e7c8049a52072789f60c05290b94cdc35705364,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2356.8348511301674,0.7484563103974984,0.5506956182969218,14.879609666337954,0,14.407512092963692,0,False,3186.069333196004,0.8542321250758775,0.41566672632174606,13.507168870872786,0,13.098251384621804,0,False
ig_mlp_00,3,,ig_mlp,control,ig,native,mlp,heun64,0.2,0.0,{},1000,72.24475591273034,212.0508813716756,34.149871826171875,96.0,0.0,0.0,80.73003542982042,66.38375124661252,14.3462841832079,35.67059601703659,0.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/round03/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/rounds.png,bdbb68033849380079ae24a2df95edc14dbc3e68935aab073ecc267e46f03640,c6b91f45c1d9491b5dfba068220c3a29234e92659fc1fb95ffb5cd123105b939,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2369.3279205932618,0.747119215674092,0.5538532730771873,14.86046774669424,0,14.384551886008325,0,False,3725.1546634674073,0.8960081148608697,0.3622595777103305,12.828944872459818,0,12.419360520799657,0,False
ig_mlp_00,4,,ig_mlp,control,ig,native,mlp,heun64,0.2,0.0,{},1000,73.82955528137938,209.3341526325578,32.89133834838867,96.0,0.0,0.0,82.07435158174485,67.7290985705331,14.345253011211753,31.641418979037553,0.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/round04/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/rounds.png,1e80c335a772910b0a41b5e8e8f35a0ad4187d8ccbf9bbbb081e9dc9c47bac8c,11b9131cbf0732d3779e6290fb4e0fea2b21793cc2e6c7bf525d8deb045e3d39,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2395.7304893900555,0.747221384127981,0.5555152186170492,14.838663952294953,0,14.336424008877556,0,False,4067.7554595184324,0.9179736790944416,0.3335869159781113,12.426741851871563,0,12.037255242312552,0,False
ig_mlp_00,5,,ig_mlp,control,ig,native,mlp,heun64,0.2,0.0,{},1000,69.26788185662463,210.18234576951886,35.73162078857422,96.0,0.0,0.0,83.18054286250845,68.83623408991843,14.344308772590011,30.504081041086465,0.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/round05/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/ig_mlp_00/rounds.png,d8db46b6893fe1ee5240a2a9f2d71f043587e46df6b77cdc22107e911326706c,64cf5b2212afbd7c233f13b4cde11d9a5aa8dbb63ad7febfdd6bb9f0bade0f60,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2361.4544682210285,0.7440048604876507,0.559404534428292,14.90588256348395,0,14.399007846121863,0,False,4290.380499394735,0.9335447616803721,0.31324240888325344,12.184358256619628,0,11.805845508604342,0,False
i05_cfg_cycle_curvature_06,0,5,i05_cfg_cycle_curvature,candidate,cfg,cfg_cycle_curvature,native,heun64,1.25,0.8,{},1000,46.61710749959178,207.11296895163082,63.80845260620117,254.0,0.0,30.0,178.15598441194743,163.81935570994392,14.336628702003509,29.314338626805693,5.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/round00/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/rounds.png,e5125ecb169d45483d2e101f8229e29ee2ade22cce620f4d080f85c56fdb17fe,,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,0.0,0.0,1.0,,1000,,1000,True,0.0,0.0,1.0,,1000,,1000,True
i05_cfg_cycle_curvature_06,1,5,i05_cfg_cycle_curvature,candidate,cfg,cfg_cycle_curvature,native,heun64,1.25,0.8,{},1000,45.61600935528145,208.05808491456105,64.20185852050781,184.0,0.0,24.0,132.64267613133416,118.30498245544732,14.33769367588684,31.481698806863278,4.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/round01/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/rounds.png,837f3c34e5ad057cf1a6aae5b1016c606d9768ad0bcb70c8c2bcb0d0828c75d8,a4bec016a60bd68fb37e4bdeda1783af68f398f8d5b5c5de6d4c611f7daf9418,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2289.4681608937576,0.7324289230585014,0.6063317847192072,15.081004838957924,0,14.533457525955013,0,False,2289.4681608937576,0.7324289230585014,0.6063317847192072,15.081004838957924,0,14.533457525955013,0,False
i05_cfg_cycle_curvature_06,2,5,i05_cfg_cycle_curvature,candidate,cfg,cfg_cycle_curvature,native,heun64,1.25,0.8,{},1000,45.43767782355758,207.77734085824943,62.85707092285156,184.0,0.0,24.0,133.13647387968376,118.80358404573053,14.332889833953232,29.547375382855535,4.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/round02/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/rounds.png,aa8f85c0ef6f873e54735d38184cd54cac272bdf286f98318305c2d1a5f85abc,f838937b1f0d5e4f0d58669ce5dd83a9add0e8ded491e1d2356da3ccc984bc1d,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2286.3622688140867,0.7313183817395765,0.6076009079568365,15.096085757226746,0,14.539353164001298,0,False,3048.451588694255,0.8353567944105366,0.49046111104156886,13.771010913411246,0,13.290010583214817,0,False
i05_cfg_cycle_curvature_06,3,5,i05_cfg_cycle_curvature,candidate,cfg,cfg_cycle_curvature,native,heun64,1.25,0.8,{},1000,45.51781396542543,209.50107729340334,62.27068328857422,184.0,0.0,24.0,134.6837390223518,120.34389878530055,14.339840237051249,31.62270291475579,4.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/round03/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/rounds.png,bdbb68033849380079ae24a2df95edc14dbc3e68935aab073ecc267e46f03640,3c9fd97579e45ea23c134ac3419a053bfeb67957d1c17c91f03591a80c3c8e47,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2278.3433847707115,0.7304812192297871,0.6096137552718062,15.090505002158276,0,14.554611806892215,0,False,3564.584503250122,0.8789070903865475,0.4400968138149035,13.059677157947267,0,12.610714461644694,0,False
i05_cfg_cycle_curvature_06,4,5,i05_cfg_cycle_curvature,candidate,cfg,cfg_cycle_curvature,native,heun64,1.25,0.8,{},1000,45.69339775306537,206.90706766023118,64.41162872314453,184.0,0.0,24.0,133.1776543953456,118.83905823715031,14.338596158195287,30.91138698812574,4.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/round04/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/rounds.png,1e80c335a772910b0a41b5e8e8f35a0ad4187d8ccbf9bbbb081e9dc9c47bac8c,d1a0ad7ab848646c17ce46b037eeb34f653ba78db5724e8dab8d0e9796def0c1,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2308.4468324178056,0.7317472934104846,0.6096091682714702,15.041634122962684,0,14.497604844297292,0,False,3918.3940122629806,0.9026640075071766,0.4120367906103699,12.648933063330716,0,12.19972256736499,0,False
i05_cfg_cycle_curvature_06,5,5,i05_cfg_cycle_curvature,candidate,cfg,cfg_cycle_curvature,native,heun64,1.25,0.8,{},1000,45.385824625345606,208.03025003241862,66.81864166259766,184.0,0.0,24.0,132.44598847301677,118.11503798048943,14.330950492527336,31.53366764402017,4.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/round05/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i05_cfg_cycle_curvature_06/rounds.png,d8db46b6893fe1ee5240a2a9f2d71f043587e46df6b77cdc22107e911326706c,1c05198ebe48d79de0747c94703e4243388551b2b2bc003c3a1da3b576fe9d90,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2293.002795928955,0.730517351525662,0.6107358169310637,15.080196884003565,0,14.526757765890066,0,False,4126.56213037618,0.9181291693705529,0.39370126415308193,12.407386294501373,0,11.974919725454336,0,False
i10_ig_cycle_twohop_10,0,10,i10_ig_cycle_twohop,candidate,ig,ig_cycle_twohop,mlp,heun64,0.8,0.8,{},1000,66.25410886532109,207.43358399406225,35.971248626708984,146.0,0.0,18.0,113.88177171954885,99.54678331967443,14.334988399874419,29.440345542039722,3.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/round00/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/rounds.png,e5125ecb169d45483d2e101f8229e29ee2ade22cce620f4d080f85c56fdb17fe,,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,0.0,0.0,1.0,,1000,,1000,True,0.0,0.0,1.0,,1000,,1000,True
i10_ig_cycle_twohop_10,1,10,i10_ig_cycle_twohop,candidate,ig,ig_cycle_twohop,mlp,heun64,0.8,0.8,{},1000,66.35557530042615,207.17610598209376,37.27254867553711,108.0,0.0,12.0,87.87183318752795,73.53259418811649,14.339238999411464,30.651230168994516,2.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/round01/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/rounds.png,837f3c34e5ad057cf1a6aae5b1016c606d9768ad0bcb70c8c2bcb0d0828c75d8,007daf2940883ec5d4359d141217ada7bf04f15fca34a500b3ada30d26542e06,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2317.4098980916337,0.7367290136599082,0.5636741847149724,15.0538497628627,0,14.480775032821473,0,False,2317.4098980916337,0.7367290136599082,0.5636741847149724,15.0538497628627,0,14.480775032821473,0,False
i10_ig_cycle_twohop_10,2,10,i10_ig_cycle_twohop,candidate,ig,ig_cycle_twohop,mlp,heun64,0.8,0.8,{},1000,65.10809640843297,206.9249737769312,38.13315200805664,108.0,0.0,12.0,87.08666874608025,72.75131974741817,14.335348998662084,29.514956053346395,2.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/round02/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/rounds.png,aa8f85c0ef6f873e54735d38184cd54cac272bdf286f98318305c2d1a5f85abc,a13c6cca646eb858e56f7db36f9a37936ff235ec6783f98cd0ff4f9a9dfdd1cb,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2286.025644846598,0.7309256561631755,0.5780480133042878,15.157591051650183,0,14.539992628257533,0,False,3102.123402282715,0.8394469546409137,0.44177699952129024,13.736829351805955,0,13.214212908382734,0,False
i10_ig_cycle_twohop_10,3,10,i10_ig_cycle_twohop,candidate,ig,ig_cycle_twohop,mlp,heun64,0.8,0.8,{},1000,62.79138222390941,207.13553059006517,39.195194244384766,108.0,0.0,12.0,87.01201685657725,72.68027492519468,14.331741931382567,31.148615731857717,2.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/round03/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/rounds.png,bdbb68033849380079ae24a2df95edc14dbc3e68935aab073ecc267e46f03640,ea61092b93a544515be06a44f522e14caabb6f8fd11cc41d3589b0ee64aa7f05,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2290.003277379354,0.7269749644860267,0.5886280984059997,15.151688031371116,0,14.532442569792233,0,False,3641.4261990814207,0.8832659955635626,0.3917100475296824,13.028686809512633,0,12.51808848350651,0,False
i10_ig_cycle_twohop_10,4,10,i10_ig_cycle_twohop,candidate,ig,ig_cycle_twohop,mlp,heun64,0.8,0.8,{},1000,64.01646246488127,204.30909390864736,40.28297805786133,108.0,0.0,12.0,88.5622076690197,74.22871010284871,14.33349756617099,30.378872314933687,2.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/round04/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/rounds.png,1e80c335a772910b0a41b5e8e8f35a0ad4187d8ccbf9bbbb081e9dc9c47bac8c,d1b19aea56d983f1ac2c8ade092ca095e46deb5f50e593145cef730fda1b207c,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2305.7955532684327,0.7241788224154493,0.5970628768684332,15.132123815327864,0,14.502595635569309,0,False,4018.8483802083333,0.9082893387594934,0.36439791305871616,12.57257205883462,0,12.08978739070246,0,False
i10_ig_cycle_twohop_10,5,10,i10_ig_cycle_twohop,candidate,ig,ig_cycle_twohop,mlp,heun64,0.8,0.8,{},1000,61.83008546663052,205.3085739027813,40.39216232299805,108.0,0.0,12.0,108.61604650039226,94.20297639397904,14.413070106413215,28.79201493272558,2.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/round05/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i10_ig_cycle_twohop_10/rounds.png,d8db46b6893fe1ee5240a2a9f2d71f043587e46df6b77cdc22107e911326706c,cb34e81af863217381041912caaafdde192bdce81ad6b09553926f44bf2ac6b0,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2273.423303995768,0.7177097159018051,0.6075901852743909,15.216019729739019,0,14.564000533992552,0,False,4276.573143473308,0.9266726349587252,0.3457499129979109,12.27911684272961,0,11.819844565745115,0,False
i01_cfg_cycle_gain_00,0,1,i01_cfg_cycle_gain,candidate,cfg,cfg_cycle_gain,native,heun64,0.75,0.5,{},1000,48.97967224502656,210.9804062005926,54.42884063720703,244.0,0.0,20.0,170.81520130578429,156.47904488444328,14.336156421341002,31.729624799918383,5.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/round00/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/rounds.png,e5125ecb169d45483d2e101f8229e29ee2ade22cce620f4d080f85c56fdb17fe,,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,0.0,0.0,1.0,,1000,,1000,True,0.0,0.0,1.0,,1000,,1000,True
i01_cfg_cycle_gain_00,1,1,i01_cfg_cycle_gain,candidate,cfg,cfg_cycle_gain,native,heun64,0.75,0.5,{},1000,48.54100930925358,211.24119541051982,54.7847900390625,176.0,0.0,16.0,129.4018824947998,115.06406688457355,14.337815610226244,30.411184593569487,4.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/round01/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/rounds.png,837f3c34e5ad057cf1a6aae5b1016c606d9768ad0bcb70c8c2bcb0d0828c75d8,0f1cd610eaeeb090469aa4b114d14a3fd4f98252ecb57c9b3e47dbc4c9a5b94d,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2344.159335657756,0.7430742021718226,0.5767830734415645,14.926604298132872,0,14.430932329394683,0,False,2344.159335657756,0.7430742021718226,0.5767830734415645,14.926604298132872,0,14.430932329394683,0,False
i01_cfg_cycle_gain_00,2,1,i01_cfg_cycle_gain,candidate,cfg,cfg_cycle_gain,native,heun64,0.75,0.5,{},1000,48.259831973924406,210.41528317144196,56.589412689208984,176.0,0.0,16.0,150.66600244259462,136.28879859484732,14.377203847747296,29.025000405032188,4.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/round02/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/rounds.png,aa8f85c0ef6f873e54735d38184cd54cac272bdf286f98318305c2d1a5f85abc,472212181b48d7d0b08e888b20baaf3ab1e38d4cc996a9fed58d451aed52758b,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2330.792631713867,0.7417871627734856,0.5781981361862231,14.957768742761084,0,14.455767243737153,0,False,3113.773783533732,0.8459021549489298,0.4538450878458038,13.632703026799994,0,13.197933030955635,0,False
i01_cfg_cycle_gain_00,3,1,i01_cfg_cycle_gain,candidate,cfg,cfg_cycle_gain,native,heun64,0.75,0.5,{},1000,47.25317697426806,212.00328904472553,55.3374137878418,176.0,0.0,16.0,159.33300330024213,144.9250817024149,14.407921597827226,28.465435335878283,4.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/round03/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/rounds.png,bdbb68033849380079ae24a2df95edc14dbc3e68935aab073ecc267e46f03640,5c923c8efe8dbdc42b094c84a4cfe33dcad25eca375fda4b14952457100c82fc,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2326.0309946289062,0.7412160542941475,0.5792755713010777,14.960487963865642,0,14.464648634133058,0,False,3639.1655951385496,0.8880934678727491,0.4019047886778378,12.936145734430342,0,12.520785428692992,0,False
i01_cfg_cycle_gain_00,4,1,i01_cfg_cycle_gain,candidate,cfg,cfg_cycle_gain,native,heun64,0.75,0.5,{},1000,47.37161319110089,208.74220922395716,55.740718841552734,176.0,0.0,16.0,129.7781849000603,115.43869556672871,14.339489333331585,29.1496239900589,4.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/round04/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/rounds.png,1e80c335a772910b0a41b5e8e8f35a0ad4187d8ccbf9bbbb081e9dc9c47bac8c,433309829f26f9d84c0992610e78dcfb83ea37a045c5502f7b06f3a7a9134375,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2353.7855582682296,0.7420548053189018,0.5785916348257518,14.900418119532668,0,14.41313466975199,0,False,3968.5694062652587,0.9097661992205337,0.37382006758782105,12.558305125911735,0,12.144463807885774,0,False
i01_cfg_cycle_gain_00,5,1,i01_cfg_cycle_gain,candidate,cfg,cfg_cycle_gain,native,heun64,0.75,0.5,{},1000,46.294652965490684,209.72029052884363,57.790321350097656,176.0,0.0,16.0,129.8501528906636,115.51162725547329,14.338525635190308,28.792637502774596,4.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/round05/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i01_cfg_cycle_gain_00/rounds.png,d8db46b6893fe1ee5240a2a9f2d71f043587e46df6b77cdc22107e911326706c,83c9356c27d5c5b9c49034bfa1911b943cda49a7b796cafd530a2b7259690219,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2318.612568166097,0.7391312948907912,0.5808547572066473,14.984753702776118,0,14.478521752159406,0,False,4165.661622980753,0.9239349040894865,0.35539326378221314,12.331450440496718,0,11.933963715981646,0,False
i06_ig_cycle_agreement_00,0,6,i06_ig_cycle_agreement,candidate,ig,ig_cycle_agreement,mlp,heun64,0.4,0.5,{},1000,74.89184067919899,214.67676083662127,32.33314514160156,134.0,0.0,6.0,106.05678703216836,91.72458021063358,14.332206821534783,28.27731818612665,3.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i06_ig_cycle_agreement_00/round00/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i06_ig_cycle_agreement_00/rounds.png,e5125ecb169d45483d2e101f8229e29ee2ade22cce620f4d080f85c56fdb17fe,,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,0.0,0.0,1.0,,1000,,1000,True,0.0,0.0,1.0,,1000,,1000,True
i06_ig_cycle_agreement_00,1,6,i06_ig_cycle_agreement,candidate,ig,ig_cycle_agreement,mlp,heun64,0.4,0.5,{},1000,76.07237450523519,214.04790470780006,32.8472900390625,100.0,0.0,4.0,83.0464296611026,68.71487887902185,14.33155078208074,32.544400048907846,2.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i06_ig_cycle_agreement_00/round01/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i06_ig_cycle_agreement_00/rounds.png,837f3c34e5ad057cf1a6aae5b1016c606d9768ad0bcb70c8c2bcb0d0828c75d8,8c4db7a0597765793deca5d4ddd2fb7a9de7a914b6fd7f7fe96de2c841a80609,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2413.853296742757,0.7529865157776243,0.5401840009278324,14.753194431684445,0,14.303694887897354,0,False,2413.853296742757,0.7529865157776243,0.5401840009278324,14.753194431684445,0,14.303694887897354,0,False
i06_ig_cycle_agreement_00,2,6,i06_ig_cycle_agreement,candidate,ig,ig_cycle_agreement,mlp,heun64,0.4,0.5,{},1000,74.31886308360168,212.7907293635899,34.423179626464844,100.0,0.0,4.0,82.9725859388709,68.64006498549134,14.332520953379571,30.811589024960995,2.0,True,complete,,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i06_ig_cycle_agreement_00/round02/gallery.png,/home/zhoushunyu/data/eqvae/experiments/recursive_guidance_20260913/recursive_screen_1k/i06_ig_cycle_agreement_00/rounds.png,aa8f85c0ef6f873e54735d38184cd54cac272bdf286f98318305c2d1a5f85abc,803c1c6eb791eaff729af80ead7042373738e086ce9e029e953466c7c157c616,fb1a729e99870d13fde0240d820738565e02b8ba4fe0fe3e779375167f5636e4,2374.7386549886064,0.7490140139016426,0.5468791885775047,14.848529645867576,0,14.37464539303483,0,False,3208.2864497273763,0.8551131650060173,0.410604259289948,13.475727071898739,0,13.068072238299324,0,False
