model,arm,kind,samples,fid,sfid,inception_score,baseline,delta_fid,full_calls_per_output,seconds,relative_seconds
sit,strong_e64,baseline,1000,87.54491553175313,221.690456352635,28.881834030151367,strong_e64,0.0,64,40.91697117034346,1.0
sit,strong_log_k02_w1,log,1000,83.47262277741947,213.3329485928033,30.881223678588867,strong_e64,-4.07229275433366,192,93.02096072724089,2.273407783288278
sit,strong_e192,baseline,1000,86.53026430807603,220.69461198406486,28.757972717285156,strong_e64,-1.014651223677106,192,93.43273375742137,2.283471407706278
