parameter,clean_grad_norm,epsilon_grad_norm,cosine
net.0.weight,0.033736713230609894,0.12293925881385803,0.018177460879087448
net.0.bias,0.005062610376626253,0.024352656677365303,-0.11494411528110504
net.2.weight,0.012388435192406178,0.04847190901637077,0.11481812596321106
net.2.bias,0.0035505900159478188,0.009571217000484467,0.17035235464572906
net.4.weight,0.01566624827682972,0.1010446548461914,0.10731561481952667
net.4.bias,0.0028000797610729933,0.007550506852567196,0.05958981066942215
net.6.weight,0.0384792722761631,0.28217071294784546,0.09076912701129913
net.6.bias,0.00332213519141078,0.009051604196429253,0.08243114501237869
ALL_TRUNK,0.055451225489377975,0.32881230115890503,0.07103157043457031
