time,model,model_kind,first_branch,second_branch,first_bayes_mse,second_bayes_mse,first_paired_mse,second_paired_mse,branch_error_cosine_mean,branch_error_cosine_negative_fraction,oracle_gate_mean,oracle_bayes_mse,oracle_gain_over_best_branch,learned_gate_mean,learned_bayes_mse,learned_gate_mae_to_oracle
0.03,S0_xv,x_plus_v,x,v,0.0012242604279890656,0.00232903053984046,1.047776222229004,1.047261357307434,0.16774475574493408,0.37060546875,0.7365866899490356,0.0007304471801035106,0.40335637466995333,,,
0.03,S1_xv,x_plus_v,x,v,0.0008811849402263761,0.003205681685358286,1.0470343828201294,1.04830002784729,0.23179514706134796,0.3330078125,0.7837364673614502,0.0005724594229832292,0.3503526934582375,,,
0.1,D0_xeps,x_plus_epsilon,x,epsilon,0.00029487977735698223,0.04471796005964279,1.2010213136672974,1.2406840324401855,0.05746027082204819,0.460693359375,0.9626333713531494,0.0002203795884270221,0.25264597524356514,,,
0.1,D1_scaled,x_plus_epsilon,x,epsilon,0.00031578761991113424,0.04568326100707054,1.2012383937835693,1.2440720796585083,-0.07280018925666809,0.542724609375,0.9543100595474243,0.00024386949371546507,0.22774206986299095,0.9221221208572388,0.00045118594425730407,0.07555612921714783
0.1,D2_velocity,x_plus_epsilon,x,epsilon,0.000702917343005538,0.06095283478498459,1.2005823850631714,1.2480018138885498,0.0029751562979072332,0.52685546875,0.9517375826835632,0.0005610201042145491,0.20186902514634775,0.9649720191955566,0.0008498906390741467,0.05887588858604431
0.1,D4_safe,x_plus_epsilon,x,epsilon,0.00029639617423526943,0.06129016727209091,1.2009550333023071,1.2569174766540527,-0.19502180814743042,0.658447265625,0.9723576307296753,0.0002394522016402334,0.19212114576700234,0.9831587672233582,0.00028520781779661775,0.024496402591466904
0.1,S0_xv,x_plus_v,x,v,0.0006981222541071475,0.002039578976109624,1.2007451057434082,1.2024787664413452,0.08678784221410751,0.438720703125,0.7320518493652344,0.000228238437557593,0.6730680962899614,,,
0.1,S1_xv,x_plus_v,x,v,0.0005601435550488532,0.002213472966104746,1.2000857591629028,1.2019953727722168,-0.062265437096357346,0.5322265625,0.7254430055618286,0.00027993947151117027,0.5002362001884406,,,
0.3,D0_xeps,x_plus_epsilon,x,epsilon,0.0007104077376425266,0.005028697662055492,1.7068893909454346,1.712104082107544,0.1507120579481125,0.41845703125,0.8083288669586182,0.00029176223324611783,0.5893031314462808,,,
0.3,D1_scaled,x_plus_epsilon,x,epsilon,0.0006379711558111012,0.005130141973495483,1.706829309463501,1.7134034633636475,0.04033982753753662,0.474365234375,0.8173089027404785,0.00029279047157615423,0.5410600167277038,0.8591800928115845,0.0006258154753595591,0.18557868897914886
0.3,D2_velocity,x_plus_epsilon,x,epsilon,0.0014134059892967343,0.008293533697724342,1.7085882425308228,1.713071584701538,0.12046691030263901,0.412353515625,0.8073970079421997,0.0007102310191839933,0.49750388454390126,0.9295511245727539,0.0014097460079938173,0.2010382115840912
0.3,D4_safe,x_plus_epsilon,x,epsilon,0.0005786226829513907,0.006146744359284639,1.7066597938537598,1.7161332368850708,0.2817366123199463,0.329833984375,0.8828420639038086,0.00028297764947637916,0.5109461522783896,0.8969943523406982,0.0006030310178175569,0.14042821526527405
0.3,S0_xv,x_plus_v,x,v,0.0008313911966979504,0.0012269632425159216,1.7062656879425049,1.7064555883407593,0.35236847400665283,0.307373046875,0.653100311756134,0.0003771017072722316,0.546420856066347,,,
0.3,S1_xv,x_plus_v,x,v,0.0008482680423185229,0.0012613995932042599,1.7059600353240967,1.7060531377792358,0.45947298407554626,0.2236328125,0.7175963521003723,0.0004552238970063627,0.46334899548717523,,,
0.5,D0_xeps,x_plus_epsilon,x,epsilon,0.0012724320404231548,0.0027985302731394768,1.9808177947998047,1.9838080406188965,0.10528941452503204,0.431640625,0.5810928344726562,0.0007230717455968261,0.43174038170528595,,,
0.5,D1_scaled,x_plus_epsilon,x,epsilon,0.001275549060665071,0.0026515969075262547,1.9807403087615967,1.9835692644119263,-0.09297464787960052,0.539306640625,0.6137996912002563,0.0006089914822950959,0.5225652222443189,0.6166277527809143,0.0009086201898753643,0.24475407600402832
0.5,D2_velocity,x_plus_epsilon,x,epsilon,0.0017812992446124554,0.007254002615809441,1.9797812700271606,1.9880516529083252,0.23718133568763733,0.3623046875,0.7495536804199219,0.0013264147564768791,0.25536668783270167,0.6999485492706299,0.0018934744875878096,0.2716981768608093
0.5,D4_safe,x_plus_epsilon,x,epsilon,0.001125597395002842,0.0035873576998710632,1.9816460609436035,1.9845075607299805,0.021856630221009254,0.487548828125,0.6137280464172363,0.0004877638421021402,0.5666622504035658,0.6814492344856262,0.000900368788279593,0.30654263496398926
0.5,S0_xv,x_plus_v,x,v,0.0064718034118413925,0.0022470580879598856,1.985833764076233,1.984588861465454,0.04465274512767792,0.485595703125,0.253345251083374,0.0009995282161980867,0.5551836325221289,,,
0.5,S1_xv,x_plus_v,x,v,0.006809425074607134,0.0015924840699881315,1.9860320091247559,1.9821677207946777,0.18803301453590393,0.373291015625,0.14435771107673645,0.000857707520481199,0.4614027627368409,,,
0.7,D0_xeps,x_plus_epsilon,x,epsilon,0.00899143423885107,0.005383060313761234,1.6278398036956787,1.6279466152191162,0.06240394711494446,0.458251953125,0.38632112741470337,0.002296268939971924,0.573426860163214,,,
0.7,D1_scaled,x_plus_epsilon,x,epsilon,0.008763181045651436,0.0049287183210253716,1.628092646598816,1.6273314952850342,0.05121786147356033,0.46533203125,0.39397332072257996,0.0020816735923290253,0.5776440330442837,0.227176696062088,0.0035174184013158083,0.2983372211456299
0.7,D2_velocity,x_plus_epsilon,x,epsilon,0.01635313779115677,0.010006409138441086,1.6369075775146484,1.6306358575820923,0.24491581320762634,0.352294921875,0.44483673572540283,0.005049210973083973,0.49540230633917515,0.20789682865142822,0.009337440133094788,0.4211702346801758
0.7,D4_safe,x_plus_epsilon,x,epsilon,0.007643144577741623,0.005274234339594841,1.6285936832427979,1.6277028322219849,0.03383772820234299,0.466796875,0.39571505784988403,0.0025716875679790974,0.5124055166315096,0.29417145252227783,0.0038428627885878086,0.27507883310317993
0.7,S0_xv,x_plus_v,x,v,0.036357201635837555,0.015726298093795776,1.6580084562301636,1.639409065246582,0.21130052208900452,0.374755859375,0.2954126000404358,0.01003405824303627,0.36195675656212867,,,
0.7,S1_xv,x_plus_v,x,v,0.03407358005642891,0.022316591814160347,1.657109022140503,1.6439014673233032,0.3905649483203888,0.296875,0.3713220953941345,0.017536776140332222,0.21418215261683604,,,
0.9,D0_xeps,x_plus_epsilon,x,epsilon,0.14621944725513458,0.026471689343452454,0.8164125680923462,0.7045648694038391,0.27346867322921753,0.32177734375,0.12338536977767944,0.018752872943878174,0.2915876013588632,,,
0.9,D1_scaled,x_plus_epsilon,x,epsilon,0.13674993813037872,0.026868639513850212,0.8110469579696655,0.7052629590034485,0.363309383392334,0.27734375,0.15132230520248413,0.01854042150080204,0.30996054001004225,0.015471762046217918,0.026893772184848785,0.15353858470916748
0.9,D2_velocity,x_plus_epsilon,x,epsilon,0.23684453964233398,0.04959018528461456,0.9093570709228516,0.7294499278068542,0.16468974947929382,0.410888671875,0.15191349387168884,0.0419209860265255,0.15465155482023274,0.000374603143427521,0.04959052801132202,0.15194915235042572
0.9,D4_safe,x_plus_epsilon,x,epsilon,0.14802858233451843,0.022725634276866913,0.8221455216407776,0.7018085718154907,0.10387994349002838,0.42578125,0.19930723309516907,0.014530560933053493,0.36060922410229157,0.03923892602324486,0.021834874525666237,0.19220110774040222
0.9,S0_xv,x_plus_v,x,v,0.5187563896179199,0.21749475598335266,1.2017781734466553,0.892269492149353,0.6975040435791016,0.1064453125,0.13656863570213318,0.2062837779521942,0.05154596937508027,,,
0.9,S1_xv,x_plus_v,x,v,0.4882233738899231,0.32998794317245483,1.1650679111480713,1.0061323642730713,0.7453842759132385,0.084716796875,0.28993460536003113,0.3118854761123657,0.054857965070040704,,,
0.97,D0_xeps,x_plus_epsilon,x,epsilon,1.455527663230896,0.03599467873573303,2.292271614074707,0.8765301704406738,-0.22667965292930603,0.6416015625,0.10810191929340363,0.014762742444872856,0.5898631974670905,,,
0.97,D1_scaled,x_plus_epsilon,x,epsilon,1.6247187852859497,0.03427249565720558,2.4601147174835205,0.875521719455719,-0.24397608637809753,0.644287109375,0.10154569149017334,0.012585161253809929,0.6327912218681987,0.018088050186634064,0.03160902112722397,0.09757763147354126
0.97,D2_velocity,x_plus_epsilon,x,epsilon,1.9114816188812256,0.06270040571689606,2.7417502403259277,0.9039866924285889,-0.13933157920837402,0.585205078125,0.09794992953538895,0.033666886389255524,0.46305153843393376,0.0002900369872804731,0.06267844140529633,0.09791843593120575
0.97,D4_safe,x_plus_epsilon,x,epsilon,1.3896372318267822,0.0323445126414299,2.2004356384277344,0.873126745223999,-0.21546995639801025,0.63037109375,0.0990474671125412,0.012183322571218014,0.623326444696141,0.014421014115214348,0.02889719232916832,0.09397561848163605
0.97,S0_xv,x_plus_v,x,v,2.1939945220947266,0.14608368277549744,3.077669143676758,0.9875514507293701,0.31813472509384155,0.279541015625,0.08819311857223511,0.12440416216850281,0.14840480603375727,,,
0.97,S1_xv,x_plus_v,x,v,2.125544786453247,0.18435977399349213,3.022989273071289,1.0290429592132568,0.3467263877391815,0.285400390625,0.10292985290288925,0.15093238651752472,0.18131605800920214,,,
0.99,D0_xeps,x_plus_epsilon,x,epsilon,14.21445083618164,0.011158769950270653,15.253722190856934,0.9960035085678101,0.2540326714515686,0.349365234375,0.011374378576874733,0.009670390747487545,0.1333820133774698,,,
0.99,D1_scaled,x_plus_epsilon,x,epsilon,12.898548126220703,0.009246926754713058,13.9292573928833,0.9934061169624329,0.1565786451101303,0.396728515625,0.008343074470758438,0.00794451218098402,0.1408483713862243,0.028198258951306343,0.028945162892341614,0.02709120512008667
0.99,D2_velocity,x_plus_epsilon,x,epsilon,18.317710876464844,0.017215967178344727,19.46158790588379,1.0035334825515747,0.1011621356010437,0.446044921875,0.012968211434781551,0.014730405062437057,0.14437539814981515,0.0007134469924494624,0.01761101558804512,0.013105547055602074
0.99,D4_safe,x_plus_epsilon,x,epsilon,12.716375350952148,0.01097224373370409,13.673015594482422,0.9947510957717896,0.22932544350624084,0.36474609375,0.007417593151330948,0.009864641353487968,0.10094584180752697,0.004524393938481808,0.01220368966460228,0.009462740272283554
0.99,S0_xv,x_plus_v,x,v,14.601369857788086,0.03184473514556885,15.507012367248535,1.0058773756027222,-0.011048195883631706,0.533935546875,0.017799802124500275,0.02567383646965027,0.1937808133027369,,,
0.99,S1_xv,x_plus_v,x,v,11.210222244262695,0.03575780242681503,12.192997932434082,1.0113537311553955,0.03601807355880737,0.46044921875,0.023579400032758713,0.0277535542845726,0.22384619856392485,,,
