heat_variance,max_score_identity_error,correction_rms_under_target,local_correction_rms_under_target,local_exact_weighted_cosine,delta_spatial_range_on_support
0.0,1.489561462619804e-06,7.488743144693413e-07,0.0,0.0,1.0119551419052186e-08
0.25,7.196315338181547e-05,0.20175706638440338,0.26295653270753633,0.8313166258387128,2.987424253922458
1.0,5.270112190036702e-06,0.11300701935709082,0.12537945565720454,0.7979972629036046,3.3373150033114802
4.0,3.7822161506467777e-06,0.02100498442531641,0.017320379032183163,0.66549272403181,1.770355167770782
36.0,4.882903350544865e-07,0.0046867186415677714,0.002899892489840705,0.20741350634057762,0.1853256184973907
