arm,idea_id,family,key,role,solver,strength,theta,external_semantics,fid,sfid,inception_score,independent_top1,independent_target_probability,full_calls_per_image,prefix_calls_per_image,auxiliary_decoder_images_per_output,auxiliary_classifier_images_per_output,sum_batch_gpu_seconds,complete
cfg_native_10,,cfg_native,native_cfg,native,heun64,2.75,0.0,False,53.875368576481776,207.76356369139228,70.09803009033203,0.9369999766349792,0.8810493350028992,224.0,0.0,0.0,0.0,173.46676867781207,True
cfg_native_11,,cfg_native,native_cfg,native,heun64,3.0,0.0,False,55.07976510850284,208.03143773587203,70.33192443847656,0.9380000233650208,0.8869020938873291,224.0,0.0,0.0,0.0,170.03417800273746,True
cfg_apg_00,,cfg_apg,cfg_apg_momentum,control,heun64,1.0,-0.75,False,53.421909388387576,214.98643064513362,48.004974365234375,0.7289999723434448,0.6011618375778198,224.0,0.0,0.0,0.0,177.15170113835484,True
cfg_apg_01,,cfg_apg,cfg_apg_momentum,control,heun64,1.0,-0.5,False,50.97308212600228,214.1345271013057,50.54780197143555,0.746999979019165,0.6322844624519348,224.0,0.0,0.0,0.0,171.1684514284134,True
cfg_apg_02,,cfg_apg,cfg_apg_momentum,control,heun64,1.0,-0.25,False,48.37041405165252,213.2427402112039,53.19331741333008,0.7739999890327454,0.6688123345375061,224.0,0.0,0.0,0.0,172.47175498027354,True
cfg_apg_03,,cfg_apg,cfg_apg_momentum,control,heun64,1.5,-0.75,False,46.745145919578476,212.65370868652678,55.70099639892578,0.7879999876022339,0.6890192627906799,224.0,0.0,0.0,0.0,171.2866815556772,True
cfg_apg_04,,cfg_apg,cfg_apg_momentum,control,heun64,1.5,-0.5,False,45.393598737137154,211.86769855202715,58.253658294677734,0.8190000057220459,0.7242051959037781,224.0,0.0,0.0,0.0,170.6362831122242,True
cfg_apg_05,,cfg_apg,cfg_apg_momentum,control,heun64,1.5,-0.25,False,44.60853151164389,211.71971776368525,61.24013900756836,0.8460000157356262,0.7594250440597534,224.0,0.0,0.0,0.0,170.7534437580034,True
cfg_apg_06,,cfg_apg,cfg_apg_momentum,control,heun64,2.0,-0.75,False,44.50762732205328,211.64975444704078,60.88758087158203,0.8429999947547913,0.7557884454727173,224.0,0.0,0.0,0.0,171.51424848241732,True
cfg_apg_07,,cfg_apg,cfg_apg_momentum,control,heun64,2.0,-0.5,False,44.54207305862195,211.346515814467,62.020843505859375,0.8579999804496765,0.7809092402458191,224.0,0.0,0.0,0.0,170.34334417339414,True
cfg_apg_08,,cfg_apg,cfg_apg_momentum,control,heun64,2.0,-0.25,False,45.34148769150897,210.72113644346746,63.92414855957031,0.8859999775886536,0.8106450438499451,224.0,0.0,0.0,0.0,170.38162456126884,True
cfg_apg_09,,cfg_apg,cfg_apg_momentum,control,heun64,2.5,-0.75,False,44.82570454697708,211.0442242361928,62.75088119506836,0.8690000176429749,0.7952022552490234,224.0,0.0,0.0,0.0,170.5966532425955,True
cfg_apg_10,,cfg_apg,cfg_apg_momentum,control,heun64,2.5,-0.5,False,45.64539814188612,210.44123913799626,65.23388671875,0.8920000195503235,0.8179954886436462,224.0,0.0,0.0,0.0,171.24816439067945,True
