condition,kind,steps,full_calls,prefix_calls,full_query_calls,full_forward_equivalents,integration_seconds,integration_samples_per_second,fid,fid_mean_component,fid_covariance_component,sfid,inception_score,noise_sha256,label_sha256
pfr_ou_d1_strong_common_direction_raw_norm_first_heun_n22,ou_d1_strong_common_direction_raw_norm_first,22,55000,28750,13750,79991.25,412.23240226111375,12.129080520053177,36.19015567380944,5.443423271179199,30.746732402630244,67.98824079528299,41.56447219848633,3c14e4f593e957f4bf5d62fa105568e822c6617a2a5eb9eb232e5d31d9d1cbb3,8670e9841318fe9dd1939e399ad2808e7c9a669b21142495f9f0e13daf524172
pfr_ou_d1_strong_common_first_heun_n22,ou_d1_strong_common_first,22,55000,28750,13750,79991.25,434.33055356889963,11.511969302907513,37.08272464162491,5.927693843841553,31.155030797783354,67.54196547687218,41.19404220581055,3c14e4f593e957f4bf5d62fa105568e822c6617a2a5eb9eb232e5d31d9d1cbb3,8670e9841318fe9dd1939e399ad2808e7c9a669b21142495f9f0e13daf524172
pfr_ou_d1_strong_common_norm_raw_direction_first_heun_n22,ou_d1_strong_common_norm_raw_direction_first,22,55000,28750,13750,79991.25,417.4012137176469,11.978882273644452,37.76655979427994,6.170939922332764,31.59561987194718,68.07915205304323,40.65449142456055,3c14e4f593e957f4bf5d62fa105568e822c6617a2a5eb9eb232e5d31d9d1cbb3,8670e9841318fe9dd1939e399ad2808e7c9a669b21142495f9f0e13daf524172
