condition,kind,steps,full_calls,prefix_calls,full_query_calls,full_forward_equivalents,integration_seconds,integration_samples_per_second,fid,fid_mean_component,fid_covariance_component,sfid,inception_score,noise_sha256,label_sha256
pfr_ou_d1_common_direction_raw_norm_first_heun_n25,ou_d1_common_direction_raw_norm_first,25,6250,4250,0,7911.75,41.087042780127376,24.338573241967936,62.21528860946444,5.701098918914795,56.51418969054964,205.19383103524808,38.82578659057617,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
pfr_ou_d1_common_first_heun_n25,ou_d1_common_first,25,6250,4250,0,7911.75,42.01535537466407,23.800822129973366,62.136948896781064,5.766406536102295,56.37054236067877,205.03834468051537,38.422828674316406,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
pfr_ou_d1_common_norm_raw_direction_first_heun_n25,ou_d1_common_norm_raw_direction_first,25,6250,4250,0,7911.75,41.886994876665995,23.873758500566733,62.29483264761677,5.7680158615112305,56.52681678610554,204.50502105283636,38.59516143798828,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
pfr_time_only_heun_n25,time_only,25,6250,2875,0,7374.125,37.92650613654405,26.366784127168806,62.1462775613561,5.6593170166015625,56.48696054475454,204.4130951587614,38.76388931274414,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
