time,future_time,metric,samples,samples_per_class,total_energy,class_constant_energy,state_varying_energy,class_constant_fraction,recomposition_error,unbiased_class_constant_energy,unbiased_state_varying_energy,unbiased_class_constant_fraction,unbiased_recomposition_error
0.02,0.051250000000000004,raw_revision,12800,128,0.012463075012783018,0.0012861724453950185,0.011176902567388,0.10319864432139166,0.0,0.0011981653385651917,0.011264909674217827,0.0961372163239223,0.0
0.02,0.051250000000000004,degree1_defect,12800,128,0.01100967175742481,0.001573213560296766,0.009436458197128045,0.14289377512420448,0.0,0.001498910739846939,0.009510761017577873,0.13614490721179665,0.0
0.02,0.051250000000000004,degree1_common,12800,128,0.012282102192655292,0.001682354140568445,0.010599748052086848,0.13697607414262472,0.0,0.001598891557481147,0.010683210635174144,0.13018061015949578,0.0
0.02,0.051250000000000004,degree1_unique,12800,128,0.0001809728253187619,5.761979528533482e-05,0.00012335303003342706,0.3183892122137369,2.710505431213761e-20,5.6648511584284216e-05,0.00012432431373447767,0.3130221981366797,0.0
0.02,0.051250000000000004,degree2_defect,12800,128,0.019118143435698898,0.01443150070371029,0.004686642731988612,0.7548588989432237,3.469446951953614e-18,0.014394598005033211,0.004723545430665687,0.7529286540530127,8.673617379884035e-19
0.02,0.051250000000000004,degree2_common,12800,128,0.0010515758623624405,0.00021293597782958947,0.000838639884532851,0.20249226465812323,0.0,0.00020633251417185048,0.0008452433481905899,0.19621267619086435,0.0
0.02,0.051250000000000004,degree2_unique,12800,128,0.011411499151051066,0.0009720875209163467,0.01043941163013472,0.08518490936633963,0.0,0.0008898874293404827,0.010521611721710584,0.07798164093615333,0.0
0.05,0.08125,raw_revision,12800,128,0.005703344366326821,0.0009536797820798102,0.004749664584247011,0.16721413276575786,0.0,0.0009162808483455818,0.004787063517981239,0.16065676373241738,8.673617379884035e-19
0.05,0.08125,degree1_defect,12800,128,0.005765502613742101,0.0012422914994911739,0.004523211114250927,0.21546976607558319,0.0,0.0012066756639458908,0.004558826949796209,0.20929236265885545,1.734723475976807e-18
0.05,0.08125,degree1_common,12800,128,0.005393528729455024,0.0011339688486983112,0.004259559880756713,0.21024618678778972,0.0,0.0011004290071175496,0.004293099722337474,0.20402765282548885,0.0
0.05,0.08125,degree1_unique,12800,128,0.0003098156454424205,3.4788430131690045e-05,0.0002750272153107305,0.11228751886307015,5.421010862427522e-20,3.26228615071961e-05,0.0002771927839352244,0.10529765680687384,0.0
