time,future_time,metric,samples,samples_per_class,total_energy,class_constant_energy,state_varying_energy,class_constant_fraction,recomposition_error,unbiased_class_constant_energy,unbiased_state_varying_energy,unbiased_class_constant_fraction,unbiased_recomposition_error
0.05,0.08125,degree2_defect,12800,128,0.013104734423208295,0.0062842120120066075,0.006820522411201686,0.4795375327009572,8.673617379884035e-19,0.006230507111131003,0.00687422731207729,0.47543940303718524,8.673617379884035e-19
0.05,0.08125,degree2_common,12800,128,0.0004694153241173914,0.00019642259353886503,0.00027299273057852634,0.4184409486592382,5.421010862427522e-20,0.00019427304447919156,0.0002751422796381998,0.4138617435305707,5.421010862427522e-20
0.05,0.08125,degree2_unique,12800,128,0.005233929042187747,0.000462955526517255,0.004770973515670493,0.08845277090797982,8.673617379884035e-19,0.0004253888059214244,0.004808540236266324,0.08127523367103477,1.734723475976807e-18
0.1,0.13125,raw_revision,12800,128,0.002098731999971087,0.00041968857172833713,0.00167904342824275,0.1999724460932215,2.168404344971009e-19,0.0004064677573327249,0.001692264242638362,0.1936730165349004,2.168404344971009e-19
0.1,0.13125,degree1_defect,12800,128,0.002784344019102828,0.0006003571317461221,0.002183986887356706,0.21561887741859187,0.0,0.000583160384601581,0.002201183634501247,0.20944264810692723,0.0
0.1,0.13125,degree1_common,12800,128,0.0016655130296793193,0.0003619869018903721,0.0013035261277889471,0.21734258179899657,0.0,0.00035172291663219143,0.0013137901130471277,0.21117992496276825,2.168404344971009e-19
0.1,0.13125,degree1_unique,12800,128,0.0004332189699626533,2.6769514120964745e-05,0.00040644945584168853,0.06179210971133715,0.0,2.3569124704888462e-05,0.0004096498452577648,0.054404646008276825,0.0
0.1,0.13125,degree2_defect,12800,128,0.00791907739336113,0.0021674605183859795,0.005751616874975151,0.2737011410196655,0.0,0.002122172196535782,0.005796905196825348,0.26798225236627704,0.0
0.1,0.13125,degree2_common,12800,128,0.0002810477271715826,7.05799982770553e-05,0.00021046772889452733,0.25113171697690145,2.710505431213761e-20,6.892277206528737e-05,0.00021212495510629524,0.2452351163231763,2.710505431213761e-20
0.1,0.13125,degree2_unique,12800,128,0.0018176842734668932,0.00019291020095226088,0.0016247740725146322,0.10612965286007603,2.168404344971009e-19,0.0001801167043182874,0.0016375675691486056,0.09909130366999788,2.168404344971009e-19
0.2,0.23125,raw_revision,12800,128,0.0013607219526076447,0.00019772347899759486,0.0011629984736100498,0.14530777475786572,0.0,0.0001885660107014527,0.0011721559419061922,0.13857791471658903,2.168404344971009e-19
0.2,0.23125,degree1_defect,12800,128,0.002570104211359013,0.00020132302913139768,0.0023687811822276153,0.07833263267754526,0.0,0.00018267120879889676,0.0023874330025601166,0.07107540931280151,4.336808689942018e-19
0.2,0.23125,degree1_common,12800,128,0.0004410933438495226,3.582584948162666e-05,0.00040526749436789597,0.08122056245275946,0.0,3.2634766848808574e-05,0.00040845857700071413,0.07398607869254496,1.0842021724855044e-19
0.2,0.23125,degree1_unique,12800,128,0.0009196286080910628,9.344778122080363e-05,0.000826180826870259,0.1016146957572141,1.0842021724855044e-19,8.694242037930553e-05,0.0008326861877117572,0.09454079572380635,1.0842021724855044e-19
0.2,0.23125,degree2_defect,12800,128,0.0029121456790332434,0.0004885292510504747,0.002423616427982769,0.16775577354105914,4.336808689942018e-19,0.0004694456571293506,0.002442700021903893,0.16120266939571318,4.336808689942018e-19
0.2,0.23125,degree2_common,12800,128,9.86793684044533e-05,1.698533228621163e-05,8.169403611824168e-05,0.17212647953515983,1.3552527156068805e-20,1.6342072159296337e-05,8.233729624515697e-05,0.16560779039764137,0.0
0.2,0.23125,degree2_unique,12800,128,0.0012620425842613937,0.00012724759638311594,0.0011347949878782776,0.10082670582592677,2.168404344971009e-19,0.00011831220277777516,0.0011437303814836185,0.09374660114739075,0.0
0.3,0.33125,raw_revision,12800,128,0.0021352844301651673,0.0002525996656678482,0.0018826847644973193,0.11829790078519388,2.168404344971009e-19,0.00023777537618361732,0.00189750905398155,0.11135536457090406,0.0
0.3,0.33125,degree1_defect,12800,128,0.005147229552510875,0.00017522003551501554,0.00497200951699586,0.034041620589767806,0.0,0.00013607035427882767,0.005011159198232048,0.026435649098348654,8.673617379884035e-19
0.3,0.33125,degree1_common,12800,128,0.00028425914707618644,9.70168431637131e-06,0.00027455746275981515,0.034129717253288915,0.0,7.539814530860954e-06,0.0002767193325453255,0.02652443943638567,0.0
0.3,0.33125,degree1_unique,12800,128,0.001851025282242771,0.00018358947199469572,0.0016674358102480753,0.09918258478471557,0.0,0.00017046005616597074,0.0016805652260768007,0.0920895342712094,4.336808689942018e-19
0.3,0.33125,degree2_defect,12800,128,0.0016759872916954418,0.00020419353800956436,0.0014717937536858775,0.12183477704237279,0.0,0.0001926046108151874,0.0014833826808802542,0.11492009024743087,2.168404344971009e-19
0.3,0.33125,degree2_common,12800,128,0.00028644247923693,3.61719698215457e-05,0.00025027050941538436,0.12628004728176564,5.421010862427522e-20,3.420133588914109e-05,0.000252241143347789,0.11940036261469293,5.421010862427522e-20
0.3,0.33125,degree2_unique,12800,128,0.0018488419509373973,0.00014411594475139918,0.0017047260061859983,0.07794930479499868,2.168404344971009e-19,0.0001306929053326118,0.0017181490456047856,0.07068906310047111,0.0
0.4,0.43125,raw_revision,12800,128,0.0035319523682833228,0.0002648229581257762,0.003267129410157546,0.07497919861656892,4.336808689942018e-19,0.00023909752969933885,0.0032928548385839835,0.06769557025921907,4.336808689942018e-19
0.4,0.43125,degree1_defect,12800,128,0.008338370940681208,0.0002468927333822133,0.008091478207298995,0.029609228845609892,0.0,0.00018318030655308732,0.00815519063412812,0.02196835663179579,1.734723475976807e-18
0.4,0.43125,degree1_common,12800,128,3.743444002380102e-05,1.0631048836174352e-06,3.6371335140183584e-05,0.028399112767320878,0.0,7.767164179466984e-07,3.665772360585432e-05,0.02074871208044939,6.776263578034403e-21
0.4,0.43125,degree1_unique,12800,128,0.0034945179283187447,0.00024057261225345717,0.0032539453160652875,0.06884286107217072,0.0,0.00021495099559152577,0.003279566932727219,0.06151091509636104,0.0
0.4,0.43125,degree2_defect,12800,128,0.0020296905926406655,0.0001562080538364193,0.0018734825388042463,0.07696151048972923,2.168404344971009e-19,0.00014145622282221265,0.001888234369818453,0.06969349088728616,0.0
0.4,0.43125,degree2_common,12800,128,0.0005214710679012378,3.967720211915267e-05,0.0004817938657820852,0.07608706323601293,5.421010862427522e-20,3.588354963267956e-05,0.0004855875182685583,0.06881215822212326,0.0
0.4,0.43125,degree2_unique,12800,128,0.0030104812999644263,0.00012581735697263496,0.0028846639429917905,0.04179310363898347,8.673617379884035e-19,0.00010310346765773897,0.002907377832306687,0.03424816744716445,0.0
