time,future_time,samples,groups,pointwise_explained_fraction,classwise_explained_fraction,global_explained_fraction,global_coefficient,class_coefficient_mean,class_coefficient_std,class_coefficient_min,class_coefficient_max
0.02,0.051250000000000004,3200,100,0.9869719197228994,0.9861441192008348,0.9858338715783996,1.062337997276173,1.063606225204355,0.018269205648400417,1.015833447550527,1.096092249985293
0.05,0.08125,3200,100,0.9448736223524687,0.9422864790768543,0.9414440121195886,0.9661769307138532,0.9719570765570539,0.02912451128853368,0.9200754381749359,1.0341074999718933
0.1,0.13125,3200,100,0.799213292874186,0.7977448614072923,0.7973365129890305,0.7746132011212695,0.7741755973790605,0.01757818061303606,0.7437963593825833,0.8249511235810427
0.2,0.23125,3200,100,0.32804652004309914,0.3252847463153363,0.32290159320690565,0.4152580825179649,0.41088889058178,0.03486168504769659,0.34090012776799167,0.5137430731096111
0.3,0.33125,3200,100,0.13300919290339996,0.13226675244047084,0.13002736049953692,0.23287491014177264,0.23035749504495182,0.03133349326663669,0.14302830984365755,0.2966419085911991
0.4,0.43125,3200,100,0.010799032066786122,0.010427055882975773,0.009294469636337307,0.06251923509279492,0.06139966215757933,0.022265497258962964,0.006036302724914766,0.10151793346331396
