time,future_time,samples,groups,pointwise_explained_fraction,classwise_explained_fraction,global_explained_fraction,global_coefficient,class_coefficient_mean,class_coefficient_std,class_coefficient_min,class_coefficient_max
0.02,0.051250000000000004,3200,100,0.985701652120635,0.9850511885195261,0.9846739785439214,1.0591006844791557,1.0607116974857975,0.02005452813628408,1.0130330140006425,1.0962415525577933
0.05,0.08125,3200,100,0.9441204537507502,0.9419394989148205,0.9411300972901905,0.967173997979329,0.9728807168724591,0.02858346147829874,0.9180935934057671,1.0355750418289464
0.1,0.13125,3200,100,0.7883558817598083,0.7866899414126614,0.7862308327566795,0.7743889537700893,0.7742976835325662,0.01920430999530453,0.7390557281393436,0.8446482339246664
0.2,0.23125,3200,100,0.3169847122648072,0.3150646683836355,0.3127477559192335,0.411115536160529,0.4068437784187251,0.03474902162215039,0.33498873761978604,0.508560350773346
0.3,0.33125,3200,100,0.13005829660098214,0.1293968555822764,0.1272320918610083,0.23162261021891298,0.22918307481804018,0.030985462928475163,0.13933289814677885,0.29310781435044675
0.4,0.43125,3200,100,0.011171176056789125,0.010790455953369534,0.009685180447961293,0.06419812445932511,0.06310141130547947,0.022122588786782728,0.007510237943537839,0.1036119271436132
