condition,kind,steps,full_calls,prefix_calls,full_query_calls,full_forward_equivalents,integration_seconds,integration_samples_per_second,fid,fid_mean_component,fid_covariance_component,sfid,inception_score,noise_sha256,label_sha256
pfr_ou_d1_strong_common_direction_raw_norm_first_heun_n22,ou_d1_strong_common_direction_raw_norm_first,22,5500,2875,1375,7999.125,41.219047834165394,24.260628339190458,61.550554259152136,5.6931257247924805,55.857428534359656,205.1078470767144,40.13823699951172,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
pfr_ou_d1_strong_common_first_heun_n22,ou_d1_strong_common_first,22,5500,2875,1375,7999.125,41.466144777368754,24.11605914581614,62.519391030880286,6.043392181396484,56.4759988494838,204.95646315288639,39.08332443237305,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
pfr_ou_d1_strong_common_norm_raw_direction_first_heun_n22,ou_d1_strong_common_norm_raw_direction_first,22,5500,2875,1375,7999.125,43.67809414630756,22.894771842615704,62.70364631509415,5.979673385620117,56.72397292947403,204.11230710763914,39.202877044677734,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
pfr_ou_d1_strong_unique_first_heun_n22,ou_d1_strong_unique_first,22,5500,2875,1375,7999.125,43.43315436318517,23.02388612252442,64.24565248097548,6.367783546447754,57.877868934527726,202.40887111978168,37.026546478271484,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
