seed,condition,steps,fid,fid_mean_component,fid_covariance_component,sfid,inception_score,full_forward_equivalents,noise_sha256,label_sha256
20260904,ou_d1_strong_common_first,22,62.1206972994,5.7878870964,56.3328102030,204.5089081328,38.3724441528,7999.125,60c696d3a05410418335a0be4f7be33c26130b757af3981d1fa60c2a65830389,b26ebd40678f4839bfc1fefee98fe43b8ea0b03fb1f2d9be33333e2ae80efcfc
20260904,ou_d1_strong_unique_first,22,65.8297073849,7.1801271439,58.6495802411,202.9383760440,35.9646720886,7999.125,60c696d3a05410418335a0be4f7be33c26130b757af3981d1fa60c2a65830389,b26ebd40678f4839bfc1fefee98fe43b8ea0b03fb1f2d9be33333e2ae80efcfc
20260905,ou_d1_strong_common_first,22,62.5271807851,6.0442352295,56.4829455556,204.9537785887,39.0642738342,7999.125,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
20260905,ou_d1_strong_unique_first,22,64.2566812996,6.3696064949,57.8870748047,202.4068790596,37.0494651794,7999.125,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
