seed,condition,degree,steps,full_calls,prefix_calls,full_query_calls,full_forward_equivalents,fid,fid_mean_component,fid_covariance_component,sfid,inception_score,noise_sha256,label_sha256
20260904,strong_d1_polar,1,22,5500,2875,1375,7999.125,61.603741018618734,5.453105926513672,56.15063509210506,204.88086706714603,37.782894134521484,60c696d3a05410418335a0be4f7be33c26130b757af3981d1fa60c2a65830389,b26ebd40678f4839bfc1fefee98fe43b8ea0b03fb1f2d9be33333e2ae80efcfc
20260904,strong_d2_polar,2,22,5500,2875,1375,7999.125,65.50410472241623,6.8183698654174805,58.68573485699875,202.91422667901134,37.6735725402832,60c696d3a05410418335a0be4f7be33c26130b757af3981d1fa60c2a65830389,b26ebd40678f4839bfc1fefee98fe43b8ea0b03fb1f2d9be33333e2ae80efcfc
20260905,strong_d1_polar,1,22,5500,2875,1375,7999.125,61.550554259152136,5.6931257247924805,55.857428534359656,205.1078470767144,40.13823699951172,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
20260905,strong_d2_polar,2,22,5500,2875,1375,7999.125,64.25612254477016,6.2860283851623535,57.97009415960781,202.56593831922066,39.547271728515625,9ef3b01f7e58fee4b9fbb2c28d74c59ee44c4014668ee3685f7d4c52989f8d07,2766311f377b86f3fdb52382ae071c375bc0ff46808eebd68c5ae8f436723699
