heat_variance,max_score_identity_error,correction_rms_under_target,local_correction_rms_under_target,local_exact_weighted_cosine,delta_spatial_range_on_support
0.0,5.985597301361167e-06,1.5971309410503695e-07,0.0,0.0,3.6133605330057605e-08
0.25,5.600100116372649e-06,0.018007369013365367,0.021208287619738257,0.9789932422744723,0.03555923658772461
1.0,4.5634881044402204e-06,0.024644553885918342,0.028649815892489498,0.9607499474774095,0.067267257822242
4.0,4.946256418817775e-06,0.010888291155655578,0.01120853388050324,0.9289393954637957,0.08514691138771992
36.0,4.2852222697370435e-08,0.001237304730240589,0.0004874947230352703,0.462514383714308,0.03260132539714333
